county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Arkansas,GARLAND,U.S. President - REP,,REP,Marco Rubio,11,10,1,0,0,0
Arkansas,GARLAND,U.S. President - REP,,REP,Ted Cruz,7,3,4,0,0,0
Arkansas,GARLAND,U.S. Senate - REP,,REP,Curtis Coleman,3,3,0,0,0,0
Arkansas,GARLAND,U.S. Senate - REP,,REP,Senator John Boozman,30,20,9,1,0,0
Arkansas,GARLAND,Unopposed Dem,,DEM,Vote for all Unopposed,1,1,0,0,0,0
Arkansas,GARLAND,Unopposed Rep,,REP,Vote for all Unopposed,28,20,7,1,0,0
Arkansas,GILLETT WARD 1,Sheriff/Collector,,REP,Rick Newton,7,7,0,0,0,0
Arkansas,GILLETT WARD 1,Sheriff/Collector,,REP,Todd Wright,35,28,6,1,0,0
Arkansas,GILLETT WARD 1,U.S. President - DEM,,DEM,Bernie Sanders,2,2,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President - DEM,,DEM,Hillary Clinton,11,11,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President - DEM,,DEM,Martin J. O'Malley,1,1,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President - REP,,REP,Ben Carson,2,2,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President - REP,,REP,Donald J. Trump,20,16,3,1,0,0
Arkansas,GILLETT WARD 1,U.S. President - REP,,REP,Marco Rubio,13,12,1,0,0,0
Arkansas,GILLETT WARD 1,U.S. President - REP,,REP,Ted Cruz,6,4,2,0,0,0
Arkansas,GILLETT WARD 1,U.S. Senate - REP,,REP,Curtis Coleman,4,4,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. Senate - REP,,REP,Senator John Boozman,38,31,6,1,0,0
Arkansas,GILLETT WARD 1,Unopposed Dem,,DEM,Vote for all Unopposed,9,9,0,0,0,0
Arkansas,GILLETT WARD 1,Unopposed Rep,,REP,Vote for all Unopposed,33,29,3,1,0,0
Arkansas,GILLETT WARD 2,Sheriff/Collector,,REP,Rick Newton,11,9,2,0,0,0
Arkansas,GILLETT WARD 2,Sheriff/Collector,,REP,Todd Wright,53,44,9,0,0,0
Arkansas,GILLETT WARD 2,U.S. President - DEM,,DEM,Bernie Sanders,5,4,1,0,0,0
Arkansas,GILLETT WARD 2,U.S. President - DEM,,DEM,Hillary Clinton,12,10,2,0,0,0
Arkansas,GILLETT WARD 2,U.S. President - REP,,REP,Ben Carson,5,4,1,0,0,0
Arkansas,GILLETT WARD 2,U.S. President - REP,,REP,Donald J. Trump,21,17,4,0,0,0
Arkansas,GILLETT WARD 2,U.S. President - REP,,REP,Marco Rubio,26,24,2,0,0,0
Arkansas,GILLETT WARD 2,U.S. President - REP,,REP,Rand Paul,1,0,1,0,0,0
Arkansas,GILLETT WARD 2,U.S. President - REP,,REP,Ted Cruz,12,9,3,0,0,0
Arkansas,GILLETT WARD 2,U.S. Senate - REP,,REP,Curtis Coleman,10,8,2,0,0,0
Arkansas,GILLETT WARD 2,U.S. Senate - REP,,REP,Senator John Boozman,55,46,9,0,0,0
Arkansas,GILLETT WARD 2,Unopposed Dem,,DEM,Vote for all Unopposed,9,6,3,0,0,0
Arkansas,GILLETT WARD 2,Unopposed Rep,,REP,Vote for all Unopposed,60,51,9,0,0,0
Arkansas,GILLETT WARD 3,Sheriff/Collector,,REP,Rick Newton,1,0,1,0,0,0
Arkansas,GILLETT WARD 3,Sheriff/Collector,,REP,Todd Wright,18,12,6,0,0,0
Arkansas,GILLETT WARD 3,U.S. President - DEM,,DEM,Bernie Sanders,2,2,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President - DEM,,DEM,Hillary Clinton,17,15,2,0,0,0
Arkansas,GILLETT WARD 3,U.S. President - REP,,REP,Donald J. Trump,4,4,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President - REP,,REP,John R. Kasich,1,0,1,0,0,0
Arkansas,GILLETT WARD 3,U.S. President - REP,,REP,Marco Rubio,8,5,3,0,0,0
Arkansas,GILLETT WARD 3,U.S. President - REP,,REP,Ted Cruz,6,3,3,0,0,0
Arkansas,GILLETT WARD 3,U.S. Senate - REP,,REP,Curtis Coleman,2,1,1,0,0,0
Arkansas,GILLETT WARD 3,U.S. Senate - REP,,REP,Senator John Boozman,16,10,6,0,0,0
Arkansas,GILLETT WARD 3,Unopposed Dem,,DEM,Vote for all Unopposed,9,8,1,0,0,0
Arkansas,GILLETT WARD 3,Unopposed Rep,,REP,Vote for all Unopposed,17,11,6,0,0,0
Arkansas,GUM POND,Sheriff/Collector,,REP,Rick Newton,31,15,16,0,0,0
Arkansas,GUM POND,Sheriff/Collector,,REP,Todd Wright,42,30,12,0,0,0
Arkansas,GUM POND,U.S. President - DEM,,DEM,Bernie Sanders,4,3,1,0,0,0
Arkansas,GUM POND,U.S. President - DEM,,DEM,Hillary Clinton,10,6,3,1,0,0
Arkansas,GUM POND,U.S. President - REP,,REP,Ben Carson,3,3,0,0,0,0
Arkansas,GUM POND,U.S. President - REP,,REP,Donald J. Trump,24,13,11,0,0,0
Arkansas,GUM POND,U.S. President - REP,,REP,Gov. Chris Christie,1,0,1,0,0,0
Arkansas,GUM POND,U.S. President - REP,,REP,John R. Kasich,2,0,2,0,0,0
Arkansas,GUM POND,U.S. President - REP,,REP,Marco Rubio,14,11,3,0,0,0
Arkansas,GUM POND,U.S. President - REP,,REP,Ted Cruz,29,18,11,0,0,0
Arkansas,GUM POND,U.S. Senate - REP,,REP,Curtis Coleman,13,8,5,0,0,0
Arkansas,GUM POND,U.S. Senate - REP,,REP,Senator John Boozman,57,34,23,0,0,0
Arkansas,GUM POND,Unopposed Dem,,DEM,Vote for all Unopposed,9,6,2,1,0,0
Arkansas,GUM POND,Unopposed Rep,,REP,Vote for all Unopposed,60,33,27,0,0,0
Arkansas,HENTON,Sheriff/Collector,,REP,Rick Newton,16,13,3,0,0,0
Arkansas,HENTON,Sheriff/Collector,,REP,Todd Wright,34,25,9,0,0,0
Arkansas,HENTON,U.S. President - DEM,,DEM,Bernie Sanders,1,1,0,0,0,0
Arkansas,HENTON,U.S. President - DEM,,DEM,Hillary Clinton,9,8,1,0,0,0
Arkansas,HENTON,U.S. President - REP,,REP,Donald J. Trump,25,16,9,0,0,0
Arkansas,HENTON,U.S. President - REP,,REP,John R. Kasich,1,1,0,0,0,0
Arkansas,HENTON,U.S. President - REP,,REP,Marco Rubio,12,12,0,0,0,0
Arkansas,HENTON,U.S. President - REP,,REP,Ted Cruz,13,10,3,0,0,0
Arkansas,HENTON,U.S. Senate - REP,,REP,Curtis Coleman,8,8,0,0,0,0
Arkansas,HENTON,U.S. Senate - REP,,REP,Senator John Boozman,42,30,12,0,0,0
Arkansas,HENTON,Unopposed Dem,,DEM,Vote for all Unopposed,5,4,1,0,0,0
Arkansas,HENTON,Unopposed Rep,,REP,Vote for all Unopposed,43,32,11,0,0,0
Arkansas,HUMPHREY WARD 1,Sheriff/Collector,,REP,Rick Newton,6,6,0,0,0,0
Arkansas,HUMPHREY WARD 1,Sheriff/Collector,,REP,Todd Wright,1,1,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President - DEM,,DEM,Hillary Clinton,7,7,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President - REP,,REP,Donald J. Trump,2,2,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President - REP,,REP,Marco Rubio,2,2,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President - REP,,REP,Ted Cruz,3,3,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. Senate - REP,,REP,Senator John Boozman,7,7,0,0,0,0
Arkansas,HUMPHREY WARD 1,Unopposed Dem,,DEM,Vote for all Unopposed,4,4,0,0,0,0
Arkansas,HUMPHREY WARD 1,Unopposed Rep,,REP,Vote for all Unopposed,7,7,0,0,0,0
Arkansas,HUMPHREY WARD 3,Sheriff/Collector,,REP,Rick Newton,3,2,1,0,0,0
Arkansas,HUMPHREY WARD 3,Sheriff/Collector,,REP,Todd Wright,4,3,1,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President - DEM,,DEM,Bernie Sanders,1,1,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President - DEM,,DEM,Hillary Clinton,3,3,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President - REP,,REP,Donald J. Trump,6,4,2,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President - REP,,REP,Marco Rubio,1,1,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. Senate - REP,,REP,Senator John Boozman,6,4,2,0,0,0
Arkansas,HUMPHREY WARD 3,Unopposed Dem,,DEM,Vote for all Unopposed,2,2,0,0,0,0
Arkansas,HUMPHREY WARD 3,Unopposed Rep,,REP,Vote for all Unopposed,3,2,1,0,0,0
Arkansas,KEATON,Sheriff/Collector,,REP,Rick Newton,27,10,17,0,0,0
Arkansas,KEATON,Sheriff/Collector,,REP,Todd Wright,91,41,50,0,0,0
Arkansas,KEATON,U.S. President - DEM,,DEM,Bernie Sanders,7,1,6,0,0,0
Arkansas,KEATON,U.S. President - DEM,,DEM,Hillary Clinton,46,21,25,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Ben Carson,5,2,3,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Donald J. Trump,50,21,29,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Gov. Chris Christie,1,0,1,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Jeb Bush,3,0,3,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,John R. Kasich,3,1,2,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Marco Rubio,26,10,16,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Mike Huckabee,4,2,2,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Rand Paul,1,0,1,0,0,0
Arkansas,KEATON,U.S. President - REP,,REP,Ted Cruz,27,16,11,0,0,0
Arkansas,KEATON,U.S. Senate - REP,,REP,Curtis Coleman,22,8,14,0,0,0
Arkansas,KEATON,U.S. Senate - REP,,REP,Senator John Boozman,89,40,49,0,0,0
Arkansas,KEATON,Unopposed Dem,,DEM,Vote for all Unopposed,24,6,18,0,0,0
Arkansas,KEATON,Unopposed Rep,,REP,Vote for all Unopposed,89,41,48,0,0,0
Arkansas,LAGRUE,Sheriff/Collector,,REP,Rick Newton,28,13,15,0,0,0
Arkansas,LAGRUE,Sheriff/Collector,,REP,Todd Wright,229,115,112,2,0,0
Arkansas,LAGRUE,U.S. President - DEM,,DEM,Bernie Sanders,11,4,7,0,0,0
Arkansas,LAGRUE,U.S. President - DEM,,DEM,Hillary Clinton,20,9,7,4,0,0
Arkansas,LAGRUE,U.S. President - DEM,,DEM,"Roque ""Rocky"" De La Fuente",1,1,0,0,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,Ben Carson,12,6,6,0,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,Donald J. Trump,100,47,53,0,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,Gov. Chris Christie,1,1,0,0,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,Jeb Bush,1,0,1,0,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,John R. Kasich,5,4,1,0,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,Marco Rubio,69,37,31,1,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,Mike Huckabee,9,5,3,1,0,0
Arkansas,LAGRUE,U.S. President - REP,,REP,Ted Cruz,49,24,25,0,0,0
Arkansas,LAGRUE,U.S. Senate - REP,,REP,Curtis Coleman,40,25,15,0,0,0
Arkansas,LAGRUE,U.S. Senate - REP,,REP,Senator John Boozman,191,91,98,2,0,0
Arkansas,LAGRUE,Unopposed Dem,,DEM,Vote for all Unopposed,15,5,6,4,0,0
Arkansas,LAGRUE,Unopposed Rep,,REP,Vote for all Unopposed,192,101,89,2,0,0
Arkansas,MCFALL,Sheriff/Collector,,REP,Rick Newton,11,6,5,0,0,0
Arkansas,MCFALL,Sheriff/Collector,,REP,Todd Wright,5,1,4,0,0,0
Arkansas,MCFALL,U.S. President - DEM,,DEM,Hillary Clinton,7,7,0,0,0,0
Arkansas,MCFALL,U.S. President - REP,,REP,Donald J. Trump,7,3,4,0,0,0
Arkansas,MCFALL,U.S. President - REP,,REP,Marco Rubio,6,1,5,0,0,0
Arkansas,MCFALL,U.S. President - REP,,REP,Ted Cruz,3,3,0,0,0,0
Arkansas,MCFALL,U.S. Senate - REP,,REP,Curtis Coleman,1,1,0,0,0,0
Arkansas,MCFALL,U.S. Senate - REP,,REP,Senator John Boozman,16,7,9,0,0,0
Arkansas,MCFALL,Unopposed Dem,,DEM,Vote for all Unopposed,4,4,0,0,0,0
Arkansas,MCFALL,Unopposed Rep,,REP,Vote for all Unopposed,10,5,5,0,0,0
Arkansas,MILL BAYOU,Sheriff/Collector,,REP,Rick Newton,22,20,1,1,0,0
Arkansas,MILL BAYOU,Sheriff/Collector,,REP,Todd Wright,41,30,9,2,0,0
Arkansas,MILL BAYOU,U.S. President - DEM,,DEM,Hillary Clinton,6,3,3,0,0,0
Arkansas,MILL BAYOU,U.S. President - REP,,REP,Ben Carson,2,2,0,0,0,0
Arkansas,MILL BAYOU,U.S. President - REP,,REP,Donald J. Trump,29,23,3,3,0,0
Arkansas,MILL BAYOU,U.S. President - REP,,REP,Marco Rubio,20,17,3,0,0,0
Arkansas,MILL BAYOU,U.S. President - REP,,REP,Mike Huckabee,1,1,0,0,0,0
