county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Boone,District 1,U.S. Senate,,REP,Senator John Boozman,742,521,9,212
Boone,District 2,U.S. Senate,,REP,Senator John Boozman,901,673,16,212
Boone,District 3,U.S. Senate,,REP,Senator John Boozman,553,380,5,168
Boone,District 4,U.S. Senate,,REP,Senator John Boozman,810,600,27,183
Boone,District 5,U.S. Senate,,REP,Senator John Boozman,991,553,7,431
Boone,District 6,U.S. Senate,,REP,Senator John Boozman,1042,515,10,517
Boone,District 7,U.S. Senate,,REP,Senator John Boozman,906,380,5,521
Boone,District 8,U.S. Senate,,REP,Senator John Boozman,1075,705,11,359
Boone,District 9,U.S. Senate,,REP,Senator John Boozman,1032,520,7,505
Boone,District 10,U.S. Senate,,REP,Senator John Boozman,1163,347,13,803
Boone,District 11,U.S. Senate,,REP,Senator John Boozman,742,242,7,493
Boone,District 12,U.S. Senate,,REP,Senator John Boozman,217,35,3,179
Boone,District 1,U.S. Senate,,DEM,Natalie James,206,155,6,45
Boone,District 2,U.S. Senate,,DEM,Natalie James,248,209,8,31
Boone,District 3,U.S. Senate,,DEM,Natalie James,162,121,4,37
Boone,District 4,U.S. Senate,,DEM,Natalie James,188,142,14,32
Boone,District 5,U.S. Senate,,DEM,Natalie James,175,110,6,59
Boone,District 6,U.S. Senate,,DEM,Natalie James,118,79,4,35
Boone,District 7,U.S. Senate,,DEM,Natalie James,124,80,2,42
Boone,District 8,U.S. Senate,,DEM,Natalie James,249,177,8,64
Boone,District 9,U.S. Senate,,DEM,Natalie James,185,120,3,62
Boone,District 10,U.S. Senate,,DEM,Natalie James,142,60,4,78
Boone,District 11,U.S. Senate,,DEM,Natalie James,128,56,6,66
Boone,District 12,U.S. Senate,,DEM,Natalie James,54,17,1,36
Boone,District 1,U.S. Senate,,LIB,Kenneth Cates,60,33,0,27
Boone,District 2,U.S. Senate,,LIB,Kenneth Cates,47,27,0,20
Boone,District 3,U.S. Senate,,LIB,Kenneth Cates,36,21,0,15
Boone,District 4,U.S. Senate,,LIB,Kenneth Cates,50,30,1,19
Boone,District 5,U.S. Senate,,LIB,Kenneth Cates,31,19,0,12
Boone,District 6,U.S. Senate,,LIB,Kenneth Cates,50,28,0,22
Boone,District 7,U.S. Senate,,LIB,Kenneth Cates,59,25,2,32
Boone,District 8,U.S. Senate,,LIB,Kenneth Cates,49,27,1,21
Boone,District 9,U.S. Senate,,LIB,Kenneth Cates,62,30,0,32
Boone,District 10,U.S. Senate,,LIB,Kenneth Cates,40,11,0,29
Boone,District 11,U.S. Senate,,LIB,Kenneth Cates,37,11,1,25
Boone,District 12,U.S. Senate,,LIB,Kenneth Cates,12,0,0,12
Boone,District 1,U.S. Congress District 01,,REP,Congressman Rick Crawford,772,530,9,233
Boone,District 2,U.S. Congress District 01,,REP,Congressman Rick Crawford,919,682,16,221
Boone,District 3,U.S. Congress District 01,,REP,Congressman Rick Crawford,569,387,5,177
Boone,District 4,U.S. Congress District 01,,REP,Congressman Rick Crawford,832,611,27,194
Boone,District 5,U.S. Congress District 01,,REP,Congressman Rick Crawford,994,561,7,426
Boone,District 6,U.S. Congress District 01,,REP,Congressman Rick Crawford,1075,528,10,537
Boone,District 7,U.S. Congress District 01,,REP,Congressman Rick Crawford,942,392,7,543
Boone,District 8,U.S. Congress District 01,,REP,Congressman Rick Crawford,1084,707,9,368
Boone,District 9,U.S. Congress District 01,,REP,Congressman Rick Crawford,1070,541,8,521
Boone,District 10,U.S. Congress District 01,,REP,Congressman Rick Crawford,1194,358,13,823
Boone,District 11,U.S. Congress District 01,,REP,Congressman Rick Crawford,760,248,7,505
Boone,District 12,U.S. Congress District 01,,REP,Congressman Rick Crawford,222,33,3,186
Boone,District 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,228,173,6,49
Boone,District 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,264,219,7,38
Boone,District 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,170,127,4,39
Boone,District 4,U.S. Congress District 01,,DEM,Representative Monte Hodges,215,160,15,40
Boone,District 5,U.S. Congress District 01,,DEM,Representative Monte Hodges,195,116,6,73
Boone,District 6,U.S. Congress District 01,,DEM,Representative Monte Hodges,131,87,4,40
Boone,District 7,U.S. Congress District 01,,DEM,Representative Monte Hodges,143,91,2,50
Boone,District 8,U.S. Congress District 01,,DEM,Representative Monte Hodges,270,190,10,70
Boone,District 9,U.S. Congress District 01,,DEM,Representative Monte Hodges,202,127,2,73
Boone,District 10,U.S. Congress District 01,,DEM,Representative Monte Hodges,148,61,4,83
Boone,District 11,U.S. Congress District 01,,DEM,Representative Monte Hodges,139,59,7,73
Boone,District 12,U.S. Congress District 01,,DEM,Representative Monte Hodges,55,18,1,36
Boone,District 1,Governor,,REP,Sarah Huckabee Sanders,724,504,9,211
Boone,District 2,Governor,,REP,Sarah Huckabee Sanders,868,643,16,209
Boone,District 3,Governor,,REP,Sarah Huckabee Sanders,540,369,5,166
Boone,District 4,Governor,,REP,Sarah Huckabee Sanders,808,590,27,191
Boone,District 5,Governor,,REP,Sarah Huckabee Sanders,977,554,7,416
Boone,District 6,Governor,,REP,Sarah Huckabee Sanders,1050,515,10,525
Boone,District 7,Governor,,REP,Sarah Huckabee Sanders,909,380,7,522
Boone,District 8,Governor,,REP,Sarah Huckabee Sanders,1062,689,10,363
Boone,District 9,Governor,,REP,Sarah Huckabee Sanders,1037,524,7,506
Boone,District 10,Governor,,REP,Sarah Huckabee Sanders,1185,353,13,819
Boone,District 11,Governor,,REP,Sarah Huckabee Sanders,747,247,8,492
Boone,District 12,Governor,,REP,Sarah Huckabee Sanders,220,34,3,183
Boone,District 1,Governor,,LIB,"Ricky Dale Harrington, Jr.",41,24,0,17
Boone,District 2,Governor,,LIB,"Ricky Dale Harrington, Jr.",28,18,0,10
