county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Prairie,Belcher/Tyler,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Prairie,Bullard,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Prairie,Calhoun,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Prairie,Center,U.S. Senate,,LIB,Kenneth Cates,7,0,5,2
Prairie,Des Arc,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Prairie,Hazen,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Prairie,Hazen Ward 2,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Prairie,Hazen Ward 3,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Prairie,Hazen Country,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Prairie,Hickory Plains,U.S. Senate,,LIB,Kenneth Cates,7,0,0,7
Prairie,Lower Hill City,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Prairie,Lower Hill Country,U.S. Senate,,LIB,Kenneth Cates,4,0,1,3
Prairie,Roc Roe City,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Prairie,Roc Roe Country,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Prairie,Upper Hill,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Prairie,Union,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Prairie,Wattensaw City Ward 1,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Prairie,Wattensaw City Ward 2,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Prairie,Wattensaw City Ward 3,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Prairie,Wattensaw Country,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Prairie,White River Ward 1,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Prairie,White River Ward 2,U.S. Senate,,LIB,Kenneth Cates,5,1,1,3
Prairie,White River Ward 3,U.S. Senate,,LIB,Kenneth Cates,2,0,1,1
Prairie,White River Country,U.S. Senate,,LIB,Kenneth Cates,7,3,2,2
Prairie,Belcher/Tyler,U.S. Senate,,REP,Senator John Boozman,94,10,1,83
Prairie,Bullard,U.S. Senate,,REP,Senator John Boozman,42,10,0,32
Prairie,Calhoun,U.S. Senate,,REP,Senator John Boozman,80,17,1,62
Prairie,Center,U.S. Senate,,REP,Senator John Boozman,132,25,1,106
Prairie,Des Arc,U.S. Senate,,REP,Senator John Boozman,81,16,0,65
Prairie,Hazen,U.S. Senate,,REP,Senator John Boozman,115,45,1,69
