county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Lawrence,ANNIEVILLE,U.S. Senate,,REP,Senator John Boozman,100,40,0,60
Lawrence,ASHLAND,U.S. Senate,,REP,Senator John Boozman,58,18,0,40
Lawrence,BLACK RIVER,U.S. Senate,,REP,Senator John Boozman,139,61,1,77
Lawrence,BLACK ROCK,U.S. Senate,,REP,Senator John Boozman,309,106,6,197
Lawrence,BOAS 1,U.S. Senate,,REP,Senator John Boozman,186,104,1,81
Lawrence,BOAS 2,U.S. Senate,,REP,Senator John Boozman,154,65,4,85
Lawrence,BOAS 3,U.S. Senate,,REP,Senator John Boozman,138,69,4,65
Lawrence,CACHE,U.S. Senate,,REP,Senator John Boozman,35,13,0,22
Lawrence,CAMPBELL 1,U.S. Senate,,REP,Senator John Boozman,310,218,5,87
Lawrence,CAMPBELL 2,U.S. Senate,,REP,Senator John Boozman,343,234,5,104
Lawrence,CAMPBELL 3,U.S. Senate,,REP,Senator John Boozman,190,131,1,58
Lawrence,CAMPBELL 4,U.S. Senate,,REP,Senator John Boozman,334,222,4,108
Lawrence,DENT,U.S. Senate,,REP,Senator John Boozman,229,70,2,157
Lawrence,DOWELL,U.S. Senate,,REP,Senator John Boozman,32,16,3,13
Lawrence,DUTY,U.S. Senate,,REP,Senator John Boozman,98,33,0,65
Lawrence,EATON,U.S. Senate,,REP,Senator John Boozman,88,34,0,54
Lawrence,FLAT CREEK,U.S. Senate,,REP,Senator John Boozman,32,8,2,22
Lawrence,JESUP,U.S. Senate,,REP,Senator John Boozman,42,13,0,29
Lawrence,LAWRENCE,U.S. Senate,,REP,Senator John Boozman,37,5,0,32
Lawrence,MARION,U.S. Senate,,REP,Senator John Boozman,39,21,0,18
Lawrence,MORGAN,U.S. Senate,,REP,Senator John Boozman,161,43,0,118
Lawrence,PROMISED LAND,U.S. Senate,,REP,Senator John Boozman,84,59,0,25
Lawrence,REED'S CREEK SAFFELL,U.S. Senate,,REP,Senator John Boozman,101,17,3,81
Lawrence,REED'S CREEK STRAWBERRY,U.S. Senate,,REP,Senator John Boozman,129,17,3,109
Lawrence,RICHWOODS,U.S. Senate,,REP,Senator John Boozman,30,17,2,11
Lawrence,SPRING RIVER,U.S. Senate,,REP,Senator John Boozman,97,21,3,73
Lawrence,STRAWBERRY,U.S. Senate,,REP,Senator John Boozman,123,28,0,95
Lawrence,THACKER,U.S. Senate,,REP,Senator John Boozman,74,8,0,66
Lawrence,ANNIEVILLE,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Lawrence,ASHLAND,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Lawrence,BLACK RIVER,U.S. Senate,,LIB,Kenneth Cates,5,1,0,4
Lawrence,BLACK ROCK,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Lawrence,BOAS 1,U.S. Senate,,LIB,Kenneth Cates,5,3,0,2
Lawrence,BOAS 2,U.S. Senate,,LIB,Kenneth Cates,8,6,0,2
Lawrence,BOAS 3,U.S. Senate,,LIB,Kenneth Cates,10,2,0,8
Lawrence,CACHE,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lawrence,CAMPBELL 1,U.S. Senate,,LIB,Kenneth Cates,20,15,1,4
Lawrence,CAMPBELL 2,U.S. Senate,,LIB,Kenneth Cates,10,8,0,2
Lawrence,CAMPBELL 3,U.S. Senate,,LIB,Kenneth Cates,11,6,0,5
Lawrence,CAMPBELL 4,U.S. Senate,,LIB,Kenneth Cates,12,8,0,4
Lawrence,DENT,U.S. Senate,,LIB,Kenneth Cates,19,6,1,12
Lawrence,DOWELL,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Lawrence,DUTY,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lawrence,EATON,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Lawrence,FLAT CREEK,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lawrence,JESUP,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lawrence,LAWRENCE,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Lawrence,MARION,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Lawrence,MORGAN,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Lawrence,PROMISED LAND,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lawrence,REED'S CREEK SAFFELL,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Lawrence,REED'S CREEK STRAWBERRY,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Lawrence,RICHWOODS,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lawrence,SPRING RIVER,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Lawrence,STRAWBERRY,U.S. Senate,,LIB,Kenneth Cates,9,0,0,9
Lawrence,THACKER,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Lawrence,ANNIEVILLE,U.S. Senate,,DEM,Natalie James,10,3,0,7
Lawrence,ASHLAND,U.S. Senate,,DEM,Natalie James,8,1,0,7
Lawrence,BLACK RIVER,U.S. Senate,,DEM,Natalie James,28,17,0,11
Lawrence,BLACK ROCK,U.S. Senate,,DEM,Natalie James,49,25,0,24
