county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Madison,Alabam,U.S. Senate,,REP,Senator John Boozman,591,271,13,307
Madison,Hilburn,U.S. Senate,,REP,Senator John Boozman,514,94,11,409
Madison,Kings River,U.S. Senate,,REP,Senator John Boozman,349,102,1,246
Madison,Lamar,U.S. Senate,,REP,Senator John Boozman,727,219,9,499
Madison,Prairie,U.S. Senate,,REP,Senator John Boozman,832,302,4,526
Madison,War Eagle,U.S. Senate,,REP,Senator John Boozman,1050,594,18,438
Madison,Ward 1,U.S. Senate,,REP,Senator John Boozman,68,43,1,24
Madison,Ward 2,U.S. Senate,,REP,Senator John Boozman,56,42,1,13
Madison,Ward 3,U.S. Senate,,REP,Senator John Boozman,174,102,1,71
Madison,Ward 4,U.S. Senate,,REP,Senator John Boozman,128,77,2,49
Madison,Alabam,U.S. Senate,,DEM,Natalie James,147,103,7,37
Madison,Hilburn,U.S. Senate,,DEM,Natalie James,163,45,3,115
Madison,Kings River,U.S. Senate,,DEM,Natalie James,78,29,8,41
Madison,Lamar,U.S. Senate,,DEM,Natalie James,168,77,2,89
Madison,Prairie,U.S. Senate,,DEM,Natalie James,179,76,3,100
Madison,War Eagle,U.S. Senate,,DEM,Natalie James,229,158,14,57
Madison,Ward 1,U.S. Senate,,DEM,Natalie James,22,17,0,5
Madison,Ward 2,U.S. Senate,,DEM,Natalie James,25,18,0,7
Madison,Ward 3,U.S. Senate,,DEM,Natalie James,48,30,2,16
Madison,Ward 4,U.S. Senate,,DEM,Natalie James,43,27,2,14
Madison,Alabam,U.S. Senate,,LIB,Kenneth Cates,19,12,0,7
Madison,Hilburn,U.S. Senate,,LIB,Kenneth Cates,39,6,2,31
Madison,Kings River,U.S. Senate,,LIB,Kenneth Cates,12,5,0,7
Madison,Lamar,U.S. Senate,,LIB,Kenneth Cates,25,8,0,17
Madison,Prairie,U.S. Senate,,LIB,Kenneth Cates,22,6,0,16
Madison,War Eagle,U.S. Senate,,LIB,Kenneth Cates,43,19,0,24
Madison,Ward 1,U.S. Senate,,LIB,Kenneth Cates,10,3,1,6
Madison,Ward 2,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Madison,Ward 3,U.S. Senate,,LIB,Kenneth Cates,9,4,0,5
Madison,Ward 4,U.S. Senate,,LIB,Kenneth Cates,4,3,0,1
Madison,Alabam,U.S. Congress District 03,,REP,Congressman Steve Womack,575,266,13,296
Madison,Hilburn,U.S. Congress District 03,,REP,Congressman Steve Womack,498,91,11,396
Madison,Kings River,U.S. Congress District 03,,REP,Congressman Steve Womack,341,101,0,240
Madison,Lamar,U.S. Congress District 03,,REP,Congressman Steve Womack,713,211,9,493
Madison,Prairie,U.S. Congress District 03,,REP,Congressman Steve Womack,819,291,5,523
Madison,War Eagle,U.S. Congress District 03,,REP,Congressman Steve Womack,1036,577,18,441
Madison,Ward 1,U.S. Congress District 03,,REP,Congressman Steve Womack,69,44,1,24
Madison,Ward 2,U.S. Congress District 03,,REP,Congressman Steve Womack,60,44,2,14
Madison,Ward 3,U.S. Congress District 03,,REP,Congressman Steve Womack,169,99,1,69
