county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Howard,Umpire,U.S. Senate,,REP,Senator John Boozman,148,19,2,127
Howard,Burg,U.S. Senate,,REP,Senator John Boozman,101,28,3,70
Howard,Mountain,U.S. Senate,,REP,Senator John Boozman,24,3,0,21
Howard,Clay,U.S. Senate,,REP,Senator John Boozman,3,0,0,3
Howard,Blue Ridge,U.S. Senate,,REP,Senator John Boozman,0,0,0,0
Howard,Madison,U.S. Senate,,REP,Senator John Boozman,149,40,0,109
Howard,Holly Creek,U.S. Senate,,REP,Senator John Boozman,177,116,2,59
Howard,Muddy Fork,U.S. Senate,,REP,Senator John Boozman,57,38,2,17
Howard,Brewer,U.S. Senate,,REP,Senator John Boozman,105,74,5,26
Howard,Center Point 1,U.S. Senate,,REP,Senator John Boozman,23,10,0,13
Howard,Center Point 2,U.S. Senate,,REP,Senator John Boozman,44,37,0,7
Howard,Saline,U.S. Senate,,REP,Senator John Boozman,230,174,6,50
Howard,Blue Bayou,U.S. Senate,,REP,Senator John Boozman,71,36,0,35
Howard,County Line,U.S. Senate,,REP,Senator John Boozman,29,23,0,6
Howard,Dillard,U.S. Senate,,REP,Senator John Boozman,88,53,2,33
Howard,Nashville Ward 1,U.S. Senate,,REP,Senator John Boozman,199,150,2,47
Howard,Nashville Ward 2,U.S. Senate,,REP,Senator John Boozman,42,33,1,8
Howard,Nashville Ward 3,U.S. Senate,,REP,Senator John Boozman,24,11,0,13
Howard,Nashville ward 4,U.S. Senate,,REP,Senator John Boozman,40,29,0,11
Howard,Nashville Ward 5,U.S. Senate,,REP,Senator John Boozman,135,105,1,29
Howard,Nashville Ward 6,U.S. Senate,,REP,Senator John Boozman,117,95,4,18
Howard,Nashville TWP II,U.S. Senate,,REP,Senator John Boozman,128,98,1,29
Howard,Nashville Twp 1,U.S. Senate,,REP,Senator John Boozman,314,225,8,81
Howard,Mineral Spring 3,U.S. Senate,,REP,Senator John Boozman,48,26,2,20
Howard,Mineral Springs TWP,U.S. Senate,,REP,Senator John Boozman,3,0,0,3
Howard,Mineral Spring 1,U.S. Senate,,REP,Senator John Boozman,13,4,2,7
Howard,Mineral Spring 2,U.S. Senate,,REP,Senator John Boozman,51,27,2,22
Howard,Buck Range,U.S. Senate,,REP,Senator John Boozman,94,62,1,31
Howard,Blackland,U.S. Senate,,REP,Senator John Boozman,14,8,0,6
Howard,Saratoga,U.S. Senate,,REP,Senator John Boozman,0,0,0,0
Howard,Franklin,U.S. Senate,,REP,Senator John Boozman,0,0,0,0
Howard,Dierks Ward 1,U.S. Senate,,REP,Senator John Boozman,14,2,0,12
Howard,Dierks Ward 2,U.S. Senate,,REP,Senator John Boozman,66,12,3,51
Howard,Dierks Ward 3,U.S. Senate,,REP,Senator John Boozman,110,28,3,79
Howard,Tollette,U.S. Senate,,REP,Senator John Boozman,0,0,0,0
Howard,Duckett,U.S. Senate,,REP,Senator John Boozman,7,0,0,7
Howard,Umpire,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Howard,Burg,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Howard,Mountain,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Clay,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Howard,Blue Ridge,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Madison,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Howard,Holly Creek,U.S. Senate,,LIB,Kenneth Cates,5,4,0,1
Howard,Muddy Fork,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Howard,Brewer,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Howard,Center Point 1,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Center Point 2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Saline,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Howard,Blue Bayou,U.S. Senate,,LIB,Kenneth Cates,4,3,0,1
Howard,County Line,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Howard,Dillard,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Howard,Nashville Ward 1,U.S. Senate,,LIB,Kenneth Cates,5,4,0,1
Howard,Nashville Ward 2,U.S. Senate,,LIB,Kenneth Cates,5,3,0,2
Howard,Nashville Ward 3,U.S. Senate,,LIB,Kenneth Cates,6,2,0,4
Howard,Nashville ward 4,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Nashville Ward 5,U.S. Senate,,LIB,Kenneth Cates,3,3,0,0
Howard,Nashville Ward 6,U.S. Senate,,LIB,Kenneth Cates,6,6,0,0
Howard,Nashville TWP II,U.S. Senate,,LIB,Kenneth Cates,2,2,0,0
Howard,Nashville Twp 1,U.S. Senate,,LIB,Kenneth Cates,14,10,0,4
Howard,Mineral Spring 3,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Howard,Mineral Springs TWP,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Mineral Spring 1,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Howard,Mineral Spring 2,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Howard,Buck Range,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Howard,Blackland,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Howard,Saratoga,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Franklin,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Dierks Ward 1,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Howard,Dierks Ward 2,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Howard,Dierks Ward 3,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Tollette,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Duckett,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Howard,Umpire,U.S. Senate,,DEM,Natalie James,14,3,0,11
Howard,Burg,U.S. Senate,,DEM,Natalie James,10,1,2,7
Howard,Mountain,U.S. Senate,,DEM,Natalie James,0,0,0,0
Howard,Clay,U.S. Senate,,DEM,Natalie James,1,1,0,0
Howard,Blue Ridge,U.S. Senate,,DEM,Natalie James,0,0,0,0
Howard,Madison,U.S. Senate,,DEM,Natalie James,6,3,2,1
Howard,Holly Creek,U.S. Senate,,DEM,Natalie James,11,2,1,8
Howard,Muddy Fork,U.S. Senate,,DEM,Natalie James,3,2,0,1
Howard,Brewer,U.S. Senate,,DEM,Natalie James,21,16,1,4
Howard,Center Point 1,U.S. Senate,,DEM,Natalie James,3,0,0,3
Howard,Center Point 2,U.S. Senate,,DEM,Natalie James,0,0,0,0
Howard,Saline,U.S. Senate,,DEM,Natalie James,21,17,0,4
Howard,Blue Bayou,U.S. Senate,,DEM,Natalie James,21,12,0,9
Howard,County Line,U.S. Senate,,DEM,Natalie James,6,4,0,2
Howard,Dillard,U.S. Senate,,DEM,Natalie James,5,4,0,1
Howard,Nashville Ward 1,U.S. Senate,,DEM,Natalie James,41,31,5,5
Howard,Nashville Ward 2,U.S. Senate,,DEM,Natalie James,49,38,0,11
Howard,Nashville Ward 3,U.S. Senate,,DEM,Natalie James,103,84,1,18
Howard,Nashville ward 4,U.S. Senate,,DEM,Natalie James,49,40,0,9
Howard,Nashville Ward 5,U.S. Senate,,DEM,Natalie James,64,57,0,7
Howard,Nashville Ward 6,U.S. Senate,,DEM,Natalie James,69,59,1,9
Howard,Nashville TWP II,U.S. Senate,,DEM,Natalie James,15,10,0,5
Howard,Nashville Twp 1,U.S. Senate,,DEM,Natalie James,36,31,2,3
Howard,Mineral Spring 3,U.S. Senate,,DEM,Natalie James,56,28,2,26
Howard,Mineral Springs TWP,U.S. Senate,,DEM,Natalie James,2,2,0,0
