county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Miller,Hickory Street,U.S. Senate,,LIB,Kenneth Cates,9,0,2,0,7
Miller,Hickory Street South,U.S. Senate,,LIB,Kenneth Cates,22,0,13,0,9
Miller,Mandeville,U.S. Senate,,LIB,Kenneth Cates,8,0,1,0,7
Miller,North Heights,U.S. Senate,,LIB,Kenneth Cates,22,0,10,0,12
Miller,Ozan,U.S. Senate,,LIB,Kenneth Cates,7,0,3,0,4
Miller,Rondo,U.S. Senate,,LIB,Kenneth Cates,21,0,5,0,16
Miller,Sandflat,U.S. Senate,,LIB,Kenneth Cates,7,0,6,0,1
Miller,Sugar Hill,U.S. Senate,,LIB,Kenneth Cates,26,0,10,2,14
Miller,Trice,U.S. Senate,,LIB,Kenneth Cates,17,0,7,0,10
Miller,Union,U.S. Senate,,LIB,Kenneth Cates,35,0,23,0,12
Miller,Washington,U.S. Senate,,LIB,Kenneth Cates,6,0,5,0,1
Miller,Bright Star,U.S. Senate,,REP,Senator John Boozman,227,0,67,0,160
Miller,Central,U.S. Senate,,REP,Senator John Boozman,454,2,168,2,282
Miller,College Hill,U.S. Senate,,REP,Senator John Boozman,306,1,161,2,142
Miller,Doddridge,U.S. Senate,,REP,Senator John Boozman,251,0,50,0,201
Miller,Fouke,U.S. Senate,,REP,Senator John Boozman,906,3,232,4,667
Miller,Garland,U.S. Senate,,REP,Senator John Boozman,31,0,6,0,25
Miller,Genoa,U.S. Senate,,REP,Senator John Boozman,619,1,218,3,397
Miller,Greenwich Village,U.S. Senate,,REP,Senator John Boozman,718,1,351,4,362
Miller,Hickory Street,U.S. Senate,,REP,Senator John Boozman,379,1,173,2,203
Miller,Hickory Street South,U.S. Senate,,REP,Senator John Boozman,314,1,156,2,155
Miller,Mandeville,U.S. Senate,,REP,Senator John Boozman,226,0,106,3,117
Miller,North Heights,U.S. Senate,,REP,Senator John Boozman,593,3,303,2,285
Miller,Ozan,U.S. Senate,,REP,Senator John Boozman,223,0,133,3,87
Miller,Rondo,U.S. Senate,,REP,Senator John Boozman,516,0,243,4,269
Miller,Sandflat,U.S. Senate,,REP,Senator John Boozman,88,1,47,1,39
Miller,Sugar Hill,U.S. Senate,,REP,Senator John Boozman,1015,1,492,9,513
Miller,Trice,U.S. Senate,,REP,Senator John Boozman,430,1,235,6,188
Miller,Union,U.S. Senate,,REP,Senator John Boozman,1151,1,536,8,606
Miller,Washington,U.S. Senate,,REP,Senator John Boozman,28,0,16,0,12
Miller,Bright Star,U.S. Congress District 04,,LIB,Gregory Maxwell,6,0,2,0,4
Miller,Central,U.S. Congress District 04,,LIB,Gregory Maxwell,10,0,1,0,9
Miller,College Hill,U.S. Congress District 04,,LIB,Gregory Maxwell,20,0,8,0,12
Miller,Doddridge,U.S. Congress District 04,,LIB,Gregory Maxwell,5,0,0,0,5
Miller,Fouke,U.S. Congress District 04,,LIB,Gregory Maxwell,13,0,5,0,8
Miller,Garland,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,0,2
Miller,Genoa,U.S. Congress District 04,,LIB,Gregory Maxwell,18,0,3,0,15
Miller,Greenwich Village,U.S. Congress District 04,,LIB,Gregory Maxwell,14,0,5,0,9
Miller,Hickory Street,U.S. Congress District 04,,LIB,Gregory Maxwell,7,0,2,0,5
Miller,Hickory Street South,U.S. Congress District 04,,LIB,Gregory Maxwell,18,0,10,0,8
Miller,Mandeville,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,1,0,3
Miller,North Heights,U.S. Congress District 04,,LIB,Gregory Maxwell,23,0,13,0,10
Miller,Ozan,U.S. Congress District 04,,LIB,Gregory Maxwell,9,0,3,0,6
Miller,Rondo,U.S. Congress District 04,,LIB,Gregory Maxwell,19,0,5,0,14
Miller,Sandflat,U.S. Congress District 04,,LIB,Gregory Maxwell,8,0,7,0,1
Miller,Sugar Hill,U.S. Congress District 04,,LIB,Gregory Maxwell,26,0,9,1,16
Miller,Trice,U.S. Congress District 04,,LIB,Gregory Maxwell,22,0,8,0,14
Miller,Union,U.S. Congress District 04,,LIB,Gregory Maxwell,20,0,10,0,10
Miller,Washington,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,1,0,3
Miller,Bright Star,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,232,0,70,0,162
Miller,Central,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,454,2,171,2,279
Miller,College Hill,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,313,1,163,2,147
Miller,Doddridge,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,256,0,51,0,205
Miller,Fouke,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,914,3,234,4,673
Miller,Garland,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,32,0,7,0,25
Miller,Genoa,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,626,1,220,3,402
Miller,Greenwich Village,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,726,1,354,4,367
Miller,Hickory Street,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,388,1,174,2,211
Miller,Hickory Street South,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,325,1,161,2,161
Miller,Mandeville,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,230,0,105,3,122
Miller,North Heights,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,599,2,306,2,289
Miller,Ozan,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,230,0,140,3,87
Miller,Rondo,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,519,0,245,4,270
Miller,Sandflat,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,88,1,46,1,40
Miller,Sugar Hill,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,1021,1,497,10,513
Miller,Trice,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,431,1,235,6,189
Miller,Union,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,1172,1,553,9,609
Miller,Washington,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,32,0,21,0,11
Miller,Bright Star,U.S. Congress District 04,,DEM,John White,19,0,12,1,6
Miller,Central,U.S. Congress District 04,,DEM,John White,27,0,10,0,17
Miller,College Hill,U.S. Congress District 04,,DEM,John White,211,2,107,4,98
Miller,Doddridge,U.S. Congress District 04,,DEM,John White,48,0,10,1,37
Miller,Fouke,U.S. Congress District 04,,DEM,John White,59,0,6,1,52
Miller,Garland,U.S. Congress District 04,,DEM,John White,37,0,5,0,32
Miller,Genoa,U.S. Congress District 04,,DEM,John White,49,0,20,0,29
Miller,Greenwich Village,U.S. Congress District 04,,DEM,John White,76,0,46,4,26
Miller,Hickory Street,U.S. Congress District 04,,DEM,John White,198,1,85,4,108
Miller,Hickory Street South,U.S. Congress District 04,,DEM,John White,180,0,108,3,69
Miller,Mandeville,U.S. Congress District 04,,DEM,John White,78,2,45,1,30
Miller,North Heights,U.S. Congress District 04,,DEM,John White,295,1,154,4,136
Miller,Ozan,U.S. Congress District 04,,DEM,John White,169,1,61,2,105
Miller,Rondo,U.S. Congress District 04,,DEM,John White,47,0,21,1,25
Miller,Sandflat,U.S. Congress District 04,,DEM,John White,115,0,44,1,70
Miller,Sugar Hill,U.S. Congress District 04,,DEM,John White,287,0,177,6,104
Miller,Trice,U.S. Congress District 04,,DEM,John White,193,2,112,4,75
Miller,Union,U.S. Congress District 04,,DEM,John White,94,0,48,2,44
Miller,Washington,U.S. Congress District 04,,DEM,John White,172,0,86,1,85
Miller,Bright Star,Governor,,REP,Sarah Huckabee Sanders,232,0,69,1,162
Miller,Central,Governor,,REP,Sarah Huckabee Sanders,464,2,172,2,288
Miller,College Hill,Governor,,REP,Sarah Huckabee Sanders,322,2,167,1,152
Miller,Doddridge,Governor,,REP,Sarah Huckabee Sanders,253,0,51,0,202
Miller,Fouke,Governor,,REP,Sarah Huckabee Sanders,915,3,232,4,676
Miller,Garland,Governor,,REP,Sarah Huckabee Sanders,29,0,7,0,22
Miller,Genoa,Governor,,REP,Sarah Huckabee Sanders,637,1,221,3,412
Miller,Greenwich Village,Governor,,REP,Sarah Huckabee Sanders,723,1,350,4,368
Miller,Hickory Street,Governor,,REP,Sarah Huckabee Sanders,369,1,169,2,197
Miller,Hickory Street South,Governor,,REP,Sarah Huckabee Sanders,324,1,165,1,157
Miller,Mandeville,Governor,,REP,Sarah Huckabee Sanders,232,0,106,3,123
Miller,North Heights,Governor,,REP,Sarah Huckabee Sanders,587,3,296,2,286
Miller,Ozan,Governor,,REP,Sarah Huckabee Sanders,229,0,137,2,90
Miller,Rondo,Governor,,REP,Sarah Huckabee Sanders,535,0,249,4,282
Miller,Sandflat,Governor,,REP,Sarah Huckabee Sanders,94,1,51,1,41
Miller,Sugar Hill,Governor,,REP,Sarah Huckabee Sanders,992,1,483,10,498
Miller,Trice,Governor,,REP,Sarah Huckabee Sanders,430,1,234,6,189
Miller,Union,Governor,,REP,Sarah Huckabee Sanders,1175,1,554,9,611
Miller,Washington,Governor,,REP,Sarah Huckabee Sanders,29,0,19,0,10
Miller,Bright Star,Governor,,DEM,Chris Jones,18,0,13,0,5
Miller,Central,Governor,,DEM,Chris Jones,26,0,10,0,16
Miller,College Hill,Governor,,DEM,Chris Jones,213,1,107,5,100
Miller,Doddridge,Governor,,DEM,Chris Jones,51,0,9,1,41
Miller,Fouke,Governor,,DEM,Chris Jones,63,0,7,1,55
Miller,Garland,Governor,,DEM,Chris Jones,44,0,6,0,38
Miller,Genoa,Governor,,DEM,Chris Jones,54,0,26,0,28
Miller,Greenwich Village,Governor,,DEM,Chris Jones,86,0,52,4,30
Miller,Hickory Street,Governor,,DEM,Chris Jones,214,1,91,4,118
Miller,Hickory Street South,Governor,,DEM,Chris Jones,191,0,110,4,77
Miller,Mandeville,Governor,,DEM,Chris Jones,75,2,44,1,28
Miller,North Heights,Governor,,DEM,Chris Jones,322,0,176,4,142
Miller,Ozan,Governor,,DEM,Chris Jones,183,1,70,3,109
Miller,Rondo,Governor,,DEM,Chris Jones,44,0,20,1,23
Miller,Sandflat,Governor,,DEM,Chris Jones,117,0,45,1,71
Miller,Sugar Hill,Governor,,DEM,Chris Jones,331,0,198,6,127
Miller,Trice,Governor,,DEM,Chris Jones,213,2,118,4,89
Miller,Union,Governor,,DEM,Chris Jones,103,0,53,2,48
Miller,Washington,Governor,,DEM,Chris Jones,175,0,89,1,85
Miller,Bright Star,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,2,0,4
Miller,Central,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,2,0,6
Miller,College Hill,Governor,,LIB,"Ricky Dale Harrington, Jr.",9,0,3,0,6
Miller,Doddridge,Governor,,LIB,"Ricky Dale Harrington, Jr.",7,0,2,0,5
Miller,Fouke,Governor,,LIB,"Ricky Dale Harrington, Jr.",11,0,7,0,4
Miller,Garland,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,0,1
Miller,Genoa,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,0,0,8
Miller,Greenwich Village,Governor,,LIB,"Ricky Dale Harrington, Jr.",14,0,5,0,9
Miller,Hickory Street,Governor,,LIB,"Ricky Dale Harrington, Jr.",10,0,2,0,8
Miller,Hickory Street South,Governor,,LIB,"Ricky Dale Harrington, Jr.",10,0,4,0,6
Miller,Mandeville,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,0,0,4
Miller,North Heights,Governor,,LIB,"Ricky Dale Harrington, Jr.",12,0,3,0,9
Miller,Ozan,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,1,0,3
Miller,Rondo,Governor,,LIB,"Ricky Dale Harrington, Jr.",10,0,4,0,6
Miller,Sandflat,Governor,,LIB,"Ricky Dale Harrington, Jr.",5,0,3,0,2
Miller,Sugar Hill,Governor,,LIB,"Ricky Dale Harrington, Jr.",21,0,7,1,13
Miller,Trice,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,4,0,4
Miller,Union,Governor,,LIB,"Ricky Dale Harrington, Jr.",19,0,10,0,9
Miller,Washington,Governor,,LIB,"Ricky Dale Harrington, Jr.",7,0,3,0,4
Miller,Bright Star,Lieutenant Governor,,LIB,Frank Gilbert,6,0,1,0,5
Miller,Central,Lieutenant Governor,,LIB,Frank Gilbert,9,0,1,0,8
Miller,College Hill,Lieutenant Governor,,LIB,Frank Gilbert,16,0,7,0,9
Miller,Doddridge,Lieutenant Governor,,LIB,Frank Gilbert,7,0,0,0,7
Miller,Fouke,Lieutenant Governor,,LIB,Frank Gilbert,16,0,5,0,11
Miller,Garland,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Miller,Genoa,Lieutenant Governor,,LIB,Frank Gilbert,15,0,3,0,12
Miller,Greenwich Village,Lieutenant Governor,,LIB,Frank Gilbert,23,0,10,0,13
Miller,Hickory Street,Lieutenant Governor,,LIB,Frank Gilbert,19,1,5,0,13
Miller,Hickory Street South,Lieutenant Governor,,LIB,Frank Gilbert,14,0,6,0,8
Miller,Mandeville,Lieutenant Governor,,LIB,Frank Gilbert,10,0,6,0,4
Miller,North Heights,Lieutenant Governor,,LIB,Frank Gilbert,21,0,10,0,11
Miller,Ozan,Lieutenant Governor,,LIB,Frank Gilbert,6,0,1,0,5
Miller,Rondo,Lieutenant Governor,,LIB,Frank Gilbert,19,0,7,0,12
Miller,Sandflat,Lieutenant Governor,,LIB,Frank Gilbert,8,0,3,0,5
Miller,Sugar Hill,Lieutenant Governor,,LIB,Frank Gilbert,28,0,12,0,16
Miller,Trice,Lieutenant Governor,,LIB,Frank Gilbert,15,0,9,0,6
Miller,Union,Lieutenant Governor,,LIB,Frank Gilbert,23,0,14,0,9
Miller,Washington,Lieutenant Governor,,LIB,Frank Gilbert,11,0,5,0,6
Miller,Bright Star,Lieutenant Governor,,DEM,Kelly Ross Krout,21,0,14,1,6
Miller,Central,Lieutenant Governor,,DEM,Kelly Ross Krout,25,0,9,0,16
Miller,College Hill,Lieutenant Governor,,DEM,Kelly Ross Krout,220,2,113,5,100
Miller,Doddridge,Lieutenant Governor,,DEM,Kelly Ross Krout,48,0,11,1,36
Miller,Fouke,Lieutenant Governor,,DEM,Kelly Ross Krout,63,0,7,1,55
Miller,Garland,Lieutenant Governor,,DEM,Kelly Ross Krout,42,0,6,0,36
Miller,Genoa,Lieutenant Governor,,DEM,Kelly Ross Krout,58,0,25,0,33
Miller,Greenwich Village,Lieutenant Governor,,DEM,Kelly Ross Krout,85,0,50,4,31
Miller,Hickory Street,Lieutenant Governor,,DEM,Kelly Ross Krout,200,1,89,4,106
Miller,Hickory Street South,Lieutenant Governor,,DEM,Kelly Ross Krout,187,0,112,4,71
Miller,Mandeville,Lieutenant Governor,,DEM,Kelly Ross Krout,74,2,41,1,30
Miller,North Heights,Lieutenant Governor,,DEM,Kelly Ross Krout,313,0,170,4,139
Miller,Ozan,Lieutenant Governor,,DEM,Kelly Ross Krout,176,1,67,2,106
Miller,Rondo,Lieutenant Governor,,DEM,Kelly Ross Krout,48,0,24,1,23
Miller,Sandflat,Lieutenant Governor,,DEM,Kelly Ross Krout,115,0,44,1,70
Miller,Sugar Hill,Lieutenant Governor,,DEM,Kelly Ross Krout,321,0,200,7,114
Miller,Trice,Lieutenant Governor,,DEM,Kelly Ross Krout,197,2,113,4,78
Miller,Union,Lieutenant Governor,,DEM,Kelly Ross Krout,105,0,54,2,49
Miller,Washington,Lieutenant Governor,,DEM,Kelly Ross Krout,165,0,83,1,81
Miller,Bright Star,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,229,0,68,0,161
Miller,Central,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,460,2,173,2,283
Miller,College Hill,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,305,1,157,1,146
Miller,Doddridge,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,252,0,51,0,201
Miller,Fouke,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,907,3,234,4,666
Miller,Garland,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,31,0,7,0,24
Miller,Genoa,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,621,1,218,3,399
Miller,Greenwich Village,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,705,1,346,4,354
Miller,Hickory Street,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,372,0,168,2,202
Miller,Hickory Street South,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,322,1,161,1,159
Miller,Mandeville,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,226,0,102,3,121
Miller,North Heights,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,580,3,288,2,287
Miller,Ozan,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,231,0,141,3,87
Miller,Rondo,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,521,0,240,4,277
Miller,Sandflat,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,91,1,50,1,39
Miller,Sugar Hill,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,989,1,475,10,503
Miller,Trice,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,437,1,234,6,196
Miller,Union,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1166,1,547,9,609
Miller,Washington,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,29,0,19,0,10
Miller,Bright Star,Attorney General,,DEM,Jesse Gibson,21,0,13,1,7
Miller,Central,Attorney General,,DEM,Jesse Gibson,25,0,9,0,16
Miller,College Hill,Attorney General,,DEM,Jesse Gibson,217,1,111,4,101
Miller,Doddridge,Attorney General,,DEM,Jesse Gibson,54,0,11,1,42
Miller,Fouke,Attorney General,,DEM,Jesse Gibson,59,0,7,1,51
Miller,Garland,Attorney General,,DEM,Jesse Gibson,42,0,6,0,36
Miller,Genoa,Attorney General,,DEM,Jesse Gibson,58,0,24,0,34
Miller,Greenwich Village,Attorney General,,DEM,Jesse Gibson,81,0,48,4,29
Miller,Hickory Street,Attorney General,,DEM,Jesse Gibson,210,1,91,4,114
Miller,Hickory Street South,Attorney General,,DEM,Jesse Gibson,194,0,116,3,75
Miller,Mandeville,Attorney General,,DEM,Jesse Gibson,78,2,46,1,29
Miller,North Heights,Attorney General,,DEM,Jesse Gibson,314,0,168,4,142
Miller,Ozan,Attorney General,,DEM,Jesse Gibson,185,1,72,2,110
Miller,Rondo,Attorney General,,DEM,Jesse Gibson,52,0,24,1,27
Miller,Sandflat,Attorney General,,DEM,Jesse Gibson,121,0,47,1,73
Miller,Sugar Hill,Attorney General,,DEM,Jesse Gibson,321,0,190,7,124
Miller,Trice,Attorney General,,DEM,Jesse Gibson,209,2,115,4,88
Miller,Union,Attorney General,,DEM,Jesse Gibson,111,0,59,2,50
Miller,Washington,Attorney General,,DEM,Jesse Gibson,176,0,89,1,86
Miller,Bright Star,Attorney General,,REP,Lieutenant Governor Tim Griffin,235,0,71,0,164
Miller,Central,Attorney General,,REP,Lieutenant Governor Tim Griffin,470,2,174,2,292
Miller,College Hill,Attorney General,,REP,Lieutenant Governor Tim Griffin,321,2,162,2,155
Miller,Doddridge,Attorney General,,REP,Lieutenant Governor Tim Griffin,253,0,50,0,203
Miller,Fouke,Attorney General,,REP,Lieutenant Governor Tim Griffin,928,3,239,4,682
Miller,Garland,Attorney General,,REP,Lieutenant Governor Tim Griffin,30,0,7,0,23
Miller,Genoa,Attorney General,,REP,Lieutenant Governor Tim Griffin,632,1,217,3,411
Miller,Greenwich Village,Attorney General,,REP,Lieutenant Governor Tim Griffin,731,1,356,4,370
Miller,Hickory Street,Attorney General,,REP,Lieutenant Governor Tim Griffin,378,1,168,2,207
Miller,Hickory Street South,Attorney General,,REP,Lieutenant Governor Tim Griffin,321,1,162,2,156
Miller,Mandeville,Attorney General,,REP,Lieutenant Governor Tim Griffin,231,0,104,3,124
Miller,North Heights,Attorney General,,REP,Lieutenant Governor Tim Griffin,595,3,301,2,289
Miller,Ozan,Attorney General,,REP,Lieutenant Governor Tim Griffin,226,0,133,3,90
Miller,Rondo,Attorney General,,REP,Lieutenant Governor Tim Griffin,534,0,246,4,284
Miller,Sandflat,Attorney General,,REP,Lieutenant Governor Tim Griffin,94,1,51,1,41
Miller,Sugar Hill,Attorney General,,REP,Lieutenant Governor Tim Griffin,1012,1,495,10,506
Miller,Trice,Attorney General,,REP,Lieutenant Governor Tim Griffin,441,1,241,6,193
Miller,Union,Attorney General,,REP,Lieutenant Governor Tim Griffin,1176,1,554,8,613
Miller,Washington,Attorney General,,REP,Lieutenant Governor Tim Griffin,29,0,18,0,11
Miller,Bright Star,Secretary of State,,REP,Secretary of State John Thurston,235,0,71,0,164
Miller,Central,Secretary of State,,REP,Secretary of State John Thurston,470,1,173,2,294
Miller,College Hill,Secretary of State,,REP,Secretary of State John Thurston,324,2,166,2,154
Miller,Doddridge,Secretary of State,,REP,Secretary of State John Thurston,253,0,50,0,203
Miller,Fouke,Secretary of State,,REP,Secretary of State John Thurston,922,3,237,4,678
Miller,Garland,Secretary of State,,REP,Secretary of State John Thurston,32,0,7,0,25
Miller,Genoa,Secretary of State,,REP,Secretary of State John Thurston,633,1,218,3,411
Miller,Greenwich Village,Secretary of State,,REP,Secretary of State John Thurston,732,1,357,4,370
Miller,Hickory Street,Secretary of State,,REP,Secretary of State John Thurston,383,1,170,2,210
Miller,Hickory Street South,Secretary of State,,REP,Secretary of State John Thurston,327,1,163,2,161
Miller,Mandeville,Secretary of State,,REP,Secretary of State John Thurston,232,0,106,3,123
Miller,North Heights,Secretary of State,,REP,Secretary of State John Thurston,594,3,297,2,292
Miller,Ozan,Secretary of State,,REP,Secretary of State John Thurston,229,0,135,3,91
Miller,Rondo,Secretary of State,,REP,Secretary of State John Thurston,531,0,244,4,283
Miller,Sandflat,Secretary of State,,REP,Secretary of State John Thurston,94,1,49,1,43
Miller,Sugar Hill,Secretary of State,,REP,Secretary of State John Thurston,985,1,481,10,493
Miller,Trice,Secretary of State,,REP,Secretary of State John Thurston,436,1,236,6,193
Miller,Union,Secretary of State,,REP,Secretary of State John Thurston,1188,1,561,9,617
Miller,Washington,Secretary of State,,REP,Secretary of State John Thurston,32,0,21,0,11
Miller,Bright Star,Secretary of State,,DEM,Anna Beth Gorman,21,0,13,1,7
Miller,Central,Secretary of State,,DEM,Anna Beth Gorman,25,0,10,0,15
Miller,College Hill,Secretary of State,,DEM,Anna Beth Gorman,217,1,111,4,101
Miller,Doddridge,Secretary of State,,DEM,Anna Beth Gorman,53,0,11,1,41
Miller,Fouke,Secretary of State,,DEM,Anna Beth Gorman,61,0,6,1,54
Miller,Garland,Secretary of State,,DEM,Anna Beth Gorman,41,0,6,0,35
Miller,Genoa,Secretary of State,,DEM,Anna Beth Gorman,64,0,28,0,36
Miller,Greenwich Village,Secretary of State,,DEM,Anna Beth Gorman,86,0,49,4,33
Miller,Hickory Street,Secretary of State,,DEM,Anna Beth Gorman,209,1,92,4,112
Miller,Hickory Street South,Secretary of State,,DEM,Anna Beth Gorman,196,0,114,3,79
Miller,Mandeville,Secretary of State,,DEM,Anna Beth Gorman,79,2,46,1,30
Miller,North Heights,Secretary of State,,DEM,Anna Beth Gorman,317,0,173,4,140
Miller,Ozan,Secretary of State,,DEM,Anna Beth Gorman,188,1,71,2,114
Miller,Rondo,Secretary of State,,DEM,Anna Beth Gorman,55,0,26,1,28
Miller,Sandflat,Secretary of State,,DEM,Anna Beth Gorman,119,0,48,1,70
Miller,Sugar Hill,Secretary of State,,DEM,Anna Beth Gorman,353,0,206,7,140
Miller,Trice,Secretary of State,,DEM,Anna Beth Gorman,213,2,120,4,87
Miller,Union,Secretary of State,,DEM,Anna Beth Gorman,110,0,55,2,53
Miller,Washington,Secretary of State,,DEM,Anna Beth Gorman,176,0,88,1,87
Miller,Bright Star,State Treasurer,,DEM,Pam Whitaker,21,0,14,1,6
Miller,Central,State Treasurer,,DEM,Pam Whitaker,26,0,10,0,16
Miller,College Hill,State Treasurer,,DEM,Pam Whitaker,223,1,118,5,99
Miller,Doddridge,State Treasurer,,DEM,Pam Whitaker,51,0,10,1,40
Miller,Fouke,State Treasurer,,DEM,Pam Whitaker,58,0,6,1,51
Miller,Garland,State Treasurer,,DEM,Pam Whitaker,43,0,6,0,37
Miller,Genoa,State Treasurer,,DEM,Pam Whitaker,59,0,23,0,36
Miller,Greenwich Village,State Treasurer,,DEM,Pam Whitaker,84,0,52,4,28
Miller,Hickory Street,State Treasurer,,DEM,Pam Whitaker,211,1,90,4,116
Miller,Hickory Street South,State Treasurer,,DEM,Pam Whitaker,192,0,112,4,76
Miller,Mandeville,State Treasurer,,DEM,Pam Whitaker,82,2,46,1,33
Miller,North Heights,State Treasurer,,DEM,Pam Whitaker,322,0,176,4,142
Miller,Ozan,State Treasurer,,DEM,Pam Whitaker,188,1,70,3,114
Miller,Rondo,State Treasurer,,DEM,Pam Whitaker,53,0,22,1,30
Miller,Sandflat,State Treasurer,,DEM,Pam Whitaker,119,0,46,1,72
Miller,Sugar Hill,State Treasurer,,DEM,Pam Whitaker,336,0,201,7,128
Miller,Trice,State Treasurer,,DEM,Pam Whitaker,210,2,119,4,85
Miller,Union,State Treasurer,,DEM,Pam Whitaker,106,0,55,2,49
Miller,Washington,State Treasurer,,DEM,Pam Whitaker,175,0,89,1,85
Miller,Bright Star,State Treasurer,,REP,State Representative Mark Lowery,236,0,70,0,166
Miller,Central,State Treasurer,,REP,State Representative Mark Lowery,473,2,173,2,296
