county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Arkansas,MCFALL,U.S. Senate,,DEM,Natalie James,6,5,0,1
Arkansas,CROCKETT,U.S. Senate,,DEM,Natalie James,6,6,0,0
Arkansas,KEATON,U.S. Senate,,DEM,Natalie James,56,44,2,10
Arkansas,MILL BAYOU,U.S. Senate,,DEM,Natalie James,7,5,0,2
Arkansas,ALMYRA,U.S. Senate,,DEM,Natalie James,2,0,0,2
Arkansas,PRAIRIE,U.S. Senate,,DEM,Natalie James,12,6,0,6
Arkansas,LAGRUE,U.S. Senate,,DEM,Natalie James,31,23,0,8
Arkansas,ST. CHARLES,U.S. Senate,,DEM,Natalie James,6,1,2,3
Arkansas,CHESTER,U.S. Senate,,DEM,Natalie James,5,2,0,3
Arkansas,ARKANSAS,U.S. Senate,,DEM,Natalie James,5,2,0,3
Arkansas,STANLEY,U.S. Senate,,DEM,Natalie James,4,4,0,0
Arkansas,GILLETT WARD 1,U.S. Senate,,DEM,Natalie James,10,6,0,4
Arkansas,GILLETT WARD 2,U.S. Senate,,DEM,Natalie James,8,6,0,2
Arkansas,GILLETT WARD 3,U.S. Senate,,DEM,Natalie James,17,10,0,7
Arkansas,PT DELUCE,U.S. Senate,,DEM,Natalie James,5,2,2,1
Arkansas,BAYOU METO,U.S. Senate,,DEM,Natalie James,5,4,0,1
Arkansas,MORRIS,U.S. Senate,,DEM,Natalie James,7,4,0,3
Arkansas,GUM POND,U.S. Senate,,DEM,Natalie James,14,8,0,6
Arkansas,BARTON,U.S. Senate,,DEM,Natalie James,2,1,0,1
Arkansas,HENTON,U.S. Senate,,DEM,Natalie James,6,3,0,3
Arkansas,BREWER,U.S. Senate,,DEM,Natalie James,1,1,0,0
Arkansas,GARLAND,U.S. Senate,,DEM,Natalie James,6,2,1,3
Arkansas,HUMPHREY WARD 1,U.S. Senate,,DEM,Natalie James,17,7,0,10
Arkansas,HUMPHREY WARD 3,U.S. Senate,,DEM,Natalie James,6,4,0,2
Arkansas,DEWITT WARD 1,U.S. Senate,,DEM,Natalie James,65,36,2,27
Arkansas,DEWITT WARD 2,U.S. Senate,,DEM,Natalie James,41,24,1,16
Arkansas,DEWITT WARD 3,U.S. Senate,,DEM,Natalie James,36,23,3,10
Arkansas,STUTTGART WARD 1,U.S. Senate,,DEM,Natalie James,264,192,0,72
Arkansas,STUTTGART WARD 2,U.S. Senate,,DEM,Natalie James,191,133,2,56
Arkansas,STUTTGART WARD 3,U.S. Senate,,DEM,Natalie James,171,125,4,42
Arkansas,MCFALL,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Arkansas,CROCKETT,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,KEATON,U.S. Senate,,LIB,Kenneth Cates,5,3,0,2
Arkansas,MILL BAYOU,U.S. Senate,,LIB,Kenneth Cates,4,4,0,0
Arkansas,ALMYRA,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Arkansas,PRAIRIE,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Arkansas,LAGRUE,U.S. Senate,,LIB,Kenneth Cates,10,5,1,4
Arkansas,ST. CHARLES,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,CHESTER,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Arkansas,ARKANSAS,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,STANLEY,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Arkansas,GILLETT WARD 2,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Arkansas,GILLETT WARD 3,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,PT DELUCE,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,BAYOU METO,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Arkansas,MORRIS,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,GUM POND,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Arkansas,BARTON,U.S. Senate,,LIB,Kenneth Cates,2,2,0,0
Arkansas,HENTON,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Arkansas,BREWER,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,GARLAND,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. Senate,,LIB,Kenneth Cates,7,3,0,4
Arkansas,DEWITT WARD 2,U.S. Senate,,LIB,Kenneth Cates,10,5,0,5
Arkansas,DEWITT WARD 3,U.S. Senate,,LIB,Kenneth Cates,6,4,0,2
Arkansas,STUTTGART WARD 1,U.S. Senate,,LIB,Kenneth Cates,15,11,0,4
Arkansas,STUTTGART WARD 2,U.S. Senate,,LIB,Kenneth Cates,16,13,0,3
Arkansas,STUTTGART WARD 3,U.S. Senate,,LIB,Kenneth Cates,17,11,0,6
Arkansas,MCFALL,U.S. Senate,,REP,Senator John Boozman,31,25,0,6
Arkansas,CROCKETT,U.S. Senate,,REP,Senator John Boozman,29,22,0,7
Arkansas,KEATON,U.S. Senate,,REP,Senator John Boozman,190,134,1,55
Arkansas,MILL BAYOU,U.S. Senate,,REP,Senator John Boozman,55,38,3,14
Arkansas,ALMYRA,U.S. Senate,,REP,Senator John Boozman,66,33,1,32
Arkansas,PRAIRIE,U.S. Senate,,REP,Senator John Boozman,110,84,0,26
Arkansas,LAGRUE,U.S. Senate,,REP,Senator John Boozman,320,218,1,101
Arkansas,ST. CHARLES,U.S. Senate,,REP,Senator John Boozman,62,29,0,33
Arkansas,CHESTER,U.S. Senate,,REP,Senator John Boozman,84,59,3,22
Arkansas,ARKANSAS,U.S. Senate,,REP,Senator John Boozman,32,23,3,6
Arkansas,STANLEY,U.S. Senate,,REP,Senator John Boozman,4,2,0,2
Arkansas,GILLETT WARD 1,U.S. Senate,,REP,Senator John Boozman,41,22,1,18
Arkansas,GILLETT WARD 2,U.S. Senate,,REP,Senator John Boozman,66,44,1,21
Arkansas,GILLETT WARD 3,U.S. Senate,,REP,Senator John Boozman,33,22,0,11
Arkansas,PT DELUCE,U.S. Senate,,REP,Senator John Boozman,73,47,0,26
Arkansas,BAYOU METO,U.S. Senate,,REP,Senator John Boozman,58,42,1,15
Arkansas,MORRIS,U.S. Senate,,REP,Senator John Boozman,60,33,0,27
Arkansas,GUM POND,U.S. Senate,,REP,Senator John Boozman,110,83,0,27
Arkansas,BARTON,U.S. Senate,,REP,Senator John Boozman,52,39,0,13
Arkansas,HENTON,U.S. Senate,,REP,Senator John Boozman,54,25,2,27
Arkansas,BREWER,U.S. Senate,,REP,Senator John Boozman,15,10,0,5
