county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Montgomery,Alamo,U.S. Senate,,DEM,Natalie James,7,5,0,2
Montgomery,Black Springs,U.S. Senate,,DEM,Natalie James,31,25,1,5
Montgomery,Caddo Gap,U.S. Senate,,DEM,Natalie James,30,9,2,19
Montgomery,Caney,U.S. Senate,,DEM,Natalie James,33,10,0,23
Montgomery,Center,U.S. Senate,,DEM,Natalie James,105,75,5,25
Montgomery,Fannie,U.S. Senate,,DEM,Natalie James,11,10,0,1
Montgomery,Hopper,U.S. Senate,,DEM,Natalie James,10,5,0,5
Montgomery,Mount Ida Inside,U.S. Senate,,DEM,Natalie James,61,41,5,15
Montgomery,Mount Ida Outside,U.S. Senate,,DEM,Natalie James,66,52,3,11
Montgomery,Norman Inside,U.S. Senate,,DEM,Natalie James,19,9,0,10
Montgomery,Norman Outside,U.S. Senate,,DEM,Natalie James,36,21,1,14
Montgomery,Oden Inside,U.S. Senate,,DEM,Natalie James,18,5,2,11
Montgomery,Oden Outside,U.S. Senate,,DEM,Natalie James,35,23,3,9
Montgomery,Pencil Bluff,U.S. Senate,,DEM,Natalie James,19,11,0,8
Montgomery,Sims,U.S. Senate,,DEM,Natalie James,23,16,0,7
Montgomery,Washita,U.S. Senate,,DEM,Natalie James,28,24,0,4
Montgomery,Alamo,U.S. Senate,,REP,Senator John Boozman,33,21,0,12
Montgomery,Black Springs,U.S. Senate,,REP,Senator John Boozman,164,78,2,84
Montgomery,Caddo Gap,U.S. Senate,,REP,Senator John Boozman,247,84,9,154
Montgomery,Caney,U.S. Senate,,REP,Senator John Boozman,216,33,3,180
Montgomery,Center,U.S. Senate,,REP,Senator John Boozman,387,245,8,134
Montgomery,Fannie,U.S. Senate,,REP,Senator John Boozman,48,36,1,11
Montgomery,Hopper,U.S. Senate,,REP,Senator John Boozman,76,52,0,24
Montgomery,Mount Ida Inside,U.S. Senate,,REP,Senator John Boozman,207,138,10,59
Montgomery,Mount Ida Outside,U.S. Senate,,REP,Senator John Boozman,311,217,5,89
Montgomery,Norman Inside,U.S. Senate,,REP,Senator John Boozman,52,16,2,34
Montgomery,Norman Outside,U.S. Senate,,REP,Senator John Boozman,142,69,5,68
Montgomery,Oden Inside,U.S. Senate,,REP,Senator John Boozman,62,25,2,35
Montgomery,Oden Outside,U.S. Senate,,REP,Senator John Boozman,224,106,7,111
Montgomery,Pencil Bluff,U.S. Senate,,REP,Senator John Boozman,128,45,1,82
Montgomery,Sims,U.S. Senate,,REP,Senator John Boozman,87,38,0,49
Montgomery,Washita,U.S. Senate,,REP,Senator John Boozman,132,98,4,30
Montgomery,Alamo,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Montgomery,Black Springs,U.S. Senate,,LIB,Kenneth Cates,6,5,0,1
Montgomery,Caddo Gap,U.S. Senate,,LIB,Kenneth Cates,10,1,0,9
Montgomery,Caney,U.S. Senate,,LIB,Kenneth Cates,15,3,0,12
Montgomery,Center,U.S. Senate,,LIB,Kenneth Cates,19,14,0,5
Montgomery,Fannie,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Montgomery,Hopper,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Montgomery,Mount Ida Inside,U.S. Senate,,LIB,Kenneth Cates,14,7,0,7
Montgomery,Mount Ida Outside,U.S. Senate,,LIB,Kenneth Cates,17,11,0,6
Montgomery,Norman Inside,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Montgomery,Norman Outside,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
Montgomery,Oden Inside,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Montgomery,Oden Outside,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Montgomery,Pencil Bluff,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Montgomery,Sims,U.S. Senate,,LIB,Kenneth Cates,4,2,0,2
Montgomery,Washita,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Montgomery,Alamo,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,34,22,0,12
Montgomery,Black Springs,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,167,82,2,83
