county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Sharp,Big Creek,U.S. Senate,,DEM,Natalie James,10,0,4,0,6
Sharp,Cave,U.S. Senate,,DEM,Natalie James,95,0,60,1,34
Sharp,Cherokee,U.S. Senate,,DEM,Natalie James,305,0,197,13,95
Sharp,Davidson,U.S. Senate,,DEM,Natalie James,8,0,3,0,5
Sharp,East Sullivan,U.S. Senate,,DEM,Natalie James,8,0,8,0,0
Sharp,Hardy,U.S. Senate,,DEM,Natalie James,109,0,79,5,25
Sharp,Highland,U.S. Senate,,DEM,Natalie James,68,0,28,2,38
Sharp,Jackson,U.S. Senate,,DEM,Natalie James,23,0,11,0,12
Sharp,Lave Creek,U.S. Senate,,DEM,Natalie James,21,0,14,0,7
Sharp,Lower North,U.S. Senate,,DEM,Natalie James,25,0,16,0,9
Sharp,Morgan,U.S. Senate,,DEM,Natalie James,9,0,9,0,0
Sharp,North Big Rock,U.S. Senate,,DEM,Natalie James,6,0,3,0,3
Sharp,North Lebanon,U.S. Senate,,DEM,Natalie James,1,0,0,1,0
Sharp,North Union,U.S. Senate,,DEM,Natalie James,3,0,2,0,1
Sharp,Ozark,U.S. Senate,,DEM,Natalie James,39,0,22,0,17
Sharp,Piney Fork,U.S. Senate,,DEM,Natalie James,44,0,20,0,24
Sharp,Richwood,U.S. Senate,,DEM,Natalie James,99,0,71,4,24
Sharp,Scott,U.S. Senate,,DEM,Natalie James,17,0,12,0,5
Sharp,South Big Rock,U.S. Senate,,DEM,Natalie James,9,0,2,0,7
Sharp,South Lebanon,U.S. Senate,,DEM,Natalie James,7,0,6,0,1
Sharp,South Union,U.S. Senate,,DEM,Natalie James,21,0,8,4,9
Sharp,Strawberry,U.S. Senate,,DEM,Natalie James,11,0,1,0,10
Sharp,Upper North,U.S. Senate,,DEM,Natalie James,13,0,4,0,9
Sharp,Washington,U.S. Senate,,DEM,Natalie James,11,0,5,0,6
Sharp,West Sullivan,U.S. Senate,,DEM,Natalie James,17,0,10,0,7
Sharp,Big Creek,U.S. Senate,,REP,Senator John Boozman,101,0,53,0,48
Sharp,Cave,U.S. Senate,,REP,Senator John Boozman,593,0,370,6,217
Sharp,Cherokee,U.S. Senate,,REP,Senator John Boozman,1119,0,651,34,434
Sharp,Davidson,U.S. Senate,,REP,Senator John Boozman,61,0,43,3,15
Sharp,East Sullivan,U.S. Senate,,REP,Senator John Boozman,131,0,91,6,34
Sharp,Hardy,U.S. Senate,,REP,Senator John Boozman,313,0,196,10,107
Sharp,Highland,U.S. Senate,,REP,Senator John Boozman,390,0,197,7,186
Sharp,Jackson,U.S. Senate,,REP,Senator John Boozman,84,0,34,4,46
Sharp,Lave Creek,U.S. Senate,,REP,Senator John Boozman,111,0,75,1,35
Sharp,Lower North,U.S. Senate,,REP,Senator John Boozman,171,0,76,8,87
Sharp,Morgan,U.S. Senate,,REP,Senator John Boozman,62,0,39,3,20
Sharp,North Big Rock,U.S. Senate,,REP,Senator John Boozman,47,0,21,0,26
Sharp,North Lebanon,U.S. Senate,,REP,Senator John Boozman,18,0,10,1,7
Sharp,North Union,U.S. Senate,,REP,Senator John Boozman,34,0,18,2,14
Sharp,Ozark,U.S. Senate,,REP,Senator John Boozman,159,0,76,0,83
Sharp,Piney Fork,U.S. Senate,,REP,Senator John Boozman,313,0,102,4,207
Sharp,Richwood,U.S. Senate,,REP,Senator John Boozman,501,0,352,10,139
Sharp,Scott,U.S. Senate,,REP,Senator John Boozman,133,0,89,1,43
Sharp,South Big Rock,U.S. Senate,,REP,Senator John Boozman,58,0,34,0,24
Sharp,South Lebanon,U.S. Senate,,REP,Senator John Boozman,42,0,18,1,23
Sharp,South Union,U.S. Senate,,REP,Senator John Boozman,92,0,48,0,44
Sharp,Strawberry,U.S. Senate,,REP,Senator John Boozman,45,0,7,0,38
Sharp,Upper North,U.S. Senate,,REP,Senator John Boozman,66,0,9,1,56
Sharp,Washington,U.S. Senate,,REP,Senator John Boozman,72,0,45,0,27
Sharp,West Sullivan,U.S. Senate,,REP,Senator John Boozman,132,0,74,0,58
Sharp,Big Creek,U.S. Senate,,LIB,Kenneth Cates,3,0,1,0,2
Sharp,Cave,U.S. Senate,,LIB,Kenneth Cates,29,0,16,0,13
Sharp,Cherokee,U.S. Senate,,LIB,Kenneth Cates,42,0,15,0,27
Sharp,Davidson,U.S. Senate,,LIB,Kenneth Cates,3,0,3,0,0
Sharp,East Sullivan,U.S. Senate,,LIB,Kenneth Cates,6,0,2,0,4
Sharp,Hardy,U.S. Senate,,LIB,Kenneth Cates,20,0,12,0,8
Sharp,Highland,U.S. Senate,,LIB,Kenneth Cates,15,0,6,0,9
Sharp,Jackson,U.S. Senate,,LIB,Kenneth Cates,5,0,2,0,3
Sharp,Lave Creek,U.S. Senate,,LIB,Kenneth Cates,7,0,3,0,4
Sharp,Lower North,U.S. Senate,,LIB,Kenneth Cates,6,0,3,0,3
Sharp,Morgan,U.S. Senate,,LIB,Kenneth Cates,3,0,3,0,0
Sharp,North Big Rock,U.S. Senate,,LIB,Kenneth Cates,3,0,1,0,2
Sharp,North Lebanon,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Sharp,North Union,U.S. Senate,,LIB,Kenneth Cates,2,0,1,0,1
Sharp,Ozark,U.S. Senate,,LIB,Kenneth Cates,12,0,6,0,6
Sharp,Piney Fork,U.S. Senate,,LIB,Kenneth Cates,12,0,5,0,7
Sharp,Richwood,U.S. Senate,,LIB,Kenneth Cates,19,0,13,1,5
Sharp,Scott,U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,2
Sharp,South Big Rock,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0
Sharp,South Lebanon,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Sharp,South Union,U.S. Senate,,LIB,Kenneth Cates,4,0,3,0,1
Sharp,Strawberry,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Sharp,Upper North,U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,2
Sharp,Washington,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Sharp,West Sullivan,U.S. Senate,,LIB,Kenneth Cates,2,0,1,0,1
Sharp,Big Creek,U.S. Congress District 01,,DEM,Representative Monte Hodges,10,0,4,0,6
Sharp,Cave,U.S. Congress District 01,,DEM,Representative Monte Hodges,101,0,61,2,38
Sharp,Cherokee,U.S. Congress District 01,,DEM,Representative Monte Hodges,319,0,207,12,100
Sharp,Davidson,U.S. Congress District 01,,DEM,Representative Monte Hodges,11,0,6,0,5
Sharp,East Sullivan,U.S. Congress District 01,,DEM,Representative Monte Hodges,11,0,8,0,3
Sharp,Hardy,U.S. Congress District 01,,DEM,Representative Monte Hodges,111,0,79,6,26
Sharp,Highland,U.S. Congress District 01,,DEM,Representative Monte Hodges,70,0,28,2,40
Sharp,Jackson,U.S. Congress District 01,,DEM,Representative Monte Hodges,24,0,11,0,13
Sharp,Lave Creek,U.S. Congress District 01,,DEM,Representative Monte Hodges,19,0,12,0,7
Sharp,Lower North,U.S. Congress District 01,,DEM,Representative Monte Hodges,26,0,15,0,11
Sharp,Morgan,U.S. Congress District 01,,DEM,Representative Monte Hodges,8,0,8,0,0
Sharp,North Big Rock,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,0,2,0,3
Sharp,North Lebanon,U.S. Congress District 01,,DEM,Representative Monte Hodges,1,0,0,1,0
Sharp,North Union,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,0,4,0,1
Sharp,Ozark,U.S. Congress District 01,,DEM,Representative Monte Hodges,41,0,24,0,17
Sharp,Piney Fork,U.S. Congress District 01,,DEM,Representative Monte Hodges,42,0,20,0,22
Sharp,Richwood,U.S. Congress District 01,,DEM,Representative Monte Hodges,104,0,78,4,22
Sharp,Scott,U.S. Congress District 01,,DEM,Representative Monte Hodges,20,0,13,0,7
Sharp,South Big Rock,U.S. Congress District 01,,DEM,Representative Monte Hodges,13,0,5,0,8
Sharp,South Lebanon,U.S. Congress District 01,,DEM,Representative Monte Hodges,7,0,6,0,1
Sharp,South Union,U.S. Congress District 01,,DEM,Representative Monte Hodges,20,0,8,4,8
Sharp,Strawberry,U.S. Congress District 01,,DEM,Representative Monte Hodges,10,0,1,0,9
Sharp,Upper North,U.S. Congress District 01,,DEM,Representative Monte Hodges,13,0,4,0,9
Sharp,Washington,U.S. Congress District 01,,DEM,Representative Monte Hodges,9,0,3,0,6
Sharp,West Sullivan,U.S. Congress District 01,,DEM,Representative Monte Hodges,17,0,9,0,8
Sharp,Big Creek,U.S. Congress District 01,,REP,Congressman Rick Crawford,104,0,54,0,50
Sharp,Cave,U.S. Congress District 01,,REP,Congressman Rick Crawford,620,0,387,5,228
Sharp,Cherokee,U.S. Congress District 01,,REP,Congressman Rick Crawford,1146,0,654,35,457
Sharp,Davidson,U.S. Congress District 01,,REP,Congressman Rick Crawford,62,0,43,3,16
Sharp,East Sullivan,U.S. Congress District 01,,REP,Congressman Rick Crawford,133,0,92,6,35
Sharp,Hardy,U.S. Congress District 01,,REP,Congressman Rick Crawford,331,0,207,9,115
Sharp,Highland,U.S. Congress District 01,,REP,Congressman Rick Crawford,401,0,201,7,193
Sharp,Jackson,U.S. Congress District 01,,REP,Congressman Rick Crawford,87,0,36,4,47
Sharp,Lave Creek,U.S. Congress District 01,,REP,Congressman Rick Crawford,118,0,78,1,39
Sharp,Lower North,U.S. Congress District 01,,REP,Congressman Rick Crawford,176,0,80,8,88
Sharp,Morgan,U.S. Congress District 01,,REP,Congressman Rick Crawford,66,0,43,3,20
Sharp,North Big Rock,U.S. Congress District 01,,REP,Congressman Rick Crawford,51,0,23,0,28
Sharp,North Lebanon,U.S. Congress District 01,,REP,Congressman Rick Crawford,18,0,10,1,7
Sharp,North Union,U.S. Congress District 01,,REP,Congressman Rick Crawford,33,0,16,2,15
Sharp,Ozark,U.S. Congress District 01,,REP,Congressman Rick Crawford,168,0,80,0,88
Sharp,Piney Fork,U.S. Congress District 01,,REP,Congressman Rick Crawford,324,0,107,4,213
Sharp,Richwood,U.S. Congress District 01,,REP,Congressman Rick Crawford,512,0,358,10,144
Sharp,Scott,U.S. Congress District 01,,REP,Congressman Rick Crawford,133,0,89,1,43
Sharp,South Big Rock,U.S. Congress District 01,,REP,Congressman Rick Crawford,55,0,32,0,23
Sharp,South Lebanon,U.S. Congress District 01,,REP,Congressman Rick Crawford,42,0,18,1,23
Sharp,South Union,U.S. Congress District 01,,REP,Congressman Rick Crawford,97,0,51,0,46
Sharp,Strawberry,U.S. Congress District 01,,REP,Congressman Rick Crawford,46,0,7,0,39
Sharp,Upper North,U.S. Congress District 01,,REP,Congressman Rick Crawford,67,0,9,1,57
Sharp,Washington,U.S. Congress District 01,,REP,Congressman Rick Crawford,73,0,45,0,28
Sharp,West Sullivan,U.S. Congress District 01,,REP,Congressman Rick Crawford,132,0,76,0,56
Sharp,Big Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,103,0,54,0,49
Sharp,Cave,Attorney General,,REP,Lieutenant Governor Tim Griffin,616,0,381,5,230
Sharp,Cherokee,Attorney General,,REP,Lieutenant Governor Tim Griffin,1142,0,648,34,460
Sharp,Davidson,Attorney General,,REP,Lieutenant Governor Tim Griffin,63,0,44,3,16
Sharp,East Sullivan,Attorney General,,REP,Lieutenant Governor Tim Griffin,133,0,92,4,37
Sharp,Hardy,Attorney General,,REP,Lieutenant Governor Tim Griffin,333,0,210,10,113
Sharp,Highland,Attorney General,,REP,Lieutenant Governor Tim Griffin,414,0,205,8,201
Sharp,Jackson,Attorney General,,REP,Lieutenant Governor Tim Griffin,87,0,35,4,48
Sharp,Lave Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,117,0,77,1,39
Sharp,Lower North,Attorney General,,REP,Lieutenant Governor Tim Griffin,177,0,81,8,88
Sharp,Morgan,Attorney General,,REP,Lieutenant Governor Tim Griffin,64,0,41,3,20
Sharp,North Big Rock,Attorney General,,REP,Lieutenant Governor Tim Griffin,50,0,23,0,27
Sharp,North Lebanon,Attorney General,,REP,Lieutenant Governor Tim Griffin,18,0,10,1,7
Sharp,North Union,Attorney General,,REP,Lieutenant Governor Tim Griffin,34,0,18,2,14
Sharp,Ozark,Attorney General,,REP,Lieutenant Governor Tim Griffin,169,0,81,0,88
Sharp,Piney Fork,Attorney General,,REP,Lieutenant Governor Tim Griffin,323,0,107,4,212
Sharp,Richwood,Attorney General,,REP,Lieutenant Governor Tim Griffin,517,0,361,11,145
Sharp,Scott,Attorney General,,REP,Lieutenant Governor Tim Griffin,134,0,89,1,44
Sharp,South Big Rock,Attorney General,,REP,Lieutenant Governor Tim Griffin,57,0,33,0,24
Sharp,South Lebanon,Attorney General,,REP,Lieutenant Governor Tim Griffin,39,0,16,1,22
Sharp,South Union,Attorney General,,REP,Lieutenant Governor Tim Griffin,97,0,50,0,47
Sharp,Strawberry,Attorney General,,REP,Lieutenant Governor Tim Griffin,45,0,7,0,38
Sharp,Upper North,Attorney General,,REP,Lieutenant Governor Tim Griffin,63,0,9,1,53
Sharp,Washington,Attorney General,,REP,Lieutenant Governor Tim Griffin,73,0,45,0,28
Sharp,West Sullivan,Attorney General,,REP,Lieutenant Governor Tim Griffin,133,0,74,0,59
Sharp,Big Creek,Attorney General,,DEM,Jesse Gibson,10,0,4,0,6
Sharp,Cave,Attorney General,,DEM,Jesse Gibson,100,0,63,2,35
Sharp,Cherokee,Attorney General,,DEM,Jesse Gibson,317,0,209,13,95
Sharp,Davidson,Attorney General,,DEM,Jesse Gibson,10,0,5,0,5
Sharp,East Sullivan,Attorney General,,DEM,Jesse Gibson,11,0,8,2,1
Sharp,Hardy,Attorney General,,DEM,Jesse Gibson,106,0,74,5,27
Sharp,Highland,Attorney General,,DEM,Jesse Gibson,57,0,25,1,31
Sharp,Jackson,Attorney General,,DEM,Jesse Gibson,23,0,11,0,12
Sharp,Lave Creek,Attorney General,,DEM,Jesse Gibson,20,0,13,0,7
Sharp,Lower North,Attorney General,,DEM,Jesse Gibson,25,0,14,0,11
Sharp,Morgan,Attorney General,,DEM,Jesse Gibson,11,0,11,0,0
Sharp,North Big Rock,Attorney General,,DEM,Jesse Gibson,6,0,2,0,4
Sharp,North Lebanon,Attorney General,,DEM,Jesse Gibson,1,0,0,1,0
Sharp,North Union,Attorney General,,DEM,Jesse Gibson,4,0,2,0,2
Sharp,Ozark,Attorney General,,DEM,Jesse Gibson,41,0,23,0,18
Sharp,Piney Fork,Attorney General,,DEM,Jesse Gibson,41,0,18,0,23
Sharp,Richwood,Attorney General,,DEM,Jesse Gibson,102,0,76,4,22
Sharp,Scott,Attorney General,,DEM,Jesse Gibson,18,0,12,0,6
Sharp,South Big Rock,Attorney General,,DEM,Jesse Gibson,11,0,4,0,7
Sharp,South Lebanon,Attorney General,,DEM,Jesse Gibson,7,0,6,0,1
Sharp,South Union,Attorney General,,DEM,Jesse Gibson,19,0,8,3,8
Sharp,Strawberry,Attorney General,,DEM,Jesse Gibson,11,0,1,0,10
Sharp,Upper North,Attorney General,,DEM,Jesse Gibson,17,0,4,0,13
Sharp,Washington,Attorney General,,DEM,Jesse Gibson,10,0,4,0,6
Sharp,West Sullivan,Attorney General,,DEM,Jesse Gibson,18,0,11,0,7
Sharp,Big Creek,Auditor of State,,DEM,Diamond Arnold-Johnson,9,0,4,0,5
Sharp,Cave,Auditor of State,,DEM,Diamond Arnold-Johnson,87,0,57,2,28
Sharp,Cherokee,Auditor of State,,DEM,Diamond Arnold-Johnson,302,0,197,12,93
Sharp,Davidson,Auditor of State,,DEM,Diamond Arnold-Johnson,7,0,3,0,4
Sharp,East Sullivan,Auditor of State,,DEM,Diamond Arnold-Johnson,7,0,6,0,1
Sharp,Hardy,Auditor of State,,DEM,Diamond Arnold-Johnson,95,0,70,4,21
Sharp,Highland,Auditor of State,,DEM,Diamond Arnold-Johnson,54,0,23,1,30
Sharp,Jackson,Auditor of State,,DEM,Diamond Arnold-Johnson,26,0,12,0,14
Sharp,Lave Creek,Auditor of State,,DEM,Diamond Arnold-Johnson,21,0,13,0,8
Sharp,Lower North,Auditor of State,,DEM,Diamond Arnold-Johnson,22,0,12,0,10
Sharp,Morgan,Auditor of State,,DEM,Diamond Arnold-Johnson,8,0,8,0,0
Sharp,North Big Rock,Auditor of State,,DEM,Diamond Arnold-Johnson,4,0,2,0,2
Sharp,North Lebanon,Auditor of State,,DEM,Diamond Arnold-Johnson,1,0,0,1,0
Sharp,North Union,Auditor of State,,DEM,Diamond Arnold-Johnson,3,0,2,0,1
Sharp,Ozark,Auditor of State,,DEM,Diamond Arnold-Johnson,35,0,23,0,12
Sharp,Piney Fork,Auditor of State,,DEM,Diamond Arnold-Johnson,39,0,17,0,22
Sharp,Richwood,Auditor of State,,DEM,Diamond Arnold-Johnson,89,0,66,4,19
Sharp,Scott,Auditor of State,,DEM,Diamond Arnold-Johnson,18,0,12,0,6
Sharp,South Big Rock,Auditor of State,,DEM,Diamond Arnold-Johnson,8,0,2,0,6
Sharp,South Lebanon,Auditor of State,,DEM,Diamond Arnold-Johnson,8,0,7,0,1
Sharp,South Union,Auditor of State,,DEM,Diamond Arnold-Johnson,19,0,8,2,9
Sharp,Strawberry,Auditor of State,,DEM,Diamond Arnold-Johnson,10,0,0,0,10
Sharp,Upper North,Auditor of State,,DEM,Diamond Arnold-Johnson,12,0,4,0,8
Sharp,Washington,Auditor of State,,DEM,Diamond Arnold-Johnson,8,0,4,0,4
Sharp,West Sullivan,Auditor of State,,DEM,Diamond Arnold-Johnson,19,0,11,0,8
Sharp,Big Creek,Auditor of State,,REP,Treasurer of State Dennis Milligan,101,0,52,0,49
Sharp,Cave,Auditor of State,,REP,Treasurer of State Dennis Milligan,605,0,378,4,223
Sharp,Cherokee,Auditor of State,,REP,Treasurer of State Dennis Milligan,1114,0,641,34,439
Sharp,Davidson,Auditor of State,,REP,Treasurer of State Dennis Milligan,66,0,46,3,17
Sharp,East Sullivan,Auditor of State,,REP,Treasurer of State Dennis Milligan,132,0,93,4,35
