county,precinct,office,district,party,candidate,votes,provisional_ed,early_vote,absentee,provisional_ev,post,election_day
Washington,258 Fay 65,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,259 Fay 66,Governor,,DEM,Chris Jones,1,0,1,0,0,0,0
Washington,260 Fay 03,Governor,,DEM,Chris Jones,609,0,278,5,0,0,326
Washington,270 Fay 04,Governor,,DEM,Chris Jones,280,0,136,3,0,0,141
Washington,280 Fay 05,Governor,,DEM,Chris Jones,622,0,364,18,0,0,240
Washington,290 Fay 06,Governor,,DEM,Chris Jones,915,0,476,18,0,0,421
Washington,300 Fay 07,Governor,,DEM,Chris Jones,551,0,367,11,0,0,173
Washington,310 Fay 08,Governor,,DEM,Chris Jones,883,0,516,15,0,0,352
Washington,320 Fay 09a,Governor,,DEM,Chris Jones,275,0,145,2,0,0,128
Washington,321 Fay 09b,Governor,,DEM,Chris Jones,493,0,276,11,0,0,206
Washington,330 Fay 10,Governor,,DEM,Chris Jones,285,0,167,8,0,0,110
Washington,331 Fay 11,Governor,,DEM,Chris Jones,562,0,333,5,0,0,224
Washington,332 Fay 12,Governor,,DEM,Chris Jones,687,0,451,12,0,0,224
Washington,333 Fay 13,Governor,,DEM,Chris Jones,434,0,167,3,0,0,264
Washington,334 Fay 14,Governor,,DEM,Chris Jones,176,0,100,1,0,0,75
Washington,335 Fay 15,Governor,,DEM,Chris Jones,186,0,79,5,0,0,102
Washington,336 Fay 16,Governor,,DEM,Chris Jones,26,0,18,3,0,0,5
Washington,337 Fay 17,Governor,,DEM,Chris Jones,672,0,391,13,0,0,268
Washington,338 Fay 18,Governor,,DEM,Chris Jones,298,0,155,3,0,0,140
Washington,339 Fay 19,Governor,,DEM,Chris Jones,809,0,513,12,0,0,284
Washington,340 Fay 20,Governor,,DEM,Chris Jones,760,0,435,8,0,0,317
Washington,341 Fay 21,Governor,,DEM,Chris Jones,126,0,76,4,0,0,46
Washington,342 Fay 22,Governor,,DEM,Chris Jones,624,0,349,10,0,0,265
Washington,343 Fay 23,Governor,,DEM,Chris Jones,499,0,259,14,0,0,226
Washington,344 Fay 24,Governor,,DEM,Chris Jones,192,0,113,0,0,0,79
Washington,345 Fay 25,Governor,,DEM,Chris Jones,548,0,372,14,0,0,162
Washington,346 Fay 26,Governor,,DEM,Chris Jones,497,0,298,5,0,0,194
Washington,347 Fay 27,Governor,,DEM,Chris Jones,426,0,263,5,0,0,158
Washington,348 Fay 28,Governor,,DEM,Chris Jones,518,0,298,11,0,0,209
Washington,349 Fay 29,Governor,,DEM,Chris Jones,400,0,248,13,0,0,139
Washington,350 Fay 30,Governor,,DEM,Chris Jones,470,0,282,13,0,0,175
Washington,351 Fay 31,Governor,,DEM,Chris Jones,438,0,283,6,0,0,149
Washington,352 Fay 32,Governor,,DEM,Chris Jones,386,0,252,8,0,0,126
Washington,353 Fay 33,Governor,,DEM,Chris Jones,87,0,48,1,0,0,38
Washington,354 Fay 34,Governor,,DEM,Chris Jones,303,0,118,5,0,0,180
Washington,355 Fay 35,Governor,,DEM,Chris Jones,310,0,179,42,0,0,89
Washington,356 Fay 36,Governor,,DEM,Chris Jones,277,0,146,10,0,0,121
Washington,357 Fay 37,Governor,,DEM,Chris Jones,65,0,29,1,0,0,35
Washington,358 Fay 38,Governor,,DEM,Chris Jones,157,0,97,0,0,0,60
Washington,359 Fay 39,Governor,,DEM,Chris Jones,111,0,80,1,0,0,30
Washington,360 Fay 40,Governor,,DEM,Chris Jones,759,0,376,11,0,0,372
Washington,361 Fay 41,Governor,,DEM,Chris Jones,55,0,31,3,0,0,21
Washington,362 Fay 42,Governor,,DEM,Chris Jones,227,0,120,6,0,0,101
Washington,363 Fay 43,Governor,,DEM,Chris Jones,27,0,19,0,0,0,8
Washington,364 Fay 44,Governor,,DEM,Chris Jones,134,0,67,4,0,0,63
Washington,365 Fay 45,Governor,,DEM,Chris Jones,13,0,9,1,0,0,3
Washington,366 Fay 46,Governor,,DEM,Chris Jones,94,0,67,0,0,0,27
Washington,367 Fay 47,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,368 Fay 48,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,369 Greenland City-1,Governor,,DEM,Chris Jones,174,0,79,6,0,0,89
Washington,370 Greenland Twp-1,Governor,,DEM,Chris Jones,140,0,65,2,0,0,73
Washington,371 Greenland City-2,Governor,,DEM,Chris Jones,20,0,7,1,0,0,12
Washington,372 Greenland Twp-2,Governor,,DEM,Chris Jones,73,0,38,4,0,0,31
Washington,373 Goshen City-1,Governor,,DEM,Chris Jones,361,0,178,2,0,0,181
Washington,374 Goshen City-2,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,375 Goshen Twp-1,Governor,,DEM,Chris Jones,62,0,24,3,0,0,35
Washington,376 Goshen Twp-2,Governor,,DEM,Chris Jones,62,0,36,0,0,0,26
Washington,377 Greenland Twp-3,Governor,,DEM,Chris Jones,30,0,21,0,0,0,9
Washington,380 Harmon-1,Governor,,DEM,Chris Jones,134,0,67,5,0,0,62
Washington,381 Harmon-5,Governor,,DEM,Chris Jones,22,0,15,0,0,0,7
Washington,382 Harmon-2,Governor,,DEM,Chris Jones,6,0,5,0,0,0,1
Washington,383 Harmon-3,Governor,,DEM,Chris Jones,16,0,4,0,0,0,12
Washington,384 Harmon-4,Governor,,DEM,Chris Jones,5,0,2,0,0,0,3
Washington,385 Harmon-6,Governor,,DEM,Chris Jones,1,0,0,0,0,0,1
Washington,400 Illinois,Governor,,DEM,Chris Jones,32,0,7,4,0,0,21
Washington,419 Johnson Twp-4,Governor,,DEM,Chris Jones,3,0,2,0,0,0,1
Washington,420 Johnson Twp-1,Governor,,DEM,Chris Jones,75,0,47,2,0,0,26
Washington,421 Johnson City-1,Governor,,DEM,Chris Jones,330,0,196,7,0,0,127
Washington,422 Johnson City-4,Governor,,DEM,Chris Jones,4,0,2,0,0,0,2
Washington,423 Johnson Twp-2,Governor,,DEM,Chris Jones,4,0,2,0,0,0,2
Washington,424 Johnson Twp-3,Governor,,DEM,Chris Jones,17,0,11,0,0,0,6
Washington,425 Johnson City-2,Governor,,DEM,Chris Jones,77,0,41,4,0,0,32
Washington,426 Johnson City-3,Governor,,DEM,Chris Jones,152,0,76,1,0,0,75
Washington,440 Lees Creek,Governor,,DEM,Chris Jones,106,0,72,3,0,0,31
Washington,460 Lincoln,Governor,,DEM,Chris Jones,159,0,73,7,0,0,79
Washington,480 Litteral-1,Governor,,DEM,Chris Jones,31,0,15,0,0,0,16
Washington,481 Litteral-2,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,482 Litteral-3,Governor,,DEM,Chris Jones,277,0,150,5,0,0,122
Washington,483 Litteral-4,Governor,,DEM,Chris Jones,13,0,11,0,0,0,2
Washington,500 Marrs Hill-1,Governor,,DEM,Chris Jones,94,0,64,0,0,0,30
Washington,501 Marrs Hill-2,Governor,,DEM,Chris Jones,29,0,19,1,0,0,9
Washington,520 Morrow-1,Governor,,DEM,Chris Jones,30,0,16,0,0,0,14
Washington,521 Morrow-2,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,541 Prairie Twp 1,Governor,,DEM,Chris Jones,527,0,282,12,0,0,233
Washington,542 Prairie Twp 2,Governor,,DEM,Chris Jones,157,0,99,1,0,0,57
Washington,543 Prairie Twp 3,Governor,,DEM,Chris Jones,11,0,8,0,0,0,3
Washington,544 Prairie Twp 4,Governor,,DEM,Chris Jones,35,0,21,1,0,0,13
Washington,545 Prairie Twp 5,Governor,,DEM,Chris Jones,157,0,95,2,0,0,60
Washington,546 Prairie Twp 6,Governor,,DEM,Chris Jones,5,0,3,0,0,0,2
Washington,547 Prairie Twp 7,Governor,,DEM,Chris Jones,8,0,4,0,0,0,4
Washington,548 Prairie Twp 8,Governor,,DEM,Chris Jones,102,0,69,2,0,0,31
Washington,549 Prairie Twp 9,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,550 Prairie Grove City-1,Governor,,DEM,Chris Jones,363,0,225,5,0,0,133
Washington,560 Prairie Grove City-2,Governor,,DEM,Chris Jones,314,0,196,3,0,0,115
Washington,561 Prairie Grove City-3,Governor,,DEM,Chris Jones,35,0,26,0,0,0,9
Washington,562 Prairie Grove City-4,Governor,,DEM,Chris Jones,76,0,41,3,0,0,32
Washington,563 Prairie Grove City-5,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,580 Prairie Grove Twp-1,Governor,,DEM,Chris Jones,20,0,16,2,0,0,2
Washington,581 Prairie Grove Twp-3,Governor,,DEM,Chris Jones,73,0,54,1,0,0,18
Washington,582 Prairie Grove Twp-2,Governor,,DEM,Chris Jones,73,0,46,2,0,0,25
Washington,620 Reed-1,Governor,,DEM,Chris Jones,31,0,20,0,0,0,11
Washington,621 Reed-2,Governor,,DEM,Chris Jones,6,0,3,0,0,0,3
Washington,640 Rheas Mill,Governor,,DEM,Chris Jones,45,0,12,0,0,0,33
Washington,660 Richland-1,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,661 Richland-3,Governor,,DEM,Chris Jones,102,0,57,3,0,0,42
Washington,662 Richland-2,Governor,,DEM,Chris Jones,11,0,8,0,0,0,3
Washington,680 Spg 01,Governor,,DEM,Chris Jones,52,0,30,0,0,0,22
Washington,690 Spg 02,Governor,,DEM,Chris Jones,117,0,44,4,0,0,69
Washington,700 Spg 03,Governor,,DEM,Chris Jones,360,0,186,2,0,0,172
Washington,710 Spg 04,Governor,,DEM,Chris Jones,373,0,161,5,0,0,207
Washington,720 Spg 05,Governor,,DEM,Chris Jones,120,0,62,5,0,0,53
Washington,730 Spg 06,Governor,,DEM,Chris Jones,213,0,114,4,0,0,95
Washington,740 Spg 07,Governor,,DEM,Chris Jones,167,0,84,2,0,0,81
Washington,741 Spg 08,Governor,,DEM,Chris Jones,152,0,91,2,0,0,59
Washington,742 Spg 09,Governor,,DEM,Chris Jones,164,0,82,3,0,0,79
Washington,743 Spg 10,Governor,,DEM,Chris Jones,140,0,84,7,0,0,49
Washington,744 Spg 11,Governor,,DEM,Chris Jones,323,0,210,4,0,0,109
Washington,745 Spg 12,Governor,,DEM,Chris Jones,454,0,192,12,0,0,250
Washington,746 Spg 13,Governor,,DEM,Chris Jones,235,0,72,2,0,0,161
Washington,747 Spg 14,Governor,,DEM,Chris Jones,354,0,206,3,0,0,145
Washington,748 Spg 15,Governor,,DEM,Chris Jones,212,0,81,4,0,0,127
Washington,749 Spg 16,Governor,,DEM,Chris Jones,110,0,53,4,0,0,53
Washington,752 Spg 17,Governor,,DEM,Chris Jones,366,0,209,15,0,0,142
Washington,753 Spg 18,Governor,,DEM,Chris Jones,304,0,166,3,0,0,135
Washington,754 Spg 19,Governor,,DEM,Chris Jones,137,0,78,1,0,0,58
Washington,755 Spg 20,Governor,,DEM,Chris Jones,35,0,20,0,0,0,15
Washington,756 Spg 21,Governor,,DEM,Chris Jones,58,0,38,0,0,0,20
Washington,757 Spg 22,Governor,,DEM,Chris Jones,30,0,17,0,0,0,13
Washington,758 Spg 23,Governor,,DEM,Chris Jones,2,0,0,2,0,0,0
Washington,759 Spg 24,Governor,,DEM,Chris Jones,45,0,12,0,0,0,33
Washington,760 Spg 25,Governor,,DEM,Chris Jones,96,0,52,3,0,0,41
Washington,761 Spg 26,Governor,,DEM,Chris Jones,130,0,66,1,0,0,63
Washington,762 Spg 27,Governor,,DEM,Chris Jones,68,0,42,4,0,0,22
Washington,763 Spg 28,Governor,,DEM,Chris Jones,75,0,45,7,0,0,23
Washington,764 Spg 29,Governor,,DEM,Chris Jones,180,0,102,5,0,0,73
Washington,765 Spg 30,Governor,,DEM,Chris Jones,6,0,1,0,0,0,5
Washington,766 Spg 31,Governor,,DEM,Chris Jones,114,0,62,1,0,0,51
Washington,767 Spg 32,Governor,,DEM,Chris Jones,16,0,8,0,0,0,8
Washington,768 Spg 33,Governor,,DEM,Chris Jones,30,0,15,2,0,0,13
Washington,769 Spg 34,Governor,,DEM,Chris Jones,31,0,15,0,0,0,16
Washington,770 Spg 35,Governor,,DEM,Chris Jones,138,0,82,3,0,0,53
Washington,771 Spg 36,Governor,,DEM,Chris Jones,57,0,36,1,0,0,20
Washington,772 Spg 37,Governor,,DEM,Chris Jones,25,0,13,0,0,0,12
Washington,773 Spg 38,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,774 Spg 39,Governor,,DEM,Chris Jones,137,0,77,2,0,0,58
Washington,775 Spg 40,Governor,,DEM,Chris Jones,101,0,49,1,0,0,51
Washington,776 Spg 41,Governor,,DEM,Chris Jones,25,0,6,1,0,0,18
Washington,778 Spg 43,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,779 Spg Twp-1,Governor,,DEM,Chris Jones,93,0,43,4,0,0,46
Washington,780 Starr Hill,Governor,,DEM,Chris Jones,98,0,42,4,0,0,52
Washington,781 Spg Twp-2,Governor,,DEM,Chris Jones,170,0,84,2,0,0,84
Washington,782 Spg Twp-3,Governor,,DEM,Chris Jones,2,0,0,0,0,0,2
Washington,783 Spg Twp-4,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,800 Tontitown City-1,Governor,,DEM,Chris Jones,230,0,119,7,0,0,104
Washington,801 Tontitown City-2,Governor,,DEM,Chris Jones,150,0,111,2,0,0,37
Washington,802 Tontitown City-3,Governor,,DEM,Chris Jones,15,0,6,2,0,0,7
Washington,803 Tontitown City-4,Governor,,DEM,Chris Jones,4,0,2,1,0,0,1
Washington,804 Tontitown City-5,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,805 Tontitown City-6,Governor,,DEM,Chris Jones,285,0,185,3,0,0,97
Washington,807 Tontitown Twp,Governor,,DEM,Chris Jones,3,0,2,0,0,0,1
Washington,810 Valley-1,Governor,,DEM,Chris Jones,110,0,75,2,0,0,33
Washington,811 Valley-2,Governor,,DEM,Chris Jones,2,0,0,0,0,0,2
Washington,812 Valley-3,Governor,,DEM,Chris Jones,60,0,35,0,0,0,25
Washington,820 Vineyard,Governor,,DEM,Chris Jones,18,0,2,0,0,0,16
Washington,830 War Eagle,Governor,,DEM,Chris Jones,20,0,7,1,0,0,12
Washington,840 Wedington,Governor,,DEM,Chris Jones,33,0,9,2,0,0,22
Washington,860 West Fork City-1,Governor,,DEM,Chris Jones,298,0,168,5,0,0,125
Washington,861 West Fork City-2,Governor,,DEM,Chris Jones,51,0,31,1,0,0,19
Washington,862 West Fork City-3,Governor,,DEM,Chris Jones,7,0,4,0,0,0,3
Washington,880 West Fork Twp-1,Governor,,DEM,Chris Jones,123,0,72,3,0,0,48
Washington,881 West Fork Twp-2,Governor,,DEM,Chris Jones,95,0,61,4,0,0,30
Washington,882 West Fork Twp-3,Governor,,DEM,Chris Jones,14,0,9,0,0,0,5
Washington,900 Wheeler-1,Governor,,DEM,Chris Jones,138,0,69,4,0,0,65
Washington,901 Wheeler-4,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,902 Wheeler-5,Governor,,DEM,Chris Jones,36,0,17,0,0,0,19
Washington,903 Wheeler-2,Governor,,DEM,Chris Jones,58,0,25,2,0,0,31
Washington,904 Wheeler-3,Governor,,DEM,Chris Jones,6,0,1,0,0,0,5
Washington,920 White River-1,Governor,,DEM,Chris Jones,58,0,33,0,0,0,25
Washington,930 White River-2,Governor,,DEM,Chris Jones,20,0,11,1,0,0,8
Washington,931 White River-3,Governor,,DEM,Chris Jones,15,0,11,0,0,0,4
Washington,932 White River-4,Governor,,DEM,Chris Jones,0,0,0,0,0,0,0
Washington,933 White River-5,Governor,,DEM,Chris Jones,14,0,12,0,0,0,2
Washington,940 Winslow Twp,Governor,,DEM,Chris Jones,104,0,38,3,0,0,63
Washington,950 Winslow City,Governor,,DEM,Chris Jones,66,0,21,1,0,0,44
Washington,960 Wyman,Governor,,DEM,Chris Jones,126,0,74,0,0,0,52
Washington,020 Boston,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,0,0,0,0,2
Washington,040 Brush Creek,Governor,,LIB,"Ricky Dale Harrington, Jr.",28,0,5,0,0,0,23
Washington,060 Cane Hill-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",10,0,4,0,0,0,6
Washington,061 Cane Hill-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",5,0,3,0,0,0,2
Washington,062 Cane Hill-3,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,080 Center-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,3,0,0,0,5
Washington,082 Center-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,083 Center-3,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,084 Center-4,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,0,0,0,1
Washington,085 Center-5,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,0,0,0,0,2
Washington,100 Cove Creek-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,2,0,0,0,6
Washington,101 Cove Creek-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,110 Cove Creek-3,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0,0,0,0
Washington,120 Crawford,Governor,,LIB,"Ricky Dale Harrington, Jr.",9,0,4,0,0,0,5
Washington,140 Durham,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,4,0,0,0,4
Washington,160 Dutch Mills,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,0,0,0,0,2
Washington,180 Elkins-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",27,0,9,0,0,0,18
Washington,181 Elkins-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,2,0,0,0,1
Washington,200 Elm Springs Twp,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,0,0,0,0,2
Washington,210 Elm Springs City-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",11,0,2,0,0,0,9
Washington,211 Elm Springs City-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,0,0,0,0,6
Washington,220 Farmington-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",23,0,13,0,0,0,10
Washington,221 Farmington-5,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,1,0,0,0
Washington,222 Farmington-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",21,0,11,0,0,0,10
Washington,223 Farmington-3,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,2,0,0,0,2
Washington,224 Farmington-4,Governor,,LIB,"Ricky Dale Harrington, Jr.",12,0,3,0,0,0,9
Washington,225 Farmington-6,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,1,0,0,0,3
Washington,240 Fay 01,Governor,,LIB,"Ricky Dale Harrington, Jr.",7,0,0,0,0,0,7
Washington,241 Fay 49,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,1,0,0,0,2
Washington,242 Fay 50,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,1,0,0,0,1
Washington,243 Fay 51,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,244 Fay 52,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,245 Fay 53,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0,0,0,0
Washington,246 Fay 54,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,247 Fay 55,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,248 Fay 56,Governor,,LIB,"Ricky Dale Harrington, Jr.",11,0,5,0,0,0,6
Washington,249 Fay 57,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,250 Fay 02,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,0,0,0,0,4
Washington,251 Fay 58,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,2,0,0,0,2
Washington,252 Fay 59,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,2,0,0,0,1
Washington,253 Fay 60,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,254 Fay 61,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,255 Fay 62,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,256 Fay 63,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,0,0,0,1
Washington,257 Fay 64,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,258 Fay 65,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,259 Fay 66,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,0,0,0,1
Washington,260 Fay 03,Governor,,LIB,"Ricky Dale Harrington, Jr.",27,0,8,0,0,0,19
Washington,270 Fay 04,Governor,,LIB,"Ricky Dale Harrington, Jr.",12,0,1,0,0,0,11
Washington,280 Fay 05,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,3,0,0,0,3
Washington,290 Fay 06,Governor,,LIB,"Ricky Dale Harrington, Jr.",18,0,6,0,0,0,12
Washington,300 Fay 07,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,4,0,0,0,2
Washington,310 Fay 08,Governor,,LIB,"Ricky Dale Harrington, Jr.",11,0,6,0,0,0,5
Washington,320 Fay 09a,Governor,,LIB,"Ricky Dale Harrington, Jr.",9,0,5,0,0,0,4
Washington,321 Fay 09b,Governor,,LIB,"Ricky Dale Harrington, Jr.",16,0,3,0,0,0,13
Washington,330 Fay 10,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,1,0,0,0,5
Washington,331 Fay 11,Governor,,LIB,"Ricky Dale Harrington, Jr.",16,0,2,1,0,0,13
Washington,332 Fay 12,Governor,,LIB,"Ricky Dale Harrington, Jr.",31,0,11,0,0,0,20
Washington,333 Fay 13,Governor,,LIB,"Ricky Dale Harrington, Jr.",14,0,5,0,0,0,9
Washington,334 Fay 14,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,0,0,0,0,2
Washington,335 Fay 15,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,2,0,0,0,2
Washington,336 Fay 16,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,2,0,0,0,0
Washington,337 Fay 17,Governor,,LIB,"Ricky Dale Harrington, Jr.",14,0,4,0,0,0,10
Washington,338 Fay 18,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,2,0,0,0,4
Washington,339 Fay 19,Governor,,LIB,"Ricky Dale Harrington, Jr.",9,0,2,0,0,0,7
Washington,340 Fay 20,Governor,,LIB,"Ricky Dale Harrington, Jr.",27,0,3,0,0,0,24
Washington,341 Fay 21,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,2,0,0,0,4
Washington,342 Fay 22,Governor,,LIB,"Ricky Dale Harrington, Jr.",25,0,8,0,0,0,17
Washington,343 Fay 23,Governor,,LIB,"Ricky Dale Harrington, Jr.",19,0,9,0,0,0,10
Washington,344 Fay 24,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,2,0,0,0,2
Washington,345 Fay 25,Governor,,LIB,"Ricky Dale Harrington, Jr.",9,0,2,0,0,0,7
Washington,346 Fay 26,Governor,,LIB,"Ricky Dale Harrington, Jr.",21,0,5,0,0,0,16
Washington,347 Fay 27,Governor,,LIB,"Ricky Dale Harrington, Jr.",21,0,9,1,0,0,11
Washington,348 Fay 28,Governor,,LIB,"Ricky Dale Harrington, Jr.",12,0,9,0,0,0,3
Washington,349 Fay 29,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,2,0,0,0,4
Washington,350 Fay 30,Governor,,LIB,"Ricky Dale Harrington, Jr.",14,0,6,0,0,0,8
Washington,351 Fay 31,Governor,,LIB,"Ricky Dale Harrington, Jr.",12,0,5,0,0,0,7
Washington,352 Fay 32,Governor,,LIB,"Ricky Dale Harrington, Jr.",20,0,7,0,0,0,13
Washington,353 Fay 33,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,354 Fay 34,Governor,,LIB,"Ricky Dale Harrington, Jr.",13,0,3,0,0,0,10
Washington,355 Fay 35,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,2,1,0,0,1
Washington,356 Fay 36,Governor,,LIB,"Ricky Dale Harrington, Jr.",7,0,4,0,0,0,3
Washington,357 Fay 37,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,0,0,0,1
Washington,358 Fay 38,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,5,0,0,0,1
Washington,359 Fay 39,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,1,0,0,0,7
Washington,360 Fay 40,Governor,,LIB,"Ricky Dale Harrington, Jr.",20,0,11,0,0,0,9
Washington,361 Fay 41,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,2,0,0,0,2
Washington,362 Fay 42,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,1,0,0,0,7
Washington,363 Fay 43,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0,0,0,0
Washington,364 Fay 44,Governor,,LIB,"Ricky Dale Harrington, Jr.",5,0,0,0,0,0,5
Washington,365 Fay 45,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,366 Fay 46,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,2,0,0,0,0
Washington,367 Fay 47,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,368 Fay 48,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,369 Greenland City-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,1,0,0,0,7
Washington,370 Greenland Twp-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",7,0,3,0,0,0,4
Washington,371 Greenland City-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,372 Greenland Twp-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,0,0,0,0,2
Washington,373 Goshen City-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",20,0,4,0,0,0,16
Washington,374 Goshen City-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
Washington,375 Goshen Twp-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,0,0,0,0,3
Washington,376 Goshen Twp-2,Governor,,LIB,"Ricky Dale Harrington, Jr.",10,0,4,0,0,0,6
Washington,377 Greenland Twp-3,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0,0,0,0
Washington,380 Harmon-1,Governor,,LIB,"Ricky Dale Harrington, Jr.",8,0,3,0,0,0,5
Washington,381 Harmon-5,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0,0,0,0
