county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Jackson,Airbase,U.S. Senate,,REP,Senator John Boozman,25,19,0,6
Jackson,Alcorn,U.S. Senate,,REP,Senator John Boozman,23,15,0,8
Jackson,Algoa,U.S. Senate,,REP,Senator John Boozman,7,1,0,6
Jackson,Amagon,U.S. Senate,,REP,Senator John Boozman,15,4,0,11
Jackson,Auvergne,U.S. Senate,,REP,Senator John Boozman,24,14,0,10
Jackson,Beedeville,U.S. Senate,,REP,Senator John Boozman,71,9,0,62
Jackson,Blackville,U.S. Senate,,REP,Senator John Boozman,3,1,0,2
Jackson,Campbell Station,U.S. Senate,,REP,Senator John Boozman,51,34,2,15
Jackson,Crossroads-37,U.S. Senate,,REP,Senator John Boozman,138,27,4,107
Jackson,Denmark,U.S. Senate,,REP,Senator John Boozman,43,13,0,30
Jackson,Diaz,U.S. Senate,,REP,Senator John Boozman,213,139,1,73
Jackson,Gourdneck-Citizenship,U.S. Senate,,REP,Senator John Boozman,25,7,0,18
Jackson,Greenhaw,U.S. Senate,,REP,Senator John Boozman,19,14,1,4
Jackson,Grubbs,U.S. Senate,,REP,Senator John Boozman,118,32,0,86
Jackson,Hickory Grove,U.S. Senate,,REP,Senator John Boozman,30,20,0,10
Jackson,Horseshoe,U.S. Senate,,REP,Senator John Boozman,6,5,0,1
Jackson,Ingleside,U.S. Senate,,REP,Senator John Boozman,0,0,0,0
Jackson,Island,U.S. Senate,,REP,Senator John Boozman,32,27,0,5
Jackson,Jacksonport,U.S. Senate,,REP,Senator John Boozman,38,29,0,9
Jackson,Liberty,U.S. Senate,,REP,Senator John Boozman,37,9,0,28
Jackson,Macks,U.S. Senate,,REP,Senator John Boozman,7,5,0,2
Jackson,New Glaise,U.S. Senate,,REP,Senator John Boozman,190,50,1,139
Jackson,Newport Ward 2-A,U.S. Senate,,REP,Senator John Boozman,36,30,1,5
Jackson,Newport Ward 1-B,U.S. Senate,,REP,Senator John Boozman,32,26,1,5
Jackson,Newport Ward 1-A,U.S. Senate,,REP,Senator John Boozman,6,5,0,1
Jackson,Newport Ward 3-A,U.S. Senate,,REP,Senator John Boozman,28,19,0,9
Jackson,Newport Ward 3-B,U.S. Senate,,REP,Senator John Boozman,49,45,0,4
Jackson,Newport Ward 3-C,U.S. Senate,,REP,Senator John Boozman,30,21,2,7
Jackson,Newport Ward 2-C,U.S. Senate,,REP,Senator John Boozman,178,137,6,35
Jackson,Newport Ward 2-B,U.S. Senate,,REP,Senator John Boozman,138,100,2,36
Jackson,Newport Ward 4-A,U.S. Senate,,REP,Senator John Boozman,251,185,2,64
Jackson,Newport Ward 4-B,U.S. Senate,,REP,Senator John Boozman,207,163,2,42
Jackson,Old Glaise,U.S. Senate,,REP,Senator John Boozman,24,1,0,23
Jackson,Olyphant,U.S. Senate,,REP,Senator John Boozman,1,1,0,0
Jackson,Pennington Balch,U.S. Senate,,REP,Senator John Boozman,41,8,1,32
Jackson,Remmel,U.S. Senate,,REP,Senator John Boozman,53,32,0,21
Jackson,Shoffner,U.S. Senate,,REP,Senator John Boozman,3,0,0,3
Jackson,Swifton,U.S. Senate,,REP,Senator John Boozman,220,44,2,174
Jackson,Tuckerman Ward 1,U.S. Senate,,REP,Senator John Boozman,100,45,2,53
Jackson,Tuckerman Ward 2,U.S. Senate,,REP,Senator John Boozman,161,82,2,77
Jackson,Tuckerman Ward 3,U.S. Senate,,REP,Senator John Boozman,104,51,2,51
Jackson,Tuckerman Outside,U.S. Senate,,REP,Senator John Boozman,64,35,1,28
Jackson,Tupelo,U.S. Senate,,REP,Senator John Boozman,31,2,0,29
Jackson,Waters Store,U.S. Senate,,REP,Senator John Boozman,32,14,0,18
Jackson,Weldon,U.S. Senate,,REP,Senator John Boozman,9,2,0,7
Jackson,Airbase,U.S. Senate,,DEM,Natalie James,7,5,1,1
Jackson,Alcorn,U.S. Senate,,DEM,Natalie James,33,27,0,6
Jackson,Algoa,U.S. Senate,,DEM,Natalie James,1,1,0,0
