county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Lee,JP01,U.S. Senate,,DEM,Natalie James,56,14,3,39
Lee,JP02,U.S. Senate,,DEM,Natalie James,123,44,29,50
Lee,JP03,U.S. Senate,,DEM,Natalie James,117,82,5,30
Lee,JP04,U.S. Senate,,DEM,Natalie James,76,49,2,25
Lee,JP05,U.S. Senate,,DEM,Natalie James,68,55,6,7
Lee,JP06,U.S. Senate,,DEM,Natalie James,233,144,16,73
Lee,JP07,U.S. Senate,,DEM,Natalie James,82,60,6,16
Lee,JP08,U.S. Senate,,DEM,Natalie James,87,38,4,45
Lee,JP09,U.S. Senate,,DEM,Natalie James,114,37,27,50
Lee,JP01,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Lee,JP02,U.S. Senate,,LIB,Kenneth Cates,6,5,0,1
Lee,JP03,U.S. Senate,,LIB,Kenneth Cates,6,4,0,2
Lee,JP04,U.S. Senate,,LIB,Kenneth Cates,7,5,0,2
Lee,JP05,U.S. Senate,,LIB,Kenneth Cates,4,4,0,0
Lee,JP06,U.S. Senate,,LIB,Kenneth Cates,11,7,0,4
Lee,JP07,U.S. Senate,,LIB,Kenneth Cates,6,1,0,5
Lee,JP08,U.S. Senate,,LIB,Kenneth Cates,6,2,0,4
Lee,JP09,U.S. Senate,,LIB,Kenneth Cates,6,4,0,2
Lee,JP01,U.S. Senate,,REP,Senator John Boozman,206,42,1,163
Lee,JP02,U.S. Senate,,REP,Senator John Boozman,152,46,2,104
Lee,JP03,U.S. Senate,,REP,Senator John Boozman,106,64,2,40
Lee,JP04,U.S. Senate,,REP,Senator John Boozman,136,90,1,45
Lee,JP05,U.S. Senate,,REP,Senator John Boozman,154,88,8,58
Lee,JP06,U.S. Senate,,REP,Senator John Boozman,84,60,0,24
Lee,JP07,U.S. Senate,,REP,Senator John Boozman,80,56,6,18
Lee,JP08,U.S. Senate,,REP,Senator John Boozman,57,26,0,31
Lee,JP09,U.S. Senate,,REP,Senator John Boozman,3,2,0,1
Lee,JP01,U.S. Congress District 01,,REP,Congressman Rick Crawford,198,40,1,157
Lee,JP02,U.S. Congress District 01,,REP,Congressman Rick Crawford,157,50,2,105
Lee,JP03,U.S. Congress District 01,,REP,Congressman Rick Crawford,103,61,2,40
Lee,JP04,U.S. Congress District 01,,REP,Congressman Rick Crawford,139,89,1,49
Lee,JP05,U.S. Congress District 01,,REP,Congressman Rick Crawford,146,84,8,54
Lee,JP06,U.S. Congress District 01,,REP,Congressman Rick Crawford,87,61,0,26
Lee,JP07,U.S. Congress District 01,,REP,Congressman Rick Crawford,76,52,6,18
Lee,JP08,U.S. Congress District 01,,REP,Congressman Rick Crawford,57,27,0,30
Lee,JP09,U.S. Congress District 01,,REP,Congressman Rick Crawford,7,3,1,3
Lee,JP01,U.S. Congress District 01,,DEM,Representative Monte Hodges,59,14,2,43
Lee,JP02,U.S. Congress District 01,,DEM,Representative Monte Hodges,122,43,29,50
Lee,JP03,U.S. Congress District 01,,DEM,Representative Monte Hodges,117,81,5,31
Lee,JP04,U.S. Congress District 01,,DEM,Representative Monte Hodges,78,52,2,24
Lee,JP05,U.S. Congress District 01,,DEM,Representative Monte Hodges,70,54,6,10
Lee,JP06,U.S. Congress District 01,,DEM,Representative Monte Hodges,222,132,16,74
Lee,JP07,U.S. Congress District 01,,DEM,Representative Monte Hodges,86,61,6,19
Lee,JP08,U.S. Congress District 01,,DEM,Representative Monte Hodges,92,39,4,49
Lee,JP09,U.S. Congress District 01,,DEM,Representative Monte Hodges,112,38,25,49
Lee,JP01,Attorney General,,REP,Lieutenant Governor Tim Griffin,202,43,1,158
Lee,JP02,Attorney General,,REP,Lieutenant Governor Tim Griffin,159,53,2,104
Lee,JP03,Attorney General,,REP,Lieutenant Governor Tim Griffin,109,68,2,39
Lee,JP04,Attorney General,,REP,Lieutenant Governor Tim Griffin,135,89,1,45
Lee,JP05,Attorney General,,REP,Lieutenant Governor Tim Griffin,155,89,7,59
Lee,JP06,Attorney General,,REP,Lieutenant Governor Tim Griffin,93,68,1,24
Lee,JP07,Attorney General,,REP,Lieutenant Governor Tim Griffin,81,57,6,18
Lee,JP08,Attorney General,,REP,Lieutenant Governor Tim Griffin,53,24,0,29
Lee,JP09,Attorney General,,REP,Lieutenant Governor Tim Griffin,7,3,1,3
Lee,JP01,Attorney General,,DEM,Jesse Gibson,57,13,2,42
Lee,JP02,Attorney General,,DEM,Jesse Gibson,124,42,29,53
Lee,JP03,Attorney General,,DEM,Jesse Gibson,120,82,5,33
Lee,JP04,Attorney General,,DEM,Jesse Gibson,82,52,2,28
Lee,JP05,Attorney General,,DEM,Jesse Gibson,70,58,6,6
Lee,JP06,Attorney General,,DEM,Jesse Gibson,241,147,16,78
Lee,JP07,Attorney General,,DEM,Jesse Gibson,86,60,6,20
Lee,JP08,Attorney General,,DEM,Jesse Gibson,98,42,4,52
Lee,JP09,Attorney General,,DEM,Jesse Gibson,115,39,26,50
Lee,JP01,Auditor of State,,DEM,Diamond Arnold-Johnson,58,14,2,42
Lee,JP02,Auditor of State,,DEM,Diamond Arnold-Johnson,123,41,29,53
Lee,JP03,Auditor of State,,DEM,Diamond Arnold-Johnson,121,84,5,32
Lee,JP04,Auditor of State,,DEM,Diamond Arnold-Johnson,76,50,2,24
Lee,JP05,Auditor of State,,DEM,Diamond Arnold-Johnson,68,55,7,6
Lee,JP06,Auditor of State,,DEM,Diamond Arnold-Johnson,230,140,17,73
Lee,JP07,Auditor of State,,DEM,Diamond Arnold-Johnson,82,58,5,19
Lee,JP08,Auditor of State,,DEM,Diamond Arnold-Johnson,94,40,4,50
Lee,JP09,Auditor of State,,DEM,Diamond Arnold-Johnson,108,36,26,46
Lee,JP01,Auditor of State,,REP,Treasurer of State Dennis Milligan,201,43,1,157
Lee,JP02,Auditor of State,,REP,Treasurer of State Dennis Milligan,157,50,2,105
Lee,JP03,Auditor of State,,REP,Treasurer of State Dennis Milligan,107,66,2,39
Lee,JP04,Auditor of State,,REP,Treasurer of State Dennis Milligan,136,87,1,48
Lee,JP05,Auditor of State,,REP,Treasurer of State Dennis Milligan,152,88,7,57
Lee,JP06,Auditor of State,,REP,Treasurer of State Dennis Milligan,86,60,0,26
Lee,JP07,Auditor of State,,REP,Treasurer of State Dennis Milligan,74,50,7,17
Lee,JP08,Auditor of State,,REP,Treasurer of State Dennis Milligan,56,27,0,29
Lee,JP09,Auditor of State,,REP,Treasurer of State Dennis Milligan,7,2,0,5
Lee,JP01,Auditor of State,,LIB,Simeon Snow,1,0,0,1
Lee,JP02,Auditor of State,,LIB,Simeon Snow,2,2,0,0
Lee,JP03,Auditor of State,,LIB,Simeon Snow,2,1,0,1
Lee,JP04,Auditor of State,,LIB,Simeon Snow,3,2,0,1
Lee,JP05,Auditor of State,,LIB,Simeon Snow,4,4,0,0
Lee,JP06,Auditor of State,,LIB,Simeon Snow,4,3,0,1
Lee,JP07,Auditor of State,,LIB,Simeon Snow,8,6,0,2
Lee,JP08,Auditor of State,,LIB,Simeon Snow,1,0,0,1
Lee,JP09,Auditor of State,,LIB,Simeon Snow,3,2,1,0
Lee,JP01,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,60,14,2,44
Lee,JP02,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,125,43,29,53
Lee,JP03,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,114,78,5,31
Lee,JP04,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,76,48,2,26
Lee,JP05,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,66,52,6,8
Lee,JP06,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,221,129,16,76
Lee,JP07,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,81,57,6,18
Lee,JP08,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,94,38,4,52
Lee,JP09,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,108,35,27,46
Lee,JP01,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,201,43,1,157
Lee,JP02,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,154,47,2,105
Lee,JP03,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,106,63,2,41
Lee,JP04,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,135,88,1,46
Lee,JP05,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,148,88,7,53
Lee,JP06,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,85,60,1,24
Lee,JP07,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,84,59,6,19
Lee,JP08,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,58,28,0,30
Lee,JP09,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,9,4,0,5
Lee,JP01,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0
Lee,JP02,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,1,0,0
Lee,JP03,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,4,0,2
Lee,JP04,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,1,0,1
Lee,JP05,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,2,0,0
Lee,JP06,Governor,,LIB,"Ricky Dale Harrington, Jr.",7,4,0,3
Lee,JP07,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,1,0,0
Lee,JP08,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,1,0,1
Lee,JP09,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0
Lee,JP01,Governor,,REP,Sarah Huckabee Sanders,202,44,1,157
Lee,JP02,Governor,,REP,Sarah Huckabee Sanders,155,52,2,101
Lee,JP03,Governor,,REP,Sarah Huckabee Sanders,104,63,2,39
Lee,JP04,Governor,,REP,Sarah Huckabee Sanders,138,93,1,44
Lee,JP05,Governor,,REP,Sarah Huckabee Sanders,158,90,8,60
Lee,JP06,Governor,,REP,Sarah Huckabee Sanders,90,64,0,26
