county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Van Buren,02 Barnett,SHERIFF,,DEM,DEM John Willoughby,31,22,1,8
Van Buren,03 Bradley,SHERIFF,,DEM,DEM John Willoughby,53,27,1,25
Van Buren,04 Culpepper,SHERIFF,,DEM,DEM John Willoughby,20,16,0,4
Van Buren,05 Holly Mountain,SHERIFF,,DEM,DEM John Willoughby,45,34,1,10
Van Buren,06 Choctaw,SHERIFF,,DEM,DEM John Willoughby,50,39,1,10
Van Buren,07 West Griggs,SHERIFF,,DEM,DEM John Willoughby,74,58,5,11
Van Buren,08 Craig,SHERIFF,,DEM,DEM John Willoughby,32,23,1,8
Van Buren,09 Cargile,SHERIFF,,DEM,DEM John Willoughby,22,9,0,13
Van Buren,10 Davis,SHERIFF,,DEM,DEM John Willoughby,45,30,0,15
Van Buren,11 Formosa,SHERIFF,,DEM,DEM John Willoughby,29,23,4,2
Van Buren,12 East Griggs,SHERIFF,,DEM,DEM John Willoughby,70,51,3,16
Van Buren,15 Mountain,SHERIFF,,DEM,DEM John Willoughby,18,16,0,2
Van Buren,17 Linn Creek,SHERIFF,,DEM,DEM John Willoughby,42,29,1,12
Van Buren,19 Red River,SHERIFF,,DEM,DEM John Willoughby,55,37,1,17
Van Buren,20 Union,SHERIFF,,DEM,DEM John Willoughby,74,47,6,21
Van Buren,21 Washington,SHERIFF,,DEM,DEM John Willoughby,48,23,0,25
Van Buren,22 Wheeler,SHERIFF,,DEM,DEM John Willoughby,39,29,5,5
Van Buren,23 Mountain Ranch,SHERIFF,,DEM,DEM John Willoughby,80,38,3,39
Van Buren,24 South Griggs,SHERIFF,,DEM,DEM John Willoughby,96,75,4,17
Van Buren,25 Indian Hills,SHERIFF,,DEM,DEM John Willoughby,90,36,7,47
Van Buren,26 Lakewood,SHERIFF,,DEM,DEM John Willoughby,55,22,3,30
Van Buren,02 Barnett,SHERIFF,,IND,IND Michael Shamoon,51,26,0,25
Van Buren,03 Bradley,SHERIFF,,IND,IND Michael Shamoon,147,69,0,78
Van Buren,04 Culpepper,SHERIFF,,IND,IND Michael Shamoon,31,22,0,9
Van Buren,05 Holly Mountain,SHERIFF,,IND,IND Michael Shamoon,56,39,0,17
Van Buren,06 Choctaw,SHERIFF,,IND,IND Michael Shamoon,50,32,0,18
Van Buren,07 West Griggs,SHERIFF,,IND,IND Michael Shamoon,94,65,0,29
Van Buren,08 Craig,SHERIFF,,IND,IND Michael Shamoon,54,45,0,9
Van Buren,09 Cargile,SHERIFF,,IND,IND Michael Shamoon,13,11,0,2
