county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Pulaski,Precinct 27,U.S. Senate,,DEM,Natalie James,541,0,273,15,253
Pulaski,Precinct 28,U.S. Senate,,DEM,Natalie James,576,1,350,10,215
Pulaski,Precinct 29,U.S. Senate,,DEM,Natalie James,398,1,237,8,152
Pulaski,Precinct 30,U.S. Senate,,DEM,Natalie James,511,5,305,7,194
Pulaski,Precinct 31,U.S. Senate,,DEM,Natalie James,507,1,397,10,99
Pulaski,Precinct 32,U.S. Senate,,DEM,Natalie James,724,0,498,12,214
Pulaski,Precinct 33,U.S. Senate,,DEM,Natalie James,567,0,397,10,160
Pulaski,Precinct 34,U.S. Senate,,DEM,Natalie James,410,1,219,2,188
Pulaski,Precinct 35,U.S. Senate,,DEM,Natalie James,203,2,69,3,129
Pulaski,Precinct 36,U.S. Senate,,DEM,Natalie James,693,1,464,12,216
Pulaski,Precinct 37,U.S. Senate,,DEM,Natalie James,611,2,336,6,267
Pulaski,Precinct 38,U.S. Senate,,DEM,Natalie James,417,1,274,3,139
Pulaski,Precinct 39,U.S. Senate,,DEM,Natalie James,244,0,106,3,135
Pulaski,Precinct 40,U.S. Senate,,DEM,Natalie James,71,0,40,3,28
Pulaski,Precinct 41,U.S. Senate,,DEM,Natalie James,409,2,208,6,193
Pulaski,Precinct 42,U.S. Senate,,DEM,Natalie James,272,1,110,8,153
Pulaski,Precinct 43,U.S. Senate,,DEM,Natalie James,234,1,134,6,93
Pulaski,Precinct 44,U.S. Senate,,DEM,Natalie James,495,0,263,10,222
Pulaski,Precinct 45,U.S. Senate,,DEM,Natalie James,196,0,78,5,113
Pulaski,Precinct 46,U.S. Senate,,DEM,Natalie James,356,0,177,3,176
Pulaski,Precinct 47,U.S. Senate,,DEM,Natalie James,390,0,184,4,202
Pulaski,Precinct 48,U.S. Senate,,DEM,Natalie James,677,0,366,12,299
Pulaski,Precinct 49,U.S. Senate,,DEM,Natalie James,775,2,412,12,349
Pulaski,Precinct 50,U.S. Senate,,DEM,Natalie James,477,4,241,1,231
Pulaski,Precinct 51,U.S. Senate,,DEM,Natalie James,911,1,498,11,401
Pulaski,Precinct 52,U.S. Senate,,DEM,Natalie James,210,1,125,6,78
Pulaski,Precinct 53,U.S. Senate,,DEM,Natalie James,199,0,61,2,136
Pulaski,Precinct 54,U.S. Senate,,DEM,Natalie James,200,0,86,3,111
Pulaski,Precinct 55,U.S. Senate,,DEM,Natalie James,437,2,296,11,128
Pulaski,Precinct 56,U.S. Senate,,DEM,Natalie James,547,1,336,10,200
Pulaski,Precinct 57,U.S. Senate,,DEM,Natalie James,451,1,280,9,161
Pulaski,Precinct 58,U.S. Senate,,DEM,Natalie James,404,2,212,8,182
Pulaski,Precinct 59,U.S. Senate,,DEM,Natalie James,207,0,66,7,134
Pulaski,Precinct 60,U.S. Senate,,DEM,Natalie James,465,0,268,12,185
Pulaski,Precinct 61,U.S. Senate,,DEM,Natalie James,713,2,489,20,202
Pulaski,Precinct 62,U.S. Senate,,DEM,Natalie James,366,0,239,13,114
Pulaski,Precinct 63,U.S. Senate,,DEM,Natalie James,579,2,405,23,149
Pulaski,Precinct 64,U.S. Senate,,DEM,Natalie James,600,5,404,15,176
Pulaski,Precinct 65,U.S. Senate,,DEM,Natalie James,556,2,323,18,213
Pulaski,Precinct 66,U.S. Senate,,DEM,Natalie James,713,3,387,6,317
Pulaski,Precinct 67,U.S. Senate,,DEM,Natalie James,503,0,322,10,171
Pulaski,Precinct 68,U.S. Senate,,DEM,Natalie James,867,2,639,22,204
Pulaski,Precinct 69,U.S. Senate,,DEM,Natalie James,598,7,415,22,154
Pulaski,Precinct 70,U.S. Senate,,DEM,Natalie James,390,1,239,14,136
Pulaski,Precinct 71,U.S. Senate,,DEM,Natalie James,525,1,308,4,212
Pulaski,Precinct 72,U.S. Senate,,DEM,Natalie James,792,0,549,23,220
Pulaski,Precinct 73,U.S. Senate,,DEM,Natalie James,726,4,508,10,204
Pulaski,Precinct 74,U.S. Senate,,DEM,Natalie James,668,1,387,24,256
Pulaski,Precinct 75,U.S. Senate,,DEM,Natalie James,1268,4,757,17,490
Pulaski,Precinct 76,U.S. Senate,,DEM,Natalie James,548,4,305,12,227
Pulaski,Precinct 77,U.S. Senate,,DEM,Natalie James,587,3,365,10,209
Pulaski,Precinct 78,U.S. Senate,,DEM,Natalie James,335,1,205,3,126
Pulaski,Precinct 79,U.S. Senate,,DEM,Natalie James,360,1,234,9,116
Pulaski,Precinct 80,U.S. Senate,,DEM,Natalie James,652,1,383,15,253
Pulaski,Precinct 81,U.S. Senate,,DEM,Natalie James,630,0,362,18,250
Pulaski,Precinct 82,U.S. Senate,,DEM,Natalie James,506,1,246,5,254
Pulaski,Precinct 83,U.S. Senate,,DEM,Natalie James,564,4,271,8,281
Pulaski,Precinct 84,U.S. Senate,,DEM,Natalie James,625,1,362,14,248
Pulaski,Precinct 85,U.S. Senate,,DEM,Natalie James,745,1,419,37,288
Pulaski,Precinct 86,U.S. Senate,,DEM,Natalie James,539,4,268,9,258
Pulaski,Precinct 87,U.S. Senate,,DEM,Natalie James,392,0,240,5,147
Pulaski,Precinct 88,U.S. Senate,,DEM,Natalie James,488,1,300,14,173
Pulaski,Precinct 89,U.S. Senate,,DEM,Natalie James,557,2,291,11,253
Pulaski,Precinct 90,U.S. Senate,,DEM,Natalie James,614,2,312,12,288
Pulaski,Precinct 91,U.S. Senate,,DEM,Natalie James,512,3,351,21,137
Pulaski,Precinct 92,U.S. Senate,,DEM,Natalie James,465,1,305,19,140
Pulaski,Precinct 93,U.S. Senate,,DEM,Natalie James,480,0,282,17,181
Pulaski,Precinct 94,U.S. Senate,,DEM,Natalie James,1028,1,652,17,358
Pulaski,Precinct 95,U.S. Senate,,DEM,Natalie James,455,0,275,9,171
Pulaski,Precinct 96,U.S. Senate,,DEM,Natalie James,1410,4,921,41,444
Pulaski,Precinct 97,U.S. Senate,,DEM,Natalie James,257,0,152,3,102
Pulaski,Precinct 98,U.S. Senate,,DEM,Natalie James,793,1,414,6,372
Pulaski,Precinct 99,U.S. Senate,,DEM,Natalie James,662,1,435,22,204
Pulaski,Precinct 100,U.S. Senate,,DEM,Natalie James,431,1,284,22,124
Pulaski,Precinct 101,U.S. Senate,,DEM,Natalie James,822,3,570,40,209
Pulaski,Precinct 102,U.S. Senate,,DEM,Natalie James,651,2,410,13,226
Pulaski,Precinct 103,U.S. Senate,,DEM,Natalie James,940,2,624,20,294
Pulaski,Precinct 104,U.S. Senate,,DEM,Natalie James,725,2,402,11,310
Pulaski,Precinct 105,U.S. Senate,,DEM,Natalie James,440,1,218,14,207
Pulaski,Precinct 106,U.S. Senate,,DEM,Natalie James,1046,0,693,14,339
Pulaski,Precinct 107,U.S. Senate,,DEM,Natalie James,479,1,266,5,207
Pulaski,Precinct 108,U.S. Senate,,DEM,Natalie James,539,0,280,9,250
Pulaski,Precinct 109,U.S. Senate,,DEM,Natalie James,664,0,390,6,268
Pulaski,Precinct 110,U.S. Senate,,DEM,Natalie James,895,3,486,8,398
Pulaski,Precinct 111,U.S. Senate,,DEM,Natalie James,551,0,318,3,230
Pulaski,Precinct 112,U.S. Senate,,DEM,Natalie James,495,0,298,7,190
Pulaski,Precinct 113,U.S. Senate,,DEM,Natalie James,319,2,173,0,144
Pulaski,Precinct 114,U.S. Senate,,DEM,Natalie James,434,1,267,18,148
Pulaski,Precinct 115,U.S. Senate,,DEM,Natalie James,493,2,219,3,269
Pulaski,Precinct 116,U.S. Senate,,DEM,Natalie James,572,1,325,8,238
Pulaski,Precinct 117,U.S. Senate,,DEM,Natalie James,637,0,388,15,234
Pulaski,Precinct 118,U.S. Senate,,DEM,Natalie James,414,0,195,0,219
Pulaski,Precinct 119,U.S. Senate,,DEM,Natalie James,530,0,325,12,193
Pulaski,Precinct 120,U.S. Senate,,DEM,Natalie James,616,1,392,16,207
Pulaski,Precinct 121,U.S. Senate,,DEM,Natalie James,714,0,440,18,256
Pulaski,Precinct 122,U.S. Senate,,DEM,Natalie James,881,0,537,11,333
Pulaski,Precinct 123,U.S. Senate,,DEM,Natalie James,255,1,167,6,81
Pulaski,Precinct 124,U.S. Senate,,DEM,Natalie James,538,1,217,9,311
Pulaski,Precinct 125,U.S. Senate,,DEM,Natalie James,327,0,184,2,141
Pulaski,Precinct 126,U.S. Senate,,DEM,Natalie James,208,0,48,0,160
Pulaski,Precinct 127,U.S. Senate,,DEM,Natalie James,289,0,51,3,235
Pulaski,Precinct 128,U.S. Senate,,DEM,Natalie James,226,0,77,3,146
Pulaski,Precinct 129,U.S. Senate,,DEM,Natalie James,309,0,180,9,120
Pulaski,Precinct 130,U.S. Senate,,DEM,Natalie James,259,0,76,1,182
Pulaski,Precinct 131,U.S. Senate,,DEM,Natalie James,292,0,63,1,228
Pulaski,Precinct 1,U.S. Senate,,REP,Senator John Boozman,691,2,446,4,239
Pulaski,Precinct 2,U.S. Senate,,REP,Senator John Boozman,426,0,279,2,145
Pulaski,Precinct 3,U.S. Senate,,REP,Senator John Boozman,327,1,225,1,100
Pulaski,Precinct 4,U.S. Senate,,REP,Senator John Boozman,902,0,622,12,268
Pulaski,Precinct 5,U.S. Senate,,REP,Senator John Boozman,1014,2,743,5,264
Pulaski,Precinct 6,U.S. Senate,,REP,Senator John Boozman,841,0,660,7,174
Pulaski,Precinct 7,U.S. Senate,,REP,Senator John Boozman,551,0,203,4,344
Pulaski,Precinct 8,U.S. Senate,,REP,Senator John Boozman,378,1,263,0,114
Pulaski,Precinct 9,U.S. Senate,,REP,Senator John Boozman,161,0,97,0,64
Pulaski,Precinct 10,U.S. Senate,,REP,Senator John Boozman,195,0,114,0,81
Pulaski,Precinct 11,U.S. Senate,,REP,Senator John Boozman,488,1,136,3,348
Pulaski,Precinct 12,U.S. Senate,,REP,Senator John Boozman,284,0,145,2,137
Pulaski,Precinct 13,U.S. Senate,,REP,Senator John Boozman,931,0,511,19,401
Pulaski,Precinct 14,U.S. Senate,,REP,Senator John Boozman,339,1,159,7,172
Pulaski,Precinct 15,U.S. Senate,,REP,Senator John Boozman,225,1,132,7,85
Pulaski,Precinct 16,U.S. Senate,,REP,Senator John Boozman,160,0,76,2,82
Pulaski,Precinct 17,U.S. Senate,,REP,Senator John Boozman,454,2,183,7,262
Pulaski,Precinct 18,U.S. Senate,,REP,Senator John Boozman,252,0,113,5,134
Pulaski,Precinct 19,U.S. Senate,,REP,Senator John Boozman,565,2,268,9,286
Pulaski,Precinct 20,U.S. Senate,,REP,Senator John Boozman,271,0,103,1,167
Pulaski,Precinct 21,U.S. Senate,,REP,Senator John Boozman,761,1,348,6,406
Pulaski,Precinct 22,U.S. Senate,,REP,Senator John Boozman,446,1,184,6,255
Pulaski,Precinct 23,U.S. Senate,,REP,Senator John Boozman,384,0,187,13,184
Pulaski,Precinct 24,U.S. Senate,,REP,Senator John Boozman,279,1,108,4,166
Pulaski,Precinct 25,U.S. Senate,,REP,Senator John Boozman,150,0,62,3,85
Pulaski,Precinct 26,U.S. Senate,,REP,Senator John Boozman,330,0,168,4,158
Pulaski,Precinct 27,U.S. Senate,,REP,Senator John Boozman,909,2,372,26,509
Pulaski,Precinct 28,U.S. Senate,,REP,Senator John Boozman,935,5,449,19,462
Pulaski,Precinct 29,U.S. Senate,,REP,Senator John Boozman,656,3,363,18,272
Pulaski,Precinct 30,U.S. Senate,,REP,Senator John Boozman,499,4,298,3,194
Pulaski,Precinct 31,U.S. Senate,,REP,Senator John Boozman,720,3,552,11,154
Pulaski,Precinct 32,U.S. Senate,,REP,Senator John Boozman,855,6,523,10,316
Pulaski,Precinct 33,U.S. Senate,,REP,Senator John Boozman,893,2,598,14,279
Pulaski,Precinct 34,U.S. Senate,,REP,Senator John Boozman,876,1,373,7,495
Pulaski,Precinct 35,U.S. Senate,,REP,Senator John Boozman,920,0,280,11,629
Pulaski,Precinct 36,U.S. Senate,,REP,Senator John Boozman,834,6,545,18,265
Pulaski,Precinct 37,U.S. Senate,,REP,Senator John Boozman,621,0,314,4,303
Pulaski,Precinct 38,U.S. Senate,,REP,Senator John Boozman,423,1,268,2,152
Pulaski,Precinct 39,U.S. Senate,,REP,Senator John Boozman,272,1,117,4,150
Pulaski,Precinct 40,U.S. Senate,,REP,Senator John Boozman,101,0,52,2,47
Pulaski,Precinct 41,U.S. Senate,,REP,Senator John Boozman,1111,4,504,8,595
Pulaski,Precinct 42,U.S. Senate,,REP,Senator John Boozman,464,0,188,3,273
Pulaski,Precinct 43,U.S. Senate,,REP,Senator John Boozman,211,0,104,1,106
Pulaski,Precinct 44,U.S. Senate,,REP,Senator John Boozman,387,0,177,10,200
Pulaski,Precinct 45,U.S. Senate,,REP,Senator John Boozman,133,0,69,1,63
Pulaski,Precinct 46,U.S. Senate,,REP,Senator John Boozman,174,0,88,2,84
Pulaski,Precinct 47,U.S. Senate,,REP,Senator John Boozman,238,0,101,1,136
Pulaski,Precinct 48,U.S. Senate,,REP,Senator John Boozman,168,0,72,2,94
Pulaski,Precinct 49,U.S. Senate,,REP,Senator John Boozman,123,0,71,11,41
Pulaski,Precinct 50,U.S. Senate,,REP,Senator John Boozman,162,1,61,1,99
Pulaski,Precinct 51,U.S. Senate,,REP,Senator John Boozman,630,0,161,9,460
Pulaski,Precinct 52,U.S. Senate,,REP,Senator John Boozman,478,0,190,3,285
Pulaski,Precinct 53,U.S. Senate,,REP,Senator John Boozman,512,0,76,3,433
Pulaski,Precinct 54,U.S. Senate,,REP,Senator John Boozman,604,1,177,3,423
Pulaski,Precinct 55,U.S. Senate,,REP,Senator John Boozman,725,0,453,18,254
Pulaski,Precinct 56,U.S. Senate,,REP,Senator John Boozman,777,1,440,17,319
Pulaski,Precinct 57,U.S. Senate,,REP,Senator John Boozman,395,0,202,7,186
Pulaski,Precinct 58,U.S. Senate,,REP,Senator John Boozman,935,2,367,7,559
Pulaski,Precinct 59,U.S. Senate,,REP,Senator John Boozman,413,2,66,3,342
Pulaski,Precinct 60,U.S. Senate,,REP,Senator John Boozman,615,1,237,5,372
Pulaski,Precinct 61,U.S. Senate,,REP,Senator John Boozman,986,5,644,27,310
Pulaski,Precinct 62,U.S. Senate,,REP,Senator John Boozman,971,3,656,23,289
Pulaski,Precinct 63,U.S. Senate,,REP,Senator John Boozman,1040,3,676,16,345
Pulaski,Precinct 64,U.S. Senate,,REP,Senator John Boozman,944,2,546,24,372
Pulaski,Precinct 65,U.S. Senate,,REP,Senator John Boozman,602,0,317,6,279
Pulaski,Precinct 66,U.S. Senate,,REP,Senator John Boozman,402,1,171,4,226
Pulaski,Precinct 67,U.S. Senate,,REP,Senator John Boozman,843,0,518,20,305
Pulaski,Precinct 68,U.S. Senate,,REP,Senator John Boozman,965,3,642,16,304
Pulaski,Precinct 69,U.S. Senate,,REP,Senator John Boozman,646,1,383,17,245
Pulaski,Precinct 70,U.S. Senate,,REP,Senator John Boozman,309,0,178,8,123
Pulaski,Precinct 71,U.S. Senate,,REP,Senator John Boozman,393,1,169,3,220
Pulaski,Precinct 72,U.S. Senate,,REP,Senator John Boozman,743,2,466,14,261
Pulaski,Precinct 73,U.S. Senate,,REP,Senator John Boozman,526,1,322,8,195
Pulaski,Precinct 74,U.S. Senate,,REP,Senator John Boozman,294,0,144,4,146
Pulaski,Precinct 75,U.S. Senate,,REP,Senator John Boozman,300,0,146,2,152
Pulaski,Precinct 76,U.S. Senate,,REP,Senator John Boozman,349,2,174,7,166
Pulaski,Precinct 77,U.S. Senate,,REP,Senator John Boozman,255,2,129,6,118
Pulaski,Precinct 78,U.S. Senate,,REP,Senator John Boozman,237,2,132,4,99
Pulaski,Precinct 79,U.S. Senate,,REP,Senator John Boozman,535,3,285,3,244
Pulaski,Precinct 80,U.S. Senate,,REP,Senator John Boozman,569,1,266,10,292
Pulaski,Precinct 81,U.S. Senate,,REP,Senator John Boozman,550,0,230,13,307
Pulaski,Precinct 82,U.S. Senate,,REP,Senator John Boozman,290,1,121,4,164
Pulaski,Precinct 83,U.S. Senate,,REP,Senator John Boozman,310,0,111,12,187
Pulaski,Precinct 84,U.S. Senate,,REP,Senator John Boozman,353,3,168,9,173
Pulaski,Precinct 85,U.S. Senate,,REP,Senator John Boozman,461,1,208,20,232
Pulaski,Precinct 86,U.S. Senate,,REP,Senator John Boozman,214,0,80,7,127
Pulaski,Precinct 87,U.S. Senate,,REP,Senator John Boozman,223,0,95,5,123
Pulaski,Precinct 88,U.S. Senate,,REP,Senator John Boozman,309,1,138,8,162
Pulaski,Precinct 89,U.S. Senate,,REP,Senator John Boozman,369,0,164,3,202
Pulaski,Precinct 90,U.S. Senate,,REP,Senator John Boozman,489,0,184,16,289
Pulaski,Precinct 91,U.S. Senate,,REP,Senator John Boozman,536,1,344,10,181
Pulaski,Precinct 92,U.S. Senate,,REP,Senator John Boozman,515,1,274,3,237
Pulaski,Precinct 93,U.S. Senate,,REP,Senator John Boozman,432,0,245,3,184
Pulaski,Precinct 94,U.S. Senate,,REP,Senator John Boozman,405,0,235,6,164
Pulaski,Precinct 95,U.S. Senate,,REP,Senator John Boozman,115,0,67,2,46
Pulaski,Precinct 96,U.S. Senate,,REP,Senator John Boozman,437,1,246,11,179
Pulaski,Precinct 97,U.S. Senate,,REP,Senator John Boozman,177,1,113,2,61
Pulaski,Precinct 98,U.S. Senate,,REP,Senator John Boozman,134,1,52,1,80
Pulaski,Precinct 99,U.S. Senate,,REP,Senator John Boozman,205,0,123,5,77
Pulaski,Precinct 100,U.S. Senate,,REP,Senator John Boozman,79,0,25,10,44
Pulaski,Precinct 101,U.S. Senate,,REP,Senator John Boozman,148,0,76,28,44
Pulaski,Precinct 102,U.S. Senate,,REP,Senator John Boozman,71,1,45,1,24
Pulaski,Precinct 103,U.S. Senate,,REP,Senator John Boozman,110,1,60,0,49
Pulaski,Precinct 104,U.S. Senate,,REP,Senator John Boozman,165,0,64,6,95
Pulaski,Precinct 105,U.S. Senate,,REP,Senator John Boozman,123,2,57,4,60
Pulaski,Precinct 106,U.S. Senate,,REP,Senator John Boozman,174,1,90,6,77
Pulaski,Precinct 107,U.S. Senate,,REP,Senator John Boozman,127,0,57,2,68
Pulaski,Precinct 108,U.S. Senate,,REP,Senator John Boozman,173,0,84,4,85
Pulaski,Precinct 109,U.S. Senate,,REP,Senator John Boozman,170,0,89,2,79
Pulaski,Precinct 110,U.S. Senate,,REP,Senator John Boozman,166,2,83,4,77
Pulaski,Precinct 111,U.S. Senate,,REP,Senator John Boozman,84,0,47,2,35
Pulaski,Precinct 112,U.S. Senate,,REP,Senator John Boozman,111,2,57,1,51
Pulaski,Precinct 113,U.S. Senate,,REP,Senator John Boozman,56,0,34,1,21
Pulaski,Precinct 114,U.S. Senate,,REP,Senator John Boozman,17,0,6,0,11
Pulaski,Precinct 115,U.S. Senate,,REP,Senator John Boozman,105,1,34,4,66
Pulaski,Precinct 116,U.S. Senate,,REP,Senator John Boozman,49,0,24,0,25
Pulaski,Precinct 117,U.S. Senate,,REP,Senator John Boozman,62,0,37,0,25
Pulaski,Precinct 118,U.S. Senate,,REP,Senator John Boozman,27,0,18,0,9
Pulaski,Precinct 119,U.S. Senate,,REP,Senator John Boozman,32,0,17,0,15
Pulaski,Precinct 120,U.S. Senate,,REP,Senator John Boozman,46,0,31,0,15
Pulaski,Precinct 121,U.S. Senate,,REP,Senator John Boozman,96,0,60,4,32
Pulaski,Precinct 122,U.S. Senate,,REP,Senator John Boozman,56,0,29,0,27
Pulaski,Precinct 123,U.S. Senate,,REP,Senator John Boozman,199,0,124,5,70
Pulaski,Precinct 124,U.S. Senate,,REP,Senator John Boozman,911,4,209,10,688
Pulaski,Precinct 125,U.S. Senate,,REP,Senator John Boozman,29,0,21,0,8
Pulaski,Precinct 126,U.S. Senate,,REP,Senator John Boozman,13,0,2,0,11
Pulaski,Precinct 127,U.S. Senate,,REP,Senator John Boozman,10,0,2,0,8
Pulaski,Precinct 128,U.S. Senate,,REP,Senator John Boozman,108,0,19,0,89
Pulaski,Precinct 129,U.S. Senate,,REP,Senator John Boozman,63,0,18,4,41
Pulaski,Precinct 130,U.S. Senate,,REP,Senator John Boozman,114,1,35,0,78
Pulaski,Precinct 131,U.S. Senate,,REP,Senator John Boozman,44,0,9,0,35
Pulaski,Precinct 1,U.S. Senate,,LIB,Kenneth Cates,41,0,23,1,17
Pulaski,Precinct 2,U.S. Senate,,LIB,Kenneth Cates,32,0,19,0,13
Pulaski,Precinct 3,U.S. Senate,,LIB,Kenneth Cates,13,0,8,0,5
Pulaski,Precinct 4,U.S. Senate,,LIB,Kenneth Cates,31,0,18,0,13
Pulaski,Precinct 5,U.S. Senate,,LIB,Kenneth Cates,39,0,24,0,15
Pulaski,Precinct 6,U.S. Senate,,LIB,Kenneth Cates,31,0,21,0,10
Pulaski,Precinct 7,U.S. Senate,,LIB,Kenneth Cates,30,0,8,0,22
Pulaski,Precinct 8,U.S. Senate,,LIB,Kenneth Cates,14,0,8,0,6
Pulaski,Precinct 9,U.S. Senate,,LIB,Kenneth Cates,12,0,5,0,7
Pulaski,Precinct 10,U.S. Senate,,LIB,Kenneth Cates,16,0,8,0,8
Pulaski,Precinct 11,U.S. Senate,,LIB,Kenneth Cates,26,0,6,0,20
Pulaski,Precinct 12,U.S. Senate,,LIB,Kenneth Cates,22,0,7,1,14
Pulaski,Precinct 13,U.S. Senate,,LIB,Kenneth Cates,34,0,20,0,14
Pulaski,Precinct 14,U.S. Senate,,LIB,Kenneth Cates,26,0,9,0,17
Pulaski,Precinct 15,U.S. Senate,,LIB,Kenneth Cates,18,0,12,0,6
Pulaski,Precinct 16,U.S. Senate,,LIB,Kenneth Cates,31,0,16,0,15
Pulaski,Precinct 17,U.S. Senate,,LIB,Kenneth Cates,43,0,13,0,30
Pulaski,Precinct 18,U.S. Senate,,LIB,Kenneth Cates,36,0,16,0,20
Pulaski,Precinct 19,U.S. Senate,,LIB,Kenneth Cates,46,0,12,0,34
Pulaski,Precinct 20,U.S. Senate,,LIB,Kenneth Cates,25,0,10,0,15
Pulaski,Precinct 21,U.S. Senate,,LIB,Kenneth Cates,44,0,17,2,25
Pulaski,Precinct 22,U.S. Senate,,LIB,Kenneth Cates,31,0,17,0,14
Pulaski,Precinct 23,U.S. Senate,,LIB,Kenneth Cates,14,0,8,1,5
Pulaski,Precinct 24,U.S. Senate,,LIB,Kenneth Cates,17,0,10,0,7
Pulaski,Precinct 25,U.S. Senate,,LIB,Kenneth Cates,16,0,9,0,7
Pulaski,Precinct 26,U.S. Senate,,LIB,Kenneth Cates,17,0,11,0,6
Pulaski,Precinct 27,U.S. Senate,,LIB,Kenneth Cates,36,0,11,0,25
Pulaski,Precinct 28,U.S. Senate,,LIB,Kenneth Cates,45,1,19,1,24
Pulaski,Precinct 29,U.S. Senate,,LIB,Kenneth Cates,37,0,18,1,18
Pulaski,Precinct 30,U.S. Senate,,LIB,Kenneth Cates,42,0,17,0,25
Pulaski,Precinct 31,U.S. Senate,,LIB,Kenneth Cates,38,0,30,0,8
Pulaski,Precinct 32,U.S. Senate,,LIB,Kenneth Cates,44,0,26,1,17
Pulaski,Precinct 33,U.S. Senate,,LIB,Kenneth Cates,42,0,22,2,18
Pulaski,Precinct 34,U.S. Senate,,LIB,Kenneth Cates,45,0,17,1,27
Pulaski,Precinct 35,U.S. Senate,,LIB,Kenneth Cates,62,0,12,1,49
Pulaski,Precinct 36,U.S. Senate,,LIB,Kenneth Cates,32,0,15,0,17
Pulaski,Precinct 37,U.S. Senate,,LIB,Kenneth Cates,47,0,18,0,29
Pulaski,Precinct 38,U.S. Senate,,LIB,Kenneth Cates,21,0,12,0,9
Pulaski,Precinct 39,U.S. Senate,,LIB,Kenneth Cates,15,0,7,0,8
Pulaski,Precinct 40,U.S. Senate,,LIB,Kenneth Cates,8,0,4,1,3
Pulaski,Precinct 41,U.S. Senate,,LIB,Kenneth Cates,46,0,25,0,21
Pulaski,Precinct 42,U.S. Senate,,LIB,Kenneth Cates,27,0,9,0,18
Pulaski,Precinct 43,U.S. Senate,,LIB,Kenneth Cates,25,0,4,1,20
Pulaski,Precinct 44,U.S. Senate,,LIB,Kenneth Cates,28,0,10,1,17
Pulaski,Precinct 45,U.S. Senate,,LIB,Kenneth Cates,12,0,3,0,9
Pulaski,Precinct 46,U.S. Senate,,LIB,Kenneth Cates,28,0,13,0,15
Pulaski,Precinct 47,U.S. Senate,,LIB,Kenneth Cates,18,0,7,0,11
Pulaski,Precinct 48,U.S. Senate,,LIB,Kenneth Cates,13,0,6,0,7
Pulaski,Precinct 49,U.S. Senate,,LIB,Kenneth Cates,21,0,14,1,6
Pulaski,Precinct 50,U.S. Senate,,LIB,Kenneth Cates,21,0,10,1,10
Pulaski,Precinct 51,U.S. Senate,,LIB,Kenneth Cates,34,0,9,0,25
Pulaski,Precinct 52,U.S. Senate,,LIB,Kenneth Cates,13,0,7,0,6
Pulaski,Precinct 53,U.S. Senate,,LIB,Kenneth Cates,26,0,3,0,23
Pulaski,Precinct 54,U.S. Senate,,LIB,Kenneth Cates,25,0,4,0,21
Pulaski,Precinct 55,U.S. Senate,,LIB,Kenneth Cates,21,0,8,0,13
Pulaski,Precinct 56,U.S. Senate,,LIB,Kenneth Cates,39,0,14,0,25
Pulaski,Precinct 57,U.S. Senate,,LIB,Kenneth Cates,22,0,5,0,17
Pulaski,Precinct 58,U.S. Senate,,LIB,Kenneth Cates,47,0,19,0,28
Pulaski,Precinct 59,U.S. Senate,,LIB,Kenneth Cates,22,0,3,0,19
