county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Monroe,Brinkley Ward 1,U.S. Senate,,REP,Senator John Boozman,148,55,1,92
Monroe,Brinkley Ward 2,U.S. Senate,,REP,Senator John Boozman,104,32,6,66
Monroe,Brinkley Ward 3,U.S. Senate,,REP,Senator John Boozman,127,46,1,80
Monroe,Clarendon Ward 1,U.S. Senate,,REP,Senator John Boozman,77,52,0,25
Monroe,Clarendon Ward 2,U.S. Senate,,REP,Senator John Boozman,113,74,1,38
Monroe,Clarendon Ward 3,U.S. Senate,,REP,Senator John Boozman,102,60,1,41
Monroe,Brinkley/Dixon,U.S. Senate,,REP,Senator John Boozman,132,42,4,86
Monroe,Cache,U.S. Senate,,REP,Senator John Boozman,41,31,0,10
Monroe,Keevil,U.S. Senate,,REP,Senator John Boozman,51,20,1,30
Monroe,Holly Grove,U.S. Senate,,REP,Senator John Boozman,22,9,0,13
Monroe,Duncan,U.S. Senate,,REP,Senator John Boozman,36,16,0,20
Monroe,Rich/Greenfield/Fargo,U.S. Senate,,REP,Senator John Boozman,61,14,2,45
Monroe,Cypress Ridge,U.S. Senate,,REP,Senator John Boozman,70,39,4,27
Monroe,Hindman/Pine Ridge/Raymond,U.S. Senate,,REP,Senator John Boozman,48,29,0,19
Monroe,Jackson/Cleburne/Mont./Smalley,U.S. Senate,,REP,Senator John Boozman,70,38,0,32
Monroe,Roc Roe,U.S. Senate,,REP,Senator John Boozman,93,23,2,68
Monroe,Brinkley Ward 1,U.S. Senate,,LIB,Kenneth Cates,12,3,0,9
Monroe,Brinkley Ward 2,U.S. Senate,,LIB,Kenneth Cates,4,2,0,2
Monroe,Brinkley Ward 3,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Monroe,Clarendon Ward 1,U.S. Senate,,LIB,Kenneth Cates,5,3,0,2
Monroe,Clarendon Ward 2,U.S. Senate,,LIB,Kenneth Cates,5,4,0,1
Monroe,Clarendon Ward 3,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Monroe,Brinkley/Dixon,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Monroe,Cache,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Monroe,Keevil,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Monroe,Holly Grove,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Monroe,Duncan,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Monroe,Rich/Greenfield/Fargo,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Monroe,Cypress Ridge,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Monroe,Hindman/Pine Ridge/Raymond,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Monroe,Jackson/Cleburne/Mont./Smalley,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Monroe,Roc Roe,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Monroe,Brinkley Ward 1,U.S. Senate,,DEM,Natalie James,103,48,4,51
Monroe,Brinkley Ward 2,U.S. Senate,,DEM,Natalie James,126,52,2,72
Monroe,Brinkley Ward 3,U.S. Senate,,DEM,Natalie James,129,47,3,79
Monroe,Clarendon Ward 1,U.S. Senate,,DEM,Natalie James,84,55,1,28
Monroe,Clarendon Ward 2,U.S. Senate,,DEM,Natalie James,63,37,1,25
Monroe,Clarendon Ward 3,U.S. Senate,,DEM,Natalie James,63,40,0,23
Monroe,Brinkley/Dixon,U.S. Senate,,DEM,Natalie James,32,10,4,18
Monroe,Cache,U.S. Senate,,DEM,Natalie James,7,7,0,0
Monroe,Keevil,U.S. Senate,,DEM,Natalie James,8,6,0,2
Monroe,Holly Grove,U.S. Senate,,DEM,Natalie James,176,72,2,102
Monroe,Duncan,U.S. Senate,,DEM,Natalie James,26,12,0,14
Monroe,Rich/Greenfield/Fargo,U.S. Senate,,DEM,Natalie James,27,9,0,18
Monroe,Cypress Ridge,U.S. Senate,,DEM,Natalie James,8,4,0,4
Monroe,Hindman/Pine Ridge/Raymond,U.S. Senate,,DEM,Natalie James,11,6,0,5
Monroe,Jackson/Cleburne/Mont./Smalley,U.S. Senate,,DEM,Natalie James,20,11,0,9
Monroe,Roc Roe,U.S. Senate,,DEM,Natalie James,8,4,0,4
Monroe,Brinkley Ward 1,U.S. Congress District 01,,REP,Congressman Rick Crawford,152,56,1,95
Monroe,Brinkley Ward 2,U.S. Congress District 01,,REP,Congressman Rick Crawford,97,30,6,61
Monroe,Brinkley Ward 3,U.S. Congress District 01,,REP,Congressman Rick Crawford,121,39,1,81
Monroe,Clarendon Ward 1,U.S. Congress District 01,,REP,Congressman Rick Crawford,69,44,0,25
Monroe,Clarendon Ward 2,U.S. Congress District 01,,REP,Congressman Rick Crawford,102,72,1,29
Monroe,Clarendon Ward 3,U.S. Congress District 01,,REP,Congressman Rick Crawford,98,61,1,36
Monroe,Brinkley/Dixon,U.S. Congress District 01,,REP,Congressman Rick Crawford,130,42,5,83
Monroe,Cache,U.S. Congress District 01,,REP,Congressman Rick Crawford,39,31,0,8
Monroe,Keevil,U.S. Congress District 01,,REP,Congressman Rick Crawford,47,17,1,29
Monroe,Holly Grove,U.S. Congress District 01,,REP,Congressman Rick Crawford,14,8,0,6
Monroe,Duncan,U.S. Congress District 01,,REP,Congressman Rick Crawford,37,18,0,19
Monroe,Rich/Greenfield/Fargo,U.S. Congress District 01,,REP,Congressman Rick Crawford,60,14,2,44
Monroe,Cypress Ridge,U.S. Congress District 01,,REP,Congressman Rick Crawford,59,32,4,23
Monroe,Hindman/Pine Ridge/Raymond,U.S. Congress District 01,,REP,Congressman Rick Crawford,44,27,0,17
Monroe,Jackson/Cleburne/Mont./Smalley,U.S. Congress District 01,,REP,Congressman Rick Crawford,64,35,0,29
Monroe,Roc Roe,U.S. Congress District 01,,REP,Congressman Rick Crawford,90,23,2,65
Monroe,Brinkley Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,96,45,4,47
Monroe,Brinkley Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,128,58,2,68
Monroe,Brinkley Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,121,49,3,69
Monroe,Clarendon Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,85,57,1,27
Monroe,Clarendon Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,64,33,1,30
Monroe,Clarendon Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,60,35,0,25
Monroe,Brinkley/Dixon,U.S. Congress District 01,,DEM,Representative Monte Hodges,31,9,3,19
Monroe,Cache,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,5,0,0
Monroe,Keevil,U.S. Congress District 01,,DEM,Representative Monte Hodges,10,7,0,3
Monroe,Holly Grove,U.S. Congress District 01,,DEM,Representative Monte Hodges,162,63,2,97
Monroe,Duncan,U.S. Congress District 01,,DEM,Representative Monte Hodges,24,10,0,14
Monroe,Rich/Greenfield/Fargo,U.S. Congress District 01,,DEM,Representative Monte Hodges,26,9,0,17
Monroe,Cypress Ridge,U.S. Congress District 01,,DEM,Representative Monte Hodges,9,6,0,3
Monroe,Hindman/Pine Ridge/Raymond,U.S. Congress District 01,,DEM,Representative Monte Hodges,10,6,0,4
Monroe,Jackson/Cleburne/Mont./Smalley,U.S. Congress District 01,,DEM,Representative Monte Hodges,17,9,0,8
Monroe,Roc Roe,U.S. Congress District 01,,DEM,Representative Monte Hodges,8,4,0,4
Monroe,Brinkley Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,154,60,1,93
Monroe,Brinkley Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,108,35,5,68
Monroe,Brinkley Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,122,41,1,80
Monroe,Clarendon Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,73,50,0,23
Monroe,Clarendon Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,117,77,1,39
Monroe,Clarendon Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,105,63,1,41
Monroe,Brinkley/Dixon,Attorney General,,REP,Lieutenant Governor Tim Griffin,131,43,4,84
Monroe,Cache,Attorney General,,REP,Lieutenant Governor Tim Griffin,41,30,0,11
Monroe,Keevil,Attorney General,,REP,Lieutenant Governor Tim Griffin,52,21,1,30
Monroe,Holly Grove,Attorney General,,REP,Lieutenant Governor Tim Griffin,13,7,0,6
Monroe,Duncan,Attorney General,,REP,Lieutenant Governor Tim Griffin,36,15,0,21
Monroe,Rich/Greenfield/Fargo,Attorney General,,REP,Lieutenant Governor Tim Griffin,61,14,2,45
Monroe,Cypress Ridge,Attorney General,,REP,Lieutenant Governor Tim Griffin,71,38,4,29
Monroe,Hindman/Pine Ridge/Raymond,Attorney General,,REP,Lieutenant Governor Tim Griffin,47,27,0,20
Monroe,Jackson/Cleburne/Mont./Smalley,Attorney General,,REP,Lieutenant Governor Tim Griffin,70,39,0,31
Monroe,Roc Roe,Attorney General,,REP,Lieutenant Governor Tim Griffin,96,25,2,69
Monroe,Brinkley Ward 1,Attorney General,,DEM,Jesse Gibson,110,47,4,59
Monroe,Brinkley Ward 2,Attorney General,,DEM,Jesse Gibson,125,50,3,72
Monroe,Brinkley Ward 3,Attorney General,,DEM,Jesse Gibson,133,51,3,79
Monroe,Clarendon Ward 1,Attorney General,,DEM,Jesse Gibson,94,61,1,32
Monroe,Clarendon Ward 2,Attorney General,,DEM,Jesse Gibson,62,36,1,25
Monroe,Clarendon Ward 3,Attorney General,,DEM,Jesse Gibson,61,37,0,24
Monroe,Brinkley/Dixon,Attorney General,,DEM,Jesse Gibson,36,9,4,23
Monroe,Cache,Attorney General,,DEM,Jesse Gibson,8,8,0,0
Monroe,Keevil,Attorney General,,DEM,Jesse Gibson,8,5,0,3
Monroe,Holly Grove,Attorney General,,DEM,Jesse Gibson,181,74,1,106
Monroe,Duncan,Attorney General,,DEM,Jesse Gibson,26,12,0,14
Monroe,Rich/Greenfield/Fargo,Attorney General,,DEM,Jesse Gibson,29,9,0,20
Monroe,Cypress Ridge,Attorney General,,DEM,Jesse Gibson,7,5,0,2
Monroe,Hindman/Pine Ridge/Raymond,Attorney General,,DEM,Jesse Gibson,13,8,0,5
Monroe,Jackson/Cleburne/Mont./Smalley,Attorney General,,DEM,Jesse Gibson,18,9,0,9
Monroe,Roc Roe,Attorney General,,DEM,Jesse Gibson,6,3,0,3
Monroe,Brinkley Ward 1,Auditor of State,,DEM,Diamond Arnold-Johnson,109,47,4,58
Monroe,Brinkley Ward 2,Auditor of State,,DEM,Diamond Arnold-Johnson,129,53,2,74
Monroe,Brinkley Ward 3,Auditor of State,,DEM,Diamond Arnold-Johnson,130,50,3,77
Monroe,Clarendon Ward 1,Auditor of State,,DEM,Diamond Arnold-Johnson,87,57,1,29
Monroe,Clarendon Ward 2,Auditor of State,,DEM,Diamond Arnold-Johnson,59,32,1,26
Monroe,Clarendon Ward 3,Auditor of State,,DEM,Diamond Arnold-Johnson,61,37,0,24
Monroe,Brinkley/Dixon,Auditor of State,,DEM,Diamond Arnold-Johnson,39,12,4,23
Monroe,Cache,Auditor of State,,DEM,Diamond Arnold-Johnson,5,5,0,0
Monroe,Keevil,Auditor of State,,DEM,Diamond Arnold-Johnson,10,8,0,2
Monroe,Holly Grove,Auditor of State,,DEM,Diamond Arnold-Johnson,178,73,2,103
Monroe,Duncan,Auditor of State,,DEM,Diamond Arnold-Johnson,24,10,0,14
Monroe,Rich/Greenfield/Fargo,Auditor of State,,DEM,Diamond Arnold-Johnson,27,9,0,18
Monroe,Cypress Ridge,Auditor of State,,DEM,Diamond Arnold-Johnson,10,5,0,5
Monroe,Hindman/Pine Ridge/Raymond,Auditor of State,,DEM,Diamond Arnold-Johnson,10,5,0,5
Monroe,Jackson/Cleburne/Mont./Smalley,Auditor of State,,DEM,Diamond Arnold-Johnson,16,10,0,6
Monroe,Roc Roe,Auditor of State,,DEM,Diamond Arnold-Johnson,7,4,0,3
Monroe,Brinkley Ward 1,Auditor of State,,LIB,Simeon Snow,10,2,0,8
Monroe,Brinkley Ward 2,Auditor of State,,LIB,Simeon Snow,6,5,0,1
Monroe,Brinkley Ward 3,Auditor of State,,LIB,Simeon Snow,5,2,0,3
Monroe,Clarendon Ward 1,Auditor of State,,LIB,Simeon Snow,6,3,0,3
Monroe,Clarendon Ward 2,Auditor of State,,LIB,Simeon Snow,10,5,0,5
Monroe,Clarendon Ward 3,Auditor of State,,LIB,Simeon Snow,2,1,0,1
Monroe,Brinkley/Dixon,Auditor of State,,LIB,Simeon Snow,0,0,0,0
Monroe,Cache,Auditor of State,,LIB,Simeon Snow,2,1,0,1
Monroe,Keevil,Auditor of State,,LIB,Simeon Snow,2,1,0,1
Monroe,Holly Grove,Auditor of State,,LIB,Simeon Snow,9,3,0,6
Monroe,Duncan,Auditor of State,,LIB,Simeon Snow,1,0,0,1
Monroe,Rich/Greenfield/Fargo,Auditor of State,,LIB,Simeon Snow,2,0,0,2
Monroe,Cypress Ridge,Auditor of State,,LIB,Simeon Snow,1,0,0,1
