county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Garland,011,U.S. Senate,,L,Kenneth Cates,46,0,9,0,37
Garland,012,U.S. Senate,,L,Kenneth Cates,33,0,11,0,22
Garland,013,U.S. Senate,,L,Kenneth Cates,14,0,2,0,12
Garland,014,U.S. Senate,,L,Kenneth Cates,8,0,5,0,3
Garland,021,U.S. Senate,,L,Kenneth Cates,17,0,6,1,10
Garland,022 04,U.S. Senate,,L,Kenneth Cates,28,0,17,0,11
Garland,023 06,U.S. Senate,,L,Kenneth Cates,14,0,11,0,3
Garland,024 07,U.S. Senate,,L,Kenneth Cates,6,0,1,0,5
Garland,031,U.S. Senate,,L,Kenneth Cates,2,0,1,0,1
Garland,032,U.S. Senate,,L,Kenneth Cates,38,0,22,0,16
Garland,033,U.S. Senate,,L,Kenneth Cates,30,0,8,0,22
Garland,034,U.S. Senate,,L,Kenneth Cates,7,0,4,0,3
Garland,041,U.S. Senate,,L,Kenneth Cates,2,0,1,0,1
Garland,042 04,U.S. Senate,,L,Kenneth Cates,17,0,15,0,2
Garland,043 05,U.S. Senate,,L,Kenneth Cates,35,0,20,1,14
Garland,044,U.S. Senate,,L,Kenneth Cates,39,0,21,0,18
Garland,051,U.S. Senate,,L,Kenneth Cates,50,0,24,1,25
Garland,052,U.S. Senate,,L,Kenneth Cates,16,0,8,0,8
Garland,053,U.S. Senate,,L,Kenneth Cates,9,0,4,0,5
Garland,054,U.S. Senate,,L,Kenneth Cates,23,0,10,2,11
Garland,061,U.S. Senate,,L,Kenneth Cates,28,0,21,0,7
Garland,062,U.S. Senate,,L,Kenneth Cates,40,0,15,0,25
Garland,063 05,U.S. Senate,,L,Kenneth Cates,2,0,1,0,1
Garland,064 06,U.S. Senate,,L,Kenneth Cates,24,0,12,0,12
Garland,071,U.S. Senate,,L,Kenneth Cates,26,0,14,0,12
Garland,072,U.S. Senate,,L,Kenneth Cates,6,0,2,0,4
Garland,073 06,U.S. Senate,,L,Kenneth Cates,23,0,16,0,7
Garland,074,U.S. Senate,,L,Kenneth Cates,26,0,6,0,20
Garland,081,U.S. Senate,,L,Kenneth Cates,9,0,5,0,4
Garland,082 03,U.S. Senate,,L,Kenneth Cates,31,1,13,0,17
Garland,083 04,U.S. Senate,,L,Kenneth Cates,23,0,9,0,14
Garland,084 07,U.S. Senate,,L,Kenneth Cates,23,0,9,0,14
Garland,091,U.S. Senate,,L,Kenneth Cates,35,0,10,0,25
Garland,092 02,U.S. Senate,,L,Kenneth Cates,8,0,3,0,5
Garland,093,U.S. Senate,,L,Kenneth Cates,9,0,5,0,4
Garland,094 05,U.S. Senate,,L,Kenneth Cates,42,0,21,0,21
Garland,101,U.S. Senate,,L,Kenneth Cates,29,0,15,0,14
Garland,102,U.S. Senate,,L,Kenneth Cates,3,0,3,0,0
Garland,103 06,U.S. Senate,,L,Kenneth Cates,21,0,9,0,12
Garland,104 07,U.S. Senate,,L,Kenneth Cates,46,0,30,0,16
Garland,111,U.S. Senate,,L,Kenneth Cates,18,0,13,0,5
Garland,112,U.S. Senate,,L,Kenneth Cates,16,0,11,2,3
Garland,113 11,U.S. Senate,,L,Kenneth Cates,42,0,32,0,10
Garland,114,U.S. Senate,,L,Kenneth Cates,33,0,28,1,4
Garland,121,U.S. Senate,,L,Kenneth Cates,19,0,6,0,13
Garland,122,U.S. Senate,,L,Kenneth Cates,23,0,9,0,14
Garland,123,U.S. Senate,,L,Kenneth Cates,24,0,17,0,7
Garland,124.10,U.S. Senate,,L,Kenneth Cates,25,0,9,0,16
Garland,131,U.S. Senate,,L,Kenneth Cates,24,0,14,0,10
Garland,132,U.S. Senate,,L,Kenneth Cates,24,0,10,0,14
Garland,133,U.S. Senate,,L,Kenneth Cates,35,1,28,1,5
Garland,134,U.S. Senate,,L,Kenneth Cates,15,0,2,0,13
Garland,011,U.S. Senate,,R,Senator John Boozman,398,1,132,8,257
Garland,012,U.S. Senate,,R,Senator John Boozman,550,0,181,11,358
Garland,013,U.S. Senate,,R,Senator John Boozman,176,0,76,5,95
Garland,014,U.S. Senate,,R,Senator John Boozman,125,0,72,1,52
Garland,021,U.S. Senate,,R,Senator John Boozman,133,0,58,1,74
Garland,022 04,U.S. Senate,,R,Senator John Boozman,195,0,77,3,115
Garland,023 06,U.S. Senate,,R,Senator John Boozman,145,0,93,7,45
Garland,024 07,U.S. Senate,,R,Senator John Boozman,31,0,9,0,22
Garland,031,U.S. Senate,,R,Senator John Boozman,68,0,39,2,27
Garland,032,U.S. Senate,,R,Senator John Boozman,547,0,324,12,211
Garland,033,U.S. Senate,,R,Senator John Boozman,339,0,122,12,205
Garland,034,U.S. Senate,,R,Senator John Boozman,79,0,29,3,47
Garland,041,U.S. Senate,,R,Senator John Boozman,42,0,35,0,7
Garland,042 04,U.S. Senate,,R,Senator John Boozman,399,0,274,8,117
Garland,043 05,U.S. Senate,,R,Senator John Boozman,638,3,352,35,248
Garland,044,U.S. Senate,,R,Senator John Boozman,523,0,255,10,258
Garland,051,U.S. Senate,,R,Senator John Boozman,732,1,469,24,238
Garland,052,U.S. Senate,,R,Senator John Boozman,407,1,194,4,208
Garland,053,U.S. Senate,,R,Senator John Boozman,151,0,73,5,73
Garland,054,U.S. Senate,,R,Senator John Boozman,331,0,167,2,162
