county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Craighead,Precinct 1,U.S. Senate,,DEM,Natalie James,201,151,8,42
Craighead,Precinct 2,U.S. Senate,,DEM,Natalie James,181,117,2,62
Craighead,Precinct 3,U.S. Senate,,DEM,Natalie James,202,123,3,76
Craighead,Precinct 4,U.S. Senate,,DEM,Natalie James,148,104,4,40
Craighead,Precinct 5,U.S. Senate,,DEM,Natalie James,125,86,2,37
Craighead,Precinct 6,U.S. Senate,,DEM,Natalie James,111,69,4,38
Craighead,Precinct 7,U.S. Senate,,DEM,Natalie James,249,173,4,72
Craighead,Precinct 8,U.S. Senate,,DEM,Natalie James,168,87,3,78
Craighead,Precinct 9,U.S. Senate,,DEM,Natalie James,144,91,4,49
Craighead,Precinct 10,U.S. Senate,,DEM,Natalie James,143,90,1,52
Craighead,Precinct 11,U.S. Senate,,DEM,Natalie James,147,96,3,48
Craighead,Precinct 12,U.S. Senate,,DEM,Natalie James,149,106,4,39
Craighead,Precinct 13,U.S. Senate,,DEM,Natalie James,204,109,6,89
Craighead,Precinct 14,U.S. Senate,,DEM,Natalie James,132,74,0,58
Craighead,Precinct 15,U.S. Senate,,DEM,Natalie James,168,114,5,49
Craighead,Precinct 16,U.S. Senate,,DEM,Natalie James,166,127,6,33
Craighead,Precinct 17,U.S. Senate,,DEM,Natalie James,184,139,6,39
Craighead,Precinct 18,U.S. Senate,,DEM,Natalie James,207,145,7,55
Craighead,Precinct 19,U.S. Senate,,DEM,Natalie James,103,34,0,69
Craighead,Precinct 20,U.S. Senate,,DEM,Natalie James,195,148,8,39
Craighead,Precinct 21,U.S. Senate,,DEM,Natalie James,212,119,8,85
Craighead,Precinct 22,U.S. Senate,,DEM,Natalie James,247,153,5,89
Craighead,Precinct 23,U.S. Senate,,DEM,Natalie James,215,157,11,47
Craighead,Precinct 24,U.S. Senate,,DEM,Natalie James,173,116,7,50
Craighead,Precinct 25,U.S. Senate,,DEM,Natalie James,163,116,3,44
Craighead,Precinct 26,U.S. Senate,,DEM,Natalie James,174,108,3,63
Craighead,Precinct 27,U.S. Senate,,DEM,Natalie James,198,104,6,88
Craighead,Precinct 28,U.S. Senate,,DEM,Natalie James,208,137,10,61
Craighead,Precinct 29,U.S. Senate,,DEM,Natalie James,257,178,1,78
Craighead,Precinct 30,U.S. Senate,,DEM,Natalie James,234,160,2,72
Craighead,Precinct 31,U.S. Senate,,DEM,Natalie James,69,40,3,26
Craighead,Precinct 32,U.S. Senate,,DEM,Natalie James,137,69,0,68
Craighead,Precinct 33,U.S. Senate,,DEM,Natalie James,180,112,6,62
Craighead,Precinct 34,U.S. Senate,,DEM,Natalie James,172,80,6,86
Craighead,Precinct 35,U.S. Senate,,DEM,Natalie James,181,112,2,67
Craighead,Precinct 36,U.S. Senate,,DEM,Natalie James,134,90,4,40
Craighead,Precinct 37,U.S. Senate,,DEM,Natalie James,109,69,4,36
Craighead,Precinct 38,U.S. Senate,,DEM,Natalie James,112,66,2,44
Craighead,Precinct 39,U.S. Senate,,DEM,Natalie James,134,49,4,81
Craighead,Precinct 40,U.S. Senate,,DEM,Natalie James,101,69,2,30
Craighead,Precinct 41,U.S. Senate,,DEM,Natalie James,86,39,0,47
Craighead,Precinct 42,U.S. Senate,,DEM,Natalie James,84,38,2,44
Craighead,Precinct 43,U.S. Senate,,DEM,Natalie James,94,56,2,36
Craighead,Precinct 44,U.S. Senate,,DEM,Natalie James,128,31,2,95
Craighead,Precinct 45,U.S. Senate,,DEM,Natalie James,148,91,1,56
Craighead,Precinct 46,U.S. Senate,,DEM,Natalie James,166,71,0,95
Craighead,Precinct 47,U.S. Senate,,DEM,Natalie James,95,57,3,35
Craighead,Precinct 48,U.S. Senate,,DEM,Natalie James,125,97,0,28
Craighead,Precinct 49,U.S. Senate,,DEM,Natalie James,35,15,0,20
Craighead,Precinct 50,U.S. Senate,,DEM,Natalie James,80,31,0,49
Craighead,Precinct 51,U.S. Senate,,DEM,Natalie James,62,25,1,36
Craighead,Precinct 52,U.S. Senate,,DEM,Natalie James,15,8,0,7
Craighead,Precinct 53,U.S. Senate,,DEM,Natalie James,27,18,0,9
Craighead,Precinct 1,U.S. Senate,,LIB,Kenneth Cates,25,14,0,11
Craighead,Precinct 2,U.S. Senate,,LIB,Kenneth Cates,15,7,0,8
Craighead,Precinct 3,U.S. Senate,,LIB,Kenneth Cates,17,9,0,8
Craighead,Precinct 4,U.S. Senate,,LIB,Kenneth Cates,12,6,0,6
Craighead,Precinct 5,U.S. Senate,,LIB,Kenneth Cates,16,7,0,9
Craighead,Precinct 6,U.S. Senate,,LIB,Kenneth Cates,17,7,0,10
Craighead,Precinct 7,U.S. Senate,,LIB,Kenneth Cates,34,18,0,16
Craighead,Precinct 8,U.S. Senate,,LIB,Kenneth Cates,23,7,0,16
Craighead,Precinct 9,U.S. Senate,,LIB,Kenneth Cates,19,9,0,10
Craighead,Precinct 10,U.S. Senate,,LIB,Kenneth Cates,28,11,0,17
Craighead,Precinct 11,U.S. Senate,,LIB,Kenneth Cates,22,10,0,12
Craighead,Precinct 12,U.S. Senate,,LIB,Kenneth Cates,11,7,0,4
Craighead,Precinct 13,U.S. Senate,,LIB,Kenneth Cates,20,9,1,10
