county,precinct,office,district,party,candidate,votes,provisional_voting,early_vote,absentee,election_day
Randolph,O'Kean,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,13,0,4,0,9
Randolph,Reyno,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,55,0,3,1,51
Randolph,Richardson,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,112,0,45,2,65
Randolph,East Roanoke,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,78,0,45,1,32
Randolph,West Roanoke,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,138,0,79,0,59
Randolph,Running Lake,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,23,0,6,0,17
Randolph,Shiloh,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,142,0,108,2,32
Randolph,Siloam,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,34,0,17,0,17
Randolph,Spring River,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,32,0,19,0,13
Randolph,Union,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,17,0,6,0,11
Randolph,Warm Springs,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,27,0,11,1,15
Randolph,Water Valley,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,39,0,16,1,22
Randolph,Wiley,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,7,0,4,0,3
Randolph,Ward One,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,194,0,137,7,50
Randolph,Ward Two,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,162,0,127,5,30
Randolph,Ward Three,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,274,0,235,3,36
Randolph,Demun Rural,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,FOR,243,0,195,0,48
Randolph,Baker,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,9,0,2,0,7
Randolph,Bristow,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,23,0,17,0,6
Randolph,Butler,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,8,0,3,0,5
Randolph,Columbia,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,117,0,56,1,60
Randolph,Current River,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,68,0,9,0,59
Randolph,Dalton,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,69,0,28,2,39
Randolph,Elevenpoint,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,80,0,28,0,52
Randolph,Foster,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,149,0,93,2,54
Randolph,Ingram,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,37,0,16,3,18
Randolph,Jackson,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,32,0,14,0,18
Randolph,Janes Creek,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,100,1,35,0,64
Randolph,Little Black,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,91,0,37,4,50
Randolph,O'Kean,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,45,0,6,0,39
Randolph,Reyno,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,59,0,9,0,50
Randolph,Richardson,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,121,0,61,6,54
Randolph,East Roanoke,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,97,0,62,2,33
Randolph,West Roanoke,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,171,0,106,0,65
Randolph,Running Lake,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,41,0,11,1,29
Randolph,Shiloh,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,236,0,188,4,44
Randolph,Siloam,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,58,1,30,0,27
Randolph,Spring River,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,59,0,37,0,22
Randolph,Union,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,20,0,9,0,11
Randolph,Warm Springs,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,47,0,13,1,33
Randolph,Water Valley,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,34,0,10,3,21
Randolph,Wiley,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,10,0,7,0,3
Randolph,Ward One,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,283,0,218,10,55
Randolph,Ward Two,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,208,0,162,5,41
Randolph,Ward Three,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,388,0,321,11,56
Randolph,Demun Rural,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NON,AGAINST,345,0,261,10,74
Randolph,Baker,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,7,0,1,0,6
Randolph,Bristow,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,23,0,17,0,6
Randolph,Butler,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,19,0,9,0,10
Randolph,Columbia,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,120,0,52,1,67
Randolph,Current River,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,49,1,11,0,37
Randolph,Dalton,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,35,0,7,2,26
Randolph,Elevenpoint,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,34,0,14,1,19
Randolph,Foster,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,137,0,81,4,52
Randolph,Ingram,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,32,0,15,1,16
Randolph,Jackson,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,26,0,12,0,14
Randolph,Janes Creek,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,102,2,35,1,64
Randolph,Little Black,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,99,0,55,1,43
Randolph,O'Kean,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,28,0,8,0,20
Randolph,Reyno,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,68,0,9,0,59
Randolph,Richardson,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,143,0,65,7,71
Randolph,East Roanoke,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,85,0,51,1,33
Randolph,West Roanoke,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,183,0,107,0,76
Randolph,Running Lake,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,32,0,9,0,23
Randolph,Shiloh,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,217,0,166,4,47
Randolph,Siloam,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,53,0,28,0,25
Randolph,Spring River,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,43,0,26,0,17
Randolph,Union,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,12,0,6,0,6
Randolph,Warm Springs,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,38,0,13,1,24
Randolph,Water Valley,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,38,0,15,3,20
Randolph,Wiley,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,7,0,6,0,1
Randolph,Ward One,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,275,0,198,10,67
Randolph,Ward Two,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,215,0,175,8,32
Randolph,Ward Three,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,341,0,290,3,48
Randolph,Demun Rural,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,FOR,334,0,264,2,68
Randolph,Baker,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,7,0,2,0,5
Randolph,Bristow,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,14,0,9,0,5
Randolph,Butler,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,6,0,3,0,3
Randolph,Columbia,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,89,0,37,0,52
Randolph,Current River,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,54,0,8,0,46
Randolph,Dalton,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,67,0,26,5,36
Randolph,Elevenpoint,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,70,0,27,0,43
Randolph,Foster,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,122,0,77,2,43
Randolph,Ingram,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,27,0,12,2,13
Randolph,Jackson,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,19,0,7,0,12
Randolph,Janes Creek,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,88,0,29,0,59
Randolph,Little Black,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,66,0,20,4,42
Randolph,O'Kean,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,30,0,2,0,28
Randolph,Reyno,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,47,0,6,0,41
Randolph,Richardson,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,97,0,45,1,51
Randolph,East Roanoke,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,90,0,56,2,32
Randolph,West Roanoke,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,134,0,82,0,52
Randolph,Running Lake,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,31,0,8,1,22
Randolph,Shiloh,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,169,0,136,2,31
Randolph,Siloam,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,42,1,22,0,19
Randolph,Spring River,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,47,0,29,0,18
Randolph,Union,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,25,0,9,0,16
Randolph,Warm Springs,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,36,0,11,1,24
Randolph,Water Valley,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,36,0,11,1,24
Randolph,Wiley,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,10,0,5,0,5
Randolph,Ward One,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,209,0,162,8,39
Randolph,Ward Two,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,158,0,117,2,39
Randolph,Ward Three,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,330,0,275,11,44
Randolph,Demun Rural,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NON,AGAINST,272,0,208,8,56
Randolph,Baker,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,5,0,3,0,2
Randolph,Bristow,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,15,0,10,0,5
Randolph,Butler,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,5,0,0,0,5
Randolph,Columbia,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,53,0,26,0,27
Randolph,Current River,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,40,0,7,0,33
Randolph,Dalton,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,29,0,10,0,19
Randolph,Elevenpoint,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,36,0,14,0,22
Randolph,Foster,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,83,0,52,2,29
Randolph,Ingram,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,23,0,11,0,12
Randolph,Jackson,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,17,0,8,0,9
Randolph,Janes Creek,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,87,1,28,0,58
Randolph,Little Black,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,79,0,33,2,44
Randolph,O'Kean,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,28,0,6,0,22
Randolph,Reyno,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,52,0,8,1,43
Randolph,Richardson,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,97,0,38,6,53
Randolph,East Roanoke,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,49,0,25,1,23
Randolph,West Roanoke,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,108,0,66,0,42
Randolph,Running Lake,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,19,0,6,0,13
Randolph,Shiloh,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,131,0,95,4,32
Randolph,Siloam,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,42,1,24,0,17
Randolph,Spring River,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,31,0,23,0,8
Randolph,Union,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,20,0,8,0,12
Randolph,Warm Springs,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,23,0,7,0,16
Randolph,Water Valley,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,29,0,12,0,17
Randolph,Wiley,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,10,0,7,0,3
Randolph,Ward One,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,201,0,143,3,55
Randolph,Ward Two,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,171,0,120,6,45
Randolph,Ward Three,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,245,0,194,2,49
Randolph,Demun Rural,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,FOR,194,0,145,2,47
Randolph,Baker,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,9,0,0,0,9
Randolph,Bristow,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,23,0,17,0,6
Randolph,Butler,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,20,0,12,0,8
Randolph,Columbia,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,161,0,67,1,93
Randolph,Current River,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,65,1,13,0,51
Randolph,Dalton,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,77,0,24,7,46
Randolph,Elevenpoint,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,70,0,28,1,41
Randolph,Foster,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,180,0,108,4,68
Randolph,Ingram,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,39,0,17,4,18
Randolph,Jackson,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,29,0,11,0,18
Randolph,Janes Creek,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,113,2,37,1,73
Randolph,Little Black,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,95,0,47,3,45
Randolph,O'Kean,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,30,0,4,0,26
Randolph,Reyno,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,67,0,6,0,61
Randolph,Richardson,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,153,0,74,4,75
Randolph,East Roanoke,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,130,0,85,2,43
Randolph,West Roanoke,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,217,0,130,0,87
Randolph,Running Lake,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,47,0,12,1,34
Randolph,Shiloh,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,258,0,209,3,46
Randolph,Siloam,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,57,0,28,0,29
Randolph,Spring River,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,60,0,32,0,28
Randolph,Union,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,17,0,7,0,10
Randolph,Warm Springs,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,53,0,17,2,34
Randolph,Water Valley,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,47,0,14,4,29
Randolph,Wiley,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,7,0,4,0,3
Randolph,Ward One,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,292,0,222,15,55
Randolph,Ward Two,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,206,0,177,4,25
Randolph,Ward Three,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,433,0,379,12,42
Randolph,Demun Rural,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NON,AGAINST,427,0,339,7,81
