county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
White,Albion,U.S. Senate,,REP,Senator John Boozman,75,36,0,39
White,Antioch,U.S. Senate,,REP,Senator John Boozman,245,39,0,206
White,Bald Knob Ward 1,U.S. Senate,,REP,Senator John Boozman,196,75,5,116
White,Bald Knob Ward 2,U.S. Senate,,REP,Senator John Boozman,108,40,0,68
White,Bald Knob Ward 3,U.S. Senate,,REP,Senator John Boozman,228,104,5,119
White,Bald Knob TWP,U.S. Senate,,REP,Senator John Boozman,178,70,4,104
White,Beebe Ward 1,U.S. Senate,,REP,Senator John Boozman,274,84,3,187
White,Beebe Ward 2,U.S. Senate,,REP,Senator John Boozman,295,98,3,194
White,Beebe Ward 3,U.S. Senate,,REP,Senator John Boozman,359,169,7,183
White,Big Creek,U.S. Senate,,REP,Senator John Boozman,260,105,3,152
White,Bradford Ward 1,U.S. Senate,,REP,Senator John Boozman,31,6,0,25
White,Bradford Ward 2,U.S. Senate,,REP,Senator John Boozman,55,7,0,48
White,Bradford Ward 3,U.S. Senate,,REP,Senator John Boozman,70,12,0,58
White,Cadron,U.S. Senate,,REP,Senator John Boozman,126,45,1,80
White,Cane,U.S. Senate,,REP,Senator John Boozman,403,194,3,206
White,Chrisp,U.S. Senate,,REP,Senator John Boozman,427,159,1,267
White,Clay,U.S. Senate,,REP,Senator John Boozman,220,107,2,111
White,Cleveland,U.S. Senate,,REP,Senator John Boozman,48,7,0,41
White,Coffey,U.S. Senate,,REP,Senator John Boozman,356,101,0,255
White,Coldwell,U.S. Senate,,REP,Senator John Boozman,146,77,1,68
White,Crosby,U.S. Senate,,REP,Senator John Boozman,158,84,0,74
White,Cypert,U.S. Senate,,REP,Senator John Boozman,64,31,0,33
White,Denmark,U.S. Senate,,REP,Senator John Boozman,138,38,0,100
White,Des Arc,U.S. Senate,,REP,Senator John Boozman,351,153,1,197
White,Dogwood TWP,U.S. Senate,,REP,Senator John Boozman,53,4,0,49
White,El Paso,U.S. Senate,,REP,Senator John Boozman,173,35,0,138
White,Francure,U.S. Senate,,REP,Senator John Boozman,12,3,0,9
White,Garner TWP,U.S. Senate,,REP,Senator John Boozman,72,25,0,47
White,Garner City,U.S. Senate,,REP,Senator John Boozman,57,9,0,48
White,Gravel Hill,U.S. Senate,,REP,Senator John Boozman,118,47,0,71
White,Gray A,U.S. Senate,,REP,Senator John Boozman,352,163,6,183
White,Gray B,U.S. Senate,,REP,Senator John Boozman,1241,786,13,442
White,Griffithville City,U.S. Senate,,REP,Senator John Boozman,39,5,0,34
White,Gum Springs,U.S. Senate,,REP,Senator John Boozman,537,307,2,228
White,Guthrie,U.S. Senate,,REP,Senator John Boozman,264,105,2,157
White,Harrison,U.S. Senate,,REP,Senator John Boozman,767,430,4,333
White,Hartsell,U.S. Senate,,REP,Senator John Boozman,156,74,1,81
White,Higginson TWP,U.S. Senate,,REP,Senator John Boozman,116,37,0,79
White,Higginson Ward 1,U.S. Senate,,REP,Senator John Boozman,33,6,0,27
White,Jackson,U.S. Senate,,REP,Senator John Boozman,111,44,1,66
White,Jefferson,U.S. Senate,,REP,Senator John Boozman,195,36,3,156
White,Joy,U.S. Senate,,REP,Senator John Boozman,171,47,0,124
White,Judsonia Ward 1,U.S. Senate,,REP,Senator John Boozman,154,86,4,64
White,Judsonia Ward 2,U.S. Senate,,REP,Senator John Boozman,111,32,0,79
White,Judsonia Ward 3,U.S. Senate,,REP,Senator John Boozman,99,44,1,54
White,Kensett Ward 1,U.S. Senate,,REP,Senator John Boozman,36,5,0,31
White,Kensett Ward 2,U.S. Senate,,REP,Senator John Boozman,136,41,2,93
White,Kensett Ward 3,U.S. Senate,,REP,Senator John Boozman,38,8,0,30
White,Kensett TWP,U.S. Senate,,REP,Senator John Boozman,104,40,0,64
White,Kentucky,U.S. Senate,,REP,Senator John Boozman,204,52,0,152
White,Letona,U.S. Senate,,REP,Senator John Boozman,57,11,0,46
White,Liberty,U.S. Senate,,REP,Senator John Boozman,206,36,2,168
White,Marion,U.S. Senate,,REP,Senator John Boozman,72,17,0,55
White,Marshall,U.S. Senate,,REP,Senator John Boozman,272,60,8,204
White,McRae Ward 1,U.S. Senate,,REP,Senator John Boozman,66,9,0,57
White,McRae Ward 2,U.S. Senate,,REP,Senator John Boozman,77,13,1,63
White,McRae TWP,U.S. Senate,,REP,Senator John Boozman,157,40,0,117
White,Mt. Pisgah,U.S. Senate,,REP,Senator John Boozman,52,26,0,26
White,Pangburn Ward 1,U.S. Senate,,REP,Senator John Boozman,60,8,3,49
White,Pangburn Ward 2,U.S. Senate,,REP,Senator John Boozman,34,7,0,27
White,Red River,U.S. Senate,,REP,Senator John Boozman,69,13,0,56
White,Rose Bud City,U.S. Senate,,REP,Senator John Boozman,137,30,3,104
White,Royal,U.S. Senate,,REP,Senator John Boozman,180,49,5,126
White,Russell City,U.S. Senate,,REP,Senator John Boozman,38,9,0,29
White,Russell TWP,U.S. Senate,,REP,Senator John Boozman,74,15,1,58
White,Searcy Ward 1A,U.S. Senate,,REP,Senator John Boozman,151,78,2,71
White,Searcy Ward 1B,U.S. Senate,,REP,Senator John Boozman,16,0,16,0
White,Searcy Ward 1C,U.S. Senate,,REP,Senator John Boozman,169,97,3,69
White,Searcy Ward 1D,U.S. Senate,,REP,Senator John Boozman,747,562,9,176
White,Searcy Ward 2B,U.S. Senate,,REP,Senator John Boozman,196,137,2,57
White,Searcy Ward 2C,U.S. Senate,,REP,Senator John Boozman,816,528,24,264
White,Searcy Ward 2D,U.S. Senate,,REP,Senator John Boozman,390,284,4,102
White,Searcy Ward 3A,U.S. Senate,,REP,Senator John Boozman,146,94,0,52
White,Searcy Ward 3B,U.S. Senate,,REP,Senator John Boozman,227,151,3,73
White,Searcy Ward 3C,U.S. Senate,,REP,Senator John Boozman,216,143,5,68
White,Searcy Ward 3D,U.S. Senate,,REP,Senator John Boozman,41,21,0,20
White,Searcy Ward 4A,U.S. Senate,,REP,Senator John Boozman,147,104,10,33
White,Searcy Ward 4B,U.S. Senate,,REP,Senator John Boozman,112,74,0,38
White,Searcy Ward 4C,U.S. Senate,,REP,Senator John Boozman,254,133,3,118
White,Searcy Ward 2E,U.S. Senate,,REP,Senator John Boozman,614,477,12,125
White,Union,U.S. Senate,,REP,Senator John Boozman,678,339,7,332
White,Velvet Ridge,U.S. Senate,,REP,Senator John Boozman,261,66,2,193
White,Walker,U.S. Senate,,REP,Senator John Boozman,61,12,1,48
White,West Point,U.S. Senate,,REP,Senator John Boozman,21,2,0,19
White,Georgetown City,U.S. Senate,,REP,Senator John Boozman,33,5,0,28
White,Bald Knob North,U.S. Senate,,REP,Senator John Boozman,120,50,0,70
White,Beebe Ward 3C,U.S. Senate,,REP,Senator John Boozman,518,257,6,255
White,Harrison East,U.S. Senate,,REP,Senator John Boozman,168,88,0,80
White,Searcy Ward 1E,U.S. Senate,,REP,Senator John Boozman,183,108,2,73
White,Searcy Ward 3E,U.S. Senate,,REP,Senator John Boozman,379,274,2,103
White,Pangburn Ward 3,U.S. Senate,,REP,Senator John Boozman,44,15,0,29
White,Higginson Ward 2,U.S. Senate,,REP,Senator John Boozman,35,9,0,26
White,Higginson Ward 3,U.S. Senate,,REP,Senator John Boozman,43,8,0,35
White,Albion,U.S. Senate,,DEM,Natalie James,9,6,1,2
White,Antioch,U.S. Senate,,DEM,Natalie James,38,12,2,24
White,Bald Knob Ward 1,U.S. Senate,,DEM,Natalie James,63,27,1,35
White,Bald Knob Ward 2,U.S. Senate,,DEM,Natalie James,28,11,0,17
White,Bald Knob Ward 3,U.S. Senate,,DEM,Natalie James,31,12,1,18
White,Bald Knob TWP,U.S. Senate,,DEM,Natalie James,32,14,1,17
White,Beebe Ward 1,U.S. Senate,,DEM,Natalie James,127,37,4,86
White,Beebe Ward 2,U.S. Senate,,DEM,Natalie James,89,29,5,55
White,Beebe Ward 3,U.S. Senate,,DEM,Natalie James,107,48,5,54
White,Big Creek,U.S. Senate,,DEM,Natalie James,35,12,0,23
White,Bradford Ward 1,U.S. Senate,,DEM,Natalie James,3,1,0,2
White,Bradford Ward 2,U.S. Senate,,DEM,Natalie James,6,0,0,6
White,Bradford Ward 3,U.S. Senate,,DEM,Natalie James,10,2,0,8
White,Cadron,U.S. Senate,,DEM,Natalie James,12,3,0,9
White,Cane,U.S. Senate,,DEM,Natalie James,59,34,1,24
White,Chrisp,U.S. Senate,,DEM,Natalie James,69,23,0,46
White,Clay,U.S. Senate,,DEM,Natalie James,30,16,2,12
White,Cleveland,U.S. Senate,,DEM,Natalie James,8,0,0,8
White,Coffey,U.S. Senate,,DEM,Natalie James,61,24,0,37
White,Coldwell,U.S. Senate,,DEM,Natalie James,12,4,0,8
White,Crosby,U.S. Senate,,DEM,Natalie James,22,14,0,8
White,Cypert,U.S. Senate,,DEM,Natalie James,4,2,0,2
White,Denmark,U.S. Senate,,DEM,Natalie James,22,10,1,11
