county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Conway,AUSTIN,U.S. Senate,,REP,Senator John Boozman,83,9,2,72
Conway,BENTLEY CITY,U.S. Senate,,REP,Senator John Boozman,215,75,1,139
Conway,WELBOURNE WEST,U.S. Senate,,REP,Senator John Boozman,167,76,2,89
Conway,ST. VINCENT,U.S. Senate,,REP,Senator John Boozman,192,71,5,116
Conway,STEELE,U.S. Senate,,REP,Senator John Boozman,164,40,3,121
Conway,MENIFEE CITY,U.S. Senate,,REP,Senator John Boozman,21,10,2,9
Conway,HOWARD CITY,U.S. Senate,,REP,Senator John Boozman,161,41,4,116
Conway,HIGGINS,U.S. Senate,,REP,Senator John Boozman,21,5,0,16
Conway,CEDAR FALLS,U.S. Senate,,REP,Senator John Boozman,107,25,2,80
Conway,GREGORY,U.S. Senate,,REP,Senator John Boozman,102,50,1,51
Conway,GRIFFIN,U.S. Senate,,REP,Senator John Boozman,109,39,0,70
Conway,LICK MTN.,U.S. Senate,,REP,Senator John Boozman,179,39,2,138
Conway,WASHINGTON EAST,U.S. Senate,,REP,Senator John Boozman,315,128,7,180
Conway,MCCLAREN,U.S. Senate,,REP,Senator John Boozman,66,28,0,38
Conway,HOWARD RURAL,U.S. Senate,,REP,Senator John Boozman,135,57,3,75
Conway,WHITE EAGLE,U.S. Senate,,REP,Senator John Boozman,11,3,0,8
Conway,WARD 3,U.S. Senate,,REP,Senator John Boozman,264,145,6,113
Conway,WARD 4,U.S. Senate,,REP,Senator John Boozman,363,251,7,105
Conway,MARTIN,U.S. Senate,,REP,Senator John Boozman,35,17,0,18
Conway,WARD 2,U.S. Senate,,REP,Senator John Boozman,232,141,6,85
Conway,UNION,U.S. Senate,,REP,Senator John Boozman,202,34,0,168
Conway,BENTLEY RURAL,U.S. Senate,,REP,Senator John Boozman,128,58,3,67
Conway,WASHINGTON WEST,U.S. Senate,,REP,Senator John Boozman,118,80,0,38
Conway,BIRD,U.S. Senate,,REP,Senator John Boozman,194,54,0,140
Conway,CATHOLIC POINT,U.S. Senate,,REP,Senator John Boozman,113,37,0,76
Conway,PETIT JEAN,U.S. Senate,,REP,Senator John Boozman,28,7,0,21
Conway,NICHOLS,U.S. Senate,,REP,Senator John Boozman,163,44,6,113
Conway,OLD HICKORY,U.S. Senate,,REP,Senator John Boozman,54,8,1,45
Conway,WARD 1,U.S. Senate,,REP,Senator John Boozman,278,171,6,101
Conway,WELBOURNE EAST,U.S. Senate,,REP,Senator John Boozman,392,255,3,134
Conway,MENIFEE RURAL,U.S. Senate,,REP,Senator John Boozman,36,14,0,22
Conway,AUSTIN,U.S. Senate,,LIB,Kenneth Cates,6,0,0,6
Conway,BENTLEY CITY,U.S. Senate,,LIB,Kenneth Cates,6,1,0,5
Conway,WELBOURNE WEST,U.S. Senate,,LIB,Kenneth Cates,8,3,0,5
Conway,ST. VINCENT,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Conway,STEELE,U.S. Senate,,LIB,Kenneth Cates,4,3,0,1
Conway,MENIFEE CITY,U.S. Senate,,LIB,Kenneth Cates,3,2,0,1
