county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Crittenden,1ST BAPTIST CHURCH WMPH,U.S. Senate,,REP,Senator John Boozman,510,0,409,7,94
Crittenden,WM HIGH SCHOOL,U.S. Senate,,REP,Senator John Boozman,1083,3,821,22,237
Crittenden,CIVIC CENTER,U.S. Senate,,REP,Senator John Boozman,105,2,57,0,46
Crittenden,JACKSON NEIGHBORHOOD CENTER,U.S. Senate,,REP,Senator John Boozman,19,0,7,1,11
Crittenden,CALVARY WMPH,U.S. Senate,,REP,Senator John Boozman,161,0,93,2,66
Crittenden,7TH STREET CHURCH WMPH,U.S. Senate,,REP,Senator John Boozman,64,0,33,2,29
Crittenden,WONDER BOYS CLUB,U.S. Senate,,REP,Senator John Boozman,53,0,36,0,17
Crittenden,EDMONDSON,U.S. Senate,,REP,Senator John Boozman,97,0,44,3,50
Crittenden,GILMORE,U.S. Senate,,REP,Senator John Boozman,26,0,3,0,23
Crittenden,TURRELL FIRE STATION,U.S. Senate,,REP,Senator John Boozman,89,0,35,0,54
Crittenden,EARLE,U.S. Senate,,REP,Senator John Boozman,152,0,50,11,91
Crittenden,CRAWFORDSVILLE,U.S. Senate,,REP,Senator John Boozman,271,0,107,1,163
Crittenden,MARION SCHOOL,U.S. Senate,,REP,Senator John Boozman,1236,1,950,20,265
Crittenden,MARION CHURCH OF GOD,U.S. Senate,,REP,Senator John Boozman,701,1,534,7,159
Crittenden,TABERNACLE OF GOD CHURCH,U.S. Senate,,REP,Senator John Boozman,531,0,368,8,155
Crittenden,HORSESHOE LAKE,U.S. Senate,,REP,Senator John Boozman,193,3,31,1,158
Crittenden,JERICHO CITY HALL,U.S. Senate,,REP,Senator John Boozman,143,0,100,0,43
Crittenden,ANTHONYVILLE CITY HALL,U.S. Senate,,REP,Senator John Boozman,2,0,0,0,2
Crittenden,1ST BAPTIST CHURCH WMPH,U.S. Senate,,DEM,Natalie James,199,0,134,4,61
Crittenden,WM HIGH SCHOOL,U.S. Senate,,DEM,Natalie James,802,5,561,16,220
Crittenden,CIVIC CENTER,U.S. Senate,,DEM,Natalie James,539,0,277,22,240
Crittenden,JACKSON NEIGHBORHOOD CENTER,U.S. Senate,,DEM,Natalie James,454,7,214,31,202
Crittenden,CALVARY WMPH,U.S. Senate,,DEM,Natalie James,103,0,52,0,51
Crittenden,7TH STREET CHURCH WMPH,U.S. Senate,,DEM,Natalie James,515,0,275,14,226
Crittenden,WONDER BOYS CLUB,U.S. Senate,,DEM,Natalie James,197,1,96,16,84
Crittenden,EDMONDSON,U.S. Senate,,DEM,Natalie James,76,0,18,2,56
Crittenden,GILMORE,U.S. Senate,,DEM,Natalie James,41,0,6,0,35
Crittenden,TURRELL FIRE STATION,U.S. Senate,,DEM,Natalie James,121,0,21,6,94
Crittenden,EARLE,U.S. Senate,,DEM,Natalie James,406,1,80,12,313
Crittenden,CRAWFORDSVILLE,U.S. Senate,,DEM,Natalie James,113,0,30,1,82
Crittenden,MARION SCHOOL,U.S. Senate,,DEM,Natalie James,602,0,426,16,160
Crittenden,MARION CHURCH OF GOD,U.S. Senate,,DEM,Natalie James,264,0,156,9,99
Crittenden,TABERNACLE OF GOD CHURCH,U.S. Senate,,DEM,Natalie James,465,0,300,5,160
Crittenden,HORSESHOE LAKE,U.S. Senate,,DEM,Natalie James,26,1,6,0,19
Crittenden,JERICHO CITY HALL,U.S. Senate,,DEM,Natalie James,41,0,14,1,26
Crittenden,ANTHONYVILLE CITY HALL,U.S. Senate,,DEM,Natalie James,35,0,1,0,34
Crittenden,1ST BAPTIST CHURCH WMPH,U.S. Senate,,LIB,Kenneth Cates,16,0,10,0,6
Crittenden,WM HIGH SCHOOL,U.S. Senate,,LIB,Kenneth Cates,32,0,24,0,8
Crittenden,CIVIC CENTER,U.S. Senate,,LIB,Kenneth Cates,13,0,7,0,6
Crittenden,JACKSON NEIGHBORHOOD CENTER,U.S. Senate,,LIB,Kenneth Cates,5,0,3,0,2
Crittenden,CALVARY WMPH,U.S. Senate,,LIB,Kenneth Cates,5,0,2,0,3
Crittenden,7TH STREET CHURCH WMPH,U.S. Senate,,LIB,Kenneth Cates,14,0,8,0,6
Crittenden,WONDER BOYS CLUB,U.S. Senate,,LIB,Kenneth Cates,4,0,2,0,2
Crittenden,EDMONDSON,U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,2
Crittenden,GILMORE,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Crittenden,TURRELL FIRE STATION,U.S. Senate,,LIB,Kenneth Cates,5,0,3,0,2
Crittenden,EARLE,U.S. Senate,,LIB,Kenneth Cates,15,0,2,0,13
Crittenden,CRAWFORDSVILLE,U.S. Senate,,LIB,Kenneth Cates,6,0,1,0,5
Crittenden,MARION SCHOOL,U.S. Senate,,LIB,Kenneth Cates,36,0,24,0,12
Crittenden,MARION CHURCH OF GOD,U.S. Senate,,LIB,Kenneth Cates,28,0,16,0,12
Crittenden,TABERNACLE OF GOD CHURCH,U.S. Senate,,LIB,Kenneth Cates,22,0,14,0,8
Crittenden,HORSESHOE LAKE,U.S. Senate,,LIB,Kenneth Cates,4,0,0,0,4
Crittenden,JERICHO CITY HALL,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Crittenden,ANTHONYVILLE CITY HALL,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Crittenden,1ST BAPTIST CHURCH WMPH,U.S. Congress District 01,,REP,Congressman Rick Crawford,506,0,402,7,97
Crittenden,WM HIGH SCHOOL,U.S. Congress District 01,,REP,Congressman Rick Crawford,1086,3,828,22,233
Crittenden,CIVIC CENTER,U.S. Congress District 01,,REP,Congressman Rick Crawford,102,2,54,0,46
Crittenden,JACKSON NEIGHBORHOOD CENTER,U.S. Congress District 01,,REP,Congressman Rick Crawford,23,0,10,0,13
Crittenden,CALVARY WMPH,U.S. Congress District 01,,REP,Congressman Rick Crawford,163,0,93,2,68
Crittenden,7TH STREET CHURCH WMPH,U.S. Congress District 01,,REP,Congressman Rick Crawford,62,0,28,2,32
Crittenden,WONDER BOYS CLUB,U.S. Congress District 01,,REP,Congressman Rick Crawford,58,0,40,0,18
Crittenden,EDMONDSON,U.S. Congress District 01,,REP,Congressman Rick Crawford,100,0,44,3,53
Crittenden,GILMORE,U.S. Congress District 01,,REP,Congressman Rick Crawford,27,0,3,0,24
Crittenden,TURRELL FIRE STATION,U.S. Congress District 01,,REP,Congressman Rick Crawford,94,0,35,0,59
Crittenden,EARLE,U.S. Congress District 01,,REP,Congressman Rick Crawford,150,0,47,8,95
Crittenden,CRAWFORDSVILLE,U.S. Congress District 01,,REP,Congressman Rick Crawford,274,0,108,1,165
Crittenden,MARION SCHOOL,U.S. Congress District 01,,REP,Congressman Rick Crawford,1241,1,948,20,272
