county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Little River,Arden,U.S. Senate,,DEM,Natalie James,22,11,1,10
Little River,Arkinda,U.S. Senate,,DEM,Natalie James,11,4,0,7
Little River,Ashdown Ward 1,U.S. Senate,,DEM,Natalie James,128,73,8,47
Little River,Ashdown Ward 2,U.S. Senate,,DEM,Natalie James,144,89,6,49
Little River,Ashdown Ward 3,U.S. Senate,,DEM,Natalie James,104,64,1,39
Little River,Burke,U.S. Senate,,DEM,Natalie James,13,7,0,6
Little River,Cleveland,U.S. Senate,,DEM,Natalie James,60,30,0,30
Little River,Caney,U.S. Senate,,DEM,Natalie James,11,2,0,9
Little River,Franklin,U.S. Senate,,DEM,Natalie James,32,26,1,5
Little River,Foreman Ward 1,U.S. Senate,,DEM,Natalie James,18,4,0,14
Little River,Foreman Ward 2,U.S. Senate,,DEM,Natalie James,21,3,0,18
Little River,Foreman Ward 3,U.S. Senate,,DEM,Natalie James,30,11,0,19
Little River,Jefferson,U.S. Senate,,DEM,Natalie James,35,24,0,11
Little River,Jewell,U.S. Senate,,DEM,Natalie James,4,0,0,4
Little River,Johnson,U.S. Senate,,DEM,Natalie James,58,12,2,44
Little River,Jackson,U.S. Senate,,DEM,Natalie James,20,7,1,12
Little River,Lick Creek,U.S. Senate,,DEM,Natalie James,13,6,0,7
Little River,Little River,U.S. Senate,,DEM,Natalie James,10,4,1,5
Little River,Red River,U.S. Senate,,DEM,Natalie James,22,14,2,6
Little River,Wallace and Richland,U.S. Senate,,DEM,Natalie James,42,16,3,23
Little River,Arden,U.S. Senate,,REP,Senator John Boozman,119,84,1,34
Little River,Arkinda,U.S. Senate,,REP,Senator John Boozman,9,2,0,7
Little River,Ashdown Ward 1,U.S. Senate,,REP,Senator John Boozman,444,293,13,138
Little River,Ashdown Ward 2,U.S. Senate,,REP,Senator John Boozman,146,91,2,53
Little River,Ashdown Ward 3,U.S. Senate,,REP,Senator John Boozman,159,103,1,55
Little River,Burke,U.S. Senate,,REP,Senator John Boozman,75,33,3,39
Little River,Cleveland,U.S. Senate,,REP,Senator John Boozman,200,107,2,91
Little River,Caney,U.S. Senate,,REP,Senator John Boozman,80,19,2,59
Little River,Franklin,U.S. Senate,,REP,Senator John Boozman,284,224,3,57
Little River,Foreman Ward 1,U.S. Senate,,REP,Senator John Boozman,24,4,0,20
Little River,Foreman Ward 2,U.S. Senate,,REP,Senator John Boozman,93,16,1,76
Little River,Foreman Ward 3,U.S. Senate,,REP,Senator John Boozman,85,21,1,63
Little River,Jefferson,U.S. Senate,,REP,Senator John Boozman,190,134,1,55
Little River,Jewell,U.S. Senate,,REP,Senator John Boozman,53,4,0,49
Little River,Johnson,U.S. Senate,,REP,Senator John Boozman,103,20,1,82
Little River,Jackson,U.S. Senate,,REP,Senator John Boozman,227,66,0,161
Little River,Lick Creek,U.S. Senate,,REP,Senator John Boozman,132,74,1,57
Little River,Little River,U.S. Senate,,REP,Senator John Boozman,161,32,2,127
Little River,Red River,U.S. Senate,,REP,Senator John Boozman,188,116,0,72
Little River,Wallace and Richland,U.S. Senate,,REP,Senator John Boozman,107,33,0,74
Little River,Arden,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Little River,Arkinda,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Little River,Ashdown Ward 1,U.S. Senate,,LIB,Kenneth Cates,10,4,0,6
Little River,Ashdown Ward 2,U.S. Senate,,LIB,Kenneth Cates,12,6,0,6
Little River,Ashdown Ward 3,U.S. Senate,,LIB,Kenneth Cates,9,8,0,1
Little River,Burke,U.S. Senate,,LIB,Kenneth Cates,7,1,0,6
Little River,Cleveland,U.S. Senate,,LIB,Kenneth Cates,6,1,0,5
Little River,Caney,U.S. Senate,,LIB,Kenneth Cates,5,1,0,4
Little River,Franklin,U.S. Senate,,LIB,Kenneth Cates,14,10,0,4
Little River,Foreman Ward 1,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Little River,Foreman Ward 2,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Little River,Foreman Ward 3,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Little River,Jefferson,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Little River,Jewell,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Little River,Johnson,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Little River,Jackson,U.S. Senate,,LIB,Kenneth Cates,7,1,0,6
Little River,Lick Creek,U.S. Senate,,LIB,Kenneth Cates,6,1,0,5
Little River,Little River,U.S. Senate,,LIB,Kenneth Cates,8,1,0,7
Little River,Red River,U.S. Senate,,LIB,Kenneth Cates,8,6,0,2
Little River,Wallace and Richland,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Little River,Arden,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,121,86,1,34
Little River,Arkinda,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,12,4,0,8
Little River,Ashdown Ward 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,448,291,13,144
Little River,Ashdown Ward 2,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,145,94,2,49
Little River,Ashdown Ward 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,163,106,1,56
Little River,Burke,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,76,33,3,40
Little River,Cleveland,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,197,105,2,90
Little River,Caney,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,80,19,2,59
Little River,Franklin,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,284,224,3,57
Little River,Foreman Ward 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,24,5,0,19
Little River,Foreman Ward 2,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,89,16,1,72
Little River,Foreman Ward 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,86,22,1,63
Little River,Jefferson,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,192,137,1,54
Little River,Jewell,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,56,4,0,52
Little River,Johnson,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,100,20,1,79
Little River,Jackson,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,224,66,0,158
Little River,Lick Creek,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,133,75,1,57
Little River,Little River,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,159,33,2,124
Little River,Red River,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,191,118,0,73
Little River,Wallace and Richland,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,106,34,0,72
Little River,Arden,U.S. Congress District 04,,DEM,John White,20,9,1,10
Little River,Arkinda,U.S. Congress District 04,,DEM,John White,7,2,0,5
Little River,Ashdown Ward 1,U.S. Congress District 04,,DEM,John White,121,72,7,42
Little River,Ashdown Ward 2,U.S. Congress District 04,,DEM,John White,139,85,5,49
Little River,Ashdown Ward 3,U.S. Congress District 04,,DEM,John White,101,63,1,37
Little River,Burke,U.S. Congress District 04,,DEM,John White,12,7,0,5
Little River,Cleveland,U.S. Congress District 04,,DEM,John White,58,27,0,31
Little River,Caney,U.S. Congress District 04,,DEM,John White,11,2,0,9
Little River,Franklin,U.S. Congress District 04,,DEM,John White,32,26,1,5
Little River,Foreman Ward 1,U.S. Congress District 04,,DEM,John White,16,3,0,13
Little River,Foreman Ward 2,U.S. Congress District 04,,DEM,John White,23,3,0,20
Little River,Foreman Ward 3,U.S. Congress District 04,,DEM,John White,31,10,0,21
Little River,Jefferson,U.S. Congress District 04,,DEM,John White,34,22,0,12
Little River,Jewell,U.S. Congress District 04,,DEM,John White,4,0,0,4
Little River,Johnson,U.S. Congress District 04,,DEM,John White,57,12,2,43
Little River,Jackson,U.S. Congress District 04,,DEM,John White,21,6,1,14
Little River,Lick Creek,U.S. Congress District 04,,DEM,John White,14,6,0,8
Little River,Little River,U.S. Congress District 04,,DEM,John White,10,3,1,6
Little River,Red River,U.S. Congress District 04,,DEM,John White,24,15,2,7
Little River,Wallace and Richland,U.S. Congress District 04,,DEM,John White,42,15,3,24
Little River,Arden,U.S. Congress District 04,,LIB,Gregory Maxwell,0,0,0,0
Little River,Arkinda,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,2
Little River,Ashdown Ward 1,U.S. Congress District 04,,LIB,Gregory Maxwell,10,5,0,5
Little River,Ashdown Ward 2,U.S. Congress District 04,,LIB,Gregory Maxwell,15,8,0,7
Little River,Ashdown Ward 3,U.S. Congress District 04,,LIB,Gregory Maxwell,6,5,0,1
Little River,Burke,U.S. Congress District 04,,LIB,Gregory Maxwell,5,0,0,5
Little River,Cleveland,U.S. Congress District 04,,LIB,Gregory Maxwell,8,4,0,4
Little River,Caney,U.S. Congress District 04,,LIB,Gregory Maxwell,5,1,0,4
Little River,Franklin,U.S. Congress District 04,,LIB,Gregory Maxwell,14,10,0,4
Little River,Foreman Ward 1,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
Little River,Foreman Ward 2,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,2
Little River,Foreman Ward 3,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
Little River,Jefferson,U.S. Congress District 04,,LIB,Gregory Maxwell,1,1,0,0
Little River,Jewell,U.S. Congress District 04,,LIB,Gregory Maxwell,4,2,0,2
Little River,Johnson,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,2
Little River,Jackson,U.S. Congress District 04,,LIB,Gregory Maxwell,6,1,0,5
Little River,Lick Creek,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
Little River,Little River,U.S. Congress District 04,,LIB,Gregory Maxwell,6,1,0,5
Little River,Red River,U.S. Congress District 04,,LIB,Gregory Maxwell,6,6,0,0
Little River,Wallace and Richland,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,0,4
Little River,Arden,Attorney General,,REP,Lieutenant Governor Tim Griffin,121,85,1,35
Little River,Arkinda,Attorney General,,REP,Lieutenant Governor Tim Griffin,10,2,0,8
Little River,Ashdown Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,460,298,14,148
Little River,Ashdown Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,149,92,2,55
Little River,Ashdown Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,165,107,1,57
Little River,Burke,Attorney General,,REP,Lieutenant Governor Tim Griffin,80,32,3,45
Little River,Cleveland,Attorney General,,REP,Lieutenant Governor Tim Griffin,200,107,2,91
Little River,Caney,Attorney General,,REP,Lieutenant Governor Tim Griffin,86,21,2,63
Little River,Franklin,Attorney General,,REP,Lieutenant Governor Tim Griffin,295,230,4,61
Little River,Foreman Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,23,4,0,19
Little River,Foreman Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,92,15,1,76
Little River,Foreman Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,84,21,1,62
Little River,Jefferson,Attorney General,,REP,Lieutenant Governor Tim Griffin,193,138,1,54
Little River,Jewell,Attorney General,,REP,Lieutenant Governor Tim Griffin,59,6,0,53
Little River,Johnson,Attorney General,,REP,Lieutenant Governor Tim Griffin,103,21,1,81
Little River,Jackson,Attorney General,,REP,Lieutenant Governor Tim Griffin,225,63,0,162
Little River,Lick Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,137,75,1,61
Little River,Little River,Attorney General,,REP,Lieutenant Governor Tim Griffin,168,34,2,132
Little River,Red River,Attorney General,,REP,Lieutenant Governor Tim Griffin,193,123,0,70
Little River,Wallace and Richland,Attorney General,,REP,Lieutenant Governor Tim Griffin,110,34,0,76
Little River,Arden,Attorney General,,DEM,Jesse Gibson,19,9,1,9
Little River,Arkinda,Attorney General,,DEM,Jesse Gibson,12,4,0,8
Little River,Ashdown Ward 1,Attorney General,,DEM,Jesse Gibson,123,74,7,42
Little River,Ashdown Ward 2,Attorney General,,DEM,Jesse Gibson,154,95,6,53
Little River,Ashdown Ward 3,Attorney General,,DEM,Jesse Gibson,106,67,1,38
Little River,Burke,Attorney General,,DEM,Jesse Gibson,14,8,0,6
Little River,Cleveland,Attorney General,,DEM,Jesse Gibson,61,27,0,34
Little River,Caney,Attorney General,,DEM,Jesse Gibson,12,1,0,11
Little River,Franklin,Attorney General,,DEM,Jesse Gibson,33,28,0,5
Little River,Foreman Ward 1,Attorney General,,DEM,Jesse Gibson,21,4,0,17
Little River,Foreman Ward 2,Attorney General,,DEM,Jesse Gibson,22,3,0,19
Little River,Foreman Ward 3,Attorney General,,DEM,Jesse Gibson,35,10,0,25
Little River,Jefferson,Attorney General,,DEM,Jesse Gibson,33,22,0,11
Little River,Jewell,Attorney General,,DEM,Jesse Gibson,4,0,0,4
Little River,Johnson,Attorney General,,DEM,Jesse Gibson,59,12,2,45
Little River,Jackson,Attorney General,,DEM,Jesse Gibson,23,9,1,13
Little River,Lick Creek,Attorney General,,DEM,Jesse Gibson,13,6,0,7
Little River,Little River,Attorney General,,DEM,Jesse Gibson,9,3,1,5
Little River,Red River,Attorney General,,DEM,Jesse Gibson,27,15,2,10
Little River,Wallace and Richland,Attorney General,,DEM,Jesse Gibson,43,14,3,26
Little River,Arden,Auditor of State,,LIB,Simeon Snow,2,1,0,1
Little River,Arkinda,Auditor of State,,LIB,Simeon Snow,4,1,0,3
Little River,Ashdown Ward 1,Auditor of State,,LIB,Simeon Snow,11,6,0,5
Little River,Ashdown Ward 2,Auditor of State,,LIB,Simeon Snow,13,4,1,8
Little River,Ashdown Ward 3,Auditor of State,,LIB,Simeon Snow,9,6,0,3
Little River,Burke,Auditor of State,,LIB,Simeon Snow,5,1,0,4
Little River,Cleveland,Auditor of State,,LIB,Simeon Snow,7,3,0,4
Little River,Caney,Auditor of State,,LIB,Simeon Snow,5,1,0,4
Little River,Franklin,Auditor of State,,LIB,Simeon Snow,13,10,0,3
Little River,Foreman Ward 1,Auditor of State,,LIB,Simeon Snow,2,1,0,1
Little River,Foreman Ward 2,Auditor of State,,LIB,Simeon Snow,5,1,0,4
Little River,Foreman Ward 3,Auditor of State,,LIB,Simeon Snow,3,0,0,3
Little River,Jefferson,Auditor of State,,LIB,Simeon Snow,4,3,0,1
Little River,Jewell,Auditor of State,,LIB,Simeon Snow,1,0,0,1
Little River,Johnson,Auditor of State,,LIB,Simeon Snow,3,0,0,3
