county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Jefferson,111,U.S. Senate,,DEM,Natalie James,65,0,36,2,27
Jefferson,112,U.S. Senate,,DEM,Natalie James,148,0,90,2,56
Jefferson,113,U.S. Senate,,DEM,Natalie James,177,2,95,2,78
Jefferson,114,U.S. Senate,,DEM,Natalie James,188,2,110,4,72
Jefferson,115,U.S. Senate,,DEM,Natalie James,58,0,10,0,48
Jefferson,116,U.S. Senate,,DEM,Natalie James,74,0,40,1,33
Jefferson,117,U.S. Senate,,DEM,Natalie James,85,1,45,3,36
Jefferson,119,U.S. Senate,,DEM,Natalie James,16,0,6,0,10
Jefferson,120,U.S. Senate,,DEM,Natalie James,37,1,23,0,13
Jefferson,121,U.S. Senate,,DEM,Natalie James,29,2,15,0,12
Jefferson,122,U.S. Senate,,DEM,Natalie James,189,3,98,3,85
Jefferson,123,U.S. Senate,,DEM,Natalie James,14,0,8,1,5
Jefferson,124,U.S. Senate,,DEM,Natalie James,36,0,20,0,16
Jefferson,125,U.S. Senate,,DEM,Natalie James,2,0,2,0,0
Jefferson,126,U.S. Senate,,DEM,Natalie James,151,3,79,1,68
Jefferson,128,U.S. Senate,,DEM,Natalie James,2,0,2,0,0
Jefferson,130,U.S. Senate,,DEM,Natalie James,53,0,26,0,27
Jefferson,150,U.S. Senate,,DEM,Natalie James,202,0,112,0,90
Jefferson,201,U.S. Senate,,DEM,Natalie James,105,1,56,0,48
Jefferson,202,U.S. Senate,,DEM,Natalie James,54,0,26,2,26
Jefferson,203,U.S. Senate,,DEM,Natalie James,75,1,42,3,29
Jefferson,204,U.S. Senate,,DEM,Natalie James,1,0,0,0,1
Jefferson,205,U.S. Senate,,DEM,Natalie James,58,0,32,0,26
Jefferson,206,U.S. Senate,,DEM,Natalie James,32,0,20,0,12
Jefferson,207,U.S. Senate,,DEM,Natalie James,9,1,6,0,2
Jefferson,208,U.S. Senate,,DEM,Natalie James,18,0,9,0,9
Jefferson,209,U.S. Senate,,DEM,Natalie James,14,0,9,0,5
Jefferson,210,U.S. Senate,,DEM,Natalie James,8,0,3,1,4
Jefferson,211,U.S. Senate,,DEM,Natalie James,123,0,60,3,60
Jefferson,212,U.S. Senate,,DEM,Natalie James,40,0,16,0,24
Jefferson,213,U.S. Senate,,DEM,Natalie James,41,0,25,2,14
Jefferson,214,U.S. Senate,,DEM,Natalie James,175,0,91,3,81
Jefferson,215,U.S. Senate,,DEM,Natalie James,254,1,144,3,106
Jefferson,216,U.S. Senate,,DEM,Natalie James,108,1,50,9,48
Jefferson,217,U.S. Senate,,DEM,Natalie James,38,0,23,2,13
Jefferson,218,U.S. Senate,,DEM,Natalie James,309,0,179,7,123
Jefferson,219,U.S. Senate,,DEM,Natalie James,31,0,11,2,18
Jefferson,221,U.S. Senate,,DEM,Natalie James,2,0,0,0,2
Jefferson,222,U.S. Senate,,DEM,Natalie James,387,1,217,5,164
Jefferson,223,U.S. Senate,,DEM,Natalie James,3,0,1,0,2
Jefferson,224,U.S. Senate,,DEM,Natalie James,111,0,61,1,49
Jefferson,306,U.S. Senate,,DEM,Natalie James,8,0,4,0,4
Jefferson,307,U.S. Senate,,DEM,Natalie James,3,0,3,0,0
Jefferson,308,U.S. Senate,,DEM,Natalie James,4,0,0,0,4
Jefferson,309,U.S. Senate,,DEM,Natalie James,132,0,84,0,48
Jefferson,310,U.S. Senate,,DEM,Natalie James,116,0,64,2,50
Jefferson,311,U.S. Senate,,DEM,Natalie James,26,1,14,1,10
Jefferson,312,U.S. Senate,,DEM,Natalie James,126,0,54,1,71
Jefferson,314,U.S. Senate,,DEM,Natalie James,124,1,73,3,47
Jefferson,315,U.S. Senate,,DEM,Natalie James,124,0,77,2,45
Jefferson,316,U.S. Senate,,DEM,Natalie James,159,0,76,2,81
Jefferson,317,U.S. Senate,,DEM,Natalie James,69,1,45,0,23
Jefferson,318,U.S. Senate,,DEM,Natalie James,2,0,0,0,2
Jefferson,319,U.S. Senate,,DEM,Natalie James,82,0,56,1,25
Jefferson,320,U.S. Senate,,DEM,Natalie James,25,0,11,1,13
Jefferson,322,U.S. Senate,,DEM,Natalie James,1,0,0,0,1
Jefferson,323,U.S. Senate,,DEM,Natalie James,29,0,15,0,14
Jefferson,324,U.S. Senate,,DEM,Natalie James,143,0,65,0,78
Jefferson,325,U.S. Senate,,DEM,Natalie James,0,0,0,0,0
Jefferson,326,U.S. Senate,,DEM,Natalie James,32,1,16,0,15
Jefferson,327,U.S. Senate,,DEM,Natalie James,30,0,17,2,11
Jefferson,328,U.S. Senate,,DEM,Natalie James,213,1,105,6,101
Jefferson,330,U.S. Senate,,DEM,Natalie James,198,1,110,10,77
Jefferson,331,U.S. Senate,,DEM,Natalie James,222,0,144,2,76
Jefferson,332,U.S. Senate,,DEM,Natalie James,18,0,17,0,1
Jefferson,403,U.S. Senate,,DEM,Natalie James,31,0,10,0,21
Jefferson,404,U.S. Senate,,DEM,Natalie James,10,0,6,0,4
Jefferson,405,U.S. Senate,,DEM,Natalie James,55,0,33,1,21
Jefferson,406,U.S. Senate,,DEM,Natalie James,83,0,38,0,45
Jefferson,407,U.S. Senate,,DEM,Natalie James,56,0,30,0,26
Jefferson,408,U.S. Senate,,DEM,Natalie James,141,0,70,4,67
Jefferson,409,U.S. Senate,,DEM,Natalie James,43,0,20,6,17
Jefferson,410,U.S. Senate,,DEM,Natalie James,27,1,16,1,9
Jefferson,412,U.S. Senate,,DEM,Natalie James,1,0,1,0,0
Jefferson,414,U.S. Senate,,DEM,Natalie James,0,0,0,0,0
Jefferson,415,U.S. Senate,,DEM,Natalie James,14,0,5,0,9
Jefferson,416,U.S. Senate,,DEM,Natalie James,159,0,62,0,97
Jefferson,417,U.S. Senate,,DEM,Natalie James,0,0,0,0,0
Jefferson,419,U.S. Senate,,DEM,Natalie James,7,0,1,0,6
Jefferson,420,U.S. Senate,,DEM,Natalie James,60,1,33,1,25
Jefferson,421,U.S. Senate,,DEM,Natalie James,28,0,15,1,12
Jefferson,422,U.S. Senate,,DEM,Natalie James,72,1,49,0,22
Jefferson,423,U.S. Senate,,DEM,Natalie James,145,0,75,6,64
Jefferson,425,U.S. Senate,,DEM,Natalie James,2,0,2,0,0
Jefferson,426,U.S. Senate,,DEM,Natalie James,0,0,0,0,0
Jefferson,450,U.S. Senate,,DEM,Natalie James,77,0,41,2,34
Jefferson,451,U.S. Senate,,DEM,Natalie James,16,0,10,0,6
Jefferson,452,U.S. Senate,,DEM,Natalie James,7,0,3,0,4
Jefferson,453,U.S. Senate,,DEM,Natalie James,46,0,18,0,28
Jefferson,454,U.S. Senate,,DEM,Natalie James,42,0,28,0,14
Jefferson,455,U.S. Senate,,DEM,Natalie James,95,0,56,1,38
Jefferson,510,U.S. Senate,,DEM,Natalie James,26,0,5,0,21
Jefferson,530,U.S. Senate,,DEM,Natalie James,4,0,1,0,3
Jefferson,610,U.S. Senate,,DEM,Natalie James,8,0,7,0,1
Jefferson,620,U.S. Senate,,DEM,Natalie James,159,1,45,2,111
Jefferson,711,U.S. Senate,,DEM,Natalie James,73,0,36,2,35
Jefferson,712,U.S. Senate,,DEM,Natalie James,26,1,14,0,11
Jefferson,713,U.S. Senate,,DEM,Natalie James,21,0,8,0,13
Jefferson,714,U.S. Senate,,DEM,Natalie James,2,0,0,1,1
Jefferson,721,U.S. Senate,,DEM,Natalie James,186,0,113,9,64
Jefferson,731,U.S. Senate,,DEM,Natalie James,55,0,20,1,34
Jefferson,732,U.S. Senate,,DEM,Natalie James,54,0,23,1,30
Jefferson,733,U.S. Senate,,DEM,Natalie James,22,0,8,0,14
Jefferson,810,U.S. Senate,,DEM,Natalie James,39,0,26,1,12
Jefferson,820,U.S. Senate,,DEM,Natalie James,20,0,13,0,7
Jefferson,830,U.S. Senate,,DEM,Natalie James,56,0,6,0,50
Jefferson,900,U.S. Senate,,DEM,Natalie James,83,1,14,0,68
Jefferson,950,U.S. Senate,,DEM,Natalie James,11,0,2,0,9
Jefferson,01,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,02,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,03,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,04,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,05,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,07,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Jefferson,08,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,09,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,010,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,011,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0
Jefferson,026,U.S. Senate,,LIB,Kenneth Cates,3,0,0,0,3
Jefferson,027,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Jefferson,028,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Jefferson,029,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,030,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,031,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,032,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,033,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,034,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,036,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,1
Jefferson,045,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0
Jefferson,050,U.S. Senate,,LIB,Kenneth Cates,2,0,1,0,1
Jefferson,051,U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,2
Jefferson,053,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Jefferson,054,U.S. Senate,,LIB,Kenneth Cates,16,0,5,0,11
