county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Chicot,Carlton 1 & 2,U.S. Senate,,REP,Senator John Boozman,175,129,9,37
Chicot,Carlton 3,U.S. Senate,,REP,Senator John Boozman,212,145,16,51
Chicot,Carlton Rural,U.S. Senate,,REP,Senator John Boozman,763,519,26,218
Chicot,Planters 1,U.S. Senate,,REP,Senator John Boozman,23,11,4,8
Chicot,Planters 2,U.S. Senate,,REP,Senator John Boozman,29,8,4,17
Chicot,Planters 3,U.S. Senate,,REP,Senator John Boozman,9,6,0,3
Chicot,Planters 4,U.S. Senate,,REP,Senator John Boozman,8,3,1,4
Chicot,Planters Rural,U.S. Senate,,REP,Senator John Boozman,267,151,19,97
Chicot,Bowie 1,U.S. Senate,,REP,Senator John Boozman,33,11,1,21
Chicot,Bowie 2,U.S. Senate,,REP,Senator John Boozman,43,13,4,26
Chicot,Bowie 3,U.S. Senate,,REP,Senator John Boozman,65,16,7,42
Chicot,Bowie Rural,U.S. Senate,,REP,Senator John Boozman,60,31,2,27
Chicot,Carlton 1 & 2,U.S. Senate,,DEM,Natalie James,464,266,55,143
Chicot,Carlton 3,U.S. Senate,,DEM,Natalie James,123,55,6,62
Chicot,Carlton Rural,U.S. Senate,,DEM,Natalie James,145,70,14,61
Chicot,Planters 1,U.S. Senate,,DEM,Natalie James,85,24,5,56
Chicot,Planters 2,U.S. Senate,,DEM,Natalie James,121,37,4,80
Chicot,Planters 3,U.S. Senate,,DEM,Natalie James,93,24,3,66
Chicot,Planters 4,U.S. Senate,,DEM,Natalie James,93,31,3,59
Chicot,Planters Rural,U.S. Senate,,DEM,Natalie James,69,26,1,42
Chicot,Bowie 1,U.S. Senate,,DEM,Natalie James,138,26,6,106
Chicot,Bowie 2,U.S. Senate,,DEM,Natalie James,156,49,7,100
Chicot,Bowie 3,U.S. Senate,,DEM,Natalie James,147,23,5,119
Chicot,Bowie Rural,U.S. Senate,,DEM,Natalie James,19,9,0,10
Chicot,Carlton 1 & 2,U.S. Senate,,LIB,Kenneth Cates,9,8,0,1
Chicot,Carlton 3,U.S. Senate,,LIB,Kenneth Cates,5,3,0,2
Chicot,Carlton Rural,U.S. Senate,,LIB,Kenneth Cates,8,4,0,4
Chicot,Planters 1,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Chicot,Planters 2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Chicot,Planters 3,U.S. Senate,,LIB,Kenneth Cates,5,1,0,4
