county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Johnson,PRECINCT 1,U.S. Senate,,REP,Senator John Boozman,562,287,8,267
Johnson,PRECINCT 2,U.S. Senate,,REP,Senator John Boozman,699,260,8,431
Johnson,PRECINCT 3,U.S. Senate,,REP,Senator John Boozman,504,241,5,258
Johnson,PRECINCT 4,U.S. Senate,,REP,Senator John Boozman,575,216,14,345
Johnson,PRECINCT 5,U.S. Senate,,REP,Senator John Boozman,458,195,4,259
Johnson,PRECINCT 6,U.S. Senate,,REP,Senator John Boozman,462,310,12,140
Johnson,PRECINCT 7,U.S. Senate,,REP,Senator John Boozman,465,288,4,173
Johnson,PRECINCT 8,U.S. Senate,,REP,Senator John Boozman,394,247,24,123
Johnson,PRECINCT 9,U.S. Senate,,REP,Senator John Boozman,266,157,15,94
Johnson,PRECINCT 10,U.S. Senate,,REP,Senator John Boozman,590,270,7,313
Johnson,PRECINCT 11,U.S. Senate,,REP,Senator John Boozman,312,207,8,97
Johnson,PRECINCT 1,U.S. Senate,,LIB,Kenneth Cates,22,6,1,15
Johnson,PRECINCT 2,U.S. Senate,,LIB,Kenneth Cates,26,11,0,15
Johnson,PRECINCT 3,U.S. Senate,,LIB,Kenneth Cates,21,8,0,13
Johnson,PRECINCT 4,U.S. Senate,,LIB,Kenneth Cates,22,7,1,14
Johnson,PRECINCT 5,U.S. Senate,,LIB,Kenneth Cates,27,9,0,18
Johnson,PRECINCT 6,U.S. Senate,,LIB,Kenneth Cates,31,22,1,8
Johnson,PRECINCT 7,U.S. Senate,,LIB,Kenneth Cates,11,6,0,5
Johnson,PRECINCT 8,U.S. Senate,,LIB,Kenneth Cates,16,9,0,7
Johnson,PRECINCT 9,U.S. Senate,,LIB,Kenneth Cates,23,14,1,8
Johnson,PRECINCT 10,U.S. Senate,,LIB,Kenneth Cates,24,4,1,19
Johnson,PRECINCT 11,U.S. Senate,,LIB,Kenneth Cates,19,12,3,4
Johnson,PRECINCT 1,U.S. Senate,,DEM,Natalie James,131,85,5,41
Johnson,PRECINCT 2,U.S. Senate,,DEM,Natalie James,134,81,5,48
Johnson,PRECINCT 3,U.S. Senate,,DEM,Natalie James,122,61,8,53
Johnson,PRECINCT 4,U.S. Senate,,DEM,Natalie James,129,56,3,70
Johnson,PRECINCT 5,U.S. Senate,,DEM,Natalie James,119,50,2,67
Johnson,PRECINCT 6,U.S. Senate,,DEM,Natalie James,175,111,10,54
Johnson,PRECINCT 7,U.S. Senate,,DEM,Natalie James,110,75,4,31
Johnson,PRECINCT 8,U.S. Senate,,DEM,Natalie James,164,120,4,40
Johnson,PRECINCT 9,U.S. Senate,,DEM,Natalie James,132,88,3,41
Johnson,PRECINCT 10,U.S. Senate,,DEM,Natalie James,155,79,5,71
Johnson,PRECINCT 11,U.S. Senate,,DEM,Natalie James,87,51,0,36
Johnson,PRECINCT 1,U.S. Congress District 04,,LIB,Gregory Maxwell,16,10,1,5
Johnson,PRECINCT 2,U.S. Congress District 04,,LIB,Gregory Maxwell,32,12,1,19
Johnson,PRECINCT 3,U.S. Congress District 04,,LIB,Gregory Maxwell,21,6,0,15
Johnson,PRECINCT 4,U.S. Congress District 04,,LIB,Gregory Maxwell,25,8,1,16
Johnson,PRECINCT 5,U.S. Congress District 04,,LIB,Gregory Maxwell,21,6,0,15
Johnson,PRECINCT 6,U.S. Congress District 04,,LIB,Gregory Maxwell,30,18,0,12
Johnson,PRECINCT 7,U.S. Congress District 04,,LIB,Gregory Maxwell,12,9,0,3
Johnson,PRECINCT 8,U.S. Congress District 04,,LIB,Gregory Maxwell,15,9,0,6
Johnson,PRECINCT 9,U.S. Congress District 04,,LIB,Gregory Maxwell,28,19,1,8
Johnson,PRECINCT 10,U.S. Congress District 04,,LIB,Gregory Maxwell,21,4,1,16
Johnson,PRECINCT 11,U.S. Congress District 04,,LIB,Gregory Maxwell,21,15,1,5
Johnson,PRECINCT 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,562,283,7,272
Johnson,PRECINCT 2,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,687,258,6,423
Johnson,PRECINCT 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,505,248,5,252
Johnson,PRECINCT 4,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,581,220,14,347
