county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Stone,Arbanna,U.S. Senate,,DEM,Natalie James,49,31,0,18
Stone,East Out,U.S. Senate,,DEM,Natalie James,25,19,0,6
Stone,Ward 1,U.S. Senate,,DEM,Natalie James,71,60,0,11
Stone,Ward 2,U.S. Senate,,DEM,Natalie James,69,49,4,16
Stone,Ward 3,U.S. Senate,,DEM,Natalie James,68,51,7,10
Stone,West Out,U.S. Senate,,DEM,Natalie James,39,29,1,9
Stone,Dodd Mtn,U.S. Senate,,DEM,Natalie James,79,46,3,30
Stone,Bethany,U.S. Senate,,DEM,Natalie James,41,27,3,11
Stone,Fifty Six,U.S. Senate,,DEM,Natalie James,10,3,0,7
Stone,Angora Mtn,U.S. Senate,,DEM,Natalie James,12,9,0,3
Stone,Pleasant Grove,U.S. Senate,,DEM,Natalie James,67,25,0,42
Stone,Foothills,U.S. Senate,,DEM,Natalie James,112,79,5,28
Stone,Liberty,U.S. Senate,,DEM,Natalie James,16,13,0,3
Stone,Northwest,U.S. Senate,,DEM,Natalie James,25,13,2,10
Stone,Old Lexington,U.S. Senate,,DEM,Natalie James,5,3,0,2
Stone,Fox,U.S. Senate,,DEM,Natalie James,99,37,4,58
Stone,Red Doors,U.S. Senate,,DEM,Natalie James,107,74,5,28
Stone,Ben,U.S. Senate,,DEM,Natalie James,7,0,0,7
Stone,Northeast,U.S. Senate,,DEM,Natalie James,31,20,2,9
Stone,Arbanna,U.S. Senate,,LIB,Kenneth Cates,10,2,0,8
Stone,East Out,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Stone,Ward 1,U.S. Senate,,LIB,Kenneth Cates,13,11,0,2
Stone,Ward 2,U.S. Senate,,LIB,Kenneth Cates,15,10,0,5
Stone,Ward 3,U.S. Senate,,LIB,Kenneth Cates,13,7,0,6
Stone,West Out,U.S. Senate,,LIB,Kenneth Cates,9,5,0,4
Stone,Dodd Mtn,U.S. Senate,,LIB,Kenneth Cates,11,5,0,6
Stone,Bethany,U.S. Senate,,LIB,Kenneth Cates,10,3,0,7
Stone,Fifty Six,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Stone,Angora Mtn,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Stone,Pleasant Grove,U.S. Senate,,LIB,Kenneth Cates,14,5,0,9
Stone,Foothills,U.S. Senate,,LIB,Kenneth Cates,21,11,0,10
Stone,Liberty,U.S. Senate,,LIB,Kenneth Cates,5,2,0,3
Stone,Northwest,U.S. Senate,,LIB,Kenneth Cates,10,7,0,3
Stone,Old Lexington,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Stone,Fox,U.S. Senate,,LIB,Kenneth Cates,17,6,0,11
Stone,Red Doors,U.S. Senate,,LIB,Kenneth Cates,24,10,0,14
Stone,Ben,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Stone,Northeast,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Stone,Arbanna,U.S. Senate,,REP,Senator John Boozman,235,104,2,129
Stone,East Out,U.S. Senate,,REP,Senator John Boozman,159,108,0,51
Stone,Ward 1,U.S. Senate,,REP,Senator John Boozman,353,244,6,103
Stone,Ward 2,U.S. Senate,,REP,Senator John Boozman,250,167,1,82
Stone,Ward 3,U.S. Senate,,REP,Senator John Boozman,224,158,4,62
Stone,West Out,U.S. Senate,,REP,Senator John Boozman,138,95,0,43
Stone,Dodd Mtn,U.S. Senate,,REP,Senator John Boozman,316,152,2,162
Stone,Bethany,U.S. Senate,,REP,Senator John Boozman,192,86,2,104
Stone,Fifty Six,U.S. Senate,,REP,Senator John Boozman,52,21,0,31
Stone,Angora Mtn,U.S. Senate,,REP,Senator John Boozman,24,9,0,15
Stone,Pleasant Grove,U.S. Senate,,REP,Senator John Boozman,309,102,6,201
Stone,Foothills,U.S. Senate,,REP,Senator John Boozman,487,283,2,202
Stone,Liberty,U.S. Senate,,REP,Senator John Boozman,80,48,0,32
Stone,Northwest,U.S. Senate,,REP,Senator John Boozman,164,87,0,77
Stone,Old Lexington,U.S. Senate,,REP,Senator John Boozman,29,5,0,24
Stone,Fox,U.S. Senate,,REP,Senator John Boozman,330,110,4,216
Stone,Red Doors,U.S. Senate,,REP,Senator John Boozman,378,192,13,173
Stone,Ben,U.S. Senate,,REP,Senator John Boozman,88,36,1,51
Stone,Northeast,U.S. Senate,,REP,Senator John Boozman,141,95,2,44
Stone,Arbanna,U.S. Congress District 01,,DEM,Representative Monte Hodges,55,31,0,24
Stone,East Out,U.S. Congress District 01,,DEM,Representative Monte Hodges,30,20,0,10
Stone,Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,79,65,0,14
Stone,Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,73,53,4,16
Stone,Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,75,58,7,10
Stone,West Out,U.S. Congress District 01,,DEM,Representative Monte Hodges,42,32,1,9
Stone,Dodd Mtn,U.S. Congress District 01,,DEM,Representative Monte Hodges,81,47,3,31
Stone,Bethany,U.S. Congress District 01,,DEM,Representative Monte Hodges,42,25,3,14
Stone,Fifty Six,U.S. Congress District 01,,DEM,Representative Monte Hodges,10,3,0,7
Stone,Angora Mtn,U.S. Congress District 01,,DEM,Representative Monte Hodges,12,9,0,3
Stone,Pleasant Grove,U.S. Congress District 01,,DEM,Representative Monte Hodges,72,26,0,46
Stone,Foothills,U.S. Congress District 01,,DEM,Representative Monte Hodges,118,84,5,29
Stone,Liberty,U.S. Congress District 01,,DEM,Representative Monte Hodges,15,12,0,3
Stone,Northwest,U.S. Congress District 01,,DEM,Representative Monte Hodges,30,17,2,11
Stone,Old Lexington,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,3,0,2
Stone,Fox,U.S. Congress District 01,,DEM,Representative Monte Hodges,103,40,3,60
Stone,Red Doors,U.S. Congress District 01,,DEM,Representative Monte Hodges,111,74,5,32
Stone,Ben,U.S. Congress District 01,,DEM,Representative Monte Hodges,9,1,0,8
Stone,Northeast,U.S. Congress District 01,,DEM,Representative Monte Hodges,33,22,2,9
Stone,Arbanna,U.S. Congress District 01,,REP,Congressman Rick Crawford,234,103,2,129
Stone,East Out,U.S. Congress District 01,,REP,Congressman Rick Crawford,156,105,0,51
Stone,Ward 1,U.S. Congress District 01,,REP,Congressman Rick Crawford,355,248,6,101
Stone,Ward 2,U.S. Congress District 01,,REP,Congressman Rick Crawford,256,169,1,86
Stone,Ward 3,U.S. Congress District 01,,REP,Congressman Rick Crawford,227,156,3,68
Stone,West Out,U.S. Congress District 01,,REP,Congressman Rick Crawford,141,96,0,45
Stone,Dodd Mtn,U.S. Congress District 01,,REP,Congressman Rick Crawford,322,153,2,167
Stone,Bethany,U.S. Congress District 01,,REP,Congressman Rick Crawford,197,89,2,106
Stone,Fifty Six,U.S. Congress District 01,,REP,Congressman Rick Crawford,51,21,0,30
Stone,Angora Mtn,U.S. Congress District 01,,REP,Congressman Rick Crawford,24,9,0,15
Stone,Pleasant Grove,U.S. Congress District 01,,REP,Congressman Rick Crawford,305,102,6,197
Stone,Foothills,U.S. Congress District 01,,REP,Congressman Rick Crawford,498,286,2,210
Stone,Liberty,U.S. Congress District 01,,REP,Congressman Rick Crawford,84,50,0,34
Stone,Northwest,U.S. Congress District 01,,REP,Congressman Rick Crawford,172,93,0,79
Stone,Old Lexington,U.S. Congress District 01,,REP,Congressman Rick Crawford,27,5,0,22
Stone,Fox,U.S. Congress District 01,,REP,Congressman Rick Crawford,341,112,5,224
Stone,Red Doors,U.S. Congress District 01,,REP,Congressman Rick Crawford,394,200,13,181
Stone,Ben,U.S. Congress District 01,,REP,Congressman Rick Crawford,90,35,1,54
Stone,Northeast,U.S. Congress District 01,,REP,Congressman Rick Crawford,141,92,2,47
Stone,Arbanna,Attorney General,,DEM,Jesse Gibson,49,31,0,18
Stone,East Out,Attorney General,,DEM,Jesse Gibson,35,25,0,10
Stone,Ward 1,Attorney General,,DEM,Jesse Gibson,81,68,0,13
Stone,Ward 2,Attorney General,,DEM,Jesse Gibson,72,51,4,17
Stone,Ward 3,Attorney General,,DEM,Jesse Gibson,74,57,7,10
Stone,West Out,Attorney General,,DEM,Jesse Gibson,39,30,1,8
Stone,Dodd Mtn,Attorney General,,DEM,Jesse Gibson,82,48,3,31
Stone,Bethany,Attorney General,,DEM,Jesse Gibson,43,25,3,15
Stone,Fifty Six,Attorney General,,DEM,Jesse Gibson,11,4,0,7
Stone,Angora Mtn,Attorney General,,DEM,Jesse Gibson,12,9,0,3
Stone,Pleasant Grove,Attorney General,,DEM,Jesse Gibson,73,27,0,46
Stone,Foothills,Attorney General,,DEM,Jesse Gibson,124,86,5,33
Stone,Liberty,Attorney General,,DEM,Jesse Gibson,16,13,0,3
Stone,Northwest,Attorney General,,DEM,Jesse Gibson,30,16,2,12
Stone,Old Lexington,Attorney General,,DEM,Jesse Gibson,5,3,0,2
Stone,Fox,Attorney General,,DEM,Jesse Gibson,109,39,4,66
Stone,Red Doors,Attorney General,,DEM,Jesse Gibson,117,76,5,36
Stone,Ben,Attorney General,,DEM,Jesse Gibson,6,0,0,6
Stone,Northeast,Attorney General,,DEM,Jesse Gibson,29,20,2,7
Stone,Arbanna,Attorney General,,REP,Lieutenant Governor Tim Griffin,242,104,2,136
Stone,East Out,Attorney General,,REP,Lieutenant Governor Tim Griffin,155,103,0,52
Stone,Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,354,246,6,102
Stone,Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,259,173,1,85
Stone,Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,230,157,4,69
Stone,West Out,Attorney General,,REP,Lieutenant Governor Tim Griffin,146,99,0,47
Stone,Dodd Mtn,Attorney General,,REP,Lieutenant Governor Tim Griffin,324,153,2,169
Stone,Bethany,Attorney General,,REP,Lieutenant Governor Tim Griffin,201,91,2,108
Stone,Fifty Six,Attorney General,,REP,Lieutenant Governor Tim Griffin,51,20,0,31
Stone,Angora Mtn,Attorney General,,REP,Lieutenant Governor Tim Griffin,25,10,0,15
Stone,Pleasant Grove,Attorney General,,REP,Lieutenant Governor Tim Griffin,310,101,6,203
Stone,Foothills,Attorney General,,REP,Lieutenant Governor Tim Griffin,492,284,2,206
Stone,Liberty,Attorney General,,REP,Lieutenant Governor Tim Griffin,85,51,0,34
Stone,Northwest,Attorney General,,REP,Lieutenant Governor Tim Griffin,171,93,0,78
Stone,Old Lexington,Attorney General,,REP,Lieutenant Governor Tim Griffin,29,5,0,24
Stone,Fox,Attorney General,,REP,Lieutenant Governor Tim Griffin,335,111,4,220
Stone,Red Doors,Attorney General,,REP,Lieutenant Governor Tim Griffin,393,200,13,180
Stone,Ben,Attorney General,,REP,Lieutenant Governor Tim Griffin,93,36,1,56
Stone,Northeast,Attorney General,,REP,Lieutenant Governor Tim Griffin,144,95,2,47
Stone,Arbanna,Auditor of State,,REP,Treasurer of State Dennis Milligan,238,105,2,131
Stone,East Out,Auditor of State,,REP,Treasurer of State Dennis Milligan,147,103,0,44
Stone,Ward 1,Auditor of State,,REP,Treasurer of State Dennis Milligan,353,246,6,101
Stone,Ward 2,Auditor of State,,REP,Treasurer of State Dennis Milligan,254,169,1,84
Stone,Ward 3,Auditor of State,,REP,Treasurer of State Dennis Milligan,215,152,3,60
Stone,West Out,Auditor of State,,REP,Treasurer of State Dennis Milligan,142,96,0,46
Stone,Dodd Mtn,Auditor of State,,REP,Treasurer of State Dennis Milligan,308,150,2,156
Stone,Bethany,Auditor of State,,REP,Treasurer of State Dennis Milligan,192,85,3,104
Stone,Fifty Six,Auditor of State,,REP,Treasurer of State Dennis Milligan,53,21,0,32
Stone,Angora Mtn,Auditor of State,,REP,Treasurer of State Dennis Milligan,23,8,0,15
Stone,Pleasant Grove,Auditor of State,,REP,Treasurer of State Dennis Milligan,299,100,5,194
Stone,Foothills,Auditor of State,,REP,Treasurer of State Dennis Milligan,491,290,2,199
Stone,Liberty,Auditor of State,,REP,Treasurer of State Dennis Milligan,83,52,0,31
Stone,Northwest,Auditor of State,,REP,Treasurer of State Dennis Milligan,167,91,0,76
Stone,Old Lexington,Auditor of State,,REP,Treasurer of State Dennis Milligan,29,5,0,24
Stone,Fox,Auditor of State,,REP,Treasurer of State Dennis Milligan,326,108,4,214
Stone,Red Doors,Auditor of State,,REP,Treasurer of State Dennis Milligan,380,196,14,170
Stone,Ben,Auditor of State,,REP,Treasurer of State Dennis Milligan,91,32,1,58
Stone,Northeast,Auditor of State,,REP,Treasurer of State Dennis Milligan,132,87,2,43
Stone,Arbanna,Auditor of State,,DEM,Diamond Arnold-Johnson,43,29,0,14
Stone,East Out,Auditor of State,,DEM,Diamond Arnold-Johnson,24,17,0,7
Stone,Ward 1,Auditor of State,,DEM,Diamond Arnold-Johnson,67,56,0,11
Stone,Ward 2,Auditor of State,,DEM,Diamond Arnold-Johnson,62,44,4,14
Stone,Ward 3,Auditor of State,,DEM,Diamond Arnold-Johnson,75,56,8,11
Stone,West Out,Auditor of State,,DEM,Diamond Arnold-Johnson,36,28,1,7
Stone,Dodd Mtn,Auditor of State,,DEM,Diamond Arnold-Johnson,76,41,3,32
Stone,Bethany,Auditor of State,,DEM,Diamond Arnold-Johnson,37,24,2,11
Stone,Fifty Six,Auditor of State,,DEM,Diamond Arnold-Johnson,9,3,0,6
Stone,Angora Mtn,Auditor of State,,DEM,Diamond Arnold-Johnson,12,9,0,3
Stone,Pleasant Grove,Auditor of State,,DEM,Diamond Arnold-Johnson,60,25,1,34
Stone,Foothills,Auditor of State,,DEM,Diamond Arnold-Johnson,101,69,5,27
Stone,Liberty,Auditor of State,,DEM,Diamond Arnold-Johnson,12,9,0,3
