county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting
Logan,Driggs,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,140,0,53,87
Logan,Ellsworth,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,208,0,107,101
Logan,Johnson,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,82,0,39,43
Logan,Logan,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,113,0,84,29
Logan,Mountain,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,33,0,12,21
Logan,River City,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,52,0,44,8
Logan,River Rural,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,75,0,62,13
Logan,Shoal Creek,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,202,2,136,64
Logan,Short Mtn Ward 1,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,279,2,104,173
Logan,Short Mtn Ward 2,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,206,5,89,112
Logan,Short Mtn Ward 3,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,152,3,61,88
Logan,Short Mtn Ward 4,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,345,2,118,225
Logan,Caulksville City,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,66,0,43,23
Logan,Caulksville Rural,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,118,0,72,46
Logan,Ratcliff City,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,42,0,23,19
Logan,Ratcliff Rural,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,36,2,21,13
Logan,Morrison Bluff,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,29,0,25,4
Logan,Blue Mtn City,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,24,0,8,16
Logan,Blue Mtn Rural,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,25,0,15,10
Logan,Boone Ward 1,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,212,5,65,142
Logan,Boone Ward 2,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,244,7,63,174
Logan,Boone Ward 3,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,239,1,81,157
Logan,Boone Ward 4,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,384,4,120,260
Logan,Cauthron,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,75,1,15,59
Logan,Petit Jean,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,82,0,29,53
Logan,Reveille City,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,151,0,110,41
Logan,Reveille Rural,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,169,1,108,60
Logan,Sugar Creek,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,112,1,36,75
Logan,Washburn,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,202,2,52,148
Logan,Barber,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,99,2,27,70
Logan,Tomlinson,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,83,1,64,18
Logan,Cane Creek,Lieutenant Governor,,DEM,Kelly Ross Krout,33,0,20,13
Logan,Clark Crossroads,Lieutenant Governor,,DEM,Kelly Ross Krout,24,0,12,12
Logan,Clark City,Lieutenant Governor,,DEM,Kelly Ross Krout,22,0,17,5
Logan,Clark Rural,Lieutenant Governor,,DEM,Kelly Ross Krout,21,1,7,13
Logan,Delaware,Lieutenant Governor,,DEM,Kelly Ross Krout,33,1,14,18
Logan,Driggs,Lieutenant Governor,,DEM,Kelly Ross Krout,13,2,5,6
Logan,Ellsworth,Lieutenant Governor,,DEM,Kelly Ross Krout,30,0,12,18
Logan,Johnson,Lieutenant Governor,,DEM,Kelly Ross Krout,12,0,2,10
Logan,Logan,Lieutenant Governor,,DEM,Kelly Ross Krout,25,2,16,7
Logan,Mountain,Lieutenant Governor,,DEM,Kelly Ross Krout,9,0,5,4
Logan,River City,Lieutenant Governor,,DEM,Kelly Ross Krout,14,0,10,4
Logan,River Rural,Lieutenant Governor,,DEM,Kelly Ross Krout,37,0,25,12
Logan,Shoal Creek,Lieutenant Governor,,DEM,Kelly Ross Krout,48,3,25,20
Logan,Short Mtn Ward 1,Lieutenant Governor,,DEM,Kelly Ross Krout,98,1,31,66
Logan,Short Mtn Ward 2,Lieutenant Governor,,DEM,Kelly Ross Krout,48,3,9,36
Logan,Short Mtn Ward 3,Lieutenant Governor,,DEM,Kelly Ross Krout,33,1,16,16
Logan,Short Mtn Ward 4,Lieutenant Governor,,DEM,Kelly Ross Krout,98,6,28,64
Logan,Caulksville City,Lieutenant Governor,,DEM,Kelly Ross Krout,12,0,9,3
Logan,Caulksville Rural,Lieutenant Governor,,DEM,Kelly Ross Krout,31,0,16,15
Logan,Ratcliff City,Lieutenant Governor,,DEM,Kelly Ross Krout,9,0,9,0
Logan,Ratcliff Rural,Lieutenant Governor,,DEM,Kelly Ross Krout,21,0,16,5
Logan,Morrison Bluff,Lieutenant Governor,,DEM,Kelly Ross Krout,8,0,7,1
Logan,Blue Mtn City,Lieutenant Governor,,DEM,Kelly Ross Krout,1,0,1,0
Logan,Blue Mtn Rural,Lieutenant Governor,,DEM,Kelly Ross Krout,5,0,1,4
Logan,Boone Ward 1,Lieutenant Governor,,DEM,Kelly Ross Krout,37,0,11,26
Logan,Boone Ward 2,Lieutenant Governor,,DEM,Kelly Ross Krout,53,0,14,39
Logan,Boone Ward 3,Lieutenant Governor,,DEM,Kelly Ross Krout,75,3,22,50
Logan,Boone Ward 4,Lieutenant Governor,,DEM,Kelly Ross Krout,70,3,20,47
Logan,Cauthron,Lieutenant Governor,,DEM,Kelly Ross Krout,21,0,4,17
Logan,Petit Jean,Lieutenant Governor,,DEM,Kelly Ross Krout,12,0,1,11
Logan,Reveille City,Lieutenant Governor,,DEM,Kelly Ross Krout,19,0,14,5
Logan,Reveille Rural,Lieutenant Governor,,DEM,Kelly Ross Krout,31,1,19,11
Logan,Sugar Creek,Lieutenant Governor,,DEM,Kelly Ross Krout,18,0,3,15
Logan,Washburn,Lieutenant Governor,,DEM,Kelly Ross Krout,41,0,15,26
Logan,Barber,Lieutenant Governor,,DEM,Kelly Ross Krout,10,0,3,7
Logan,Tomlinson,Lieutenant Governor,,DEM,Kelly Ross Krout,19,0,11,8
Logan,Cane Creek,Lieutenant Governor,,LIB,Frank Gilbert,8,0,5,3
Logan,Clark Crossroads,Lieutenant Governor,,LIB,Frank Gilbert,5,0,1,4
Logan,Clark City,Lieutenant Governor,,LIB,Frank Gilbert,4,0,4,0
Logan,Clark Rural,Lieutenant Governor,,LIB,Frank Gilbert,4,0,3,1
Logan,Delaware,Lieutenant Governor,,LIB,Frank Gilbert,5,0,3,2
Logan,Driggs,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1
Logan,Ellsworth,Lieutenant Governor,,LIB,Frank Gilbert,7,0,5,2
Logan,Johnson,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,2
Logan,Logan,Lieutenant Governor,,LIB,Frank Gilbert,8,0,5,3
Logan,Mountain,Lieutenant Governor,,LIB,Frank Gilbert,2,0,1,1
Logan,River City,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1
Logan,River Rural,Lieutenant Governor,,LIB,Frank Gilbert,7,0,7,0
Logan,Shoal Creek,Lieutenant Governor,,LIB,Frank Gilbert,9,0,2,7
Logan,Short Mtn Ward 1,Lieutenant Governor,,LIB,Frank Gilbert,19,0,7,12
Logan,Short Mtn Ward 2,Lieutenant Governor,,LIB,Frank Gilbert,9,0,4,5
Logan,Short Mtn Ward 3,Lieutenant Governor,,LIB,Frank Gilbert,19,0,9,10
Logan,Short Mtn Ward 4,Lieutenant Governor,,LIB,Frank Gilbert,19,0,8,11
Logan,Caulksville City,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Logan,Caulksville Rural,Lieutenant Governor,,LIB,Frank Gilbert,3,0,2,1
Logan,Ratcliff City,Lieutenant Governor,,LIB,Frank Gilbert,2,0,1,1
Logan,Ratcliff Rural,Lieutenant Governor,,LIB,Frank Gilbert,1,0,1,0
Logan,Morrison Bluff,Lieutenant Governor,,LIB,Frank Gilbert,1,0,1,0
Logan,Blue Mtn City,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Logan,Blue Mtn Rural,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Logan,Boone Ward 1,Lieutenant Governor,,LIB,Frank Gilbert,12,0,6,6
Logan,Boone Ward 2,Lieutenant Governor,,LIB,Frank Gilbert,10,0,4,6
Logan,Boone Ward 3,Lieutenant Governor,,LIB,Frank Gilbert,17,0,5,12
Logan,Boone Ward 4,Lieutenant Governor,,LIB,Frank Gilbert,23,0,4,19
Logan,Cauthron,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,4
Logan,Petit Jean,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1
Logan,Reveille City,Lieutenant Governor,,LIB,Frank Gilbert,10,0,8,2
Logan,Reveille Rural,Lieutenant Governor,,LIB,Frank Gilbert,3,0,1,2
Logan,Sugar Creek,Lieutenant Governor,,LIB,Frank Gilbert,8,0,2,6
Logan,Washburn,Lieutenant Governor,,LIB,Frank Gilbert,9,0,3,6
Logan,Barber,Lieutenant Governor,,LIB,Frank Gilbert,6,0,1,5
Logan,Tomlinson,Lieutenant Governor,,LIB,Frank Gilbert,3,0,1,2
Logan,Cane Creek,Attorney General,,DEM,Jesse Gibson,34,0,22,12
Logan,Clark Crossroads,Attorney General,,DEM,Jesse Gibson,25,0,13,12
Logan,Clark City,Attorney General,,DEM,Jesse Gibson,30,0,22,8
Logan,Clark Rural,Attorney General,,DEM,Jesse Gibson,26,1,10,15
Logan,Delaware,Attorney General,,DEM,Jesse Gibson,37,1,17,19
Logan,Driggs,Attorney General,,DEM,Jesse Gibson,13,2,5,6
Logan,Ellsworth,Attorney General,,DEM,Jesse Gibson,26,0,9,17
Logan,Johnson,Attorney General,,DEM,Jesse Gibson,11,0,1,10
Logan,Logan,Attorney General,,DEM,Jesse Gibson,31,2,19,10
Logan,Mountain,Attorney General,,DEM,Jesse Gibson,12,0,6,6
Logan,River City,Attorney General,,DEM,Jesse Gibson,14,0,10,4
Logan,River Rural,Attorney General,,DEM,Jesse Gibson,35,0,24,11
Logan,Shoal Creek,Attorney General,,DEM,Jesse Gibson,49,3,23,23
Logan,Short Mtn Ward 1,Attorney General,,DEM,Jesse Gibson,101,1,31,69
Logan,Short Mtn Ward 2,Attorney General,,DEM,Jesse Gibson,55,5,12,38
Logan,Short Mtn Ward 3,Attorney General,,DEM,Jesse Gibson,38,1,16,21
Logan,Short Mtn Ward 4,Attorney General,,DEM,Jesse Gibson,101,6,33,62
Logan,Caulksville City,Attorney General,,DEM,Jesse Gibson,11,0,8,3
Logan,Caulksville Rural,Attorney General,,DEM,Jesse Gibson,35,0,18,17
Logan,Ratcliff City,Attorney General,,DEM,Jesse Gibson,9,0,9,0
Logan,Ratcliff Rural,Attorney General,,DEM,Jesse Gibson,22,0,17,5
Logan,Morrison Bluff,Attorney General,,DEM,Jesse Gibson,8,0,7,1
Logan,Blue Mtn City,Attorney General,,DEM,Jesse Gibson,1,0,1,0
Logan,Blue Mtn Rural,Attorney General,,DEM,Jesse Gibson,5,0,1,4
Logan,Boone Ward 1,Attorney General,,DEM,Jesse Gibson,45,0,13,32
Logan,Boone Ward 2,Attorney General,,DEM,Jesse Gibson,55,0,15,40
Logan,Boone Ward 3,Attorney General,,DEM,Jesse Gibson,82,3,29,50
Logan,Boone Ward 4,Attorney General,,DEM,Jesse Gibson,66,3,18,45
Logan,Cauthron,Attorney General,,DEM,Jesse Gibson,19,0,3,16
Logan,Petit Jean,Attorney General,,DEM,Jesse Gibson,13,0,1,12
Logan,Reveille City,Attorney General,,DEM,Jesse Gibson,28,0,21,7
Logan,Reveille Rural,Attorney General,,DEM,Jesse Gibson,35,1,21,13
Logan,Sugar Creek,Attorney General,,DEM,Jesse Gibson,22,0,5,17
Logan,Washburn,Attorney General,,DEM,Jesse Gibson,47,0,18,29
Logan,Barber,Attorney General,,DEM,Jesse Gibson,16,0,3,13
Logan,Tomlinson,Attorney General,,DEM,Jesse Gibson,21,0,13,8
Logan,Cane Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,145,2,103,40
Logan,Clark Crossroads,Attorney General,,REP,Lieutenant Governor Tim Griffin,109,0,66,43
Logan,Clark City,Attorney General,,REP,Lieutenant Governor Tim Griffin,110,0,82,28
Logan,Clark Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,84,0,46,38
Logan,Delaware,Attorney General,,REP,Lieutenant Governor Tim Griffin,166,5,101,60
Logan,Driggs,Attorney General,,REP,Lieutenant Governor Tim Griffin,141,0,52,89
Logan,Ellsworth,Attorney General,,REP,Lieutenant Governor Tim Griffin,218,0,115,103
Logan,Johnson,Attorney General,,REP,Lieutenant Governor Tim Griffin,84,0,40,44
Logan,Logan,Attorney General,,REP,Lieutenant Governor Tim Griffin,113,0,84,29
Logan,Mountain,Attorney General,,REP,Lieutenant Governor Tim Griffin,34,0,12,22
Logan,River City,Attorney General,,REP,Lieutenant Governor Tim Griffin,52,0,43,9
Logan,River Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,82,0,69,13
Logan,Shoal Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,213,2,140,71
Logan,Short Mtn Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,290,2,110,178
Logan,Short Mtn Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,208,4,90,114
Logan,Short Mtn Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,165,3,70,92
Logan,Short Mtn Ward 4,Attorney General,,REP,Lieutenant Governor Tim Griffin,360,2,119,239
Logan,Caulksville City,Attorney General,,REP,Lieutenant Governor Tim Griffin,68,0,45,23
Logan,Caulksville Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,115,0,70,45
Logan,Ratcliff City,Attorney General,,REP,Lieutenant Governor Tim Griffin,44,0,24,20
Logan,Ratcliff Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,36,2,21,13
Logan,Morrison Bluff,Attorney General,,REP,Lieutenant Governor Tim Griffin,29,0,25,4
Logan,Blue Mtn City,Attorney General,,REP,Lieutenant Governor Tim Griffin,23,0,7,16
Logan,Blue Mtn Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,26,0,15,11
Logan,Boone Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,217,5,68,144
Logan,Boone Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,252,7,66,179
Logan,Boone Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,250,1,79,170
Logan,Boone Ward 4,Attorney General,,REP,Lieutenant Governor Tim Griffin,408,4,126,278
Logan,Cauthron,Attorney General,,REP,Lieutenant Governor Tim Griffin,81,1,16,64
Logan,Petit Jean,Attorney General,,REP,Lieutenant Governor Tim Griffin,82,0,29,53
Logan,Reveille City,Attorney General,,REP,Lieutenant Governor Tim Griffin,151,0,110,41
Logan,Reveille Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,167,1,107,59
Logan,Sugar Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,116,1,36,79
Logan,Washburn,Attorney General,,REP,Lieutenant Governor Tim Griffin,204,2,52,150
Logan,Barber,Attorney General,,REP,Lieutenant Governor Tim Griffin,99,2,28,69
Logan,Tomlinson,Attorney General,,REP,Lieutenant Governor Tim Griffin,85,1,64,20
Logan,Cane Creek,Secretary of State,,DEM,Anna Beth Gorman,33,0,20,13
Logan,Clark Crossroads,Secretary of State,,DEM,Anna Beth Gorman,24,0,10,14
Logan,Clark City,Secretary of State,,DEM,Anna Beth Gorman,30,0,23,7
Logan,Clark Rural,Secretary of State,,DEM,Anna Beth Gorman,26,1,10,15
Logan,Delaware,Secretary of State,,DEM,Anna Beth Gorman,36,1,15,20
Logan,Driggs,Secretary of State,,DEM,Anna Beth Gorman,16,2,6,8
Logan,Ellsworth,Secretary of State,,DEM,Anna Beth Gorman,29,0,14,15
Logan,Johnson,Secretary of State,,DEM,Anna Beth Gorman,13,0,3,10
Logan,Logan,Secretary of State,,DEM,Anna Beth Gorman,31,2,20,9
Logan,Mountain,Secretary of State,,DEM,Anna Beth Gorman,11,0,6,5
Logan,River City,Secretary of State,,DEM,Anna Beth Gorman,14,0,10,4
Logan,River Rural,Secretary of State,,DEM,Anna Beth Gorman,39,0,28,11
Logan,Shoal Creek,Secretary of State,,DEM,Anna Beth Gorman,53,3,25,25
Logan,Short Mtn Ward 1,Secretary of State,,DEM,Anna Beth Gorman,112,1,34,77
Logan,Short Mtn Ward 2,Secretary of State,,DEM,Anna Beth Gorman,56,4,12,40
Logan,Short Mtn Ward 3,Secretary of State,,DEM,Anna Beth Gorman,39,1,17,21
Logan,Short Mtn Ward 4,Secretary of State,,DEM,Anna Beth Gorman,97,6,32,59
Logan,Caulksville City,Secretary of State,,DEM,Anna Beth Gorman,12,0,8,4
Logan,Caulksville Rural,Secretary of State,,DEM,Anna Beth Gorman,37,0,20,17
Logan,Ratcliff City,Secretary of State,,DEM,Anna Beth Gorman,9,0,8,1
Logan,Ratcliff Rural,Secretary of State,,DEM,Anna Beth Gorman,22,0,17,5
Logan,Morrison Bluff,Secretary of State,,DEM,Anna Beth Gorman,9,0,8,1
Logan,Blue Mtn City,Secretary of State,,DEM,Anna Beth Gorman,2,0,2,0
Logan,Blue Mtn Rural,Secretary of State,,DEM,Anna Beth Gorman,5,0,1,4
Logan,Boone Ward 1,Secretary of State,,DEM,Anna Beth Gorman,50,0,15,35
Logan,Boone Ward 2,Secretary of State,,DEM,Anna Beth Gorman,52,0,16,36
Logan,Boone Ward 3,Secretary of State,,DEM,Anna Beth Gorman,87,3,26,58
Logan,Boone Ward 4,Secretary of State,,DEM,Anna Beth Gorman,74,3,20,51
Logan,Cauthron,Secretary of State,,DEM,Anna Beth Gorman,17,0,2,15
Logan,Petit Jean,Secretary of State,,DEM,Anna Beth Gorman,16,0,1,15
Logan,Reveille City,Secretary of State,,DEM,Anna Beth Gorman,27,0,19,8
Logan,Reveille Rural,Secretary of State,,DEM,Anna Beth Gorman,37,1,22,14
Logan,Sugar Creek,Secretary of State,,DEM,Anna Beth Gorman,24,0,6,18
Logan,Washburn,Secretary of State,,DEM,Anna Beth Gorman,40,0,13,27
Logan,Barber,Secretary of State,,DEM,Anna Beth Gorman,17,0,4,13
Logan,Tomlinson,Secretary of State,,DEM,Anna Beth Gorman,25,0,15,10
Logan,Cane Creek,Secretary of State,,REP,Secretary of State John Thurston,144,2,103,39
Logan,Clark Crossroads,Secretary of State,,REP,Secretary of State John Thurston,112,0,71,41
Logan,Clark City,Secretary of State,,REP,Secretary of State John Thurston,113,0,82,31
Logan,Clark Rural,Secretary of State,,REP,Secretary of State John Thurston,85,0,46,39
Logan,Delaware,Secretary of State,,REP,Secretary of State John Thurston,170,5,106,59
Logan,Driggs,Secretary of State,,REP,Secretary of State John Thurston,139,0,52,87
Logan,Ellsworth,Secretary of State,,REP,Secretary of State John Thurston,217,0,112,105
Logan,Johnson,Secretary of State,,REP,Secretary of State John Thurston,83,0,38,45
Logan,Logan,Secretary of State,,REP,Secretary of State John Thurston,114,0,85,29
Logan,Mountain,Secretary of State,,REP,Secretary of State John Thurston,33,0,12,21
Logan,River City,Secretary of State,,REP,Secretary of State John Thurston,53,0,44,9
Logan,River Rural,Secretary of State,,REP,Secretary of State John Thurston,79,0,67,12
Logan,Shoal Creek,Secretary of State,,REP,Secretary of State John Thurston,210,2,139,69
Logan,Short Mtn Ward 1,Secretary of State,,REP,Secretary of State John Thurston,285,2,108,175
Logan,Short Mtn Ward 2,Secretary of State,,REP,Secretary of State John Thurston,211,5,91,115
Logan,Short Mtn Ward 3,Secretary of State,,REP,Secretary of State John Thurston,165,3,69,93
Logan,Short Mtn Ward 4,Secretary of State,,REP,Secretary of State John Thurston,367,2,123,242
Logan,Caulksville City,Secretary of State,,REP,Secretary of State John Thurston,67,0,45,22
Logan,Caulksville Rural,Secretary of State,,REP,Secretary of State John Thurston,113,0,69,44
Logan,Ratcliff City,Secretary of State,,REP,Secretary of State John Thurston,44,0,25,19
Logan,Ratcliff Rural,Secretary of State,,REP,Secretary of State John Thurston,36,2,21,13
Logan,Morrison Bluff,Secretary of State,,REP,Secretary of State John Thurston,28,0,24,4
Logan,Blue Mtn City,Secretary of State,,REP,Secretary of State John Thurston,23,0,7,16
Logan,Blue Mtn Rural,Secretary of State,,REP,Secretary of State John Thurston,26,0,15,11
Logan,Boone Ward 1,Secretary of State,,REP,Secretary of State John Thurston,212,5,66,141
Logan,Boone Ward 2,Secretary of State,,REP,Secretary of State John Thurston,255,7,65,183
Logan,Boone Ward 3,Secretary of State,,REP,Secretary of State John Thurston,242,1,81,160
Logan,Boone Ward 4,Secretary of State,,REP,Secretary of State John Thurston,402,4,125,273
Logan,Cauthron,Secretary of State,,REP,Secretary of State John Thurston,83,1,17,65
Logan,Petit Jean,Secretary of State,,REP,Secretary of State John Thurston,78,0,29,49
Logan,Reveille City,Secretary of State,,REP,Secretary of State John Thurston,154,0,114,40
Logan,Reveille Rural,Secretary of State,,REP,Secretary of State John Thurston,165,1,107,57
Logan,Sugar Creek,Secretary of State,,REP,Secretary of State John Thurston,114,1,35,78
Logan,Washburn,Secretary of State,,REP,Secretary of State John Thurston,212,2,57,153
Logan,Barber,Secretary of State,,REP,Secretary of State John Thurston,98,2,27,69
Logan,Tomlinson,Secretary of State,,REP,Secretary of State John Thurston,81,1,62,18
Logan,Cane Creek,State Treasurer,,REP,State Representative Mark Lowery,141,2,100,39
Logan,Clark Crossroads,State Treasurer,,REP,State Representative Mark Lowery,110,0,67,43
Logan,Clark City,State Treasurer,,REP,State Representative Mark Lowery,117,0,86,31
Logan,Clark Rural,State Treasurer,,REP,State Representative Mark Lowery,88,0,47,41
Logan,Delaware,State Treasurer,,REP,State Representative Mark Lowery,170,5,106,59
Logan,Driggs,State Treasurer,,REP,State Representative Mark Lowery,139,0,53,86
Logan,Ellsworth,State Treasurer,,REP,State Representative Mark Lowery,219,0,115,104
Logan,Johnson,State Treasurer,,REP,State Representative Mark Lowery,82,0,38,44
Logan,Logan,State Treasurer,,REP,State Representative Mark Lowery,115,0,86,29
Logan,Mountain,State Treasurer,,REP,State Representative Mark Lowery,35,0,12,23
Logan,River City,State Treasurer,,REP,State Representative Mark Lowery,52,0,43,9
Logan,River Rural,State Treasurer,,REP,State Representative Mark Lowery,77,0,64,13
Logan,Shoal Creek,State Treasurer,,REP,State Representative Mark Lowery,212,2,140,70
Logan,Short Mtn Ward 1,State Treasurer,,REP,State Representative Mark Lowery,289,2,111,176
Logan,Short Mtn Ward 2,State Treasurer,,REP,State Representative Mark Lowery,213,5,90,118
Logan,Short Mtn Ward 3,State Treasurer,,REP,State Representative Mark Lowery,164,3,66,95
Logan,Short Mtn Ward 4,State Treasurer,,REP,State Representative Mark Lowery,361,2,124,235
Logan,Caulksville City,State Treasurer,,REP,State Representative Mark Lowery,66,0,45,21
Logan,Caulksville Rural,State Treasurer,,REP,State Representative Mark Lowery,115,0,71,44
Logan,Ratcliff City,State Treasurer,,REP,State Representative Mark Lowery,45,0,25,20
Logan,Ratcliff Rural,State Treasurer,,REP,State Representative Mark Lowery,37,2,22,13
Logan,Morrison Bluff,State Treasurer,,REP,State Representative Mark Lowery,29,0,25,4
Logan,Blue Mtn City,State Treasurer,,REP,State Representative Mark Lowery,24,0,8,16
Logan,Blue Mtn Rural,State Treasurer,,REP,State Representative Mark Lowery,25,0,15,10
Logan,Boone Ward 1,State Treasurer,,REP,State Representative Mark Lowery,215,4,68,143
Logan,Boone Ward 2,State Treasurer,,REP,State Representative Mark Lowery,249,7,66,176
Logan,Boone Ward 3,State Treasurer,,REP,State Representative Mark Lowery,244,1,78,165
Logan,Boone Ward 4,State Treasurer,,REP,State Representative Mark Lowery,409,4,126,279
Logan,Cauthron,State Treasurer,,REP,State Representative Mark Lowery,80,1,15,64
Logan,Petit Jean,State Treasurer,,REP,State Representative Mark Lowery,79,0,29,50
Logan,Reveille City,State Treasurer,,REP,State Representative Mark Lowery,155,0,113,42
Logan,Reveille Rural,State Treasurer,,REP,State Representative Mark Lowery,168,1,109,58
Logan,Sugar Creek,State Treasurer,,REP,State Representative Mark Lowery,114,1,35,78
Logan,Washburn,State Treasurer,,REP,State Representative Mark Lowery,209,2,54,153
Logan,Barber,State Treasurer,,REP,State Representative Mark Lowery,99,2,27,70
Logan,Tomlinson,State Treasurer,,REP,State Representative Mark Lowery,83,1,63,19
Logan,Cane Creek,State Treasurer,,DEM,Pam Whitaker,36,0,23,13
Logan,Clark Crossroads,State Treasurer,,DEM,Pam Whitaker,25,0,13,12
Logan,Clark City,State Treasurer,,DEM,Pam Whitaker,25,0,19,6
Logan,Clark Rural,State Treasurer,,DEM,Pam Whitaker,23,1,9,13
Logan,Delaware,State Treasurer,,DEM,Pam Whitaker,37,1,15,21
Logan,Driggs,State Treasurer,,DEM,Pam Whitaker,15,2,5,8
Logan,Ellsworth,State Treasurer,,DEM,Pam Whitaker,26,0,11,15
Logan,Johnson,State Treasurer,,DEM,Pam Whitaker,14,0,3,11
Logan,Logan,State Treasurer,,DEM,Pam Whitaker,30,2,19,9
Logan,Mountain,State Treasurer,,DEM,Pam Whitaker,10,0,6,4
Logan,River City,State Treasurer,,DEM,Pam Whitaker,15,0,11,4
Logan,River Rural,State Treasurer,,DEM,Pam Whitaker,42,0,30,12
Logan,Shoal Creek,State Treasurer,,DEM,Pam Whitaker,51,3,24,24
Logan,Short Mtn Ward 1,State Treasurer,,DEM,Pam Whitaker,106,1,30,75
Logan,Short Mtn Ward 2,State Treasurer,,DEM,Pam Whitaker,53,4,12,37
Logan,Short Mtn Ward 3,State Treasurer,,DEM,Pam Whitaker,41,1,20,20
Logan,Short Mtn Ward 4,State Treasurer,,DEM,Pam Whitaker,101,6,30,65
Logan,Caulksville City,State Treasurer,,DEM,Pam Whitaker,12,0,8,4
Logan,Caulksville Rural,State Treasurer,,DEM,Pam Whitaker,34,0,18,16
Logan,Ratcliff City,State Treasurer,,DEM,Pam Whitaker,8,0,8,0
Logan,Ratcliff Rural,State Treasurer,,DEM,Pam Whitaker,21,0,16,5
Logan,Morrison Bluff,State Treasurer,,DEM,Pam Whitaker,9,0,8,1
Logan,Blue Mtn City,State Treasurer,,DEM,Pam Whitaker,1,0,1,0
Logan,Blue Mtn Rural,State Treasurer,,DEM,Pam Whitaker,5,0,1,4
Logan,Boone Ward 1,State Treasurer,,DEM,Pam Whitaker,49,1,14,34
Logan,Boone Ward 2,State Treasurer,,DEM,Pam Whitaker,57,0,15,42
Logan,Boone Ward 3,State Treasurer,,DEM,Pam Whitaker,86,3,30,53
Logan,Boone Ward 4,State Treasurer,,DEM,Pam Whitaker,68,3,19,46
Logan,Cauthron,State Treasurer,,DEM,Pam Whitaker,20,0,4,16
Logan,Petit Jean,State Treasurer,,DEM,Pam Whitaker,15,0,1,14
Logan,Reveille City,State Treasurer,,DEM,Pam Whitaker,26,0,20,6
Logan,Reveille Rural,State Treasurer,,DEM,Pam Whitaker,33,1,19,13
Logan,Sugar Creek,State Treasurer,,DEM,Pam Whitaker,24,0,6,18
Logan,Washburn,State Treasurer,,DEM,Pam Whitaker,43,0,16,27
Logan,Barber,State Treasurer,,DEM,Pam Whitaker,16,0,4,12
Logan,Tomlinson,State Treasurer,,DEM,Pam Whitaker,23,0,14,9
Logan,Cane Creek,Auditor of State,,LIB,Simeon Snow,11,0,8,3
Logan,Clark Crossroads,Auditor of State,,LIB,Simeon Snow,9,0,4,5
