county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Cleveland,Rison Inside,U.S. Senate,,REP,Senator John Boozman,203,148,0,55
Cleveland,Rison Outside,U.S. Senate,,REP,Senator John Boozman,104,74,0,30
Cleveland,Kingsland Inside,U.S. Senate,,REP,Senator John Boozman,85,31,0,54
Cleveland,Kingsland Outside,U.S. Senate,,REP,Senator John Boozman,182,74,0,108
Cleveland,Bowman,U.S. Senate,,REP,Senator John Boozman,97,47,0,50
Cleveland,Harper,U.S. Senate,,REP,Senator John Boozman,158,54,0,104
Cleveland,Hudgin,U.S. Senate,,REP,Senator John Boozman,82,9,0,73
Cleveland,Hurricane,U.S. Senate,,REP,Senator John Boozman,152,31,0,121
Cleveland,Lee,U.S. Senate,,REP,Senator John Boozman,104,16,0,88
Cleveland,Miller,U.S. Senate,,REP,Senator John Boozman,210,53,0,157
Cleveland,Niven,U.S. Senate,,REP,Senator John Boozman,87,50,0,37
Cleveland,Redland,U.S. Senate,,REP,Senator John Boozman,188,51,0,137
Cleveland,Rowell,U.S. Senate,,REP,Senator John Boozman,115,31,0,84
Cleveland,Saline,U.S. Senate,,REP,Senator John Boozman,13,8,0,5
Cleveland,Smith,U.S. Senate,,REP,Senator John Boozman,152,77,0,75
Cleveland,Whiteoak,U.S. Senate,,REP,Senator John Boozman,121,43,0,78
Cleveland,Whiteville,U.S. Senate,,REP,Senator John Boozman,290,117,0,173
Cleveland,Rison Inside,U.S. Senate,,LIB,Kenneth Cates,5,4,0,1
Cleveland,Rison Outside,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Cleveland,Kingsland Inside,U.S. Senate,,LIB,Kenneth Cates,6,3,0,3
Cleveland,Kingsland Outside,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Cleveland,Bowman,U.S. Senate,,LIB,Kenneth Cates,4,2,0,2
Cleveland,Harper,U.S. Senate,,LIB,Kenneth Cates,5,1,0,4
Cleveland,Hudgin,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Cleveland,Hurricane,U.S. Senate,,LIB,Kenneth Cates,7,1,0,6
Cleveland,Lee,U.S. Senate,,LIB,Kenneth Cates,2,1,0,1
Cleveland,Miller,U.S. Senate,,LIB,Kenneth Cates,5,1,0,4
Cleveland,Niven,U.S. Senate,,LIB,Kenneth Cates,2,2,0,0
Cleveland,Redland,U.S. Senate,,LIB,Kenneth Cates,11,2,0,9
Cleveland,Rowell,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Cleveland,Saline,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Cleveland,Smith,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Cleveland,Whiteoak,U.S. Senate,,LIB,Kenneth Cates,4,3,0,1
Cleveland,Whiteville,U.S. Senate,,LIB,Kenneth Cates,1,1,0,0
Cleveland,Rison Inside,U.S. Senate,,DEM,Natalie James,106,65,0,41
Cleveland,Rison Outside,U.S. Senate,,DEM,Natalie James,11,7,0,4
Cleveland,Kingsland Inside,U.S. Senate,,DEM,Natalie James,31,13,0,18
Cleveland,Kingsland Outside,U.S. Senate,,DEM,Natalie James,7,4,0,3
Cleveland,Bowman,U.S. Senate,,DEM,Natalie James,39,15,0,24
Cleveland,Harper,U.S. Senate,,DEM,Natalie James,15,4,0,11
Cleveland,Hudgin,U.S. Senate,,DEM,Natalie James,10,1,0,9
Cleveland,Hurricane,U.S. Senate,,DEM,Natalie James,17,6,0,11
Cleveland,Lee,U.S. Senate,,DEM,Natalie James,19,1,0,18
Cleveland,Miller,U.S. Senate,,DEM,Natalie James,19,4,0,15
Cleveland,Niven,U.S. Senate,,DEM,Natalie James,16,13,0,3
Cleveland,Redland,U.S. Senate,,DEM,Natalie James,28,8,0,20
Cleveland,Rowell,U.S. Senate,,DEM,Natalie James,4,3,0,1
Cleveland,Saline,U.S. Senate,,DEM,Natalie James,2,1,0,1
Cleveland,Smith,U.S. Senate,,DEM,Natalie James,13,8,0,5
Cleveland,Whiteoak,U.S. Senate,,DEM,Natalie James,12,5,0,7
Cleveland,Whiteville,U.S. Senate,,DEM,Natalie James,31,15,0,16
Cleveland,Rison Inside,U.S. Congress District 04,,LIB,Gregory Maxwell,8,4,0,4
Cleveland,Rison Outside,U.S. Congress District 04,,LIB,Gregory Maxwell,2,2,0,0
Cleveland,Kingsland Inside,U.S. Congress District 04,,LIB,Gregory Maxwell,4,2,0,2
Cleveland,Kingsland Outside,U.S. Congress District 04,,LIB,Gregory Maxwell,2,2,0,0
Cleveland,Bowman,U.S. Congress District 04,,LIB,Gregory Maxwell,7,3,0,4
Cleveland,Harper,U.S. Congress District 04,,LIB,Gregory Maxwell,5,1,0,4
Cleveland,Hudgin,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,0,4
Cleveland,Hurricane,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
Cleveland,Lee,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,2
Cleveland,Miller,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,0,4
Cleveland,Niven,U.S. Congress District 04,,LIB,Gregory Maxwell,1,1,0,0
Cleveland,Redland,U.S. Congress District 04,,LIB,Gregory Maxwell,10,1,0,9
Cleveland,Rowell,U.S. Congress District 04,,LIB,Gregory Maxwell,4,1,0,3
Cleveland,Saline,U.S. Congress District 04,,LIB,Gregory Maxwell,0,0,0,0
Cleveland,Smith,U.S. Congress District 04,,LIB,Gregory Maxwell,6,3,0,3
Cleveland,Whiteoak,U.S. Congress District 04,,LIB,Gregory Maxwell,4,2,0,2
Cleveland,Whiteville,U.S. Congress District 04,,LIB,Gregory Maxwell,1,1,0,0
Cleveland,Rison Inside,U.S. Congress District 04,,DEM,John White,101,60,0,41
Cleveland,Rison Outside,U.S. Congress District 04,,DEM,John White,10,6,0,4
Cleveland,Kingsland Inside,U.S. Congress District 04,,DEM,John White,32,14,0,18
Cleveland,Kingsland Outside,U.S. Congress District 04,,DEM,John White,11,5,0,6
Cleveland,Bowman,U.S. Congress District 04,,DEM,John White,32,13,0,19
Cleveland,Harper,U.S. Congress District 04,,DEM,John White,14,3,0,11
Cleveland,Hudgin,U.S. Congress District 04,,DEM,John White,12,2,0,10
Cleveland,Hurricane,U.S. Congress District 04,,DEM,John White,20,7,0,13
Cleveland,Lee,U.S. Congress District 04,,DEM,John White,17,1,0,16
Cleveland,Miller,U.S. Congress District 04,,DEM,John White,15,4,0,11
Cleveland,Niven,U.S. Congress District 04,,DEM,John White,16,13,0,3
Cleveland,Redland,U.S. Congress District 04,,DEM,John White,26,6,0,20
Cleveland,Rowell,U.S. Congress District 04,,DEM,John White,2,1,0,1
Cleveland,Saline,U.S. Congress District 04,,DEM,John White,2,1,0,1
Cleveland,Smith,U.S. Congress District 04,,DEM,John White,13,7,0,6
Cleveland,Whiteoak,U.S. Congress District 04,,DEM,John White,10,3,0,7
Cleveland,Whiteville,U.S. Congress District 04,,DEM,John White,35,14,0,21
Cleveland,Rison Inside,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,191,143,0,48
Cleveland,Rison Outside,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,98,68,0,30
Cleveland,Kingsland Inside,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,81,28,0,53
Cleveland,Kingsland Outside,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,166,66,0,100
Cleveland,Bowman,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,90,45,0,45
Cleveland,Harper,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,148,50,0,98
Cleveland,Hudgin,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,71,8,0,63
Cleveland,Hurricane,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,142,27,0,115
Cleveland,Lee,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,94,16,0,78
Cleveland,Miller,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,202,48,0,154
Cleveland,Niven,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,83,49,0,34
Cleveland,Redland,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,173,50,0,123
Cleveland,Rowell,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,108,32,0,76
Cleveland,Saline,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,14,8,0,6
Cleveland,Smith,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,143,71,0,72
Cleveland,Whiteoak,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,110,40,0,70
Cleveland,Whiteville,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,271,109,0,162
Cleveland,Rison Inside,Attorney General,,REP,Lieutenant Governor Tim Griffin,216,160,0,56
Cleveland,Rison Outside,Attorney General,,REP,Lieutenant Governor Tim Griffin,107,75,0,32
Cleveland,Kingsland Inside,Attorney General,,REP,Lieutenant Governor Tim Griffin,90,34,0,56
Cleveland,Kingsland Outside,Attorney General,,REP,Lieutenant Governor Tim Griffin,181,74,0,107
Cleveland,Bowman,Attorney General,,REP,Lieutenant Governor Tim Griffin,99,48,0,51
Cleveland,Harper,Attorney General,,REP,Lieutenant Governor Tim Griffin,154,53,0,101
Cleveland,Hudgin,Attorney General,,REP,Lieutenant Governor Tim Griffin,86,10,0,76
Cleveland,Hurricane,Attorney General,,REP,Lieutenant Governor Tim Griffin,156,32,0,124
Cleveland,Lee,Attorney General,,REP,Lieutenant Governor Tim Griffin,107,17,0,90
Cleveland,Miller,Attorney General,,REP,Lieutenant Governor Tim Griffin,219,57,0,162
Cleveland,Niven,Attorney General,,REP,Lieutenant Governor Tim Griffin,88,52,0,36
Cleveland,Redland,Attorney General,,REP,Lieutenant Governor Tim Griffin,197,54,0,143
Cleveland,Rowell,Attorney General,,REP,Lieutenant Governor Tim Griffin,118,33,0,85
Cleveland,Saline,Attorney General,,REP,Lieutenant Governor Tim Griffin,14,8,0,6
Cleveland,Smith,Attorney General,,REP,Lieutenant Governor Tim Griffin,159,81,0,78
Cleveland,Whiteoak,Attorney General,,REP,Lieutenant Governor Tim Griffin,122,46,0,76
Cleveland,Whiteville,Attorney General,,REP,Lieutenant Governor Tim Griffin,292,117,0,175
Cleveland,Rison Inside,Attorney General,,DEM,Jesse Gibson,102,59,0,43
Cleveland,Rison Outside,Attorney General,,DEM,Jesse Gibson,9,6,0,3
Cleveland,Kingsland Inside,Attorney General,,DEM,Jesse Gibson,34,13,0,21
Cleveland,Kingsland Outside,Attorney General,,DEM,Jesse Gibson,10,6,0,4
