county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Izard,Wiseman,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0
Izard,Zion,U.S. Senate,,LIB,Kenneth Cates,3,0,2,0,1
Izard,Big Spring,U.S. Senate,,DEM,Natalie James,19,0,10,0,9
Izard,Boswell,U.S. Senate,,DEM,Natalie James,16,0,3,0,13
Izard,Brockwell,U.S. Senate,,DEM,Natalie James,24,0,16,0,8
Izard,Calico Rock Rural,U.S. Senate,,DEM,Natalie James,22,0,14,0,8
Izard,Calico Rock _ Ward 1,U.S. Senate,,DEM,Natalie James,6,0,1,0,5
Izard,Calico Rock _ Ward 2,U.S. Senate,,DEM,Natalie James,15,0,12,0,3
Izard,Calico Rock _ Ward 3,U.S. Senate,,DEM,Natalie James,11,0,7,1,3
Izard,Calico Rock _ Ward 4,U.S. Senate,,DEM,Natalie James,18,0,12,1,5
Izard,Claiborne,U.S. Senate,,DEM,Natalie James,9,0,5,0,4
Izard,Dolph,U.S. Senate,,DEM,Natalie James,12,0,10,0,2
Izard,Franklin City,U.S. Senate,,DEM,Natalie James,8,0,2,0,6
Izard,Franklin Rural,U.S. Senate,,DEM,Natalie James,19,0,9,0,10
Izard,Gid,U.S. Senate,,DEM,Natalie James,4,0,2,0,2
Izard,Guion City,U.S. Senate,,DEM,Natalie James,3,0,1,0,2
Izard,Guion Rural,U.S. Senate,,DEM,Natalie James,4,0,0,0,4
Izard,Horseshoe Bend Rural,U.S. Senate,,DEM,Natalie James,5,1,3,0,1
Izard,Horseshoe Bend _ Ward 1,U.S. Senate,,DEM,Natalie James,26,0,22,0,4
Izard,Horseshoe Bend _ Ward 2,U.S. Senate,,DEM,Natalie James,48,0,38,2,8
Izard,Horseshoe Bend _ Ward 3,U.S. Senate,,DEM,Natalie James,38,0,33,1,4
Izard,Horseshoe Bend _ Ward 4,U.S. Senate,,DEM,Natalie James,55,0,45,5,5
Izard,Knob Creek,U.S. Senate,,DEM,Natalie James,4,0,2,0,2
Izard,Lacrosse,U.S. Senate,,DEM,Natalie James,15,0,11,0,4
Izard,Lafferty,U.S. Senate,,DEM,Natalie James,1,0,0,0,1
Izard,Larkin,U.S. Senate,,DEM,Natalie James,6,0,5,0,1
Izard,Melbourne Rural,U.S. Senate,,DEM,Natalie James,27,0,15,2,10
Izard,Melbourne _ Ward 1,U.S. Senate,,DEM,Natalie James,33,0,23,1,9
Izard,Melbourne _ Ward 2,U.S. Senate,,DEM,Natalie James,20,0,15,0,5
Izard,Melbourne _ Ward 3,U.S. Senate,,DEM,Natalie James,15,0,9,2,4
Izard,Melbourne _ Ward 4,U.S. Senate,,DEM,Natalie James,34,0,22,0,12
Izard,Mount Pleasant City,U.S. Senate,,DEM,Natalie James,20,0,11,2,7
Izard,Mount Pleasant Rural,U.S. Senate,,DEM,Natalie James,13,0,3,0,10
Izard,Myron,U.S. Senate,,DEM,Natalie James,5,0,2,0,3
Izard,Newburg,U.S. Senate,,DEM,Natalie James,5,0,0,0,5
Izard,Oxford City,U.S. Senate,,DEM,Natalie James,18,0,10,0,8
Izard,Oxford Rural,U.S. Senate,,DEM,Natalie James,9,0,4,0,5
Izard,Pineville City,U.S. Senate,,DEM,Natalie James,14,0,8,3,3
Izard,Pineville Rural,U.S. Senate,,DEM,Natalie James,11,0,6,1,4
Izard,Sage,U.S. Senate,,DEM,Natalie James,18,0,16,0,2
Izard,Strawberry,U.S. Senate,,DEM,Natalie James,13,0,8,0,5
Izard,Sylamore,U.S. Senate,,DEM,Natalie James,15,0,9,4,2
Izard,Twin Creek,U.S. Senate,,DEM,Natalie James,13,1,6,0,6
Izard,Violet Hill,U.S. Senate,,DEM,Natalie James,14,0,8,0,6
Izard,Wideman,U.S. Senate,,DEM,Natalie James,3,0,3,0,0
Izard,Wiseman,U.S. Senate,,DEM,Natalie James,7,0,2,1,4
Izard,Zion,U.S. Senate,,DEM,Natalie James,26,0,7,0,19
Izard,Big Spring,U.S. Senate,,REP,Senator John Boozman,51,0,21,0,30
Izard,Boswell,U.S. Senate,,REP,Senator John Boozman,75,2,26,0,47
Izard,Brockwell,U.S. Senate,,REP,Senator John Boozman,112,0,48,1,63
Izard,Calico Rock Rural,U.S. Senate,,REP,Senator John Boozman,148,0,82,3,63
Izard,Calico Rock _ Ward 1,U.S. Senate,,REP,Senator John Boozman,29,0,17,0,12
Izard,Calico Rock _ Ward 2,U.S. Senate,,REP,Senator John Boozman,69,0,37,0,32
Izard,Calico Rock _ Ward 3,U.S. Senate,,REP,Senator John Boozman,61,0,43,2,16
Izard,Calico Rock _ Ward 4,U.S. Senate,,REP,Senator John Boozman,61,0,35,0,26
Izard,Claiborne,U.S. Senate,,REP,Senator John Boozman,50,0,28,0,22
Izard,Dolph,U.S. Senate,,REP,Senator John Boozman,81,0,36,0,45
Izard,Franklin City,U.S. Senate,,REP,Senator John Boozman,67,1,10,0,56
Izard,Franklin Rural,U.S. Senate,,REP,Senator John Boozman,49,0,25,0,24
Izard,Gid,U.S. Senate,,REP,Senator John Boozman,90,0,42,4,44
Izard,Guion City,U.S. Senate,,REP,Senator John Boozman,20,0,5,0,15
Izard,Guion Rural,U.S. Senate,,REP,Senator John Boozman,13,0,4,0,9
Izard,Horseshoe Bend Rural,U.S. Senate,,REP,Senator John Boozman,13,0,7,0,6
Izard,Horseshoe Bend _ Ward 1,U.S. Senate,,REP,Senator John Boozman,82,0,55,0,27
Izard,Horseshoe Bend _ Ward 2,U.S. Senate,,REP,Senator John Boozman,246,1,168,9,68
Izard,Horseshoe Bend _ Ward 3,U.S. Senate,,REP,Senator John Boozman,147,2,122,3,20
Izard,Horseshoe Bend _ Ward 4,U.S. Senate,,REP,Senator John Boozman,257,1,202,7,47
Izard,Knob Creek,U.S. Senate,,REP,Senator John Boozman,16,0,8,2,6
Izard,Lacrosse,U.S. Senate,,REP,Senator John Boozman,60,0,40,0,20
Izard,Lafferty,U.S. Senate,,REP,Senator John Boozman,21,0,12,0,9
Izard,Larkin,U.S. Senate,,REP,Senator John Boozman,42,0,27,0,15
Izard,Melbourne Rural,U.S. Senate,,REP,Senator John Boozman,137,0,75,6,56
Izard,Melbourne _ Ward 1,U.S. Senate,,REP,Senator John Boozman,128,1,86,4,37
Izard,Melbourne _ Ward 2,U.S. Senate,,REP,Senator John Boozman,90,0,53,1,36
Izard,Melbourne _ Ward 3,U.S. Senate,,REP,Senator John Boozman,61,1,31,2,27
Izard,Melbourne _ Ward 4,U.S. Senate,,REP,Senator John Boozman,168,2,100,5,61
Izard,Mount Pleasant City,U.S. Senate,,REP,Senator John Boozman,113,0,40,0,73
Izard,Mount Pleasant Rural,U.S. Senate,,REP,Senator John Boozman,132,0,46,0,86
Izard,Myron,U.S. Senate,,REP,Senator John Boozman,30,0,10,2,18
Izard,Newburg,U.S. Senate,,REP,Senator John Boozman,55,0,34,1,20
Izard,Oxford City,U.S. Senate,,REP,Senator John Boozman,144,0,41,2,101
Izard,Oxford Rural,U.S. Senate,,REP,Senator John Boozman,50,0,15,1,34
Izard,Pineville City,U.S. Senate,,REP,Senator John Boozman,39,0,22,0,17
Izard,Pineville Rural,U.S. Senate,,REP,Senator John Boozman,88,1,54,3,30
Izard,Sage,U.S. Senate,,REP,Senator John Boozman,110,0,70,0,40
Izard,Strawberry,U.S. Senate,,REP,Senator John Boozman,44,0,12,0,32
Izard,Sylamore,U.S. Senate,,REP,Senator John Boozman,93,0,50,2,41
Izard,Twin Creek,U.S. Senate,,REP,Senator John Boozman,31,0,11,0,20
Izard,Violet Hill,U.S. Senate,,REP,Senator John Boozman,124,0,65,4,55
Izard,Wideman,U.S. Senate,,REP,Senator John Boozman,28,0,15,1,12
Izard,Wiseman,U.S. Senate,,REP,Senator John Boozman,40,0,13,1,26
Izard,Zion,U.S. Senate,,REP,Senator John Boozman,122,0,37,3,82
Izard,Big Spring,U.S. Congress District 01,,REP,Congressman Rick Crawford,57,0,21,0,36
Izard,Boswell,U.S. Congress District 01,,REP,Congressman Rick Crawford,80,2,28,0,50
Izard,Brockwell,U.S. Congress District 01,,REP,Congressman Rick Crawford,116,0,48,1,67
Izard,Calico Rock Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,148,0,83,3,62
Izard,Calico Rock _ Ward 1,U.S. Congress District 01,,REP,Congressman Rick Crawford,30,0,18,0,12
Izard,Calico Rock _ Ward 2,U.S. Congress District 01,,REP,Congressman Rick Crawford,70,0,37,0,33
Izard,Calico Rock _ Ward 3,U.S. Congress District 01,,REP,Congressman Rick Crawford,65,0,45,2,18
Izard,Calico Rock _ Ward 4,U.S. Congress District 01,,REP,Congressman Rick Crawford,65,0,38,0,27
Izard,Claiborne,U.S. Congress District 01,,REP,Congressman Rick Crawford,54,0,31,2,21
Izard,Dolph,U.S. Congress District 01,,REP,Congressman Rick Crawford,82,0,37,0,45
Izard,Franklin City,U.S. Congress District 01,,REP,Congressman Rick Crawford,67,1,10,0,56
Izard,Franklin Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,48,0,24,0,24
Izard,Gid,U.S. Congress District 01,,REP,Congressman Rick Crawford,93,0,44,4,45
Izard,Guion City,U.S. Congress District 01,,REP,Congressman Rick Crawford,22,0,5,0,17
Izard,Guion Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,13,0,4,0,9
Izard,Horseshoe Bend Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,14,0,8,0,6
Izard,Horseshoe Bend _ Ward 1,U.S. Congress District 01,,REP,Congressman Rick Crawford,82,0,54,0,28
Izard,Horseshoe Bend _ Ward 2,U.S. Congress District 01,,REP,Congressman Rick Crawford,252,1,171,9,71
Izard,Horseshoe Bend _ Ward 3,U.S. Congress District 01,,REP,Congressman Rick Crawford,150,2,124,3,21
Izard,Horseshoe Bend _ Ward 4,U.S. Congress District 01,,REP,Congressman Rick Crawford,269,1,212,7,49
Izard,Knob Creek,U.S. Congress District 01,,REP,Congressman Rick Crawford,17,0,8,2,7
Izard,Lacrosse,U.S. Congress District 01,,REP,Congressman Rick Crawford,62,0,42,0,20
Izard,Lafferty,U.S. Congress District 01,,REP,Congressman Rick Crawford,23,1,13,0,9
Izard,Larkin,U.S. Congress District 01,,REP,Congressman Rick Crawford,43,0,27,0,16
Izard,Melbourne Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,142,0,80,6,56
Izard,Melbourne _ Ward 1,U.S. Congress District 01,,REP,Congressman Rick Crawford,130,1,90,3,36
Izard,Melbourne _ Ward 2,U.S. Congress District 01,,REP,Congressman Rick Crawford,93,0,56,1,36
Izard,Melbourne _ Ward 3,U.S. Congress District 01,,REP,Congressman Rick Crawford,62,1,31,2,28
Izard,Melbourne _ Ward 4,U.S. Congress District 01,,REP,Congressman Rick Crawford,174,2,103,4,65
Izard,Mount Pleasant City,U.S. Congress District 01,,REP,Congressman Rick Crawford,112,0,39,0,73
Izard,Mount Pleasant Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,130,0,47,0,83
Izard,Myron,U.S. Congress District 01,,REP,Congressman Rick Crawford,32,0,11,2,19
Izard,Newburg,U.S. Congress District 01,,REP,Congressman Rick Crawford,55,0,33,1,21
Izard,Oxford City,U.S. Congress District 01,,REP,Congressman Rick Crawford,151,0,42,1,108
Izard,Oxford Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,54,0,15,1,38
Izard,Pineville City,U.S. Congress District 01,,REP,Congressman Rick Crawford,43,0,24,0,19
Izard,Pineville Rural,U.S. Congress District 01,,REP,Congressman Rick Crawford,89,1,54,3,31
Izard,Sage,U.S. Congress District 01,,REP,Congressman Rick Crawford,111,0,69,0,42
Izard,Strawberry,U.S. Congress District 01,,REP,Congressman Rick Crawford,46,0,14,0,32
Izard,Sylamore,U.S. Congress District 01,,REP,Congressman Rick Crawford,94,0,52,2,40
Izard,Twin Creek,U.S. Congress District 01,,REP,Congressman Rick Crawford,34,0,13,0,21
Izard,Violet Hill,U.S. Congress District 01,,REP,Congressman Rick Crawford,126,0,67,4,55
Izard,Wideman,U.S. Congress District 01,,REP,Congressman Rick Crawford,29,0,14,1,14
Izard,Wiseman,U.S. Congress District 01,,REP,Congressman Rick Crawford,40,0,13,1,26
Izard,Zion,U.S. Congress District 01,,REP,Congressman Rick Crawford,125,0,36,3,86
Izard,Big Spring,U.S. Congress District 01,,DEM,Representative Monte Hodges,18,0,10,0,8
Izard,Boswell,U.S. Congress District 01,,DEM,Representative Monte Hodges,15,0,3,0,12
Izard,Brockwell,U.S. Congress District 01,,DEM,Representative Monte Hodges,24,0,16,0,8
Izard,Calico Rock Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,24,0,15,0,9
Izard,Calico Rock _ Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,6,0,1,0,5
Izard,Calico Rock _ Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,16,0,10,0,6
Izard,Calico Rock _ Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,9,0,6,0,3
Izard,Calico Rock _ Ward 4,U.S. Congress District 01,,DEM,Representative Monte Hodges,16,0,10,1,5
Izard,Claiborne,U.S. Congress District 01,,DEM,Representative Monte Hodges,9,0,4,0,5
Izard,Dolph,U.S. Congress District 01,,DEM,Representative Monte Hodges,12,0,10,0,2
Izard,Franklin City,U.S. Congress District 01,,DEM,Representative Monte Hodges,8,0,2,0,6
Izard,Franklin Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,21,0,9,0,12
Izard,Gid,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,0,1,0,4
Izard,Guion City,U.S. Congress District 01,,DEM,Representative Monte Hodges,3,0,2,0,1
Izard,Guion Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,4,0,0,0,4
Izard,Horseshoe Bend Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,1,3,0,1
Izard,Horseshoe Bend _ Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,30,0,25,0,5
Izard,Horseshoe Bend _ Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,48,0,39,2,7
Izard,Horseshoe Bend _ Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,43,1,37,1,4
Izard,Horseshoe Bend _ Ward 4,U.S. Congress District 01,,DEM,Representative Monte Hodges,53,0,43,5,5
Izard,Knob Creek,U.S. Congress District 01,,DEM,Representative Monte Hodges,4,0,2,0,2
Izard,Lacrosse,U.S. Congress District 01,,DEM,Representative Monte Hodges,15,0,10,0,5
Izard,Lafferty,U.S. Congress District 01,,DEM,Representative Monte Hodges,2,0,0,0,2
Izard,Larkin,U.S. Congress District 01,,DEM,Representative Monte Hodges,6,0,5,0,1
Izard,Melbourne Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,26,0,13,2,11
Izard,Melbourne _ Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,37,0,26,2,9
Izard,Melbourne _ Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,19,0,13,0,6
Izard,Melbourne _ Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,14,0,9,2,3
Izard,Melbourne _ Ward 4,U.S. Congress District 01,,DEM,Representative Monte Hodges,33,0,22,1,10
Izard,Mount Pleasant City,U.S. Congress District 01,,DEM,Representative Monte Hodges,23,0,10,2,11
Izard,Mount Pleasant Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,15,0,2,0,13
Izard,Myron,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,0,2,0,3
Izard,Newburg,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,0,1,0,4
Izard,Oxford City,U.S. Congress District 01,,DEM,Representative Monte Hodges,27,0,14,1,12
Izard,Oxford Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,8,0,4,0,4
Izard,Pineville City,U.S. Congress District 01,,DEM,Representative Monte Hodges,15,0,8,3,4
Izard,Pineville Rural,U.S. Congress District 01,,DEM,Representative Monte Hodges,13,0,8,1,4
Izard,Sage,U.S. Congress District 01,,DEM,Representative Monte Hodges,18,0,16,0,2
Izard,Strawberry,U.S. Congress District 01,,DEM,Representative Monte Hodges,14,0,9,0,5
Izard,Sylamore,U.S. Congress District 01,,DEM,Representative Monte Hodges,16,0,10,4,2
Izard,Twin Creek,U.S. Congress District 01,,DEM,Representative Monte Hodges,13,1,5,0,7
Izard,Violet Hill,U.S. Congress District 01,,DEM,Representative Monte Hodges,14,0,8,0,6
Izard,Wideman,U.S. Congress District 01,,DEM,Representative Monte Hodges,4,0,4,0,0
Izard,Wiseman,U.S. Congress District 01,,DEM,Representative Monte Hodges,7,0,2,1,4
Izard,Zion,U.S. Congress District 01,,DEM,Representative Monte Hodges,25,0,8,0,17
Izard,Big Spring,Attorney General,,DEM,Jesse Gibson,17,0,10,0,7
Izard,Boswell,Attorney General,,DEM,Jesse Gibson,16,0,3,0,13
Izard,Brockwell,Attorney General,,DEM,Jesse Gibson,25,0,17,0,8
Izard,Calico Rock Rural,Attorney General,,DEM,Jesse Gibson,25,0,15,0,10
Izard,Calico Rock _ Ward 1,Attorney General,,DEM,Jesse Gibson,6,0,1,0,5
Izard,Calico Rock _ Ward 2,Attorney General,,DEM,Jesse Gibson,16,0,10,0,6
Izard,Calico Rock _ Ward 3,Attorney General,,DEM,Jesse Gibson,9,0,5,1,3
Izard,Calico Rock _ Ward 4,Attorney General,,DEM,Jesse Gibson,16,0,10,1,5
Izard,Claiborne,Attorney General,,DEM,Jesse Gibson,12,0,6,0,6
Izard,Dolph,Attorney General,,DEM,Jesse Gibson,10,0,8,0,2
Izard,Franklin City,Attorney General,,DEM,Jesse Gibson,10,0,2,0,8
Izard,Franklin Rural,Attorney General,,DEM,Jesse Gibson,20,0,9,0,11
Izard,Gid,Attorney General,,DEM,Jesse Gibson,7,0,1,0,6
Izard,Guion City,Attorney General,,DEM,Jesse Gibson,3,0,1,0,2
Izard,Guion Rural,Attorney General,,DEM,Jesse Gibson,3,0,0,0,3
Izard,Horseshoe Bend Rural,Attorney General,,DEM,Jesse Gibson,5,1,3,0,1
Izard,Horseshoe Bend _ Ward 1,Attorney General,,DEM,Jesse Gibson,31,0,26,0,5
Izard,Horseshoe Bend _ Ward 2,Attorney General,,DEM,Jesse Gibson,52,0,40,4,8
Izard,Horseshoe Bend _ Ward 3,Attorney General,,DEM,Jesse Gibson,43,1,37,2,3
Izard,Horseshoe Bend _ Ward 4,Attorney General,,DEM,Jesse Gibson,55,0,45,4,6
Izard,Knob Creek,Attorney General,,DEM,Jesse Gibson,5,0,2,0,3
Izard,Lacrosse,Attorney General,,DEM,Jesse Gibson,15,0,10,0,5
Izard,Lafferty,Attorney General,,DEM,Jesse Gibson,2,0,0,0,2
Izard,Larkin,Attorney General,,DEM,Jesse Gibson,5,0,5,0,0
Izard,Melbourne Rural,Attorney General,,DEM,Jesse Gibson,26,0,13,2,11
Izard,Melbourne _ Ward 1,Attorney General,,DEM,Jesse Gibson,33,0,23,1,9
Izard,Melbourne _ Ward 2,Attorney General,,DEM,Jesse Gibson,18,0,12,0,6
Izard,Melbourne _ Ward 3,Attorney General,,DEM,Jesse Gibson,17,1,10,2,4
Izard,Melbourne _ Ward 4,Attorney General,,DEM,Jesse Gibson,33,0,22,1,10
Izard,Mount Pleasant City,Attorney General,,DEM,Jesse Gibson,22,0,10,2,10
Izard,Mount Pleasant Rural,Attorney General,,DEM,Jesse Gibson,17,0,3,0,14
Izard,Myron,Attorney General,,DEM,Jesse Gibson,6,0,2,0,4
Izard,Newburg,Attorney General,,DEM,Jesse Gibson,5,0,1,0,4
Izard,Oxford City,Attorney General,,DEM,Jesse Gibson,28,0,13,0,15
Izard,Oxford Rural,Attorney General,,DEM,Jesse Gibson,9,0,4,0,5
Izard,Pineville City,Attorney General,,DEM,Jesse Gibson,13,0,7,3,3
Izard,Pineville Rural,Attorney General,,DEM,Jesse Gibson,11,0,6,1,4
Izard,Sage,Attorney General,,DEM,Jesse Gibson,20,0,16,0,4
Izard,Strawberry,Attorney General,,DEM,Jesse Gibson,14,0,9,0,5
Izard,Sylamore,Attorney General,,DEM,Jesse Gibson,15,0,9,4,2
Izard,Twin Creek,Attorney General,,DEM,Jesse Gibson,12,1,4,0,7
Izard,Violet Hill,Attorney General,,DEM,Jesse Gibson,17,0,9,0,8
Izard,Wideman,Attorney General,,DEM,Jesse Gibson,5,0,5,0,0
Izard,Wiseman,Attorney General,,DEM,Jesse Gibson,9,0,2,1,6
Izard,Zion,Attorney General,,DEM,Jesse Gibson,26,0,8,0,18
Izard,Big Spring,Attorney General,,REP,Lieutenant Governor Tim Griffin,58,0,21,0,37
Izard,Boswell,Attorney General,,REP,Lieutenant Governor Tim Griffin,79,2,28,0,49
Izard,Brockwell,Attorney General,,REP,Lieutenant Governor Tim Griffin,115,0,48,1,66
Izard,Calico Rock Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,147,0,83,3,61
Izard,Calico Rock _ Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,29,0,17,0,12
Izard,Calico Rock _ Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,70,0,37,0,33
Izard,Calico Rock _ Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,65,0,45,2,18
Izard,Calico Rock _ Ward 4,Attorney General,,REP,Lieutenant Governor Tim Griffin,62,0,36,0,26
Izard,Claiborne,Attorney General,,REP,Lieutenant Governor Tim Griffin,52,0,29,2,21
Izard,Dolph,Attorney General,,REP,Lieutenant Governor Tim Griffin,83,0,38,0,45
Izard,Franklin City,Attorney General,,REP,Lieutenant Governor Tim Griffin,66,1,10,0,55
Izard,Franklin Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,49,0,24,0,25
Izard,Gid,Attorney General,,REP,Lieutenant Governor Tim Griffin,90,0,43,4,43
Izard,Guion City,Attorney General,,REP,Lieutenant Governor Tim Griffin,22,0,6,0,16
Izard,Guion Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,14,0,4,0,10
Izard,Horseshoe Bend Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,14,0,8,0,6
Izard,Horseshoe Bend _ Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,83,0,55,0,28
Izard,Horseshoe Bend _ Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,248,1,170,7,70
Izard,Horseshoe Bend _ Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,150,2,124,2,22
Izard,Horseshoe Bend _ Ward 4,Attorney General,,REP,Lieutenant Governor Tim Griffin,266,1,210,7,48
Izard,Knob Creek,Attorney General,,REP,Lieutenant Governor Tim Griffin,15,0,7,2,6
Izard,Lacrosse,Attorney General,,REP,Lieutenant Governor Tim Griffin,62,0,41,0,21
Izard,Lafferty,Attorney General,,REP,Lieutenant Governor Tim Griffin,23,1,13,0,9
Izard,Larkin,Attorney General,,REP,Lieutenant Governor Tim Griffin,44,0,27,0,17
Izard,Melbourne Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,140,0,76,6,58
Izard,Melbourne _ Ward 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,135,1,94,4,36
Izard,Melbourne _ Ward 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,95,0,58,1,36
Izard,Melbourne _ Ward 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,59,0,30,2,27
Izard,Melbourne _ Ward 4,Attorney General,,REP,Lieutenant Governor Tim Griffin,175,2,107,4,62
Izard,Mount Pleasant City,Attorney General,,REP,Lieutenant Governor Tim Griffin,115,0,41,0,74
Izard,Mount Pleasant Rural,Attorney General,,REP,Lieutenant Governor Tim Griffin,132,0,47,0,85
Izard,Myron,Attorney General,,REP,Lieutenant Governor Tim Griffin,31,0,11,2,18
