county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Dallas,JP 1,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Dallas,JP 2,U.S. Senate,,LIB,Kenneth Cates,5,3,0,2
Dallas,JP 3,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Dallas,JP 4,U.S. Senate,,LIB,Kenneth Cates,6,5,0,1
Dallas,JP 5,U.S. Senate,,LIB,Kenneth Cates,9,4,0,5
Dallas,JP 6,U.S. Senate,,LIB,Kenneth Cates,6,4,0,2
Dallas,JP 7,U.S. Senate,,LIB,Kenneth Cates,7,0,0,7
Dallas,JP 8,U.S. Senate,,LIB,Kenneth Cates,11,3,0,8
Dallas,JP 9,U.S. Senate,,LIB,Kenneth Cates,13,7,0,6
Dallas,JP 1,U.S. Senate,,REP,Senator John Boozman,20,11,0,9
Dallas,JP 2,U.S. Senate,,REP,Senator John Boozman,53,33,2,18
Dallas,JP 3,U.S. Senate,,REP,Senator John Boozman,53,33,2,18
Dallas,JP 4,U.S. Senate,,REP,Senator John Boozman,161,117,7,37
Dallas,JP 5,U.S. Senate,,REP,Senator John Boozman,210,154,4,52
Dallas,JP 6,U.S. Senate,,REP,Senator John Boozman,139,66,0,73
Dallas,JP 7,U.S. Senate,,REP,Senator John Boozman,165,16,0,149
Dallas,JP 8,U.S. Senate,,REP,Senator John Boozman,252,52,2,198
Dallas,JP 9,U.S. Senate,,REP,Senator John Boozman,313,160,5,148
Dallas,JP 1,U.S. Senate,,DEM,Natalie James,93,69,0,24
Dallas,JP 2,U.S. Senate,,DEM,Natalie James,113,75,0,38
Dallas,JP 3,U.S. Senate,,DEM,Natalie James,78,57,2,19
Dallas,JP 4,U.S. Senate,,DEM,Natalie James,57,37,0,20
Dallas,JP 5,U.S. Senate,,DEM,Natalie James,55,41,1,13
Dallas,JP 6,U.S. Senate,,DEM,Natalie James,107,28,11,68
Dallas,JP 7,U.S. Senate,,DEM,Natalie James,66,12,1,53
Dallas,JP 8,U.S. Senate,,DEM,Natalie James,28,8,0,20
Dallas,JP 9,U.S. Senate,,DEM,Natalie James,33,22,0,11
Dallas,JP 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,17,10,0,7
Dallas,JP 2,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,48,28,2,18
Dallas,JP 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,52,33,2,17
Dallas,JP 4,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,167,120,7,40
Dallas,JP 5,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,203,147,5,51
Dallas,JP 6,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,140,67,1,72
Dallas,JP 7,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,155,16,0,139
Dallas,JP 8,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,256,55,2,199
Dallas,JP 9,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,316,163,5,148
Dallas,JP 1,U.S. Congress District 04,,LIB,Gregory Maxwell,1,0,0,1
Dallas,JP 2,U.S. Congress District 04,,LIB,Gregory Maxwell,5,2,0,3
Dallas,JP 3,U.S. Congress District 04,,LIB,Gregory Maxwell,1,1,0,0
Dallas,JP 4,U.S. Congress District 04,,LIB,Gregory Maxwell,4,3,0,1
Dallas,JP 5,U.S. Congress District 04,,LIB,Gregory Maxwell,9,4,0,5
Dallas,JP 6,U.S. Congress District 04,,LIB,Gregory Maxwell,4,1,0,3
Dallas,JP 7,U.S. Congress District 04,,LIB,Gregory Maxwell,9,2,0,7
Dallas,JP 8,U.S. Congress District 04,,LIB,Gregory Maxwell,5,0,0,5
Dallas,JP 9,U.S. Congress District 04,,LIB,Gregory Maxwell,14,8,0,6
Dallas,JP 1,U.S. Congress District 04,,DEM,John White,98,72,0,26
Dallas,JP 2,U.S. Congress District 04,,DEM,John White,115,78,0,37
Dallas,JP 3,U.S. Congress District 04,,DEM,John White,79,57,2,20
Dallas,JP 4,U.S. Congress District 04,,DEM,John White,50,33,0,17
Dallas,JP 5,U.S. Congress District 04,,DEM,John White,59,45,0,14
Dallas,JP 6,U.S. Congress District 04,,DEM,John White,109,32,10,67
Dallas,JP 7,U.S. Congress District 04,,DEM,John White,70,8,1,61
Dallas,JP 8,U.S. Congress District 04,,DEM,John White,25,8,0,17
Dallas,JP 9,U.S. Congress District 04,,DEM,John White,28,19,0,9
