county,precinct,office,district,party,candidate,votes,provisional,early_vote,absentee,election_day
Yell,Bluffton,U.S. Senate,,DEM,Natalie James,7,0,2,0,5
Yell,Briggsville,U.S. Senate,,DEM,Natalie James,8,0,5,0,3
Yell,Centerville,U.S. Senate,,DEM,Natalie James,41,0,24,0,17
Yell,Compton,U.S. Senate,,DEM,Natalie James,4,0,0,0,4
Yell,Crawford,U.S. Senate,,DEM,Natalie James,3,0,2,0,1
Yell,Danville,U.S. Senate,,DEM,Natalie James,93,0,51,8,34
Yell,Dardanelle Outside,U.S. Senate,,DEM,Natalie James,173,0,139,3,31
Yell,Dardanelle Ward 1,U.S. Senate,,DEM,Natalie James,81,0,59,2,20
Yell,Dardanelle Ward 2,U.S. Senate,,DEM,Natalie James,60,0,43,1,16
Yell,Dardanelle Ward 3,U.S. Senate,,DEM,Natalie James,38,0,18,1,19
Yell,Dutch Creek,U.S. Senate,,DEM,Natalie James,4,0,3,1,0
Yell,Ferguson,U.S. Senate,,DEM,Natalie James,46,0,28,0,18
Yell,Galla Rock,U.S. Senate,,DEM,Natalie James,13,0,7,0,6
Yell,Gilkey,U.S. Senate,,DEM,Natalie James,10,0,2,0,8
Yell,Gravelly,U.S. Senate,,DEM,Natalie James,11,0,6,0,5
Yell,Herring,U.S. Senate,,DEM,Natalie James,4,0,2,0,2
Yell,Lamar,U.S. Senate,,DEM,Natalie James,40,0,23,1,16
Yell,Magazine 1,U.S. Senate,,DEM,Natalie James,46,0,32,1,13
Yell,Magazine 2,U.S. Senate,,DEM,Natalie James,10,0,6,0,4
Yell,Mason,U.S. Senate,,DEM,Natalie James,7,0,1,0,6
Yell,Mountain,U.S. Senate,,DEM,Natalie James,7,0,4,1,2
Yell,Prairie,U.S. Senate,,DEM,Natalie James,25,0,20,1,4
Yell,Richland,U.S. Senate,,DEM,Natalie James,3,0,1,0,2
Yell,Waveland,U.S. Senate,,DEM,Natalie James,12,0,4,0,8
Yell,Riley,U.S. Senate,,DEM,Natalie James,24,0,4,1,19
Yell,Rover,U.S. Senate,,DEM,Natalie James,9,0,1,0,8
Yell,Ward,U.S. Senate,,DEM,Natalie James,53,0,23,0,30
Yell,Ions Creek,U.S. Senate,,DEM,Natalie James,4,0,1,0,3
Yell,Bluffton,U.S. Senate,,REP,Senator John Boozman,49,0,6,1,42
Yell,Briggsville,U.S. Senate,,REP,Senator John Boozman,31,0,7,0,24
Yell,Centerville,U.S. Senate,,REP,Senator John Boozman,251,0,113,1,137
Yell,Compton,U.S. Senate,,REP,Senator John Boozman,29,0,11,0,18
Yell,Crawford,U.S. Senate,,REP,Senator John Boozman,16,0,6,0,10
Yell,Danville,U.S. Senate,,REP,Senator John Boozman,313,0,189,20,104
Yell,Dardanelle Outside,U.S. Senate,,REP,Senator John Boozman,911,0,661,3,247
Yell,Dardanelle Ward 1,U.S. Senate,,REP,Senator John Boozman,260,0,173,2,85
Yell,Dardanelle Ward 2,U.S. Senate,,REP,Senator John Boozman,125,0,83,4,38
Yell,Dardanelle Ward 3,U.S. Senate,,REP,Senator John Boozman,74,0,47,6,21
Yell,Dutch Creek,U.S. Senate,,REP,Senator John Boozman,22,0,17,1,4
Yell,Ferguson,U.S. Senate,,REP,Senator John Boozman,296,0,132,1,163
Yell,Galla Rock,U.S. Senate,,REP,Senator John Boozman,61,0,29,1,31
Yell,Gilkey,U.S. Senate,,REP,Senator John Boozman,56,0,32,0,24
Yell,Gravelly,U.S. Senate,,REP,Senator John Boozman,46,0,17,0,29
Yell,Herring,U.S. Senate,,REP,Senator John Boozman,64,0,39,1,24
Yell,Lamar,U.S. Senate,,REP,Senator John Boozman,244,1,83,4,156
Yell,Magazine 1,U.S. Senate,,REP,Senator John Boozman,279,0,187,5,87
