county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Perry,1 Aplin,U.S. Senate,,LIB,Kenneth Cates,6,2,0,4
Perry,2 Casa,U.S. Senate,,LIB,Kenneth Cates,6,4,0,2
Perry,3 Cherry Hill,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Perry,4 Fourche,U.S. Senate,,LIB,Kenneth Cates,24,18,0,6
Perry,5 Houston,U.S. Senate,,LIB,Kenneth Cates,11,4,0,7
Perry,6 Kenney,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Perry,7 Lake,U.S. Senate,,LIB,Kenneth Cates,7,4,0,3
Perry,8 Maumelle,U.S. Senate,,LIB,Kenneth Cates,15,10,0,5
Perry,9 New Tennessee,U.S. Senate,,LIB,Kenneth Cates,3,3,0,0
Perry,10 Perry,U.S. Senate,,LIB,Kenneth Cates,10,1,0,9
Perry,11 Petit Jean,U.S. Senate,,LIB,Kenneth Cates,7,5,0,2
Perry,12 Rankin,U.S. Senate,,LIB,Kenneth Cates,20,13,0,7
Perry,13 Rose Creek,U.S. Senate,,LIB,Kenneth Cates,3,1,0,2
Perry,14 Tyler,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Perry,15 Union,U.S. Senate,,LIB,Kenneth Cates,16,6,0,10
Perry,16 Union Valley,U.S. Senate,,LIB,Kenneth Cates,4,1,0,3
Perry,17 Wye,U.S. Senate,,LIB,Kenneth Cates,22,5,0,17
Perry,1 Aplin,U.S. Senate,,REP,Senator John Boozman,97,37,0,60
Perry,2 Casa,U.S. Senate,,REP,Senator John Boozman,109,32,1,76
Perry,3 Cherry Hill,U.S. Senate,,REP,Senator John Boozman,69,48,1,20
Perry,4 Fourche,U.S. Senate,,REP,Senator John Boozman,400,319,2,79
Perry,5 Houston,U.S. Senate,,REP,Senator John Boozman,262,124,0,138
Perry,6 Kenney,U.S. Senate,,REP,Senator John Boozman,40,10,1,29
Perry,7 Lake,U.S. Senate,,REP,Senator John Boozman,175,120,0,55
Perry,8 Maumelle,U.S. Senate,,REP,Senator John Boozman,176,128,4,44
Perry,9 New Tennessee,U.S. Senate,,REP,Senator John Boozman,68,31,0,37
Perry,10 Perry,U.S. Senate,,REP,Senator John Boozman,286,75,3,208
Perry,11 Petit Jean,U.S. Senate,,REP,Senator John Boozman,129,88,0,41
Perry,12 Rankin,U.S. Senate,,REP,Senator John Boozman,339,217,3,119
Perry,13 Rose Creek,U.S. Senate,,REP,Senator John Boozman,67,29,1,37
Perry,14 Tyler,U.S. Senate,,REP,Senator John Boozman,75,9,0,66
Perry,15 Union,U.S. Senate,,REP,Senator John Boozman,255,81,2,172
Perry,16 Union Valley,U.S. Senate,,REP,Senator John Boozman,105,61,2,42
Perry,17 Wye,U.S. Senate,,REP,Senator John Boozman,267,59,3,205
Perry,1 Aplin,U.S. Senate,,DEM,Natalie James,15,2,0,13
Perry,2 Casa,U.S. Senate,,DEM,Natalie James,24,14,0,10
Perry,3 Cherry Hill,U.S. Senate,,DEM,Natalie James,14,6,0,8
Perry,4 Fourche,U.S. Senate,,DEM,Natalie James,96,67,3,26
Perry,5 Houston,U.S. Senate,,DEM,Natalie James,38,26,0,12
Perry,6 Kenney,U.S. Senate,,DEM,Natalie James,5,3,0,2
Perry,7 Lake,U.S. Senate,,DEM,Natalie James,29,21,0,8
Perry,8 Maumelle,U.S. Senate,,DEM,Natalie James,39,31,0,8
Perry,9 New Tennessee,U.S. Senate,,DEM,Natalie James,13,7,0,6
Perry,10 Perry,U.S. Senate,,DEM,Natalie James,59,21,2,36
Perry,11 Petit Jean,U.S. Senate,,DEM,Natalie James,24,12,0,12
Perry,12 Rankin,U.S. Senate,,DEM,Natalie James,87,66,0,21
Perry,13 Rose Creek,U.S. Senate,,DEM,Natalie James,18,3,2,13
Perry,14 Tyler,U.S. Senate,,DEM,Natalie James,16,0,0,16
Perry,15 Union,U.S. Senate,,DEM,Natalie James,98,33,1,64
Perry,16 Union Valley,U.S. Senate,,DEM,Natalie James,35,17,0,18
Perry,17 Wye,U.S. Senate,,DEM,Natalie James,102,29,1,72
Perry,1 Aplin,U.S. Congress District 02,,LIB,Michael White,3,1,0,2
Perry,2 Casa,U.S. Congress District 02,,LIB,Michael White,8,3,0,5
Perry,3 Cherry Hill,U.S. Congress District 02,,LIB,Michael White,1,0,0,1
Perry,4 Fourche,U.S. Congress District 02,,LIB,Michael White,26,19,0,7
Perry,5 Houston,U.S. Congress District 02,,LIB,Michael White,15,5,0,10
Perry,6 Kenney,U.S. Congress District 02,,LIB,Michael White,5,0,0,5
Perry,7 Lake,U.S. Congress District 02,,LIB,Michael White,7,5,0,2
Perry,8 Maumelle,U.S. Congress District 02,,LIB,Michael White,19,12,0,7
Perry,9 New Tennessee,U.S. Congress District 02,,LIB,Michael White,4,3,0,1
Perry,10 Perry,U.S. Congress District 02,,LIB,Michael White,13,4,0,9
Perry,11 Petit Jean,U.S. Congress District 02,,LIB,Michael White,7,5,0,2
Perry,12 Rankin,U.S. Congress District 02,,LIB,Michael White,26,18,0,8
Perry,13 Rose Creek,U.S. Congress District 02,,LIB,Michael White,4,1,0,3
Perry,14 Tyler,U.S. Congress District 02,,LIB,Michael White,1,0,0,1
Perry,15 Union,U.S. Congress District 02,,LIB,Michael White,17,9,0,8
Perry,16 Union Valley,U.S. Congress District 02,,LIB,Michael White,6,2,0,4
Perry,17 Wye,U.S. Congress District 02,,LIB,Michael White,24,6,0,18
Perry,1 Aplin,U.S. Congress District 02,,DEM,Quintessa Hathaway,16,2,0,14
Perry,2 Casa,U.S. Congress District 02,,DEM,Quintessa Hathaway,21,13,0,8
Perry,3 Cherry Hill,U.S. Congress District 02,,DEM,Quintessa Hathaway,13,6,0,7
Perry,4 Fourche,U.S. Congress District 02,,DEM,Quintessa Hathaway,93,66,2,25
Perry,5 Houston,U.S. Congress District 02,,DEM,Quintessa Hathaway,33,22,0,11
Perry,6 Kenney,U.S. Congress District 02,,DEM,Quintessa Hathaway,5,3,0,2
Perry,7 Lake,U.S. Congress District 02,,DEM,Quintessa Hathaway,26,20,0,6
Perry,8 Maumelle,U.S. Congress District 02,,DEM,Quintessa Hathaway,35,27,0,8
Perry,9 New Tennessee,U.S. Congress District 02,,DEM,Quintessa Hathaway,11,6,0,5
Perry,10 Perry,U.S. Congress District 02,,DEM,Quintessa Hathaway,57,19,2,36
Perry,11 Petit Jean,U.S. Congress District 02,,DEM,Quintessa Hathaway,26,14,0,12
Perry,12 Rankin,U.S. Congress District 02,,DEM,Quintessa Hathaway,83,62,0,21
Perry,13 Rose Creek,U.S. Congress District 02,,DEM,Quintessa Hathaway,13,3,0,10
Perry,14 Tyler,U.S. Congress District 02,,DEM,Quintessa Hathaway,17,0,0,17
Perry,15 Union,U.S. Congress District 02,,DEM,Quintessa Hathaway,92,29,1,62
Perry,16 Union Valley,U.S. Congress District 02,,DEM,Quintessa Hathaway,31,15,0,16
Perry,17 Wye,U.S. Congress District 02,,DEM,Quintessa Hathaway,93,24,1,68
Perry,1 Aplin,U.S. Congress District 02,,REP,Congressman French Hill,98,37,0,61
Perry,2 Casa,U.S. Congress District 02,,REP,Congressman French Hill,110,34,1,75
Perry,3 Cherry Hill,U.S. Congress District 02,,REP,Congressman French Hill,71,49,1,21
Perry,4 Fourche,U.S. Congress District 02,,REP,Congressman French Hill,405,324,3,78
Perry,5 Houston,U.S. Congress District 02,,REP,Congressman French Hill,262,125,0,137
Perry,6 Kenney,U.S. Congress District 02,,REP,Congressman French Hill,38,10,1,27
Perry,7 Lake,U.S. Congress District 02,,REP,Congressman French Hill,178,119,0,59
Perry,8 Maumelle,U.S. Congress District 02,,REP,Congressman French Hill,175,130,4,41
Perry,9 New Tennessee,U.S. Congress District 02,,REP,Congressman French Hill,68,32,0,36
Perry,10 Perry,U.S. Congress District 02,,REP,Congressman French Hill,283,73,3,207
Perry,11 Petit Jean,U.S. Congress District 02,,REP,Congressman French Hill,125,84,0,41
Perry,12 Rankin,U.S. Congress District 02,,REP,Congressman French Hill,333,214,3,116
Perry,13 Rose Creek,U.S. Congress District 02,,REP,Congressman French Hill,70,29,3,38
Perry,14 Tyler,U.S. Congress District 02,,REP,Congressman French Hill,76,9,0,67
Perry,15 Union,U.S. Congress District 02,,REP,Congressman French Hill,259,82,2,175
Perry,16 Union Valley,U.S. Congress District 02,,REP,Congressman French Hill,106,60,2,44
Perry,17 Wye,U.S. Congress District 02,,REP,Congressman French Hill,270,61,3,206
Perry,1 Aplin,Attorney General,,DEM,Jesse Gibson,23,7,0,16
Perry,2 Casa,Attorney General,,DEM,Jesse Gibson,23,14,0,9
Perry,3 Cherry Hill,Attorney General,,DEM,Jesse Gibson,14,7,0,7
Perry,4 Fourche,Attorney General,,DEM,Jesse Gibson,105,77,2,26
Perry,5 Houston,Attorney General,,DEM,Jesse Gibson,46,27,0,19
Perry,6 Kenney,Attorney General,,DEM,Jesse Gibson,6,3,0,3
Perry,7 Lake,Attorney General,,DEM,Jesse Gibson,28,20,0,8
Perry,8 Maumelle,Attorney General,,DEM,Jesse Gibson,45,35,0,10
Perry,9 New Tennessee,Attorney General,,DEM,Jesse Gibson,12,6,0,6
Perry,10 Perry,Attorney General,,DEM,Jesse Gibson,70,25,3,42
Perry,11 Petit Jean,Attorney General,,DEM,Jesse Gibson,25,13,0,12
Perry,12 Rankin,Attorney General,,DEM,Jesse Gibson,93,70,0,23
Perry,13 Rose Creek,Attorney General,,DEM,Jesse Gibson,18,3,2,13
Perry,14 Tyler,Attorney General,,DEM,Jesse Gibson,16,0,0,16
Perry,15 Union,Attorney General,,DEM,Jesse Gibson,104,37,1,66
Perry,16 Union Valley,Attorney General,,DEM,Jesse Gibson,39,17,0,22
Perry,17 Wye,Attorney General,,DEM,Jesse Gibson,105,30,1,74
Perry,1 Aplin,Attorney General,,REP,Lieutenant Governor Tim Griffin,95,34,0,61
Perry,2 Casa,Attorney General,,REP,Lieutenant Governor Tim Griffin,116,36,1,79
Perry,3 Cherry Hill,Attorney General,,REP,Lieutenant Governor Tim Griffin,69,47,1,21
Perry,4 Fourche,Attorney General,,REP,Lieutenant Governor Tim Griffin,419,331,3,85
Perry,5 Houston,Attorney General,,REP,Lieutenant Governor Tim Griffin,264,125,0,139
Perry,6 Kenney,Attorney General,,REP,Lieutenant Governor Tim Griffin,43,11,1,31
Perry,7 Lake,Attorney General,,REP,Lieutenant Governor Tim Griffin,179,121,0,58
Perry,8 Maumelle,Attorney General,,REP,Lieutenant Governor Tim Griffin,183,133,4,46
Perry,9 New Tennessee,Attorney General,,REP,Lieutenant Governor Tim Griffin,71,34,0,37
