county,precinct,office,district,party,candidate,votes,early_vote,absentee,election_day
Lonoke,Allport City,U.S. Senate,,DEM,Natalie James,22,0,0,22
Lonoke,Caroline TWP,U.S. Senate,,DEM,Natalie James,114,0,3,111
Lonoke,Austin City,U.S. Senate,,DEM,Natalie James,158,0,0,158
Lonoke,Butler TWP,U.S. Senate,,DEM,Natalie James,113,0,1,112
Lonoke,Cabot City Ward 1,U.S. Senate,,DEM,Natalie James,329,0,14,315
Lonoke,Cabot City Ward 2,U.S. Senate,,DEM,Natalie James,480,0,13,467
Lonoke,Cabot City Ward 3,U.S. Senate,,DEM,Natalie James,364,0,16,348
Lonoke,Cabot City Ward 4,U.S. Senate,,DEM,Natalie James,338,0,11,327
Lonoke,York TWP,U.S. Senate,,DEM,Natalie James,89,0,2,87
Lonoke,Carlisle City Ward 1,U.S. Senate,,DEM,Natalie James,59,0,0,59
Lonoke,Carlisle City Ward 2,U.S. Senate,,DEM,Natalie James,54,0,3,51
Lonoke,Carlisle City Ward 3,U.S. Senate,,DEM,Natalie James,45,0,0,45
Lonoke,Carlisle TWP,U.S. Senate,,DEM,Natalie James,12,0,0,12
Lonoke,Cleveland TWP,U.S. Senate,,DEM,Natalie James,16,0,1,15
Lonoke,Dortch TWP,U.S. Senate,,DEM,Natalie James,12,0,1,11
Lonoke,Eagle TWP,U.S. Senate,,DEM,Natalie James,95,0,2,93
Lonoke,England City Ward 1,U.S. Senate,,DEM,Natalie James,34,0,0,34
Lonoke,England City Ward 2,U.S. Senate,,DEM,Natalie James,46,0,1,45
Lonoke,England City Ward 3,U.S. Senate,,DEM,Natalie James,154,0,3,151
Lonoke,England City Ward 4,U.S. Senate,,DEM,Natalie James,59,0,3,56
Lonoke,Fletcher TWP,U.S. Senate,,DEM,Natalie James,5,0,0,5
Lonoke,Furlow TWP,U.S. Senate,,DEM,Natalie James,70,0,2,68
Lonoke,Goodrum TWP,U.S. Senate,,DEM,Natalie James,106,0,1,105
Lonoke,Gray TWP,U.S. Senate,,DEM,Natalie James,196,0,5,191
Lonoke,Gumwood TWP,U.S. Senate,,DEM,Natalie James,5,0,0,5
Lonoke,Hamilton TWP,U.S. Senate,,DEM,Natalie James,0,0,0,0
Lonoke,Crooked Creek TWP,U.S. Senate,,DEM,Natalie James,7,0,0,7
Lonoke,Humnoke City,U.S. Senate,,DEM,Natalie James,8,0,0,8
Lonoke,Indian Bayou TWP,U.S. Senate,,DEM,Natalie James,2,0,0,2
Lonoke,Coy City,U.S. Senate,,DEM,Natalie James,0,0,0,0
Lonoke,Isbell TWP,U.S. Senate,,DEM,Natalie James,5,0,0,5
Lonoke,Lafayette TWP,U.S. Senate,,DEM,Natalie James,3,0,0,3
Lonoke,Keo City,U.S. Senate,,DEM,Natalie James,22,0,1,21
Lonoke,Lonoke City Ward 1,U.S. Senate,,DEM,Natalie James,51,0,1,50
Lonoke,Lonoke City Ward 2,U.S. Senate,,DEM,Natalie James,42,0,0,42
Lonoke,Lonoke City Ward 3,U.S. Senate,,DEM,Natalie James,31,0,1,30
Lonoke,Lonoke City Ward 4,U.S. Senate,,DEM,Natalie James,44,0,2,42
Lonoke,Lonoke TWP,U.S. Senate,,DEM,Natalie James,78,0,1,77
Lonoke,Magness TWP,U.S. Senate,,DEM,Natalie James,116,0,2,114
Lonoke,Oak Grove TWP,U.S. Senate,,DEM,Natalie James,217,0,8,209
Lonoke,Pettus TWP,U.S. Senate,,DEM,Natalie James,8,0,0,8
Lonoke,Prairie TWP,U.S. Senate,,DEM,Natalie James,23,0,0,23
Lonoke,Pulaski TWP,U.S. Senate,,DEM,Natalie James,99,0,0,99
Lonoke,Richwood TWP,U.S. Senate,,DEM,Natalie James,5,0,0,5
Lonoke,Totten TWP,U.S. Senate,,DEM,Natalie James,11,0,0,11
Lonoke,Walls TWP,U.S. Senate,,DEM,Natalie James,3,0,0,3
Lonoke,Ward City Ward 1,U.S. Senate,,DEM,Natalie James,98,0,0,98
Lonoke,Ward City Ward 2,U.S. Senate,,DEM,Natalie James,98,0,2,96
Lonoke,Ward City Ward 3,U.S. Senate,,DEM,Natalie James,93,0,0,93
Lonoke,Ward TWP,U.S. Senate,,DEM,Natalie James,58,0,2,56
Lonoke,Williams TWP,U.S. Senate,,DEM,Natalie James,64,0,3,61
Lonoke,Lonoke City Ward 5,U.S. Senate,,DEM,Natalie James,86,0,1,85
Lonoke,Lonoke City Ward 6,U.S. Senate,,DEM,Natalie James,102,0,4,98
Lonoke,Lonoke City Ward 7,U.S. Senate,,DEM,Natalie James,64,0,1,63
Lonoke,Lonoke City Ward 8,U.S. Senate,,DEM,Natalie James,64,0,1,63
Lonoke,Allport City,U.S. Senate,,REP,Senator John Boozman,2,0,2,0
Lonoke,Caroline TWP,U.S. Senate,,REP,Senator John Boozman,715,0,5,710
Lonoke,Austin City,U.S. Senate,,REP,Senator John Boozman,703,0,4,699
Lonoke,Butler TWP,U.S. Senate,,REP,Senator John Boozman,767,0,6,761
Lonoke,Cabot City Ward 1,U.S. Senate,,REP,Senator John Boozman,965,0,16,949
Lonoke,Cabot City Ward 2,U.S. Senate,,REP,Senator John Boozman,2017,0,29,1988
Lonoke,Cabot City Ward 3,U.S. Senate,,REP,Senator John Boozman,1462,0,11,1451
Lonoke,Cabot City Ward 4,U.S. Senate,,REP,Senator John Boozman,1124,0,14,1110
Lonoke,York TWP,U.S. Senate,,REP,Senator John Boozman,409,0,8,401
Lonoke,Carlisle City Ward 1,U.S. Senate,,REP,Senator John Boozman,283,0,3,280
Lonoke,Carlisle City Ward 2,U.S. Senate,,REP,Senator John Boozman,99,0,3,96
Lonoke,Carlisle City Ward 3,U.S. Senate,,REP,Senator John Boozman,145,0,4,141
Lonoke,Carlisle TWP,U.S. Senate,,REP,Senator John Boozman,92,0,0,92
Lonoke,Cleveland TWP,U.S. Senate,,REP,Senator John Boozman,75,0,1,74
Lonoke,Dortch TWP,U.S. Senate,,REP,Senator John Boozman,49,0,1,48
Lonoke,Eagle TWP,U.S. Senate,,REP,Senator John Boozman,705,0,6,699
Lonoke,England City Ward 1,U.S. Senate,,REP,Senator John Boozman,209,0,2,207
Lonoke,England City Ward 2,U.S. Senate,,REP,Senator John Boozman,150,0,1,149
Lonoke,England City Ward 3,U.S. Senate,,REP,Senator John Boozman,44,0,0,44
Lonoke,England City Ward 4,U.S. Senate,,REP,Senator John Boozman,77,0,0,77
Lonoke,Fletcher TWP,U.S. Senate,,REP,Senator John Boozman,44,0,0,44
Lonoke,Furlow TWP,U.S. Senate,,REP,Senator John Boozman,213,0,5,208
Lonoke,Goodrum TWP,U.S. Senate,,REP,Senator John Boozman,776,0,2,774
Lonoke,Gray TWP,U.S. Senate,,REP,Senator John Boozman,646,0,4,642
Lonoke,Gumwood TWP,U.S. Senate,,REP,Senator John Boozman,55,0,0,55
Lonoke,Hamilton TWP,U.S. Senate,,REP,Senator John Boozman,41,0,0,41
Lonoke,Crooked Creek TWP,U.S. Senate,,REP,Senator John Boozman,86,0,0,86
Lonoke,Humnoke City,U.S. Senate,,REP,Senator John Boozman,87,0,0,87
Lonoke,Indian Bayou TWP,U.S. Senate,,REP,Senator John Boozman,41,0,0,41
Lonoke,Coy City,U.S. Senate,,REP,Senator John Boozman,21,0,0,21
Lonoke,Isbell TWP,U.S. Senate,,REP,Senator John Boozman,41,0,0,41
Lonoke,Lafayette TWP,U.S. Senate,,REP,Senator John Boozman,26,0,1,25
Lonoke,Keo City,U.S. Senate,,REP,Senator John Boozman,58,0,0,58
Lonoke,Lonoke City Ward 1,U.S. Senate,,REP,Senator John Boozman,113,0,2,111
Lonoke,Lonoke City Ward 2,U.S. Senate,,REP,Senator John Boozman,132,0,0,132
Lonoke,Lonoke City Ward 3,U.S. Senate,,REP,Senator John Boozman,51,0,0,51
Lonoke,Lonoke City Ward 4,U.S. Senate,,REP,Senator John Boozman,87,0,0,87
Lonoke,Lonoke TWP,U.S. Senate,,REP,Senator John Boozman,254,0,1,253
Lonoke,Magness TWP,U.S. Senate,,REP,Senator John Boozman,583,0,7,576
Lonoke,Oak Grove TWP,U.S. Senate,,REP,Senator John Boozman,1316,0,12,1304
Lonoke,Pettus TWP,U.S. Senate,,REP,Senator John Boozman,27,0,0,27
Lonoke,Prairie TWP,U.S. Senate,,REP,Senator John Boozman,143,0,0,143
Lonoke,Pulaski TWP,U.S. Senate,,REP,Senator John Boozman,36,0,0,36
Lonoke,Richwood TWP,U.S. Senate,,REP,Senator John Boozman,20,0,0,20
Lonoke,Totten TWP,U.S. Senate,,REP,Senator John Boozman,124,0,1,123
Lonoke,Walls TWP,U.S. Senate,,REP,Senator John Boozman,6,0,0,6
Lonoke,Ward City Ward 1,U.S. Senate,,REP,Senator John Boozman,336,0,0,336
Lonoke,Ward City Ward 2,U.S. Senate,,REP,Senator John Boozman,317,0,2,315
Lonoke,Ward City Ward 3,U.S. Senate,,REP,Senator John Boozman,342,0,2,340
Lonoke,Ward TWP,U.S. Senate,,REP,Senator John Boozman,354,0,4,350
Lonoke,Williams TWP,U.S. Senate,,REP,Senator John Boozman,148,0,3,145
Lonoke,Lonoke City Ward 5,U.S. Senate,,REP,Senator John Boozman,58,0,0,58
Lonoke,Lonoke City Ward 6,U.S. Senate,,REP,Senator John Boozman,28,0,0,28
Lonoke,Lonoke City Ward 7,U.S. Senate,,REP,Senator John Boozman,115,0,2,113
Lonoke,Lonoke City Ward 8,U.S. Senate,,REP,Senator John Boozman,190,0,2,188
Lonoke,Allport City,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lonoke,Caroline TWP,U.S. Senate,,LIB,Kenneth Cates,34,0,1,33
Lonoke,Austin City,U.S. Senate,,LIB,Kenneth Cates,42,0,0,42
Lonoke,Butler TWP,U.S. Senate,,LIB,Kenneth Cates,33,0,0,33
Lonoke,Cabot City Ward 1,U.S. Senate,,LIB,Kenneth Cates,80,0,4,76
Lonoke,Cabot City Ward 2,U.S. Senate,,LIB,Kenneth Cates,92,0,2,90
Lonoke,Cabot City Ward 3,U.S. Senate,,LIB,Kenneth Cates,78,0,0,78
Lonoke,Cabot City Ward 4,U.S. Senate,,LIB,Kenneth Cates,69,0,0,69
Lonoke,York TWP,U.S. Senate,,LIB,Kenneth Cates,13,0,0,13
Lonoke,Carlisle City Ward 1,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Lonoke,Carlisle City Ward 2,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Lonoke,Carlisle City Ward 3,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Lonoke,Carlisle TWP,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lonoke,Cleveland TWP,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lonoke,Dortch TWP,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lonoke,Eagle TWP,U.S. Senate,,LIB,Kenneth Cates,29,0,0,29
Lonoke,England City Ward 1,U.S. Senate,,LIB,Kenneth Cates,4,0,0,4
Lonoke,England City Ward 2,U.S. Senate,,LIB,Kenneth Cates,4,0,0,4
Lonoke,England City Ward 3,U.S. Senate,,LIB,Kenneth Cates,13,0,0,13
Lonoke,England City Ward 4,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lonoke,Fletcher TWP,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Lonoke,Furlow TWP,U.S. Senate,,LIB,Kenneth Cates,13,0,0,13
Lonoke,Goodrum TWP,U.S. Senate,,LIB,Kenneth Cates,36,0,0,36
Lonoke,Gray TWP,U.S. Senate,,LIB,Kenneth Cates,23,0,0,23
Lonoke,Gumwood TWP,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lonoke,Hamilton TWP,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lonoke,Crooked Creek TWP,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lonoke,Humnoke City,U.S. Senate,,LIB,Kenneth Cates,6,0,0,6
Lonoke,Indian Bayou TWP,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lonoke,Coy City,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lonoke,Isbell TWP,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Lonoke,Lafayette TWP,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lonoke,Keo City,U.S. Senate,,LIB,Kenneth Cates,6,0,0,6
Lonoke,Lonoke City Ward 1,U.S. Senate,,LIB,Kenneth Cates,6,0,0,6
Lonoke,Lonoke City Ward 2,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Lonoke,Lonoke City Ward 3,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lonoke,Lonoke City Ward 4,U.S. Senate,,LIB,Kenneth Cates,8,0,0,8
Lonoke,Lonoke TWP,U.S. Senate,,LIB,Kenneth Cates,6,0,0,6
Lonoke,Magness TWP,U.S. Senate,,LIB,Kenneth Cates,23,0,0,23
Lonoke,Oak Grove TWP,U.S. Senate,,LIB,Kenneth Cates,67,0,1,66
Lonoke,Pettus TWP,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Lonoke,Prairie TWP,U.S. Senate,,LIB,Kenneth Cates,4,0,0,4
Lonoke,Pulaski TWP,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lonoke,Richwood TWP,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lonoke,Totten TWP,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Lonoke,Walls TWP,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Lonoke,Ward City Ward 1,U.S. Senate,,LIB,Kenneth Cates,23,0,0,23
Lonoke,Ward City Ward 2,U.S. Senate,,LIB,Kenneth Cates,28,0,0,28
Lonoke,Ward City Ward 3,U.S. Senate,,LIB,Kenneth Cates,30,0,0,30
Lonoke,Ward TWP,U.S. Senate,,LIB,Kenneth Cates,21,0,0,21
Lonoke,Williams TWP,U.S. Senate,,LIB,Kenneth Cates,6,0,0,6
Lonoke,Lonoke City Ward 5,U.S. Senate,,LIB,Kenneth Cates,5,0,0,5
Lonoke,Lonoke City Ward 6,U.S. Senate,,LIB,Kenneth Cates,5,0,1,4
Lonoke,Lonoke City Ward 7,U.S. Senate,,LIB,Kenneth Cates,3,0,0,3
Lonoke,Lonoke City Ward 8,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Lonoke,Allport City,U.S. Congress District 01,,DEM,Representative Monte Hodges,22,0,0,22
Lonoke,Caroline TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,133,0,3,130
Lonoke,Austin City,U.S. Congress District 01,,DEM,Representative Monte Hodges,181,0,0,181
Lonoke,Butler TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,116,0,1,115
Lonoke,Cabot City Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,346,0,14,332
Lonoke,Cabot City Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,502,0,18,484
Lonoke,Cabot City Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,389,0,15,374
Lonoke,Cabot City Ward 4,U.S. Congress District 01,,DEM,Representative Monte Hodges,352,0,11,341
Lonoke,York TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,88,0,1,87
Lonoke,Carlisle City Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,60,0,0,60
Lonoke,Carlisle City Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,57,0,3,54
Lonoke,Carlisle City Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,43,0,1,42
Lonoke,Carlisle TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,14,0,0,14
Lonoke,Cleveland TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,13,0,1,12
Lonoke,Dortch TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,16,0,2,14
Lonoke,Eagle TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,102,0,2,100
Lonoke,England City Ward 1,U.S. Congress District 01,,DEM,Representative Monte Hodges,39,0,0,39
Lonoke,England City Ward 2,U.S. Congress District 01,,DEM,Representative Monte Hodges,52,0,1,51
Lonoke,England City Ward 3,U.S. Congress District 01,,DEM,Representative Monte Hodges,150,0,3,147
Lonoke,England City Ward 4,U.S. Congress District 01,,DEM,Representative Monte Hodges,58,0,3,55
Lonoke,Fletcher TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,6,0,0,6
Lonoke,Furlow TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,70,0,2,68
Lonoke,Goodrum TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,105,0,0,105
Lonoke,Gray TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,204,0,5,199
Lonoke,Gumwood TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,6,0,0,6
Lonoke,Hamilton TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,1,0,0,1
Lonoke,Crooked Creek TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,9,0,0,9
Lonoke,Humnoke City,U.S. Congress District 01,,DEM,Representative Monte Hodges,6,0,0,6
Lonoke,Indian Bayou TWP,U.S. Congress District 01,,DEM,Representative Monte Hodges,5,0,0,5
