county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Saline,Precinct 01,U.S. President,,REP,Bill Weld,11,0,3,8
Saline,Precinct 02,U.S. President,,REP,Bill Weld,11,0,8,3
Saline,Precinct 03,U.S. President,,REP,Bill Weld,10,0,7,3
Saline,Precinct 04,U.S. President,,REP,Bill Weld,4,0,2,2
Saline,Precinct 05,U.S. President,,REP,Bill Weld,11,0,8,3
Saline,Precinct 06,U.S. President,,REP,Bill Weld,9,0,6,3
Saline,Precinct 07,U.S. President,,REP,Bill Weld,5,1,0,4
Saline,Precinct 08,U.S. President,,REP,Bill Weld,1,0,1,0
Saline,Precinct 09,U.S. President,,REP,Bill Weld,4,0,3,1
Saline,Precinct 10,U.S. President,,REP,Bill Weld,14,0,10,4
Saline,Precinct 11,U.S. President,,REP,Bill Weld,23,0,17,6
Saline,Precinct 12,U.S. President,,REP,Bill Weld,10,0,8,2
Saline,Precinct 13,U.S. President,,REP,Bill Weld,22,0,14,8
Saline,Precinct 14,U.S. President,,REP,Bill Weld,8,0,2,6
Saline,Precinct 15,U.S. President,,REP,Bill Weld,10,1,8,1
Saline,Precinct 16,U.S. President,,REP,Bill Weld,8,0,6,2
Saline,Precinct 17,U.S. President,,REP,Bill Weld,11,0,5,6
Saline,Precinct 18,U.S. President,,REP,Bill Weld,1,0,1,0
Saline,Precinct 19,U.S. President,,REP,Bill Weld,2,0,0,2
Saline,Precinct 20,U.S. President,,REP,Bill Weld,6,0,3,3
Saline,Precinct 21,U.S. President,,REP,Bill Weld,2,0,1,1
Saline,Precinct 22,U.S. President,,REP,Bill Weld,6,0,1,5
Saline,Precinct 23,U.S. President,,REP,Bill Weld,1,0,0,1
Saline,Precinct 24,U.S. President,,REP,Bill Weld,6,0,2,4
Saline,Precinct 25,U.S. President,,REP,Bill Weld,7,0,3,4
Saline,Precinct 26,U.S. President,,REP,Bill Weld,3,0,2,1
Saline,Precinct 27,U.S. President,,REP,Bill Weld,10,0,6,4
Saline,Precinct 28,U.S. President,,REP,Bill Weld,6,0,2,4
Saline,Precinct 29,U.S. President,,REP,Bill Weld,2,0,2,0
Saline,Precinct 30,U.S. President,,REP,Bill Weld,0,0,0,0
Saline,Precinct 31,U.S. President,,REP,Bill Weld,10,0,4,6
Saline,Precinct 32,U.S. President,,REP,Bill Weld,5,0,1,4
Saline,Precinct 33,U.S. President,,REP,Bill Weld,3,0,2,1
Saline,Precinct 34,U.S. President,,REP,Bill Weld,1,0,0,1
Saline,Precinct 35,U.S. President,,REP,Bill Weld,15,1,6,8
Saline,Precinct 36,U.S. President,,REP,Bill Weld,2,0,2,0
Saline,Precinct 37,U.S. President,,REP,Bill Weld,8,0,2,6
Saline,Precinct 38,U.S. President,,REP,Bill Weld,7,0,5,2
Saline,Precinct 39,U.S. President,,REP,Bill Weld,3,0,2,1
Saline,Precinct 40,U.S. President,,REP,Bill Weld,7,0,3,4
Saline,Precinct 41,U.S. President,,REP,Bill Weld,6,0,4,2
Saline,Precinct 42,U.S. President,,REP,Bill Weld,5,0,3,2
Saline,Precinct 01,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Saline,Precinct 02,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,0,2,3
Saline,Precinct 03,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0
Saline,Precinct 04,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Saline,Precinct 05,U.S. President,,REP,Roque 'Rocky' De La Fuente,9,0,7,2
Saline,Precinct 06,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,0,3,2
Saline,Precinct 07,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0
Saline,Precinct 08,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,2,0
Saline,Precinct 09,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0
Saline,Precinct 10,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Saline,Precinct 11,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,0,2,3
Saline,Precinct 12,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,3,0
Saline,Precinct 13,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,0,1,3
Saline,Precinct 14,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,1
Saline,Precinct 15,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,0,1,3
Saline,Precinct 16,U.S. President,,REP,Roque 'Rocky' De La Fuente,7,0,3,4
Saline,Precinct 17,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,0,4,0
Saline,Precinct 18,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Saline,Precinct 19,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Saline,Precinct 20,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0
Saline,Precinct 21,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Saline,Precinct 22,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Saline,Precinct 23,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Saline,Precinct 24,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,1,2
Saline,Precinct 25,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Saline,Precinct 26,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,0,3
Saline,Precinct 27,U.S. President,,REP,Roque 'Rocky' De La Fuente,8,0,6,2
Saline,Precinct 28,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Saline,Precinct 29,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Saline,Precinct 30,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Saline,Precinct 31,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,0,2,2
Saline,Precinct 32,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,2,1
Saline,Precinct 33,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Saline,Precinct 34,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Saline,Precinct 35,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,1,2
