county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Faulkner,01.01 4A,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,02 4B,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,1,0
Faulkner,03.01 4E,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,0,3,1,0
Faulkner,04.01 4D,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,05 4F,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,2,1,0
Faulkner,06.01 2B,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,0,3,0
Faulkner,07 2A,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,08 3B,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0,0
Faulkner,09 3C-E,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,2,0,0
Faulkner,10 3A,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,0,3,2,0
Faulkner,11.01 4C,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,12.01 ECadA,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,13 ECadB,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0,0
Faulkner,14 WCad,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,1,0
Faulkner,15 Benedict,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0,0
Faulkner,16 Benton,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,17 Bristol,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,18 CA,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0,0
Faulkner,19 Clifton,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,21 Vilonia City,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,1,0
Faulkner,22 Cypress,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0
Faulkner,23 Danley Rural,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,24 Danley City,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,2,0,0
Faulkner,25 Eagle,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,1,0
Faulkner,26 East Fork,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,1,0
Faulkner,27 Enola,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Faulkner,28 Hardin Rural,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
