county,precinct,office,district,party,candidate,votes,election_day_paper,absentee,election_day,early_vote,early_vote_paper
Scott,BLACKFORK,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Scott,BLANSETT,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Scott,BRAWLEY,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Bernie Sanders,3,0,1,2,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Bernie Sanders,2,1,0,1,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Bernie Sanders,7,1,0,4,1,1
Scott,HICKMAN WARD 3,U.S. President,,DEM,Bernie Sanders,2,0,0,0,2,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Bernie Sanders,3,0,0,3,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Scott,HON,U.S. President,,DEM,Bernie Sanders,3,0,0,3,0,0
Scott,HUNT,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Scott,JAMES,U.S. President,,DEM,Bernie Sanders,1,1,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Bernie Sanders,3,0,0,3,0,0
Scott,LAMB,U.S. President,,DEM,Bernie Sanders,3,1,0,2,0,0
Scott,LAFAVE,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Bernie Sanders,9,3,0,4,1,1
Scott,LEWIS WARD 2,U.S. President,,DEM,Bernie Sanders,3,0,0,3,0,0
Scott,MILL CREEK,U.S. President,,DEM,Bernie Sanders,1,0,0,0,1,0
Scott,MOUNTAIN,U.S. President,,DEM,Bernie Sanders,2,1,0,1,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Bernie Sanders,2,1,0,1,0,0
Scott,PARKS,U.S. President,,DEM,Bernie Sanders,6,0,1,4,1,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,HON,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,JAMES,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Steve Bullock,1,0,0,0,1,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,HON,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Steve Bullock,1,0,0,1,0,0
Scott,JAMES,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Steve Bullock,1,0,0,0,1,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Steve Bullock,1,1,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,HON,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,JAMES,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Elizabeth Warren,1,0,0,0,1,0
Scott,BRAWLEY,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Elizabeth Warren,1,0,0,0,0,1
Scott,HICKMAN WARD 2,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Elizabeth Warren,1,0,0,0,1,0
Scott,HON,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Elizabeth Warren,3,1,0,2,0,0
Scott,JAMES,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
