county,precinct,office,district,party,candidate,votes,election_day_paper,absentee,election_day,early_vote,early_vote_paper
Scott,LAMB,U.S. President,,DEM,Elizabeth Warren,1,0,0,0,1,0
Scott,LAFAVE,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Elizabeth Warren,2,0,0,2,0,0
Scott,MILL CREEK,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Elizabeth Warren,1,1,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,HON,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,JAMES,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,John K. Delaney,1,0,0,1,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Joe Sestak,1,1,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,HON,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,JAMES,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Amy Klobuchar,2,0,1,0,1,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Amy Klobuchar,4,2,0,0,1,1
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Amy Klobuchar,2,0,0,0,2,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1,0
Scott,HON,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,JAMES,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Amy Klobuchar,1,0,1,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1,0
Scott,MOUNTAIN,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,0,1
Scott,PARKS,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Tom Steyer,1,0,0,1,0,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Tom Steyer,1,0,0,0,1,0
Scott,HON,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Tom Steyer,1,0,0,0,1,0
Scott,JAMES,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Tom Steyer,1,0,0,0,1,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,HON,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,JAMES,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Scott,BLACKFORK,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,CEDAR CREEK,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,HICKMAN WARD 2,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,HICKMAN WARD 3,U.S. President,,DEM,Tulsi Gabbard,2,0,0,0,2,0
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Tulsi Gabbard,2,0,0,2,0,0
Scott,HON,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,HUNT,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,JAMES,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,LAMB,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,LAFAVE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Tulsi Gabbard,1,0,0,0,1,0
Scott,LEWIS WARD 2,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,MILL CREEK,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,MOUNTAIN,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,MOUNT PLEASANT,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,PARKS,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0,0
Scott,TOMLINSON/TATE,U.S. President,,DEM,Tulsi Gabbard,1,0,0,1,0,0
Scott,BLACKFORK,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0
Scott,BLANSETT,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0
Scott,BRAWLEY,U.S. President,,DEM,Michael R. Bloomberg,2,0,0,1,0,1
Scott,CAUTHRON/OLIVER,U.S. President,,DEM,Michael R. Bloomberg,6,0,0,2,4,0
Scott,CEDAR CREEK,U.S. President,,DEM,Michael R. Bloomberg,3,0,0,2,1,0
Scott,COAL/LAFAYETTE,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0
Scott,DENTON,U.S. President,,DEM,Michael R. Bloomberg,2,1,0,0,1,0
Scott,HICKMAN WARD 1,U.S. President,,DEM,Michael R. Bloomberg,5,0,0,2,2,1
Scott,HICKMAN WARD 2,U.S. President,,DEM,Michael R. Bloomberg,11,3,0,4,1,3
Scott,HICKMAN WARD 3,U.S. President,,DEM,Michael R. Bloomberg,6,0,0,2,1,3
Scott,HICKMAN RURAL EAST,U.S. President,,DEM,Michael R. Bloomberg,7,3,0,0,4,0
Scott,HICKMAN RURAL WEST,U.S. President,,DEM,Michael R. Bloomberg,6,0,0,2,2,2
Scott,HON,U.S. President,,DEM,Michael R. Bloomberg,3,1,0,2,0,0
Scott,HUNT,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,1,0,0
Scott,JAMES,U.S. President,,DEM,Michael R. Bloomberg,2,2,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0
Scott,KEENER,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,1,0,0
Scott,LAMB,U.S. President,,DEM,Michael R. Bloomberg,2,0,0,2,0,0
Scott,LAFAVE,U.S. President,,DEM,Michael R. Bloomberg,1,1,0,0,0,0
Scott,LEWIS WARD 1,U.S. President,,DEM,Michael R. Bloomberg,1,1,0,0,0,0
