county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Poinsett,Bolivar Scott & Greenfield,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Poinsett,West Prairie & Dobson,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Poinsett,Greenfield - Buffalo Lick,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Poinsett,Greenwood & Rivervale,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Poinsett,Little River & Payneway,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Poinsett,Owen - Fisher,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Poinsett,Owen - Waldenburg,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Poinsett,Tyronza,U.S. President,,DEM,Joe Sestak,1,0,1,0,0
Poinsett,Willis & Lunsford,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Poinsett,Bolivar Scott & Greenfield,U.S. President,,DEM,John K. Delaney,1,0,1,0,0
Poinsett,West Prairie & Dobson,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Poinsett,Greenfield - Buffalo Lick,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Poinsett,Greenwood & Rivervale,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Poinsett,Little River & Payneway,U.S. President,,DEM,John K. Delaney,2,0,2,0,0
Poinsett,Owen - Fisher,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Poinsett,Owen - Waldenburg,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Poinsett,Tyronza,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Poinsett,Willis & Lunsford,U.S. President,,DEM,John K. Delaney,1,0,1,0,0
Poinsett,Bolivar Scott & Greenfield,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Poinsett,West Prairie & Dobson,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Poinsett,Greenfield - Buffalo Lick,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Poinsett,Greenwood & Rivervale,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Poinsett,Little River & Payneway,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Poinsett,Owen - Fisher,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Poinsett,Owen - Waldenburg,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Poinsett,Tyronza,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Poinsett,Willis & Lunsford,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Poinsett,Bolivar Scott & Greenfield,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,West Prairie & Dobson,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,Greenfield - Buffalo Lick,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,Greenwood & Rivervale,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,Little River & Payneway,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,Owen - Fisher,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,Owen - Waldenburg,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,Tyronza,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Poinsett,Willis & Lunsford,U.S. President,,DEM,Julian Castro,2,0,1,1,0
Poinsett,Bolivar Scott & Greenfield,U.S. President,,DEM,Pete Buttigieg,2,0,1,1,0
Poinsett,West Prairie & Dobson,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Poinsett,Greenfield - Buffalo Lick,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Poinsett,Greenwood & Rivervale,U.S. President,,DEM,Pete Buttigieg,3,0,2,1,0
Poinsett,Little River & Payneway,U.S. President,,DEM,Pete Buttigieg,2,0,0,2,0
Poinsett,Owen - Fisher,U.S. President,,DEM,Pete Buttigieg,1,0,0,1,0
Poinsett,Owen - Waldenburg,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Poinsett,Tyronza,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Poinsett,Willis & Lunsford,U.S. President,,DEM,Pete Buttigieg,2,0,0,2,0
Poinsett,Bolivar Scott & Greenfield,U.S. President,,DEM,Joseph R. Biden,94,1,63,30,0
Poinsett,West Prairie & Dobson,U.S. President,,DEM,Joseph R. Biden,27,0,27,0,0
Poinsett,Greenfield - Buffalo Lick,U.S. President,,DEM,Joseph R. Biden,10,0,6,4,0
Poinsett,Greenwood & Rivervale,U.S. President,,DEM,Joseph R. Biden,48,0,45,3,0
Poinsett,Little River & Payneway,U.S. President,,DEM,Joseph R. Biden,65,2,59,4,0
Poinsett,Owen - Fisher,U.S. President,,DEM,Joseph R. Biden,2,0,2,0,0
Poinsett,Owen - Waldenburg,U.S. President,,DEM,Joseph R. Biden,8,0,8,0,0
Poinsett,Tyronza,U.S. President,,DEM,Joseph R. Biden,12,0,12,0,0
Poinsett,Willis & Lunsford,U.S. President,,DEM,Joseph R. Biden,127,0,117,10,0
Poinsett,Bolivar Scott & Greenfield,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Poinsett,West Prairie & Dobson,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Poinsett,Greenfield - Buffalo Lick,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
