county,precinct,absentee,early_voting,election_day,provisional,votes,candidate,party,office,district
Grant,Davis,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Fenter,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Franklin,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Madison,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Merry Green 1,0,1,0,0,1,Michael Bennet,DEM,President,
Grant,Merry Green 2,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,River,0,0,2,0,2,Michael Bennet,DEM,President,
Grant,Simpson 1,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Tennessee,0,1,0,0,1,Michael Bennet,DEM,President,
Grant,Ward 1,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Ward 2,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Ward 3,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Washington,0,0,0,0,0,Michael Bennet,DEM,President,
Grant,Calvert,0,1,0,0,1,Tulsi Gabbard,DEM,President,
Grant,Darysaw,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Davis,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,DeKalb 1,0,0,1,0,1,Tulsi Gabbard,DEM,President,
Grant,DeKalb 2,0,0,1,0,1,Tulsi Gabbard,DEM,President,
Grant,Fenter,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Franklin,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Madison,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Merry Green 1,0,1,0,0,1,Tulsi Gabbard,DEM,President,
Grant,Merry Green 2,0,1,0,0,1,Tulsi Gabbard,DEM,President,
Grant,River,0,0,1,0,1,Tulsi Gabbard,DEM,President,
Grant,Simpson 1,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Simpson 2,0,1,0,0,1,Tulsi Gabbard,DEM,President,
Grant,Tennessee,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Ward 1,0,1,1,0,2,Tulsi Gabbard,DEM,President,
Grant,Ward 2,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Ward 3,0,0,0,0,0,Tulsi Gabbard,DEM,President,
Grant,Washington,0,1,0,0,1,Tulsi Gabbard,DEM,President,
Grant,Calvert,0,1,0,0,1,Tom Steyer,DEM,President,
Grant,Darysaw,0,0,0,0,0,Tom Steyer,DEM,President,
Grant,Davis,0,1,0,0,1,Tom Steyer,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Tom Steyer,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Tom Steyer,DEM,President,
Grant,Fenter,0,1,1,0,2,Tom Steyer,DEM,President,
Grant,Franklin,0,0,0,0,0,Tom Steyer,DEM,President,
Grant,Madison,0,2,0,0,2,Tom Steyer,DEM,President,
Grant,Merry Green 1,0,1,1,0,2,Tom Steyer,DEM,President,
Grant,Merry Green 2,0,1,0,0,1,Tom Steyer,DEM,President,
Grant,River,0,2,1,0,3,Tom Steyer,DEM,President,
Grant,Simpson 1,0,1,0,0,1,Tom Steyer,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Tom Steyer,DEM,President,
Grant,Tennessee,0,0,0,0,0,Tom Steyer,DEM,President,
Grant,Ward 1,0,1,0,0,1,Tom Steyer,DEM,President,
Grant,Ward 2,0,1,0,0,1,Tom Steyer,DEM,President,
Grant,Ward 3,0,0,0,0,0,Tom Steyer,DEM,President,
Grant,Washington,0,0,1,0,1,Tom Steyer,DEM,President,
Grant,Calvert,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Darysaw,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Davis,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Fenter,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Franklin,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Madison,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Merry Green 1,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Merry Green 2,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,River,0,1,0,0,1,John K. Delaney,DEM,President,
Grant,Simpson 1,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Simpson 2,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Tennessee,0,0,1,0,1,John K. Delaney,DEM,President,
Grant,Ward 1,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Ward 2,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Ward 3,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Washington,0,0,0,0,0,John K. Delaney,DEM,President,
Grant,Calvert,0,6,1,0,7,Amy Klobuchar,DEM,President,
Grant,Darysaw,0,0,1,0,1,Amy Klobuchar,DEM,President,
Grant,Davis,0,3,0,0,3,Amy Klobuchar,DEM,President,
Grant,DeKalb 1,0,0,1,0,1,Amy Klobuchar,DEM,President,
Grant,DeKalb 2,0,1,0,0,1,Amy Klobuchar,DEM,President,
Grant,Fenter,0,0,1,0,1,Amy Klobuchar,DEM,President,
Grant,Franklin,0,0,0,0,0,Amy Klobuchar,DEM,President,
Grant,Madison,0,1,0,0,1,Amy Klobuchar,DEM,President,
Grant,Merry Green 1,0,4,0,0,4,Amy Klobuchar,DEM,President,
Grant,Merry Green 2,0,3,0,0,3,Amy Klobuchar,DEM,President,
Grant,River,0,1,1,0,2,Amy Klobuchar,DEM,President,
Grant,Simpson 1,0,1,1,0,2,Amy Klobuchar,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Amy Klobuchar,DEM,President,
Grant,Tennessee,0,0,1,0,1,Amy Klobuchar,DEM,President,
Grant,Ward 1,1,8,0,0,9,Amy Klobuchar,DEM,President,
Grant,Ward 2,0,5,0,0,5,Amy Klobuchar,DEM,President,
Grant,Ward 3,0,7,1,0,8,Amy Klobuchar,DEM,President,
Grant,Washington,0,5,1,0,6,Amy Klobuchar,DEM,President,
Grant,Calvert,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Darysaw,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Davis,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Fenter,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Franklin,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Madison,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Merry Green 1,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Merry Green 2,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,River,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Simpson 1,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Simpson 2,0,2,0,0,2,Mosie Boyd,DEM,President,
Grant,Tennessee,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Ward 1,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Ward 2,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Ward 3,0,0,0,0,0,Mosie Boyd,DEM,President,
Grant,Washington,0,1,0,0,1,Mosie Boyd,DEM,President,
Grant,Calvert,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Darysaw,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Davis,0,0,0,0,0,Cory Booker,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Cory Booker,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Fenter,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Franklin,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Madison,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Merry Green 1,0,0,1,0,1,Cory Booker,DEM,President,
Grant,Merry Green 2,0,1,0,0,1,Cory Booker,DEM,President,
Grant,River,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Simpson 1,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Tennessee,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Ward 1,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Ward 2,0,1,0,0,1,Cory Booker,DEM,President,
Grant,Ward 3,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Washington,0,0,0,0,0,Cory Booker,DEM,President,
Grant,Calvert,0,4,0,0,4,Pete Buttigieg,DEM,President,
Grant,Darysaw,0,0,0,0,0,Pete Buttigieg,DEM,President,
Grant,Davis,0,2,0,0,2,Pete Buttigieg,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Pete Buttigieg,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Pete Buttigieg,DEM,President,
Grant,Fenter,0,1,0,0,1,Pete Buttigieg,DEM,President,
Grant,Franklin,0,1,1,0,2,Pete Buttigieg,DEM,President,
Grant,Madison,0,3,0,0,3,Pete Buttigieg,DEM,President,
Grant,Merry Green 1,0,6,1,0,7,Pete Buttigieg,DEM,President,
Grant,Merry Green 2,0,5,0,0,5,Pete Buttigieg,DEM,President,
Grant,River,0,1,0,0,1,Pete Buttigieg,DEM,President,
Grant,Simpson 1,0,1,0,0,1,Pete Buttigieg,DEM,President,
Grant,Simpson 2,0,3,0,0,3,Pete Buttigieg,DEM,President,
Grant,Tennessee,0,1,0,0,1,Pete Buttigieg,DEM,President,
Grant,Ward 1,0,8,0,0,8,Pete Buttigieg,DEM,President,
Grant,Ward 2,0,8,0,0,8,Pete Buttigieg,DEM,President,
Grant,Ward 3,0,6,0,0,6,Pete Buttigieg,DEM,President,
Grant,Washington,0,1,1,0,2,Pete Buttigieg,DEM,President,
Grant,Calvert,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Darysaw,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Davis,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Fenter,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Franklin,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Madison,0,0,1,0,1,Kamala Harris,DEM,President,
Grant,Merry Green 1,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Merry Green 2,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,River,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Simpson 1,0,0,1,0,1,Kamala Harris,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Tennessee,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Ward 1,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Ward 2,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Ward 3,0,0,1,0,1,Kamala Harris,DEM,President,
Grant,Washington,0,0,0,0,0,Kamala Harris,DEM,President,
Grant,Calvert,0,1,7,0,8,Michael R. Bloomberg,DEM,President,
Grant,Darysaw,1,3,8,0,12,Michael R. Bloomberg,DEM,President,
Grant,Davis,0,1,0,0,1,Michael R. Bloomberg,DEM,President,
Grant,DeKalb 1,0,2,1,0,3,Michael R. Bloomberg,DEM,President,
Grant,DeKalb 2,0,0,5,0,5,Michael R. Bloomberg,DEM,President,
Grant,Fenter,0,2,4,0,6,Michael R. Bloomberg,DEM,President,
Grant,Franklin,0,0,3,0,3,Michael R. Bloomberg,DEM,President,
Grant,Madison,0,1,4,0,5,Michael R. Bloomberg,DEM,President,
Grant,Merry Green 1,1,5,3,0,9,Michael R. Bloomberg,DEM,President,
Grant,Merry Green 2,0,8,2,0,10,Michael R. Bloomberg,DEM,President,
Grant,River,0,5,20,0,25,Michael R. Bloomberg,DEM,President,
Grant,Simpson 1,0,3,8,0,11,Michael R. Bloomberg,DEM,President,
Grant,Simpson 2,0,0,3,0,3,Michael R. Bloomberg,DEM,President,
Grant,Tennessee,0,0,5,0,5,Michael R. Bloomberg,DEM,President,
Grant,Ward 1,0,13,6,0,19,Michael R. Bloomberg,DEM,President,
Grant,Ward 2,0,22,9,0,31,Michael R. Bloomberg,DEM,President,
Grant,Ward 3,0,10,3,0,13,Michael R. Bloomberg,DEM,President,
Grant,Washington,0,11,11,0,22,Michael R. Bloomberg,DEM,President,
Grant,Calvert,0,4,11,0,15,Bernie Sanders,DEM,President,
Grant,Darysaw,0,10,1,0,11,Bernie Sanders,DEM,President,
Grant,Davis,0,1,1,0,2,Bernie Sanders,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Bernie Sanders,DEM,President,
Grant,DeKalb 2,0,0,5,0,5,Bernie Sanders,DEM,President,
Grant,Fenter,0,3,8,1,12,Bernie Sanders,DEM,President,
Grant,Franklin,0,1,2,0,3,Bernie Sanders,DEM,President,
Grant,Madison,0,1,1,0,2,Bernie Sanders,DEM,President,
Grant,Merry Green 1,0,5,5,0,10,Bernie Sanders,DEM,President,
Grant,Merry Green 2,0,7,2,0,9,Bernie Sanders,DEM,President,
Grant,River,0,4,12,0,16,Bernie Sanders,DEM,President,
Grant,Simpson 1,0,4,7,0,11,Bernie Sanders,DEM,President,
Grant,Simpson 2,0,4,4,0,8,Bernie Sanders,DEM,President,
Grant,Tennessee,0,0,6,0,6,Bernie Sanders,DEM,President,
Grant,Ward 1,0,4,2,0,6,Bernie Sanders,DEM,President,
Grant,Ward 2,0,12,5,0,17,Bernie Sanders,DEM,President,
Grant,Ward 3,0,8,9,0,17,Bernie Sanders,DEM,President,
Grant,Washington,1,8,13,0,22,Bernie Sanders,DEM,President,
Grant,Calvert,0,0,1,0,1,Steve Bullock,DEM,President,
Grant,Darysaw,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Davis,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Fenter,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Franklin,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Madison,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Merry Green 1,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Merry Green 2,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,River,0,0,1,0,1,Steve Bullock,DEM,President,
Grant,Simpson 1,0,0,1,0,1,Steve Bullock,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Tennessee,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Ward 1,0,1,1,0,2,Steve Bullock,DEM,President,
Grant,Ward 2,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Ward 3,0,0,0,0,0,Steve Bullock,DEM,President,
Grant,Washington,0,1,0,0,1,Steve Bullock,DEM,President,
Grant,Calvert,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Darysaw,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Davis,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,DeKalb 2,0,0,1,0,1,Marianne Williamson,DEM,President,
Grant,Fenter,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Franklin,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Madison,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Merry Green 1,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Merry Green 2,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,River,0,1,0,0,1,Marianne Williamson,DEM,President,
Grant,Simpson 1,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Tennessee,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Ward 1,0,1,1,0,2,Marianne Williamson,DEM,President,
Grant,Ward 2,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Ward 3,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Washington,0,0,0,0,0,Marianne Williamson,DEM,President,
Grant,Calvert,0,6,13,0,19,Joseph R. Biden,DEM,President,
Grant,Darysaw,0,4,18,0,22,Joseph R. Biden,DEM,President,
Grant,Davis,0,0,4,0,4,Joseph R. Biden,DEM,President,
Grant,DeKalb 1,0,0,3,0,3,Joseph R. Biden,DEM,President,
Grant,DeKalb 2,0,1,16,0,17,Joseph R. Biden,DEM,President,
Grant,Fenter,0,2,12,0,14,Joseph R. Biden,DEM,President,
Grant,Franklin,0,2,2,0,4,Joseph R. Biden,DEM,President,
Grant,Madison,0,1,14,0,15,Joseph R. Biden,DEM,President,
Grant,Merry Green 1,1,13,7,0,21,Joseph R. Biden,DEM,President,
Grant,Merry Green 2,0,15,12,0,27,Joseph R. Biden,DEM,President,
Grant,River,1,9,28,0,38,Joseph R. Biden,DEM,President,
Grant,Simpson 1,0,2,22,0,24,Joseph R. Biden,DEM,President,
Grant,Simpson 2,2,1,8,0,11,Joseph R. Biden,DEM,President,
Grant,Tennessee,0,1,11,0,12,Joseph R. Biden,DEM,President,
Grant,Ward 1,0,23,13,2,38,Joseph R. Biden,DEM,President,
Grant,Ward 2,0,17,19,0,36,Joseph R. Biden,DEM,President,
Grant,Ward 3,0,11,15,0,26,Joseph R. Biden,DEM,President,
Grant,Washington,0,5,19,0,24,Joseph R. Biden,DEM,President,
Grant,Calvert,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Darysaw,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Davis,0,0,0,0,0,Julian Castro,DEM,President,
Grant,DeKalb 1,0,0,0,0,0,Julian Castro,DEM,President,
Grant,DeKalb 2,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Fenter,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Franklin,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Madison,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Merry Green 1,0,1,0,0,1,Julian Castro,DEM,President,
Grant,Merry Green 2,0,0,0,0,0,Julian Castro,DEM,President,
Grant,River,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Simpson 1,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Simpson 2,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Tennessee,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Ward 1,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Ward 2,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Ward 3,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Washington,0,0,0,0,0,Julian Castro,DEM,President,
Grant,Darysaw,0,6,18,0,24,Keidra Burrell,DEM,State Senate,27
Grant,Madison,0,4,12,0,16,Keidra Burrell,DEM,State Senate,27
Grant,Washington,0,8,19,0,27,Keidra Burrell,DEM,State Senate,27
Grant,Darysaw,0,10,16,0,26,Garry L. Smith,DEM,State Senate,27
Grant,Madison,0,7,11,0,18,Garry L. Smith,DEM,State Senate,27
Grant,Washington,0,24,30,0,54,Garry L. Smith,DEM,State Senate,27
Grant,Calvert,0,2,1,0,3,Bill Weld,REP,President,
Grant,Darysaw,0,0,0,0,0,Bill Weld,REP,President,
Grant,Davis,0,0,1,0,1,Bill Weld,REP,President,
Grant,DeKalb 1,0,0,1,0,1,Bill Weld,REP,President,
Grant,DeKalb 2,0,2,1,0,3,Bill Weld,REP,President,
Grant,Fenter,0,1,1,0,2,Bill Weld,REP,President,
Grant,Franklin,0,0,0,0,0,Bill Weld,REP,President,
Grant,Madison,0,0,0,0,0,Bill Weld,REP,President,
Grant,Merry Green 1,0,7,0,0,7,Bill Weld,REP,President,
Grant,Merry Green 2,0,4,0,0,4,Bill Weld,REP,President,
Grant,River,0,1,1,0,2,Bill Weld,REP,President,
Grant,Simpson 1,0,0,0,0,0,Bill Weld,REP,President,
Grant,Simpson 2,0,2,0,0,2,Bill Weld,REP,President,
Grant,Tennessee,0,0,4,0,4,Bill Weld,REP,President,
Grant,Ward 1,0,0,1,0,1,Bill Weld,REP,President,
Grant,Ward 2,0,3,0,0,3,Bill Weld,REP,President,
Grant,Ward 3,0,2,1,0,3,Bill Weld,REP,President,
Grant,Washington,0,2,1,0,3,Bill Weld,REP,President,
Grant,Calvert,0,1,0,0,1,Roque 'Rocky' De La Fuente,REP,President,
Grant,Darysaw,0,0,0,0,0,Roque 'Rocky' De La Fuente,REP,President,
Grant,Davis,0,0,0,0,0,Roque 'Rocky' De La Fuente,REP,President,
Grant,DeKalb 1,0,1,0,0,1,Roque 'Rocky' De La Fuente,REP,President,
Grant,DeKalb 2,0,0,0,0,0,Roque 'Rocky' De La Fuente,REP,President,
Grant,Fenter,0,0,1,0,1,Roque 'Rocky' De La Fuente,REP,President,
Grant,Franklin,0,0,0,0,0,Roque 'Rocky' De La Fuente,REP,President,
Grant,Madison,0,0,1,0,1,Roque 'Rocky' De La Fuente,REP,President,
Grant,Merry Green 1,0,1,0,0,1,Roque 'Rocky' De La Fuente,REP,President,
Grant,Merry Green 2,0,1,0,0,1,Roque 'Rocky' De La Fuente,REP,President,
Grant,River,0,0,0,0,0,Roque 'Rocky' De La Fuente,REP,President,
Grant,Simpson 1,0,0,0,0,0,Roque 'Rocky' De La Fuente,REP,President,
Grant,Simpson 2,0,2,0,0,2,Roque 'Rocky' De La Fuente,REP,President,
Grant,Tennessee,0,0,1,0,1,Roque 'Rocky' De La Fuente,REP,President,
Grant,Ward 1,0,1,1,0,2,Roque 'Rocky' De La Fuente,REP,President,
Grant,Ward 2,0,3,1,0,4,Roque 'Rocky' De La Fuente,REP,President,
Grant,Ward 3,0,1,2,0,3,Roque 'Rocky' De La Fuente,REP,President,
Grant,Washington,0,0,0,0,0,Roque 'Rocky' De La Fuente,REP,President,
Grant,Calvert,1,116,132,0,249,Donald J. Trump,REP,President,
Grant,Darysaw,0,51,26,0,77,Donald J. Trump,REP,President,
Grant,Davis,0,35,37,0,72,Donald J. Trump,REP,President,
Grant,DeKalb 1,0,28,14,0,42,Donald J. Trump,REP,President,
Grant,DeKalb 2,0,7,80,0,87,Donald J. Trump,REP,President,
Grant,Fenter,0,34,107,0,141,Donald J. Trump,REP,President,
Grant,Franklin,0,24,24,0,48,Donald J. Trump,REP,President,
Grant,Madison,0,41,57,0,98,Donald J. Trump,REP,President,
Grant,Merry Green 1,1,188,69,2,260,Donald J. Trump,REP,President,
Grant,Merry Green 2,1,164,63,0,228,Donald J. Trump,REP,President,
Grant,River,0,58,133,0,191,Donald J. Trump,REP,President,
Grant,Simpson 1,0,49,127,0,176,Donald J. Trump,REP,President,
Grant,Simpson 2,0,41,83,0,124,Donald J. Trump,REP,President,
Grant,Tennessee,3,16,84,0,103,Donald J. Trump,REP,President,
Grant,Ward 1,7,213,72,0,292,Donald J. Trump,REP,President,
Grant,Ward 2,0,150,72,0,222,Donald J. Trump,REP,President,
Grant,Ward 3,0,128,55,0,183,Donald J. Trump,REP,President,
Grant,Washington,1,101,153,0,255,Donald J. Trump,REP,President,
Grant,DeKalb 1,0,22,12,0,34,Alan Clark,REP,State Senate,13
Grant,DeKalb 2,0,5,51,0,56,Alan Clark,REP,State Senate,13
Grant,Fenter,0,28,84,0,112,Alan Clark,REP,State Senate,13
