county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Hot Spring,Antioch,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Big Creek,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Bismarck,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Brown Springs,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Butterfield,U.S. President,,Dem,Julian Castro,1,0,1,0,0
Hot Spring,Central,U.S. President,,Dem,Julian Castro,1,0,0,1,0
Hot Spring,Clear Creek,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,DeRoche,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Donaldson City,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Dover,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Fenter A,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Fenter B,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Fenter C,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Friendship,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Gifford,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Glen Rose,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Harrison,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Henderson,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Lone Hill,U.S. President,,Dem,Julian Castro,1,0,1,0,0
Hot Spring,Ward 1,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Ward 2,U.S. President,,Dem,Julian Castro,1,0,0,1,0
Hot Spring,Ward 3,U.S. President,,Dem,Julian Castro,1,0,0,1,0
Hot Spring,Ward 4,U.S. President,,Dem,Julian Castro,1,0,1,0,0
Hot Spring,Magnet,U.S. President,,Dem,Julian Castro,1,0,0,1,0
Hot Spring,Midway City,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Montgomery,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Ouachita,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Perla City,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Prairie,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Rockport,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Valley,U.S. President,,Dem,Julian Castro,0,0,0,0,0
Hot Spring,Antioch,U.S. President,,Dem,Bernie Sanders,5,0,4,1,0
Hot Spring,Big Creek,U.S. President,,Dem,Bernie Sanders,1,0,1,0,0
Hot Spring,Bismarck,U.S. President,,Dem,Bernie Sanders,46,2,32,12,0
Hot Spring,Brown Springs,U.S. President,,Dem,Bernie Sanders,5,0,2,3,0
Hot Spring,Butterfield,U.S. President,,Dem,Bernie Sanders,17,0,6,11,0
Hot Spring,Central,U.S. President,,Dem,Bernie Sanders,6,1,1,4,0
Hot Spring,Clear Creek,U.S. President,,Dem,Bernie Sanders,4,0,1,3,0
Hot Spring,DeRoche,U.S. President,,Dem,Bernie Sanders,15,0,10,5,0
Hot Spring,Donaldson City,U.S. President,,Dem,Bernie Sanders,3,0,2,1,0
Hot Spring,Dover,U.S. President,,Dem,Bernie Sanders,9,0,3,6,0
Hot Spring,Fenter A,U.S. President,,Dem,Bernie Sanders,18,1,9,8,0
Hot Spring,Fenter B,U.S. President,,Dem,Bernie Sanders,7,0,5,2,0
Hot Spring,Fenter C,U.S. President,,Dem,Bernie Sanders,8,1,2,5,0
Hot Spring,Friendship,U.S. President,,Dem,Bernie Sanders,1,0,0,1,0
Hot Spring,Gifford,U.S. President,,Dem,Bernie Sanders,8,0,5,3,0
Hot Spring,Glen Rose,U.S. President,,Dem,Bernie Sanders,13,1,11,1,0
Hot Spring,Harrison,U.S. President,,Dem,Bernie Sanders,2,0,1,1,0
Hot Spring,Henderson,U.S. President,,Dem,Bernie Sanders,4,1,3,0,0
Hot Spring,Lone Hill,U.S. President,,Dem,Bernie Sanders,9,0,7,2,0
Hot Spring,Ward 1,U.S. President,,Dem,Bernie Sanders,53,5,26,22,0
Hot Spring,Ward 2,U.S. President,,Dem,Bernie Sanders,47,1,18,28,0
Hot Spring,Ward 3,U.S. President,,Dem,Bernie Sanders,39,1,18,20,0
Hot Spring,Ward 4,U.S. President,,Dem,Bernie Sanders,55,1,17,37,0
Hot Spring,Magnet,U.S. President,,Dem,Bernie Sanders,35,0,21,14,0
Hot Spring,Midway City,U.S. President,,Dem,Bernie Sanders,1,0,1,0,0
Hot Spring,Montgomery,U.S. President,,Dem,Bernie Sanders,12,0,6,6,0
Hot Spring,Ouachita,U.S. President,,Dem,Bernie Sanders,3,0,3,0,0
Hot Spring,Perla City,U.S. President,,Dem,Bernie Sanders,8,0,5,3,0
Hot Spring,Prairie,U.S. President,,Dem,Bernie Sanders,9,0,7,2,0
Hot Spring,Rockport,U.S. President,,Dem,Bernie Sanders,4,0,2,2,0
Hot Spring,Valley,U.S. President,,Dem,Bernie Sanders,5,0,4,1,0
Hot Spring,Antioch,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Big Creek,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Bismarck,U.S. President,,Dem,Tulsi Gabbard,1,0,0,1,0
Hot Spring,Brown Springs,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Butterfield,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Central,U.S. President,,Dem,Tulsi Gabbard,1,0,0,1,0
Hot Spring,Clear Creek,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,DeRoche,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Donaldson City,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Dover,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Fenter A,U.S. President,,Dem,Tulsi Gabbard,1,0,0,1,0
Hot Spring,Fenter B,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Fenter C,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Friendship,U.S. President,,Dem,Tulsi Gabbard,2,0,0,2,0
Hot Spring,Gifford,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Glen Rose,U.S. President,,Dem,Tulsi Gabbard,2,0,1,1,0
Hot Spring,Harrison,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Henderson,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Lone Hill,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Ward 1,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Ward 2,U.S. President,,Dem,Tulsi Gabbard,1,0,0,1,0
Hot Spring,Ward 3,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Ward 4,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Magnet,U.S. President,,Dem,Tulsi Gabbard,2,0,1,1,0
Hot Spring,Midway City,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Montgomery,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Ouachita,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0,0
Hot Spring,Perla City,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Prairie,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Rockport,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Valley,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Hot Spring,Antioch,U.S. President,,Dem,Amy Klobuchar,1,0,1,0,0
Hot Spring,Big Creek,U.S. President,,Dem,Amy Klobuchar,2,0,2,0,0
Hot Spring,Bismarck,U.S. President,,Dem,Amy Klobuchar,9,0,2,7,0
Hot Spring,Brown Springs,U.S. President,,Dem,Amy Klobuchar,1,0,1,0,0
Hot Spring,Butterfield,U.S. President,,Dem,Amy Klobuchar,5,0,4,1,0
Hot Spring,Central,U.S. President,,Dem,Amy Klobuchar,4,0,0,4,0
Hot Spring,Clear Creek,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Hot Spring,DeRoche,U.S. President,,Dem,Amy Klobuchar,4,0,1,3,0
Hot Spring,Donaldson City,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Hot Spring,Dover,U.S. President,,Dem,Amy Klobuchar,5,0,0,5,0
Hot Spring,Fenter A,U.S. President,,Dem,Amy Klobuchar,2,0,0,2,0
Hot Spring,Fenter B,U.S. President,,Dem,Amy Klobuchar,2,0,0,2,0
Hot Spring,Fenter C,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Hot Spring,Friendship,U.S. President,,Dem,Amy Klobuchar,1,0,0,1,0
Hot Spring,Gifford,U.S. President,,Dem,Amy Klobuchar,2,0,0,2,0
Hot Spring,Glen Rose,U.S. President,,Dem,Amy Klobuchar,3,0,0,3,0
Hot Spring,Harrison,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Hot Spring,Henderson,U.S. President,,Dem,Amy Klobuchar,2,0,1,1,0
Hot Spring,Lone Hill,U.S. President,,Dem,Amy Klobuchar,2,0,0,2,0
Hot Spring,Ward 1,U.S. President,,Dem,Amy Klobuchar,5,0,4,1,0
Hot Spring,Ward 2,U.S. President,,Dem,Amy Klobuchar,7,0,0,7,0
Hot Spring,Ward 3,U.S. President,,Dem,Amy Klobuchar,3,0,0,3,0
Hot Spring,Ward 4,U.S. President,,Dem,Amy Klobuchar,4,0,0,4,0
Hot Spring,Magnet,U.S. President,,Dem,Amy Klobuchar,13,0,3,10,0
Hot Spring,Midway City,U.S. President,,Dem,Amy Klobuchar,1,0,0,1,0
Hot Spring,Montgomery,U.S. President,,Dem,Amy Klobuchar,1,0,0,1,0
