county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Drew,WARD 1,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,WARD 2,U.S. President,,DEM,Joe Sestak,2,0,2,0
Drew,WARD 3,U.S. President,,DEM,Joe Sestak,4,0,1,3
Drew,WARD 4,U.S. President,,DEM,Joe Sestak,2,0,1,1
Drew,COLLINS,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,ENON,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,JEROME,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,MARION N BOX 1,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,MARION N BOX 2,U.S. President,,DEM,Joe Sestak,1,0,0,1
Drew,MARION SOUTH,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,OZMENT,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,PLANTERSVILLE,U.S. President,,DEM,Joe Sestak,1,0,1,0
Drew,SELMA,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,TILLAR,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Joe Sestak,0,0,0,0
Drew,WINCHESTER,U.S. President,,DEM,Joe Sestak,1,0,0,1
Drew,WARD 1,U.S. President,,DEM,Cory Booker,1,0,0,1
Drew,WARD 2,U.S. President,,DEM,Cory Booker,1,0,1,0
Drew,WARD 3,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,WARD 4,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,COLLINS,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,ENON,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,JEROME,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Cory Booker,1,0,1,0
Drew,MARION N BOX 1,U.S. President,,DEM,Cory Booker,2,0,0,2
Drew,MARION N BOX 2,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,MARION SOUTH,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,OZMENT,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,PLANTERSVILLE,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,SELMA,U.S. President,,DEM,Cory Booker,1,0,1,0
Drew,TILLAR,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Cory Booker,1,0,0,1
Drew,WINCHESTER,U.S. President,,DEM,Cory Booker,0,0,0,0
Drew,WARD 1,U.S. President,,DEM,Pete Buttigieg,1,0,0,1
Drew,WARD 2,U.S. President,,DEM,Pete Buttigieg,3,0,2,1
Drew,WARD 3,U.S. President,,DEM,Pete Buttigieg,4,0,4,0
Drew,WARD 4,U.S. President,,DEM,Pete Buttigieg,5,1,3,1
Drew,COLLINS,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,ENON,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,JEROME,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,MARION N BOX 1,U.S. President,,DEM,Pete Buttigieg,1,0,1,0
Drew,MARION N BOX 2,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,MARION SOUTH,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,OZMENT,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,PLANTERSVILLE,U.S. President,,DEM,Pete Buttigieg,1,0,1,0
Drew,SELMA,U.S. President,,DEM,Pete Buttigieg,4,0,4,0
Drew,TILLAR,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Pete Buttigieg,3,2,1,0
Drew,WINCHESTER,U.S. President,,DEM,Pete Buttigieg,1,0,0,1
Drew,WARD 1,U.S. President,,DEM,Marianne Williamson,1,0,0,1
Drew,WARD 2,U.S. President,,DEM,Marianne Williamson,1,0,0,1
Drew,WARD 3,U.S. President,,DEM,Marianne Williamson,1,0,0,1
Drew,WARD 4,U.S. President,,DEM,Marianne Williamson,1,0,1,0
Drew,COLLINS,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,ENON,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,JEROME,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,MARION N BOX 1,U.S. President,,DEM,Marianne Williamson,2,0,1,1
Drew,MARION N BOX 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,MARION SOUTH,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,OZMENT,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,PLANTERSVILLE,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,SELMA,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,TILLAR,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Marianne Williamson,1,0,0,1
Drew,WINCHESTER,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Drew,WARD 1,U.S. President,,DEM,Steve Bullock,4,0,3,1
Drew,WARD 2,U.S. President,,DEM,Steve Bullock,3,0,3,0
Drew,WARD 3,U.S. President,,DEM,Steve Bullock,3,0,0,3
Drew,WARD 4,U.S. President,,DEM,Steve Bullock,2,0,2,0
Drew,COLLINS,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,ENON,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,JEROME,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,MARION N BOX 1,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,MARION N BOX 2,U.S. President,,DEM,Steve Bullock,1,0,0,1
Drew,MARION SOUTH,U.S. President,,DEM,Steve Bullock,1,0,0,1
Drew,OZMENT,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,PLANTERSVILLE,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,SELMA,U.S. President,,DEM,Steve Bullock,1,0,0,1
Drew,TILLAR,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Steve Bullock,2,0,1,1
Drew,WINCHESTER,U.S. President,,DEM,Steve Bullock,0,0,0,0
Drew,WARD 1,U.S. President,,DEM,Amy Klobuchar,6,0,5,1
Drew,WARD 2,U.S. President,,DEM,Amy Klobuchar,10,0,5,5
Drew,WARD 3,U.S. President,,DEM,Amy Klobuchar,5,0,4,1
Drew,WARD 4,U.S. President,,DEM,Amy Klobuchar,15,0,13,2
Drew,COLLINS,U.S. President,,DEM,Amy Klobuchar,2,0,2,0
Drew,ENON,U.S. President,,DEM,Amy Klobuchar,3,0,3,0
Drew,JEROME,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Amy Klobuchar,1,0,1,0
Drew,MARION N BOX 1,U.S. President,,DEM,Amy Klobuchar,6,0,3,3
Drew,MARION N BOX 2,U.S. President,,DEM,Amy Klobuchar,6,0,3,3
Drew,MARION SOUTH,U.S. President,,DEM,Amy Klobuchar,5,0,4,1
Drew,OZMENT,U.S. President,,DEM,Amy Klobuchar,1,0,1,0
Drew,PLANTERSVILLE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Drew,SELMA,U.S. President,,DEM,Amy Klobuchar,7,0,4,3
Drew,TILLAR,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Amy Klobuchar,4,0,3,1
Drew,WINCHESTER,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Drew,WARD 1,U.S. President,,DEM,Bernie Sanders,22,0,11,11
Drew,WARD 2,U.S. President,,DEM,Bernie Sanders,34,1,13,20
Drew,WARD 3,U.S. President,,DEM,Bernie Sanders,30,1,11,18
Drew,WARD 4,U.S. President,,DEM,Bernie Sanders,26,0,17,9
Drew,COLLINS,U.S. President,,DEM,Bernie Sanders,3,0,0,3
Drew,ENON,U.S. President,,DEM,Bernie Sanders,1,0,1,0
Drew,JEROME,U.S. President,,DEM,Bernie Sanders,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Bernie Sanders,5,0,3,2
Drew,MARION N BOX 1,U.S. President,,DEM,Bernie Sanders,23,0,6,17
Drew,MARION N BOX 2,U.S. President,,DEM,Bernie Sanders,11,0,4,7
Drew,MARION SOUTH,U.S. President,,DEM,Bernie Sanders,19,0,8,11
Drew,OZMENT,U.S. President,,DEM,Bernie Sanders,10,0,3,7
Drew,PLANTERSVILLE,U.S. President,,DEM,Bernie Sanders,6,0,4,2
Drew,SELMA,U.S. President,,DEM,Bernie Sanders,6,0,1,5
Drew,TILLAR,U.S. President,,DEM,Bernie Sanders,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Bernie Sanders,18,0,1,17
Drew,WINCHESTER,U.S. President,,DEM,Bernie Sanders,11,0,1,10
Drew,WARD 1,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,WARD 2,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,WARD 3,U.S. President,,DEM,Kamala Harris,2,0,0,2
Drew,WARD 4,U.S. President,,DEM,Kamala Harris,1,0,0,1
Drew,COLLINS,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,ENON,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,JEROME,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,LACEY,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,MARION N BOX 1,U.S. President,,DEM,Kamala Harris,1,0,0,1
Drew,MARION N BOX 2,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,MARION SOUTH,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,OZMENT,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,PLANTERSVILLE,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,SELMA,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,TILLAR,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,WILMAR,U.S. President,,DEM,Kamala Harris,1,0,0,1
Drew,WINCHESTER,U.S. President,,DEM,Kamala Harris,0,0,0,0
Drew,WARD 1,U.S. President,,DEM,Mosie Boyd,1,0,0,1
Drew,WARD 2,U.S. President,,DEM,Mosie Boyd,1,0,1,0
Drew,WARD 3,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Drew,WARD 4,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Drew,COLLINS,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Drew,ENON,U.S. President,,DEM,Mosie Boyd,0,0,0,0
