county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Cleburne,NORTH CADRON INSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,NORTH CADRON OUTSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,SOUTH CADRON INSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,SOUTH CADRON OUTSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,CALIFORNIA,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,CENTER POST,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,CLAYTON,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,FRANCIS,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,GRASSEY INSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,GRASSEY OUTSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,GREERS FERRY GILES,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,GILES,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,HEALING SPRINGS,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,HEBER SPRINGS WARD 1,U.S. President,,DEM,Andrew Yang,1,0,0,1,0
Cleburne,HEBER SPRINGS WARD 2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,HEBER SPRINGS WARD 3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,HEBER SPRINGS WARD 4,U.S. President,,DEM,Andrew Yang,1,1,0,0,0
Cleburne,HEBER SPRINGS OUTSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,MCJESTER,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,MORGAN OUTSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,MOUNTAIN,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,EAST PETER CREEK,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,WEST PETER CREEK,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,PICKENS,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,PINE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,PINEY,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,POFF,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,SALINE INSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,SALINE OUTSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,SUGAR CAMP,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,SUGAR LOAF,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,VALLEY,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,WILBURN,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,MORGAN INSIDE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Cleburne,NORTH CADRON INSIDE,U.S. President,,DEM,Elizabeth Warren,1,1,0,0,0
Cleburne,NORTH CADRON OUTSIDE,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Cleburne,SOUTH CADRON INSIDE,U.S. President,,DEM,Elizabeth Warren,3,1,0,2,0
Cleburne,SOUTH CADRON OUTSIDE,U.S. President,,DEM,Elizabeth Warren,2,0,0,2,0
Cleburne,CALIFORNIA,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
