county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Searcy,Bear Creek #4,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Bear Creek #5,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Bear Creek #6,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Calf Creek,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Long Creek,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Mt. Pleasant,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Oxley,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Prairie,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Red River,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Rock Creek,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Shady Grove,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Spring,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,St.Joe,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Tomahawk,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Searcy,Wiley's Cove,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Searcy,Bear Creek #4,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Bear Creek #5,U.S. President,,DEM,Tom Steyer,1,1,0,0,0
Searcy,Bear Creek #6,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Calf Creek,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Long Creek,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Mt. Pleasant,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Oxley,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Prairie,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Red River,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Rock Creek,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Shady Grove,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Spring,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,St.Joe,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Searcy,Tomahawk,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
