county,precinct,office,district,party,candidate,votes,election_day_paper,absentee,election_day_ivo,early_vote,provisional
Pulaski,1,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,2,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,3,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,4,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,2,0,0,0,0
Pulaski,5,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,6,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,7,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,8,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,9,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,10,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,11,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,12,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,13,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,2,0,0,0,0
Pulaski,14,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,0,1,0
Pulaski,15,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,16,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,17,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,18,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,19,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,0,1
Pulaski,20,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,21,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,22,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,3,0,0,0,0
Pulaski,23,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,24,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,25,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,26,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,1,0,0,3,0
Pulaski,27,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,28,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,2,0,0,1,0
Pulaski,29,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,30,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,31,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,0,2,0
Pulaski,32,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,33,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,34,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,35,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,36,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,37,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,38,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,39,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,3,0,0,2,0
Pulaski,40,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,41,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,1,0,0,2,0
Pulaski,42,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,3,0,0,1,0
Pulaski,43,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,4,0,0,1,0
Pulaski,44,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,45,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,46,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,47,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,48,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,49,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,50,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,51,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,52,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,53,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,54,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,55,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,56,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,57,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,3,0,0,0,0
Pulaski,58,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,3,0,0,1,0
Pulaski,59,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,2,0,0,0,0
Pulaski,60,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,2,0,0,2,0
Pulaski,61,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,62,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,4,0,0,0,0
Pulaski,63,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,64,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,3,0,0,0,0
Pulaski,65,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,66,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,67,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,68,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,3,0,0,1,0
Pulaski,69,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,4,0,0,1,0
Pulaski,70,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,2,0,0,3,0
Pulaski,71,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,72,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,73,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,74,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,75,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,76,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,77,U.S. President,,REP,Roque 'Rocky' De La Fuente,5,3,0,0,2,0
Pulaski,78,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,79,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,80,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,81,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,82,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,83,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,84,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,85,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,86,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,87,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,88,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,89,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,3,0,0,0,0
Pulaski,90,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,3,0,0,0,0
Pulaski,91,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,1,0,0,1,0
Pulaski,92,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,0,2,0
Pulaski,93,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,94,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,95,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,4,0,0,0,0
Pulaski,96,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,97,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,98,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,99,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,100,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,101,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,102,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,0,2,0
Pulaski,103,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,104,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,105,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,106,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,2,0,0,1,0
Pulaski,107,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,108,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,109,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,3,0,0,1,0
Pulaski,110,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,2,0,0,1,0
Pulaski,111,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,112,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,113,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,114,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,2,0,0,0,0
Pulaski,115,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,116,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,117,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,118,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,119,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,120,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,121,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,122,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,123,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,124,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,125,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,126,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,127,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,128,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,129,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,130,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,131,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,132,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,133,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0,0,0
Pulaski,134,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,135,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,136,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Pulaski,137,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1,0
Pulaski,1,U.S. President,,REP,Donald J. Trump,190,108,1,0,81,0
Pulaski,2,U.S. President,,REP,Donald J. Trump,169,102,1,0,65,1
Pulaski,3,U.S. President,,REP,Donald J. Trump,52,34,0,0,18,0
Pulaski,4,U.S. President,,REP,Donald J. Trump,332,176,3,0,153,0
Pulaski,5,U.S. President,,REP,Donald J. Trump,314,166,4,0,144,0
Pulaski,6,U.S. President,,REP,Donald J. Trump,75,51,1,0,23,0
Pulaski,7,U.S. President,,REP,Donald J. Trump,144,105,1,0,38,0
Pulaski,8,U.S. President,,REP,Donald J. Trump,149,91,1,0,57,0
Pulaski,9,U.S. President,,REP,Donald J. Trump,97,57,3,0,36,1
Pulaski,10,U.S. President,,REP,Donald J. Trump,104,62,4,0,38,0
Pulaski,11,U.S. President,,REP,Donald J. Trump,66,53,0,0,13,0
Pulaski,12,U.S. President,,REP,Donald J. Trump,90,77,0,0,13,0
Pulaski,13,U.S. President,,REP,Donald J. Trump,166,108,3,0,55,0
Pulaski,14,U.S. President,,REP,Donald J. Trump,152,107,2,0,43,0
Pulaski,15,U.S. President,,REP,Donald J. Trump,36,19,1,0,16,0
Pulaski,16,U.S. President,,REP,Donald J. Trump,18,7,0,0,11,0
Pulaski,17,U.S. President,,REP,Donald J. Trump,44,21,3,0,20,0
Pulaski,18,U.S. President,,REP,Donald J. Trump,136,109,0,0,27,0
Pulaski,19,U.S. President,,REP,Donald J. Trump,94,71,2,0,21,0
Pulaski,20,U.S. President,,REP,Donald J. Trump,199,142,3,0,53,1
Pulaski,21,U.S. President,,REP,Donald J. Trump,101,85,0,0,16,0
Pulaski,22,U.S. President,,REP,Donald J. Trump,178,139,2,0,37,0
Pulaski,23,U.S. President,,REP,Donald J. Trump,321,235,4,0,82,0
