county,precinct,office,district,party,candidate,votes,election_day_paper,absentee,election_day_ivo,early_vote,provisional
Pulaski,24,U.S. President,,REP,Donald J. Trump,179,137,2,0,40,0
Pulaski,25,U.S. President,,REP,Donald J. Trump,101,85,0,0,16,0
Pulaski,26,U.S. President,,REP,Donald J. Trump,409,337,0,0,70,2
Pulaski,27,U.S. President,,REP,Donald J. Trump,474,322,3,0,148,1
Pulaski,28,U.S. President,,REP,Donald J. Trump,385,282,5,0,98,0
Pulaski,29,U.S. President,,REP,Donald J. Trump,11,9,0,0,2,0
Pulaski,30,U.S. President,,REP,Donald J. Trump,23,15,2,0,6,0
Pulaski,31,U.S. President,,REP,Donald J. Trump,273,198,6,0,69,0
Pulaski,32,U.S. President,,REP,Donald J. Trump,273,203,0,0,70,0
Pulaski,33,U.S. President,,REP,Donald J. Trump,142,85,1,0,56,0
Pulaski,34,U.S. President,,REP,Donald J. Trump,118,81,3,0,34,0
Pulaski,35,U.S. President,,REP,Donald J. Trump,199,155,0,0,44,0
Pulaski,36,U.S. President,,REP,Donald J. Trump,97,71,4,0,22,0
Pulaski,37,U.S. President,,REP,Donald J. Trump,153,113,1,0,39,0
Pulaski,38,U.S. President,,REP,Donald J. Trump,45,35,0,0,10,0
Pulaski,39,U.S. President,,REP,Donald J. Trump,366,257,5,0,102,2
Pulaski,40,U.S. President,,REP,Donald J. Trump,205,149,3,0,52,1
Pulaski,41,U.S. President,,REP,Donald J. Trump,280,160,5,0,115,0
Pulaski,42,U.S. President,,REP,Donald J. Trump,269,181,6,0,81,1
Pulaski,43,U.S. President,,REP,Donald J. Trump,183,123,3,0,57,0
Pulaski,44,U.S. President,,REP,Donald J. Trump,320,228,3,0,86,3
Pulaski,45,U.S. President,,REP,Donald J. Trump,61,45,1,0,15,0
Pulaski,46,U.S. President,,REP,Donald J. Trump,62,40,2,0,18,2
Pulaski,47,U.S. President,,REP,Donald J. Trump,10,4,0,0,6,0
Pulaski,48,U.S. President,,REP,Donald J. Trump,64,43,1,0,20,0
Pulaski,49,U.S. President,,REP,Donald J. Trump,334,248,4,0,82,0
Pulaski,50,U.S. President,,REP,Donald J. Trump,284,214,9,0,61,0
Pulaski,51,U.S. President,,REP,Donald J. Trump,122,90,1,0,31,0
Pulaski,52,U.S. President,,REP,Donald J. Trump,13,3,0,0,10,0
Pulaski,53,U.S. President,,REP,Donald J. Trump,24,17,1,0,3,3
Pulaski,54,U.S. President,,REP,Donald J. Trump,55,46,0,0,9,0
Pulaski,55,U.S. President,,REP,Donald J. Trump,214,174,5,0,35,0
Pulaski,56,U.S. President,,REP,Donald J. Trump,186,135,2,0,49,0
Pulaski,57,U.S. President,,REP,Donald J. Trump,184,171,2,0,11,0
Pulaski,58,U.S. President,,REP,Donald J. Trump,327,222,6,0,95,4
Pulaski,59,U.S. President,,REP,Donald J. Trump,198,153,4,0,41,0
Pulaski,60,U.S. President,,REP,Donald J. Trump,448,215,14,0,218,1
Pulaski,61,U.S. President,,REP,Donald J. Trump,277,225,2,0,50,0
Pulaski,62,U.S. President,,REP,Donald J. Trump,179,170,3,0,6,0
Pulaski,63,U.S. President,,REP,Donald J. Trump,145,115,4,0,25,1
Pulaski,64,U.S. President,,REP,Donald J. Trump,342,191,6,0,144,1
Pulaski,65,U.S. President,,REP,Donald J. Trump,77,57,6,0,14,0
Pulaski,66,U.S. President,,REP,Donald J. Trump,189,123,4,0,62,0
Pulaski,67,U.S. President,,REP,Donald J. Trump,142,123,2,0,17,0
Pulaski,68,U.S. President,,REP,Donald J. Trump,332,216,13,0,102,1
Pulaski,69,U.S. President,,REP,Donald J. Trump,260,179,1,0,79,1
Pulaski,70,U.S. President,,REP,Donald J. Trump,183,139,1,0,42,1
Pulaski,71,U.S. President,,REP,Donald J. Trump,275,193,7,0,73,2
Pulaski,72,U.S. President,,REP,Donald J. Trump,63,47,3,0,13,0
Pulaski,73,U.S. President,,REP,Donald J. Trump,194,121,5,0,68,0
Pulaski,74,U.S. President,,REP,Donald J. Trump,88,56,5,0,27,0
Pulaski,75,U.S. President,,REP,Donald J. Trump,94,70,1,0,22,1
Pulaski,76,U.S. President,,REP,Donald J. Trump,95,75,2,0,18,0
Pulaski,77,U.S. President,,REP,Donald J. Trump,221,117,7,0,95,2
Pulaski,78,U.S. President,,REP,Donald J. Trump,136,75,5,0,56,0
Pulaski,79,U.S. President,,REP,Donald J. Trump,72,55,1,0,16,0
Pulaski,80,U.S. President,,REP,Donald J. Trump,102,85,2,0,15,0
Pulaski,81,U.S. President,,REP,Donald J. Trump,111,84,4,0,23,0
Pulaski,82,U.S. President,,REP,Donald J. Trump,50,39,0,0,11,0
Pulaski,83,U.S. President,,REP,Donald J. Trump,55,34,8,0,13,0
Pulaski,84,U.S. President,,REP,Donald J. Trump,16,9,1,0,6,0
Pulaski,85,U.S. President,,REP,Donald J. Trump,41,18,13,0,10,0
Pulaski,86,U.S. President,,REP,Donald J. Trump,20,10,5,0,4,1
Pulaski,87,U.S. President,,REP,Donald J. Trump,112,97,6,0,9,0
Pulaski,88,U.S. President,,REP,Donald J. Trump,191,163,4,0,24,0
Pulaski,89,U.S. President,,REP,Donald J. Trump,97,88,0,0,9,0
Pulaski,90,U.S. President,,REP,Donald J. Trump,162,135,2,0,23,2
Pulaski,91,U.S. President,,REP,Donald J. Trump,123,78,10,0,33,2
Pulaski,92,U.S. President,,REP,Donald J. Trump,101,75,2,0,23,1
Pulaski,93,U.S. President,,REP,Donald J. Trump,116,90,2,0,24,0
Pulaski,94,U.S. President,,REP,Donald J. Trump,82,61,5,0,16,0
Pulaski,95,U.S. President,,REP,Donald J. Trump,162,110,7,0,44,1
Pulaski,96,U.S. President,,REP,Donald J. Trump,96,65,1,0,30,0
Pulaski,97,U.S. President,,REP,Donald J. Trump,69,50,9,0,8,2
Pulaski,98,U.S. President,,REP,Donald J. Trump,19,3,1,0,15,0
Pulaski,99,U.S. President,,REP,Donald J. Trump,38,29,4,0,5,0
Pulaski,100,U.S. President,,REP,Donald J. Trump,17,9,2,0,6,0
Pulaski,101,U.S. President,,REP,Donald J. Trump,32,28,0,0,4,0
Pulaski,102,U.S. President,,REP,Donald J. Trump,39,29,0,0,10,0
Pulaski,103,U.S. President,,REP,Donald J. Trump,22,11,2,0,9,0
Pulaski,104,U.S. President,,REP,Donald J. Trump,50,33,0,0,17,0
Pulaski,105,U.S. President,,REP,Donald J. Trump,55,38,1,0,16,0
Pulaski,106,U.S. President,,REP,Donald J. Trump,122,76,2,0,44,0
Pulaski,107,U.S. President,,REP,Donald J. Trump,111,78,0,0,33,0
Pulaski,108,U.S. President,,REP,Donald J. Trump,113,79,1,0,33,0
Pulaski,109,U.S. President,,REP,Donald J. Trump,123,82,3,0,38,0
Pulaski,110,U.S. President,,REP,Donald J. Trump,61,40,0,0,20,1
Pulaski,111,U.S. President,,REP,Donald J. Trump,105,62,1,0,42,0
Pulaski,112,U.S. President,,REP,Donald J. Trump,34,23,0,0,11,0
Pulaski,113,U.S. President,,REP,Donald J. Trump,51,43,0,0,8,0
Pulaski,114,U.S. President,,REP,Donald J. Trump,52,20,5,0,27,0
Pulaski,115,U.S. President,,REP,Donald J. Trump,13,7,0,0,6,0
Pulaski,116,U.S. President,,REP,Donald J. Trump,5,3,0,0,2,0
Pulaski,117,U.S. President,,REP,Donald J. Trump,11,7,0,0,4,0
Pulaski,118,U.S. President,,REP,Donald J. Trump,20,11,0,0,9,0
Pulaski,119,U.S. President,,REP,Donald J. Trump,9,6,0,0,3,0
Pulaski,120,U.S. President,,REP,Donald J. Trump,9,0,0,0,9,0
Pulaski,121,U.S. President,,REP,Donald J. Trump,25,18,2,0,5,0
Pulaski,122,U.S. President,,REP,Donald J. Trump,4,3,0,0,1,0
Pulaski,123,U.S. President,,REP,Donald J. Trump,14,9,1,0,3,1
Pulaski,124,U.S. President,,REP,Donald J. Trump,27,22,1,0,4,0
Pulaski,125,U.S. President,,REP,Donald J. Trump,52,34,2,0,16,0
Pulaski,126,U.S. President,,REP,Donald J. Trump,126,112,2,0,12,0
Pulaski,127,U.S. President,,REP,Donald J. Trump,213,193,2,0,18,0
Pulaski,128,U.S. President,,REP,Donald J. Trump,10,4,1,0,5,0
Pulaski,129,U.S. President,,REP,Donald J. Trump,46,43,1,0,2,0
Pulaski,130,U.S. President,,REP,Donald J. Trump,1,1,0,0,0,0
Pulaski,131,U.S. President,,REP,Donald J. Trump,18,16,1,0,1,0
Pulaski,132,U.S. President,,REP,Donald J. Trump,31,25,0,0,6,0
Pulaski,133,U.S. President,,REP,Donald J. Trump,5,5,0,0,0,0
Pulaski,134,U.S. President,,REP,Donald J. Trump,8,3,0,0,5,0
Pulaski,135,U.S. President,,REP,Donald J. Trump,1,1,0,0,0,0
Pulaski,136,U.S. President,,REP,Donald J. Trump,218,118,8,0,92,0
Pulaski,137,U.S. President,,REP,Donald J. Trump,250,123,8,0,119,0
Pulaski,1,U.S. President,,REP,Bill Weld,7,7,0,0,0,0
Pulaski,2,U.S. President,,REP,Bill Weld,3,3,0,0,0,0
Pulaski,3,U.S. President,,REP,Bill Weld,2,1,0,0,1,0
Pulaski,4,U.S. President,,REP,Bill Weld,7,2,0,0,5,0
Pulaski,5,U.S. President,,REP,Bill Weld,8,7,0,0,1,0
Pulaski,6,U.S. President,,REP,Bill Weld,2,1,0,0,1,0
Pulaski,7,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,8,U.S. President,,REP,Bill Weld,5,2,0,0,3,0
Pulaski,9,U.S. President,,REP,Bill Weld,4,4,0,0,0,0
Pulaski,10,U.S. President,,REP,Bill Weld,3,2,0,0,1,0
Pulaski,11,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,12,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,13,U.S. President,,REP,Bill Weld,7,6,0,0,1,0
Pulaski,14,U.S. President,,REP,Bill Weld,2,0,0,0,2,0
Pulaski,15,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,16,U.S. President,,REP,Bill Weld,3,1,0,0,2,0
Pulaski,17,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,18,U.S. President,,REP,Bill Weld,2,1,0,0,1,0
Pulaski,19,U.S. President,,REP,Bill Weld,3,1,0,0,2,0
Pulaski,20,U.S. President,,REP,Bill Weld,5,4,0,0,1,0
Pulaski,21,U.S. President,,REP,Bill Weld,4,4,0,0,0,0
Pulaski,22,U.S. President,,REP,Bill Weld,3,2,0,0,1,0
Pulaski,23,U.S. President,,REP,Bill Weld,4,1,0,0,3,0
Pulaski,24,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,25,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,26,U.S. President,,REP,Bill Weld,4,4,0,0,0,0
Pulaski,27,U.S. President,,REP,Bill Weld,6,4,0,0,2,0
Pulaski,28,U.S. President,,REP,Bill Weld,8,3,0,0,5,0
Pulaski,29,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,30,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,31,U.S. President,,REP,Bill Weld,3,3,0,0,0,0
Pulaski,32,U.S. President,,REP,Bill Weld,5,5,0,0,0,0
Pulaski,33,U.S. President,,REP,Bill Weld,5,1,0,0,4,0
Pulaski,34,U.S. President,,REP,Bill Weld,4,4,0,0,0,0
Pulaski,35,U.S. President,,REP,Bill Weld,4,4,0,0,0,0
Pulaski,36,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,37,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,38,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,39,U.S. President,,REP,Bill Weld,8,6,0,0,2,0
Pulaski,40,U.S. President,,REP,Bill Weld,10,5,0,0,5,0
Pulaski,41,U.S. President,,REP,Bill Weld,3,2,0,0,1,0
Pulaski,42,U.S. President,,REP,Bill Weld,3,1,0,0,2,0
Pulaski,43,U.S. President,,REP,Bill Weld,1,0,0,0,1,0
Pulaski,44,U.S. President,,REP,Bill Weld,8,6,0,0,2,0
Pulaski,45,U.S. President,,REP,Bill Weld,2,2,0,0,0,0
Pulaski,46,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,47,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,48,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,49,U.S. President,,REP,Bill Weld,9,7,0,0,2,0
Pulaski,50,U.S. President,,REP,Bill Weld,5,1,1,0,3,0
Pulaski,51,U.S. President,,REP,Bill Weld,2,2,0,0,0,0
Pulaski,52,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,53,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Pulaski,54,U.S. President,,REP,Bill Weld,1,1,0,0,0,0
Pulaski,55,U.S. President,,REP,Bill Weld,2,2,0,0,0,0
Pulaski,56,U.S. President,,REP,Bill Weld,4,3,0,0,1,0
Pulaski,57,U.S. President,,REP,Bill Weld,4,2,0,0,2,0
