county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting,provisional
Clark,BALLOT STYLE 4,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Joe Sestak,3,0,2,1,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Andrew Yang,5,0,3,2,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Andrew Yang,3,0,1,2,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Bernie Sanders,200,9,114,76,1
Clark,BALLOT STYLE 2,U.S. President,,DEM,Bernie Sanders,55,1,30,24,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Bernie Sanders,9,0,6,3,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Bernie Sanders,56,0,37,19,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Bernie Sanders,6,0,6,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Bernie Sanders,4,2,2,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Elizabeth Warren,106,1,64,41,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Elizabeth Warren,18,0,6,12,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Elizabeth Warren,2,0,2,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Elizabeth Warren,22,0,20,2,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Elizabeth Warren,2,0,2,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Cory Booker,2,0,2,0,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Tom Steyer,16,0,5,11,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Tom Steyer,5,1,1,3,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Tom Steyer,6,0,2,4,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Michael R. Bloomberg,163,5,74,84,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Michael R. Bloomberg,50,1,19,30,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Michael R. Bloomberg,15,0,11,4,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Michael R. Bloomberg,44,1,31,12,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Michael R. Bloomberg,6,0,4,2,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,1,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Michael R. Bloomberg,3,0,2,1,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Marianne Williamson,4,0,1,3,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Marianne Williamson,1,0,1,0,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Mosie Boyd,4,0,3,1,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Mosie Boyd,1,0,1,0,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Mosie Boyd,1,0,1,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Mosie Boyd,2,0,2,0,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Mosie Boyd,2,0,2,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Joseph R. Biden,562,7,364,190,1
Clark,BALLOT STYLE 2,U.S. President,,DEM,Joseph R. Biden,126,3,88,35,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Joseph R. Biden,23,0,21,2,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Joseph R. Biden,205,5,148,52,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Joseph R. Biden,19,0,15,4,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Joseph R. Biden,13,5,7,1,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Julian Castro,1,0,1,0,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Julian Castro,1,0,1,0,0
Clark,BALLOT STYLE 1,U.S. President,,DEM,Tulsi Gabbard,9,0,6,3,0
Clark,BALLOT STYLE 2,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Clark,BALLOT STYLE 3,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,DEM,Tulsi Gabbard,1,0,0,1,0
Clark,BALLOT STYLE 5,U.S. President,,DEM,Tulsi Gabbard,1,0,1,0,0
Clark,BALLOT STYLE 6,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,REP,Donald J. Trump,680,5,376,295,4
Clark,BALLOT STYLE 2,U.S. President,,REP,Donald J. Trump,175,5,84,86,0
Clark,BALLOT STYLE 3,U.S. President,,REP,Donald J. Trump,144,1,128,15,0
Clark,BALLOT STYLE 4,U.S. President,,REP,Donald J. Trump,321,3,242,76,0
Clark,BALLOT STYLE 5,U.S. President,,REP,Donald J. Trump,37,0,30,7,0
Clark,BALLOT STYLE 6,U.S. President,,REP,Donald J. Trump,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,REP,Donald J. Trump,2,0,2,0,0
Clark,BALLOT STYLE 1,U.S. President,,REP,Bill Weld,14,1,6,7,0
Clark,BALLOT STYLE 2,U.S. President,,REP,Bill Weld,6,0,5,1,0
Clark,BALLOT STYLE 3,U.S. President,,REP,Bill Weld,0,0,0,0,0
Clark,BALLOT STYLE 4,U.S. President,,REP,Bill Weld,2,0,2,0,0
Clark,BALLOT STYLE 5,U.S. President,,REP,Bill Weld,1,0,0,1,0
Clark,BALLOT STYLE 6,U.S. President,,REP,Bill Weld,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,REP,Bill Weld,0,0,0,0,0
Clark,BALLOT STYLE 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,0,3,1,0
Clark,BALLOT STYLE 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,4,2,1,1,0
Clark,BALLOT STYLE 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,1,0,0
Clark,BALLOT STYLE 4,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,2,0,0
Clark,BALLOT STYLE 5,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Clark,BALLOT STYLE 6,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Clark,BALLOT STYLE 7,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Clark,BALLOT STYLE 2,JUSTICE OF THE PEACE DIST. #5,,REP,TRACY RIDER,143,4,66,73,0
Clark,BALLOT STYLE 2,JUSTICE OF THE PEACE DIST. #5,,REP,GREGORY L. VARDAMAN,39,3,21,15,0
Clark,BALLOT STYLE 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,1010,11,566,430,3
Clark,BALLOT STYLE 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,253,8,132,113,0
Clark,BALLOT STYLE 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,108,1,87,20,0
Clark,BALLOT STYLE 4,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,407,4,295,108,0
Clark,BALLOT STYLE 5,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,44,0,37,7,0
Clark,BALLOT STYLE 6,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,0,0,0,0,0
Clark,BALLOT STYLE 7,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,12,1,8,3,0
Clark,BALLOT STYLE 1,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,830,22,464,340,4
Clark,BALLOT STYLE 2,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,218,8,106,104,0
Clark,BALLOT STYLE 3,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,91,0,85,6,0
Clark,BALLOT STYLE 4,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,266,7,195,64,0
Clark,BALLOT STYLE 5,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,33,0,24,9,0
Clark,BALLOT STYLE 6,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,3,0,2,1,0
Clark,BALLOT STYLE 7,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,10,5,5,0,0
Clark,BALLOT STYLE 1,Court of Appeals Associate Judge,"4, Position 2",,Emily White,1043,15,564,460,4
Clark,BALLOT STYLE 2,Court of Appeals Associate Judge,"4, Position 2",,Emily White,254,6,129,119,0
Clark,BALLOT STYLE 3,Court of Appeals Associate Judge,"4, Position 2",,Emily White,101,0,87,14,0
Clark,BALLOT STYLE 4,Court of Appeals Associate Judge,"4, Position 2",,Emily White,387,9,276,102,0
Clark,BALLOT STYLE 5,Court of Appeals Associate Judge,"4, Position 2",,Emily White,39,0,28,11,0
Clark,BALLOT STYLE 6,Court of Appeals Associate Judge,"4, Position 2",,Emily White,2,0,2,0,0
Clark,BALLOT STYLE 7,Court of Appeals Associate Judge,"4, Position 2",,Emily White,11,4,6,1,0
Clark,BALLOT STYLE 1,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,786,18,451,314,3
Clark,BALLOT STYLE 2,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,205,10,103,92,0
Clark,BALLOT STYLE 3,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,95,1,83,11,0
Clark,BALLOT STYLE 4,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,281,2,212,67,0
Clark,BALLOT STYLE 5,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,37,0,32,5,0
Clark,BALLOT STYLE 6,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,1,0,0,1,0
Clark,BALLOT STYLE 7,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,11,2,7,2,0
