county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,manual,provisional
Mississippi,Trinity Baptist Church,U.S. President,,Dem,Pete Buttigieg,4,0,1,3,0,0
Mississippi,Miss County Election Center,U.S. President,,Dem,Pete Buttigieg,7,0,0,7,0,0
Mississippi,AAMOD Bldg,U.S. President,,Dem,Pete Buttigieg,3,0,1,2,0,0
Mississippi,Armorel Planting Co,U.S. President,,Dem,Pete Buttigieg,1,0,0,1,0,0
Mississippi,Gosnell Comm Center,U.S. President,,Dem,Pete Buttigieg,5,0,2,3,0,0
Mississippi,Dell Community Center,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0,0
Mississippi,Leachville City Hall,U.S. President,,Dem,Pete Buttigieg,1,0,0,1,0,0
Mississippi,Manila Municipal Bldg,U.S. President,,Dem,Pete Buttigieg,1,0,0,1,0,0
Mississippi,ANC Burdette,U.S. President,,Dem,Pete Buttigieg,1,0,1,0,0,0
Mississippi,Charles Strong Comm Center,U.S. President,,Dem,Pete Buttigieg,1,0,0,1,0,0
Mississippi,Osceola Main Street,U.S. President,,Dem,Pete Buttigieg,9,0,0,9,0,0
Mississippi,Keiser FBC,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0,0
Mississippi,Wilson Library,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0,0
Mississippi,Joiner CH,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0,0
Mississippi,Birdsong FD,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0,0
Mississippi,Dyess CH,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0,0
Mississippi,Etowah FS,U.S. President,,Dem,Pete Buttigieg,1,0,1,0,0,0
Mississippi,Bassett CH,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0,0
Mississippi,Trinity Baptist Church,U.S. President,,Dem,Andrew Yang,1,0,0,1,0,0
Mississippi,Miss County Election Center,U.S. President,,Dem,Andrew Yang,2,0,2,0,0,0
Mississippi,AAMOD Bldg,U.S. President,,Dem,Andrew Yang,1,0,0,1,0,0
Mississippi,Armorel Planting Co,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Gosnell Comm Center,U.S. President,,Dem,Andrew Yang,1,0,1,0,0,0
Mississippi,Dell Community Center,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Leachville City Hall,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Manila Municipal Bldg,U.S. President,,Dem,Andrew Yang,1,0,0,1,0,0
Mississippi,ANC Burdette,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Charles Strong Comm Center,U.S. President,,Dem,Andrew Yang,1,0,0,1,0,0
Mississippi,Osceola Main Street,U.S. President,,Dem,Andrew Yang,4,0,1,2,0,1
Mississippi,Keiser FBC,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Wilson Library,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Joiner CH,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Birdsong FD,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Dyess CH,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Etowah FS,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Bassett CH,U.S. President,,Dem,Andrew Yang,0,0,0,0,0,0
Mississippi,Trinity Baptist Church,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Miss County Election Center,U.S. President,,Dem,Joe Sestak,1,0,1,0,0,0
Mississippi,AAMOD Bldg,U.S. President,,Dem,Joe Sestak,2,0,1,1,0,0
Mississippi,Armorel Planting Co,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Gosnell Comm Center,U.S. President,,Dem,Joe Sestak,1,0,1,0,0,0
Mississippi,Dell Community Center,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Leachville City Hall,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Manila Municipal Bldg,U.S. President,,Dem,Joe Sestak,1,0,0,1,0,0
Mississippi,ANC Burdette,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Charles Strong Comm Center,U.S. President,,Dem,Joe Sestak,4,1,1,2,0,0
Mississippi,Osceola Main Street,U.S. President,,Dem,Joe Sestak,1,0,1,0,0,0
Mississippi,Keiser FBC,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Wilson Library,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Joiner CH,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Birdsong FD,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Dyess CH,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Etowah FS,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Bassett CH,U.S. President,,Dem,Joe Sestak,0,0,0,0,0,0
Mississippi,Trinity Baptist Church,U.S. President,,Dem,Michael R. Bloomberg,39,1,8,30,0,0
Mississippi,Miss County Election Center,U.S. President,,Dem,Michael R. Bloomberg,68,0,17,51,0,0
Mississippi,AAMOD Bldg,U.S. President,,Dem,Michael R. Bloomberg,59,0,17,41,0,1
Mississippi,Armorel Planting Co,U.S. President,,Dem,Michael R. Bloomberg,2,0,0,2,0,0
Mississippi,Gosnell Comm Center,U.S. President,,Dem,Michael R. Bloomberg,14,0,7,7,0,0
Mississippi,Dell Community Center,U.S. President,,Dem,Michael R. Bloomberg,2,0,0,2,0,0
Mississippi,Leachville City Hall,U.S. President,,Dem,Michael R. Bloomberg,9,0,6,3,0,0
Mississippi,Manila Municipal Bldg,U.S. President,,Dem,Michael R. Bloomberg,10,0,8,2,0,0
Mississippi,ANC Burdette,U.S. President,,Dem,Michael R. Bloomberg,5,0,3,2,0,0
Mississippi,Charles Strong Comm Center,U.S. President,,Dem,Michael R. Bloomberg,9,1,2,5,0,1
Mississippi,Osceola Main Street,U.S. President,,Dem,Michael R. Bloomberg,135,0,28,100,0,7
Mississippi,Keiser FBC,U.S. President,,Dem,Michael R. Bloomberg,4,0,3,1,0,0
Mississippi,Wilson Library,U.S. President,,Dem,Michael R. Bloomberg,10,0,6,4,0,0
Mississippi,Joiner CH,U.S. President,,Dem,Michael R. Bloomberg,4,0,3,1,0,0
Mississippi,Birdsong FD,U.S. President,,Dem,Michael R. Bloomberg,2,0,2,0,0,0
Mississippi,Dyess CH,U.S. President,,Dem,Michael R. Bloomberg,2,0,0,2,0,0
Mississippi,Etowah FS,U.S. President,,Dem,Michael R. Bloomberg,3,0,3,0,0,0
Mississippi,Bassett CH,U.S. President,,Dem,Michael R. Bloomberg,4,0,3,1,0,0
Mississippi,Osceola Main Street,Justice of the Peace District 9 DISTRICT 9,,Dem,Sylvester Belcher,122,3,49,64,0,6
Mississippi,Osceola Main Street,Justice of the Peace District 9 DISTRICT 9,,Dem,Harbans Mangat,190,1,49,133,0,7
Mississippi,Trinity Baptist Church,Justice of the Peace District 6 DISTRICT 6,,Dem,Cecil McDonald,112,2,53,56,0,1
Mississippi,Miss County Election Center,Justice of the Peace District 6 DISTRICT 6,,Dem,Cecil McDonald,22,0,9,11,1,1
Mississippi,AAMOD Bldg,Justice of the Peace District 6 DISTRICT 6,,Dem,Cecil McDonald,63,1,23,38,0,1
Mississippi,Trinity Baptist Church,Justice of the Peace District 6 DISTRICT 6,,Dem,Alvin Clay,28,1,12,15,0,0
Mississippi,Miss County Election Center,Justice of the Peace District 6 DISTRICT 6,,Dem,Alvin Clay,4,0,0,4,0,0
Mississippi,AAMOD Bldg,Justice of the Peace District 6 DISTRICT 6,,Dem,Alvin Clay,17,1,5,11,0,0
Mississippi,Miss County Election Center,Justice of the Peace District 7 DISTRICT 7,,Dem,Jo Ann Henton,9,0,5,4,0,0
Mississippi,AAMOD Bldg,Justice of the Peace District 7 DISTRICT 7,,Dem,Jo Ann Henton,99,0,56,42,0,1
Mississippi,Dell Community Center,Justice of the Peace District 7 DISTRICT 7,,Dem,Jo Ann Henton,4,0,0,4,0,0
Mississippi,ANC Burdette,Justice of the Peace District 7 DISTRICT 7,,Dem,Jo Ann Henton,7,0,6,1,0,0
Mississippi,Miss County Election Center,Justice of the Peace District 7 DISTRICT 7,,Dem,Joe Lewis Sr.,6,0,2,4,0,0
Mississippi,AAMOD Bldg,Justice of the Peace District 7 DISTRICT 7,,Dem,Joe Lewis Sr.,89,0,38,49,0,2
Mississippi,Dell Community Center,Justice of the Peace District 7 DISTRICT 7,,Dem,Joe Lewis Sr.,0,0,0,0,0,0
Mississippi,ANC Burdette,Justice of the Peace District 7 DISTRICT 7,,Dem,Joe Lewis Sr.,5,0,5,0,0,0
Mississippi,Trinity Baptist Church,U.S. President,,Rep,Bill Weld,2,0,2,0,0,0
Mississippi,Miss County Election Center,U.S. President,,Rep,Bill Weld,18,0,5,13,0,0
Mississippi,AAMOD Bldg,U.S. President,,Rep,Bill Weld,0,0,0,0,0,0
Mississippi,Armorel Planting Co,U.S. President,,Rep,Bill Weld,0,0,0,0,0,0
Mississippi,Gosnell Comm Center,U.S. President,,Rep,Bill Weld,2,0,2,0,0,0
Mississippi,Dell Community Center,U.S. President,,Rep,Bill Weld,2,0,1,1,0,0
Mississippi,Leachville City Hall,U.S. President,,Rep,Bill Weld,5,0,3,2,0,0
Mississippi,Manila Municipal Bldg,U.S. President,,Rep,Bill Weld,8,0,5,3,0,0
Mississippi,ANC Burdette,U.S. President,,Rep,Bill Weld,1,0,1,0,0,0
Mississippi,Charles Strong Comm Center,U.S. President,,Rep,Bill Weld,0,0,0,0,0,0
Mississippi,Osceola Main Street,U.S. President,,Rep,Bill Weld,3,0,1,2,0,0
Mississippi,Keiser FBC,U.S. President,,Rep,Bill Weld,0,0,0,0,0,0
Mississippi,Wilson Library,U.S. President,,Rep,Bill Weld,3,0,2,1,0,0
Mississippi,Joiner CH,U.S. President,,Rep,Bill Weld,1,0,1,0,0,0
Mississippi,Birdsong FD,U.S. President,,Rep,Bill Weld,0,0,0,0,0,0
Mississippi,Dyess CH,U.S. President,,Rep,Bill Weld,2,0,2,0,0,0
Mississippi,Etowah FS,U.S. President,,Rep,Bill Weld,0,0,0,0,0,0
Mississippi,Bassett CH,U.S. President,,Rep,Bill Weld,0,0,0,0,0,0
Mississippi,Trinity Baptist Church,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,1,0,0,0
Mississippi,Miss County Election Center,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,0,1,0,0
Mississippi,AAMOD Bldg,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,0,1,0,0
Mississippi,Armorel Planting Co,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Gosnell Comm Center,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Dell Community Center,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Leachville City Hall,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Manila Municipal Bldg,U.S. President,,Rep,Roque 'Rocky' De La Fuente,3,0,3,0,0,0
Mississippi,ANC Burdette,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Charles Strong Comm Center,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Osceola Main Street,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,1,0,0,0
Mississippi,Keiser FBC,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Wilson Library,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,0,1,0,0
Mississippi,Joiner CH,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,1,0,0,0
Mississippi,Birdsong FD,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,1,0,0,0
Mississippi,Dyess CH,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Etowah FS,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Bassett CH,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Mississippi,Trinity Baptist Church,U.S. President,,Rep,Donald J. Trump,104,3,33,67,0,1
Mississippi,Miss County Election Center,U.S. President,,Rep,Donald J. Trump,435,2,158,267,7,1
Mississippi,AAMOD Bldg,U.S. President,,Rep,Donald J. Trump,36,0,9,27,0,0
Mississippi,Armorel Planting Co,U.S. President,,Rep,Donald J. Trump,62,1,45,16,0,0
Mississippi,Gosnell Comm Center,U.S. President,,Rep,Donald J. Trump,142,0,94,48,0,0
Mississippi,Dell Community Center,U.S. President,,Rep,Donald J. Trump,121,0,78,43,0,0
Mississippi,Leachville City Hall,U.S. President,,Rep,Donald J. Trump,259,2,123,133,0,1
Mississippi,Manila Municipal Bldg,U.S. President,,Rep,Donald J. Trump,425,2,272,150,0,1
Mississippi,ANC Burdette,U.S. President,,Rep,Donald J. Trump,15,0,11,4,0,0
Mississippi,Charles Strong Comm Center,U.S. President,,Rep,Donald J. Trump,17,3,8,6,0,0
Mississippi,Osceola Main Street,U.S. President,,Rep,Donald J. Trump,276,1,94,171,0,10
Mississippi,Keiser FBC,U.S. President,,Rep,Donald J. Trump,87,0,74,13,0,0
Mississippi,Wilson Library,U.S. President,,Rep,Donald J. Trump,111,1,76,34,0,0
Mississippi,Joiner CH,U.S. President,,Rep,Donald J. Trump,16,0,14,2,0,0
Mississippi,Birdsong FD,U.S. President,,Rep,Donald J. Trump,13,0,11,2,0,0
Mississippi,Dyess CH,U.S. President,,Rep,Donald J. Trump,36,1,31,4,0,0
Mississippi,Etowah FS,U.S. President,,Rep,Donald J. Trump,63,0,58,5,0,0
Mississippi,Bassett CH,U.S. President,,Rep,Donald J. Trump,50,0,44,6,0,0
Mississippi,Leachville City Hall,Justice of the Peace District 1 DISTRICT 1,,Rep,Fred A. Fleeman,121,1,47,72,0,1
Mississippi,Manila Municipal Bldg,Justice of the Peace District 1 DISTRICT 1,,Rep,Fred A. Fleeman,70,0,50,20,0,0
Mississippi,Etowah FS,Justice of the Peace District 1 DISTRICT 1,,Rep,Fred A. Fleeman,2,0,2,0,0,0
Mississippi,Leachville City Hall,Justice of the Peace District 1 DISTRICT 1,,Rep,Aaron Fleeman,146,1,81,64,0,0
Mississippi,Manila Municipal Bldg,Justice of the Peace District 1 DISTRICT 1,,Rep,Aaron Fleeman,86,2,56,28,0,0
Mississippi,Etowah FS,Justice of the Peace District 1 DISTRICT 1,,Rep,Aaron Fleeman,5,0,5,0,0,0
Mississippi,Dell Community Center,Justice of the Peace District 2 DISTRICT 2,,Rep,Brandon Harper,23,0,19,4,0,0
Mississippi,Manila Municipal Bldg,Justice of the Peace District 2 DISTRICT 2,,Rep,Brandon Harper,103,0,72,30,0,1
Mississippi,ANC Burdette,Justice of the Peace District 2 DISTRICT 2,,Rep,Brandon Harper,0,0,0,0,0,0
Mississippi,Charles Strong Comm Center,Justice of the Peace District 2 DISTRICT 2,,Rep,Brandon Harper,3,3,0,0,0,0
Mississippi,Keiser FBC,Justice of the Peace District 2 DISTRICT 2,,Rep,Brandon Harper,1,0,1,0,0,0
Mississippi,Etowah FS,Justice of the Peace District 2 DISTRICT 2,,Rep,Brandon Harper,14,0,12,2,0,0
Mississippi,Dell Community Center,Justice of the Peace District 2 DISTRICT 2,,Rep,Michael White,76,0,47,29,0,0
Mississippi,Manila Municipal Bldg,Justice of the Peace District 2 DISTRICT 2,,Rep,Michael White,186,0,106,80,0,0
Mississippi,ANC Burdette,Justice of the Peace District 2 DISTRICT 2,,Rep,Michael White,0,0,0,0,0,0
Mississippi,Charles Strong Comm Center,Justice of the Peace District 2 DISTRICT 2,,Rep,Michael White,0,0,0,0,0,0
Mississippi,Keiser FBC,Justice of the Peace District 2 DISTRICT 2,,Rep,Michael White,0,0,0,0,0,0
Mississippi,Etowah FS,Justice of the Peace District 2 DISTRICT 2,,Rep,Michael White,5,0,5,0,0,0
Mississippi,Miss County Election Center,Justice of the Peace District 4 DISTRICT 4,,Rep,Bill Nelson,91,1,35,51,4,0
Mississippi,AAMOD Bldg,Justice of the Peace District 4 DISTRICT 4,,Rep,Bill Nelson,3,0,0,3,0,0
Mississippi,Gosnell Comm Center,Justice of the Peace District 4 DISTRICT 4,,Rep,Bill Nelson,69,0,52,17,0,0
Mississippi,Miss County Election Center,Justice of the Peace District 4 DISTRICT 4,,Rep,Tobye McClanahan,137,0,47,84,6,0
Mississippi,AAMOD Bldg,Justice of the Peace District 4 DISTRICT 4,,Rep,Tobye McClanahan,3,0,0,3,0,0
Mississippi,Gosnell Comm Center,Justice of the Peace District 4 DISTRICT 4,,Rep,Tobye McClanahan,54,0,41,13,0,0
Mississippi,Keiser FBC,Justice of the Peace District 11 DISTRICT 11,,Rep,Howard Norvell,10,0,8,2,0,0
Mississippi,Wilson Library,Justice of the Peace District 11 DISTRICT 11,,Rep,Howard Norvell,86,1,55,30,0,0
Mississippi,Joiner CH,Justice of the Peace District 11 DISTRICT 11,,Rep,Howard Norvell,15,0,14,1,0,0
Mississippi,Birdsong FD,Justice of the Peace District 11 DISTRICT 11,,Rep,Howard Norvell,10,0,9,1,0,0
Mississippi,Dyess CH,Justice of the Peace District 11 DISTRICT 11,,Rep,Howard Norvell,21,1,18,2,0,0
Mississippi,Etowah FS,Justice of the Peace District 11 DISTRICT 11,,Rep,Howard Norvell,23,0,21,2,0,0
Mississippi,Bassett CH,Justice of the Peace District 11 DISTRICT 11,,Rep,Howard Norvell,28,0,25,3,0,0
Mississippi,Keiser FBC,Justice of the Peace District 11 DISTRICT 11,,Rep,Dennis Tucker Jr.,0,0,0,0,0,0
Mississippi,Wilson Library,Justice of the Peace District 11 DISTRICT 11,,Rep,Dennis Tucker Jr.,28,0,22,6,0,0
Mississippi,Joiner CH,Justice of the Peace District 11 DISTRICT 11,,Rep,Dennis Tucker Jr.,3,0,2,1,0,0
Mississippi,Birdsong FD,Justice of the Peace District 11 DISTRICT 11,,Rep,Dennis Tucker Jr.,4,0,3,1,0,0
Mississippi,Dyess CH,Justice of the Peace District 11 DISTRICT 11,,Rep,Dennis Tucker Jr.,17,0,15,2,0,0
Mississippi,Etowah FS,Justice of the Peace District 11 DISTRICT 11,,Rep,Dennis Tucker Jr.,14,0,13,1,0,0
Mississippi,Bassett CH,Justice of the Peace District 11 DISTRICT 11,,Rep,Dennis Tucker Jr.,22,0,19,3,0,0
Mississippi,Trinity Baptist Church,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,240,4,114,122,0,0
Mississippi,Miss County Election Center,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,389,0,171,216,0,2
Mississippi,AAMOD Bldg,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,211,0,100,108,0,3
Mississippi,Armorel Planting Co,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,36,0,25,11,0,0
Mississippi,Gosnell Comm Center,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,110,0,74,36,0,0
Mississippi,Dell Community Center,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,63,0,35,28,0,0
Mississippi,Leachville City Hall,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,166,1,86,79,0,0
Mississippi,Manila Municipal Bldg,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,241,2,167,71,0,1
Mississippi,ANC Burdette,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,18,0,14,4,0,0
Mississippi,Charles Strong Comm Center,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,47,6,29,12,0,0
Mississippi,Osceola Main Street,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,417,5,152,244,0,16
Mississippi,Keiser FBC,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,32,0,23,9,0,0
Mississippi,Wilson Library,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,63,0,49,14,0,0
Mississippi,Joiner CH,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,21,0,20,1,0,0
Mississippi,Birdsong FD,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,21,0,19,1,0,1
Mississippi,Dyess CH,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,23,0,20,3,0,0
Mississippi,Etowah FS,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,36,0,34,2,0,0
Mississippi,Bassett CH,State Supreme Court Associate Justice, Position 4,Non,Barbara Womack Webb,21,0,18,3,0,0
Mississippi,Trinity Baptist Church,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,132,3,49,78,0,2
Mississippi,Miss County Election Center,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,352,1,126,224,0,1
Mississippi,AAMOD Bldg,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,100,2,39,58,0,1
Mississippi,Armorel Planting Co,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,45,1,35,9,0,0
Mississippi,Gosnell Comm Center,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,103,0,65,38,0,0
Mississippi,Dell Community Center,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,68,0,48,20,0,0
Mississippi,Leachville City Hall,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,139,1,67,70,0,1
Mississippi,Manila Municipal Bldg,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,249,0,163,86,0,0
Mississippi,ANC Burdette,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,16,1,12,3,0,0
Mississippi,Charles Strong Comm Center,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,34,4,17,12,0,1
Mississippi,Osceola Main Street,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,374,0,118,249,0,7
Mississippi,Keiser FBC,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,64,0,59,5,0,0
Mississippi,Wilson Library,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,103,1,71,31,0,0
Mississippi,Joiner CH,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,25,0,21,4,0,0
Mississippi,Birdsong FD,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,20,0,18,2,0,0
Mississippi,Dyess CH,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,25,1,20,4,0,0
Mississippi,Etowah FS,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,51,0,46,5,0,0
Mississippi,Bassett CH,State Supreme Court Associate Justice, Position 4,Non,Judge Morgan 'Chip' Welch,50,0,44,6,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,167,3,77,86,0,1
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,304,1,121,176,5,1
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,129,0,65,64,0,0
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,29,1,16,12,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,96,0,65,31,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,50,0,27,23,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,181,1,90,89,0,1
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,246,2,152,92,0,0
Mississippi,ANC Burdette,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,9,0,5,4,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,42,3,25,14,0,0
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,363,4,122,223,0,14
Mississippi,Keiser FBC,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,42,0,37,5,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,60,0,41,19,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,23,0,20,3,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,19,0,18,1,0,0
Mississippi,Dyess CH,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,23,0,20,3,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,38,0,35,3,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 5, At Large",Non,Skip Mooney Jr.,28,0,25,3,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,201,3,84,113,0,1
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,440,0,174,262,2,2
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,166,2,70,90,0,4
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,51,0,43,8,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,121,0,77,44,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,86,0,59,27,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,125,1,63,61,0,0
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,242,0,173,68,0,1
Mississippi,ANC Burdette,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,24,1,20,3,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,43,7,21,14,0,1
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,443,1,157,276,0,9
Mississippi,Keiser FBC,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,53,0,48,5,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,112,1,82,29,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,27,0,23,4,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,19,0,16,2,0,1
Mississippi,Dyess CH,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,27,1,22,4,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,51,0,47,4,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 5, At Large",Non,Tom Young,41,0,35,6,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,151,3,61,85,0,2
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,390,1,157,228,2,2
