county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
St Francis,Hughes,U.S. President,,Dem,Amy Klobuchar,4,0,4,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Amy Klobuchar,1,0,1,0
St Francis,Widener,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
St Francis,Madison,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
St Francis,Bonair,U.S. President,,Dem,Amy Klobuchar,2,1,1,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Amy Klobuchar,6,4,2,0
St Francis,Colt,U.S. President,,Dem,Amy Klobuchar,1,0,1,0
St Francis,Caldwell,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
St Francis,Forrest City Country West,U.S. President,,Dem,Amy Klobuchar,1,1,0,0
St Francis,Palestine,U.S. President,,Dem,Amy Klobuchar,2,0,2,0
St Francis,Wheatley,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
St Francis,FC Ward 2,U.S. President,,Dem,Amy Klobuchar,2,2,0,0
St Francis,FC Ward 3,U.S. President,,Dem,Amy Klobuchar,9,8,1,0
St Francis,FC Ward 4,U.S. President,,Dem,Amy Klobuchar,6,5,1,0
St Francis,Hughes,U.S. President,,Dem,Michael Bennet,0,0,0,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Michael Bennet,0,0,0,0
St Francis,Widener,U.S. President,,Dem,Michael Bennet,0,0,0,0
St Francis,Madison,U.S. President,,Dem,Michael Bennet,2,0,2,0
St Francis,Bonair,U.S. President,,Dem,Michael Bennet,1,1,0,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Michael Bennet,3,3,0,0
St Francis,Colt,U.S. President,,Dem,Michael Bennet,1,1,0,0
St Francis,Caldwell,U.S. President,,Dem,Michael Bennet,0,0,0,0
St Francis,Forrest City Country West,U.S. President,,Dem,Michael Bennet,0,0,0,0
St Francis,Palestine,U.S. President,,Dem,Michael Bennet,0,0,0,0
St Francis,Wheatley,U.S. President,,Dem,Michael Bennet,2,0,2,0
St Francis,FC Ward 1,U.S. President,,Dem,Michael Bennet,2,1,1,0
St Francis,FC Ward 2,U.S. President,,Dem,Michael Bennet,1,0,1,0
St Francis,FC Ward 3,U.S. President,,Dem,Michael Bennet,0,0,0,0
St Francis,FC Ward 4,U.S. President,,Dem,Michael Bennet,2,2,0,0
St Francis,Hughes,U.S. President,,Dem,Tom Steyer,1,0,1,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,Widener,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,Madison,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,Bonair,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Tom Steyer,1,1,0,0
St Francis,Colt,U.S. President,,Dem,Tom Steyer,3,2,0,1
St Francis,Caldwell,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,Forrest City Country West,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,Palestine,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,Wheatley,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Dem,Tom Steyer,1,1,0,0
St Francis,FC Ward 2,U.S. President,,Dem,Tom Steyer,1,0,1,0
St Francis,FC Ward 3,U.S. President,,Dem,Tom Steyer,0,0,0,0
St Francis,FC Ward 4,U.S. President,,Dem,Tom Steyer,3,3,0,0
St Francis,Hughes,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Cory Booker,1,0,1,0
St Francis,Widener,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,Madison,U.S. President,,Dem,Cory Booker,1,1,0,0
St Francis,Bonair,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Cory Booker,4,0,4,0
St Francis,Colt,U.S. President,,Dem,Cory Booker,1,1,0,0
St Francis,Caldwell,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,Forrest City Country West,U.S. President,,Dem,Cory Booker,2,2,0,0
St Francis,Palestine,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,Wheatley,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Dem,Cory Booker,1,0,1,0
St Francis,FC Ward 2,U.S. President,,Dem,Cory Booker,1,0,1,0
St Francis,FC Ward 3,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,FC Ward 4,U.S. President,,Dem,Cory Booker,0,0,0,0
St Francis,Hughes,U.S. President,,Dem,Bernie Sanders,16,2,13,1
St Francis,Heth/Blackfish,U.S. President,,Dem,Bernie Sanders,9,0,9,0
St Francis,Widener,U.S. President,,Dem,Bernie Sanders,8,1,7,0
St Francis,Madison,U.S. President,,Dem,Bernie Sanders,16,2,14,0
St Francis,Bonair,U.S. President,,Dem,Bernie Sanders,11,2,9,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Bernie Sanders,20,13,7,0
St Francis,Colt,U.S. President,,Dem,Bernie Sanders,31,8,23,0
St Francis,Caldwell,U.S. President,,Dem,Bernie Sanders,6,3,3,0
St Francis,Forrest City Country West,U.S. President,,Dem,Bernie Sanders,8,7,1,0
St Francis,Palestine,U.S. President,,Dem,Bernie Sanders,11,5,5,1
St Francis,Wheatley,U.S. President,,Dem,Bernie Sanders,3,1,2,0
St Francis,FC Ward 1,U.S. President,,Dem,Bernie Sanders,41,21,20,0
St Francis,FC Ward 2,U.S. President,,Dem,Bernie Sanders,53,31,18,4
St Francis,FC Ward 3,U.S. President,,Dem,Bernie Sanders,35,14,21,0
St Francis,FC Ward 4,U.S. President,,Dem,Bernie Sanders,29,14,15,0
St Francis,Hughes,U.S. President,,Dem,Kamala Harris,1,0,1,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Kamala Harris,1,0,1,0
St Francis,Widener,U.S. President,,Dem,Kamala Harris,0,0,0,0
St Francis,Madison,U.S. President,,Dem,Kamala Harris,1,1,0,0
St Francis,Bonair,U.S. President,,Dem,Kamala Harris,1,0,1,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Kamala Harris,0,0,0,0
St Francis,Colt,U.S. President,,Dem,Kamala Harris,1,0,1,0
St Francis,Caldwell,U.S. President,,Dem,Kamala Harris,0,0,0,0
St Francis,Forrest City Country West,U.S. President,,Dem,Kamala Harris,3,2,1,0
St Francis,Palestine,U.S. President,,Dem,Kamala Harris,1,0,1,0
St Francis,Wheatley,U.S. President,,Dem,Kamala Harris,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Dem,Kamala Harris,2,1,1,0
St Francis,FC Ward 2,U.S. President,,Dem,Kamala Harris,5,4,1,0
St Francis,FC Ward 3,U.S. President,,Dem,Kamala Harris,1,1,0,0
St Francis,FC Ward 4,U.S. President,,Dem,Kamala Harris,3,0,3,0
St Francis,Hughes,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,Widener,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,Madison,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,Bonair,U.S. President,,Dem,Marianne Williamson,2,1,1,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,Colt,U.S. President,,Dem,Marianne Williamson,2,0,2,0
St Francis,Caldwell,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,Forrest City Country West,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,Palestine,U.S. President,,Dem,Marianne Williamson,1,1,0,0
St Francis,Wheatley,U.S. President,,Dem,Marianne Williamson,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Dem,Marianne Williamson,7,3,4,0
St Francis,FC Ward 2,U.S. President,,Dem,Marianne Williamson,1,1,0,0
St Francis,FC Ward 3,U.S. President,,Dem,Marianne Williamson,2,1,1,0
St Francis,FC Ward 4,U.S. President,,Dem,Marianne Williamson,1,0,1,0
St Francis,Hughes,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,Widener,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,Madison,U.S. President,,Dem,Mosie Boyd,1,0,1,0
St Francis,Bonair,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,Colt,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,Caldwell,U.S. President,,Dem,Mosie Boyd,1,0,1,0
St Francis,Forrest City Country West,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,Palestine,U.S. President,,Dem,Mosie Boyd,1,0,1,0
St Francis,Wheatley,U.S. President,,Dem,Mosie Boyd,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Dem,Mosie Boyd,4,0,4,0
St Francis,FC Ward 2,U.S. President,,Dem,Mosie Boyd,2,1,1,0
St Francis,FC Ward 3,U.S. President,,Dem,Mosie Boyd,2,2,0,0
St Francis,FC Ward 4,U.S. President,,Dem,Mosie Boyd,2,1,1,0
St Francis,Hughes,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
St Francis,Heth/Blackfish,U.S. President,,Dem,Pete Buttigieg,1,0,1,0
St Francis,Widener,U.S. President,,Dem,Pete Buttigieg,1,0,1,0
St Francis,Madison,U.S. President,,Dem,Pete Buttigieg,2,1,1,0
St Francis,Bonair,U.S. President,,Dem,Pete Buttigieg,1,0,1,0
St Francis,Newcastle/Parrott,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
St Francis,Colt,U.S. President,,Dem,Pete Buttigieg,2,0,2,0
St Francis,Caldwell,U.S. President,,Dem,Pete Buttigieg,2,1,0,1
St Francis,Forrest City Country West,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
St Francis,Palestine,U.S. President,,Dem,Pete Buttigieg,1,0,1,0
St Francis,Wheatley,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Dem,Pete Buttigieg,2,1,0,1
St Francis,FC Ward 2,U.S. President,,Dem,Pete Buttigieg,2,1,0,1
St Francis,FC Ward 3,U.S. President,,Dem,Pete Buttigieg,6,6,0,0
St Francis,FC Ward 4,U.S. President,,Dem,Pete Buttigieg,7,6,1,0
St Francis,Heth/Blackfish,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,ROY WINFREY,26,3,23,0
St Francis,Widener,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,ROY WINFREY,31,1,30,0
St Francis,Madison,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,ROY WINFREY,98,23,72,3
St Francis,Newcastle/Parrott,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,ROY WINFREY,23,18,5,0
St Francis,Heth/Blackfish,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,BILLY GENE RAY,7,1,6,0
St Francis,Widener,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,BILLY GENE RAY,17,4,13,0
St Francis,Madison,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,BILLY GENE RAY,34,6,28,0
St Francis,Newcastle/Parrott,JUSTICE OF THE PEACE DIST 3 JOP3,,Dem,BILLY GENE RAY,17,14,3,0
St Francis,Hughes,U.S. President,,Rep,Donald J. Trump,28,4,24,0
St Francis,Heth/Blackfish,U.S. President,,Rep,Donald J. Trump,40,6,34,0
St Francis,Widener,U.S. President,,Rep,Donald J. Trump,29,5,24,0
St Francis,Madison,U.S. President,,Rep,Donald J. Trump,3,2,1,0
St Francis,Bonair,U.S. President,,Rep,Donald J. Trump,71,25,46,0
St Francis,Newcastle/Parrott,U.S. President,,Rep,Donald J. Trump,289,90,199,0
St Francis,Colt,U.S. President,,Rep,Donald J. Trump,100,17,83,0
St Francis,Caldwell,U.S. President,,Rep,Donald J. Trump,80,23,57,0
St Francis,Forrest City Country West,U.S. President,,Rep,Donald J. Trump,17,6,11,0
St Francis,Palestine,U.S. President,,Rep,Donald J. Trump,123,14,107,2
St Francis,Wheatley,U.S. President,,Rep,Donald J. Trump,38,3,35,0
St Francis,FC Ward 1,U.S. President,,Rep,Donald J. Trump,7,4,3,0
St Francis,FC Ward 2,U.S. President,,Rep,Donald J. Trump,9,8,1,0
St Francis,FC Ward 3,U.S. President,,Rep,Donald J. Trump,101,50,49,2
St Francis,FC Ward 4,U.S. President,,Rep,Donald J. Trump,109,64,45,0
St Francis,Hughes,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,Heth/Blackfish,U.S. President,,Rep,Bill Weld,1,0,1,0
St Francis,Widener,U.S. President,,Rep,Bill Weld,1,0,1,0
St Francis,Madison,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,Bonair,U.S. President,,Rep,Bill Weld,1,0,1,0
St Francis,Newcastle/Parrott,U.S. President,,Rep,Bill Weld,1,0,1,0
St Francis,Colt,U.S. President,,Rep,Bill Weld,1,0,1,0
St Francis,Caldwell,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,Forrest City Country West,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,Palestine,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,Wheatley,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,FC Ward 2,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,FC Ward 3,U.S. President,,Rep,Bill Weld,5,5,0,0
St Francis,FC Ward 4,U.S. President,,Rep,Bill Weld,0,0,0,0
St Francis,Hughes,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,1,0
St Francis,Heth/Blackfish,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,1,0
St Francis,Widener,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,Madison,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,Bonair,U.S. President,,Rep,Roque 'Rocky' De La Fuente,2,2,0,0
St Francis,Newcastle/Parrott,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,Colt,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,Caldwell,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,0,1,0
St Francis,Forrest City Country West,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,Palestine,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,Wheatley,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,FC Ward 1,U.S. President,,Rep,Roque 'Rocky' De La Fuente,0,0,0,0
St Francis,FC Ward 2,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,1,0,0
St Francis,FC Ward 3,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,1,0,0
St Francis,FC Ward 4,U.S. President,,Rep,Roque 'Rocky' De La Fuente,1,1,0,0
St Francis,Hughes,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,72,7,64,1
St Francis,Heth/Blackfish,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,55,7,48,0
St Francis,Widener,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,47,8,39,0
St Francis,Madison,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,87,15,72,0
St Francis,Bonair,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,84,28,54,2
St Francis,Newcastle/Parrott,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,213,86,127,0
St Francis,Colt,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,144,37,105,2
St Francis,Caldwell,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,63,15,48,0
St Francis,Forrest City Country West,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,34,19,14,1
St Francis,Palestine,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,133,23,104,6
St Francis,Wheatley,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,36,4,32,0
St Francis,FC Ward 1,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,219,108,96,15
St Francis,FC Ward 2,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,248,104,116,28
St Francis,FC Ward 3,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,254,107,136,11
St Francis,FC Ward 4,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,206,103,95,8
St Francis,Hughes,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,42,6,36,0
St Francis,Heth/Blackfish,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,30,3,27,0
