county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Franklin,1-A Ozark Wd. 1,U.S. President,,DEM,Cory Booker,2,0,1,1
Franklin,1-B Ozark Wd. 2,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,1-C Ozark Wd. 2,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,2-A Ozark Wd.3,U.S. President,,DEM,Cory Booker,1,0,1,0
Franklin,2-B Ozark Rural,U.S. President,,DEM,Cory Booker,1,0,1,0
Franklin,2-C Lonelm/Cravens,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,2-D Wallace/Ivy,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,2-E Ozark Wd. 3,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,3-A Lonelm/Cravens,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,3-B Fern,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,3-C Boston,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,4-C W.V. Rural,U.S. President,,DEM,Cory Booker,1,0,0,1
Franklin,3-D Jethro,U.S. President,,DEM,Cory Booker,1,0,0,1
Franklin,3-E Watalula,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,3-F Mountain,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,4-A Philpot,U.S. President,,DEM,Cory Booker,1,1,0,0
Franklin,4-B Watalula,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,4-D Ozark Rural,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,5-A Wallace/Ivy,U.S. President,,DEM,Cory Booker,1,0,1,0
Franklin,5-B Ozark Rural,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,5-C Webb City,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,6-A Altus Rural,U.S. President,,DEM,Cory Booker,1,0,0,1
Franklin,6-B Altus City,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,6-C Denning,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,6-D Wiederkehr Village,U.S. President,,DEM,Cory Booker,1,0,0,1
Franklin,7-A Cecil,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,7-B Webb City,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,7-C Etna,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,7-D Donald,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,8-A Branch City,U.S. President,,DEM,Cory Booker,0,0,0,0
Franklin,8-B Charleston City Wd. 1,U.S. President,,DEM,Cory Booker,1,0,0,1
