county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Sebastian,1-A,U.S. President,,REP,Bill Weld,5,0,1,4
Sebastian,1-B,U.S. President,,REP,Bill Weld,2,0,1,1
Sebastian,1-C,U.S. President,,REP,Bill Weld,7,0,1,6
Sebastian,1-D,U.S. President,,REP,Bill Weld,10,0,2,8
Sebastian,1-E,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,1-F,U.S. President,,REP,Bill Weld,4,0,2,2
Sebastian,1-G,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,1-H,U.S. President,,REP,Bill Weld,3,0,2,1
Sebastian,1-I,U.S. President,,REP,Bill Weld,2,0,2,0
Sebastian,1-J,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,1-K,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,1-L,U.S. President,,REP,Bill Weld,2,0,0,2
Sebastian,1-M,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,2-A,U.S. President,,REP,Bill Weld,2,0,1,1
Sebastian,2-B,U.S. President,,REP,Bill Weld,2,0,1,1
Sebastian,2-C,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,2-D,U.S. President,,REP,Bill Weld,2,0,0,2
Sebastian,2-E,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,2-F,U.S. President,,REP,Bill Weld,4,0,0,4
Sebastian,2-G,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,2-H,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,3-A,U.S. President,,REP,Bill Weld,3,0,1,2
Sebastian,3-B,U.S. President,,REP,Bill Weld,6,0,2,4
Sebastian,3-C,U.S. President,,REP,Bill Weld,2,0,1,1
Sebastian,3-D,U.S. President,,REP,Bill Weld,9,0,2,7
Sebastian,3-E,U.S. President,,REP,Bill Weld,4,1,1,2
Sebastian,3-F,U.S. President,,REP,Bill Weld,5,0,1,4
Sebastian,3-G,U.S. President,,REP,Bill Weld,18,0,11,7
Sebastian,3-H,U.S. President,,REP,Bill Weld,12,0,7,5
Sebastian,3-I,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,3-J,U.S. President,,REP,Bill Weld,2,0,2,0
Sebastian,3-K,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,3-L,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,3-M,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,3-N,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,3-O,U.S. President,,REP,Bill Weld,5,0,1,4
Sebastian,4-A,U.S. President,,REP,Bill Weld,7,0,3,4
Sebastian,4-B,U.S. President,,REP,Bill Weld,5,0,4,1
Sebastian,4-C,U.S. President,,REP,Bill Weld,22,0,15,7
Sebastian,4-D,U.S. President,,REP,Bill Weld,10,0,6,4
Sebastian,4-E,U.S. President,,REP,Bill Weld,4,0,1,3
Sebastian,4-F,U.S. President,,REP,Bill Weld,6,0,2,4
Sebastian,4-G,U.S. President,,REP,Bill Weld,20,0,10,10
Sebastian,4-H,U.S. President,,REP,Bill Weld,3,0,0,3
Sebastian,4-I,U.S. President,,REP,Bill Weld,2,0,0,2
Sebastian,4-J,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,4-K,U.S. President,,REP,Bill Weld,16,1,7,8
Sebastian,4-L.01,U.S. President,,REP,Bill Weld,3,0,1,2
Sebastian,4-L.02,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,4-M,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,4-N,U.S. President,,REP,Bill Weld,4,1,2,1
Sebastian,9-1A,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-1B.01,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1B.02,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-1C.01,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1C.02,U.S. President,,REP,Bill Weld,4,0,1,3
Sebastian,9-1D.01,U.S. President,,REP,Bill Weld,2,0,0,2
Sebastian,9-1D.02,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-1D.03,U.S. President,,REP,Bill Weld,2,0,2,0
Sebastian,9-1E.01,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1E.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1F,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1G,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1H,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1I.01,U.S. President,,REP,Bill Weld,3,0,3,0
Sebastian,9-1I.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1K.01,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-1K.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1M,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,9-1N.01,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-1N.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-1O,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-2A.01,U.S. President,,REP,Bill Weld,3,0,3,0
Sebastian,9-2A.02,U.S. President,,REP,Bill Weld,2,0,1,1
Sebastian,9-2A.03,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-2A.04,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2B.01,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2B.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2B.03,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2C.01,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2C.02,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,9-2C.03,U.S. President,,REP,Bill Weld,6,0,4,2
Sebastian,9-2D,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-2E,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2F.01,U.S. President,,REP,Bill Weld,2,0,1,1
Sebastian,9-2F.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2G.01,U.S. President,,REP,Bill Weld,2,0,0,2
Sebastian,9-2G.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2H.01,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2H.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2I,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2J,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2K,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-2L,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-2M,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-3A.01,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,9-3A.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-3A.03,U.S. President,,REP,Bill Weld,2,0,0,2
Sebastian,9-3B.01,U.S. President,,REP,Bill Weld,9,0,3,6
Sebastian,9-3B.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-3C.01,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-3C.02,U.S. President,,REP,Bill Weld,2,0,1,1
Sebastian,9-3D,U.S. President,,REP,Bill Weld,1,0,0,1
Sebastian,9-3E.01,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-3E.02,U.S. President,,REP,Bill Weld,0,0,0,0
Sebastian,9-3F.01,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,9-3F.02,U.S. President,,REP,Bill Weld,1,0,1,0
Sebastian,9-3G.01,U.S. President,,REP,Bill Weld,1,0,0,1
