county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Polk,Precinct 1,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Precinct 2,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Precinct 3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Acorn,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Ink,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Polk,Board Camp,U.S. President,,DEM,Michael Bennet,3,0,0,3,0
Polk,Cherry Hill,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Big Fork,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Dallas Valley,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Shady Grove,U.S. President,,DEM,Michael Bennet,1,0,0,1,0
Polk,Rocky,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Potter,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Polk,Hatfield,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Cove,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Vandervoort,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Wickes,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Grannis,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Polk,Precinct 1,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Precinct 2,U.S. President,,DEM,Julian Castro,1,0,0,1,0
Polk,Precinct 3,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Acorn,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Ink,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Board Camp,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Cherry Hill,U.S. President,,DEM,Julian Castro,1,0,0,1,0
Polk,Big Fork,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Dallas Valley,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Shady Grove,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Rocky,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Potter,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Hatfield,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Cove,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Vandervoort,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Wickes,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Grannis,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Polk,Precinct 1,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Polk,Precinct 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Precinct 3,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Polk,Acorn,U.S. President,,DEM,Joe Sestak,1,0,1,0,0
Polk,Ink,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Board Camp,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Cherry Hill,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Polk,Big Fork,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Dallas Valley,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Polk,Shady Grove,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Rocky,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Potter,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Hatfield,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Cove,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Vandervoort,U.S. President,,DEM,Joe Sestak,1,0,1,0,0
Polk,Wickes,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Polk,Grannis,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Polk,Precinct 1,U.S. President,,DEM,Tom Steyer,1,1,0,0,0
Polk,Precinct 2,U.S. President,,DEM,Tom Steyer,4,0,2,2,0
Polk,Precinct 3,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Polk,Acorn,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Polk,Ink,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Polk,Board Camp,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Polk,Cherry Hill,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Polk,Big Fork,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Polk,Dallas Valley,U.S. President,,DEM,Tom Steyer,2,1,1,0,0
Polk,Shady Grove,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Polk,Rocky,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Polk,Potter,U.S. President,,DEM,Tom Steyer,3,0,0,3,0
Polk,Hatfield,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Polk,Cove,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Polk,Vandervoort,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Polk,Wickes,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Polk,Grannis,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Polk,Precinct 1,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Polk,Precinct 2,U.S. President,,DEM,Tulsi Gabbard,2,0,1,1,0
