county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
White,Albion,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,19,0,8,11
White,Antioch,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,87,1,9,77
White,Bald Knob Ward 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,69,1,12,56
White,Bald Knob Ward 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,53,0,4,49
White,Bald Knob Ward 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,56,0,5,51
White,Bald Knob TWP,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,48,2,11,35
White,Beebe Ward 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,101,0,12,89
White,Beebe Ward 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,110,2,17,91
White,Beebe Ward 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,111,1,19,91
White,Big Creek,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,64,0,17,47
White,Bradford Ward 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,14,0,2,12
White,Bradford Ward 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,8,0,0,8
White,Bradford Ward 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,16,0,0,16
White,Cadron,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,36,0,7,29
White,Cane,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,95,3,34,58
White,Chrisp,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,114,3,28,83
White,Clay,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,76,0,10,66
White,Cleveland,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,7,0,1,6
White,Coffey,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,98,0,14,84
White,Coldwell,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,36,0,10,26
White,Crosby,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,57,1,19,37
White,Cypert,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,16,0,2,14
White,Denmark,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,26,0,4,22
White,Des Arc,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,117,0,27,90
White,Dogwood TWP,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,18,0,1,17
White,El Paso,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,53,0,4,49
