county,precinct,office,district,party,candidate,votes,absentee,election_day_paper,election_day,early_vote,provisional
Bradley,North,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,118,1,0,76,41,0
Bradley,South,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,65,0,0,36,29,0
Bradley,Banks City,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,8,0,0,7,1,0
Bradley,Banks Rural,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,33,0,0,30,3,0
Bradley,Springhill,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,23,1,0,13,9,0
Bradley,Hermitage City,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,26,0,0,22,4,0
Bradley,Hermitage Rural,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,55,0,0,49,6,0
Bradley,Eagle Lake,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,12,0,0,11,1,0
Bradley,Jersey,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,22,1,0,16,5,0
Bradley,Johnsville,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,30,0,0,23,7,0
Bradley,Marion,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,12,0,0,9,3,0
Bradley,Ward 1,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,74,0,0,49,25,0
Bradley,Ward 2,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,100,6,0,44,50,0
Bradley,Ward 3,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,79,1,0,46,32,0
Bradley,North,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,171,5,0,100,66,0
Bradley,South,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,79,0,0,55,24,0
Bradley,Banks City,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,9,0,0,8,1,0
Bradley,Banks Rural,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,21,0,0,13,8,0
Bradley,Springhill,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,38,0,0,30,8,0
Bradley,Hermitage City,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,20,0,0,16,4,0
Bradley,Hermitage Rural,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,53,0,0,37,16,0
Bradley,Eagle Lake,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,20,0,0,17,3,0
Bradley,Jersey,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,13,0,0,12,1,0
Bradley,Johnsville,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,16,1,0,13,2,0
Bradley,Marion,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,11,0,0,8,3,0
Bradley,Ward 1,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,144,0,0,85,59,0
Bradley,Ward 2,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,175,5,0,69,101,0
Bradley,Ward 3,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,150,4,0,96,50,0
Bradley,North,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,231,4,0,142,85,0
Bradley,South,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,109,0,0,72,37,0
Bradley,Banks City,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,13,0,0,11,2,0
Bradley,Banks Rural,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,43,0,0,34,9,0
Bradley,Springhill,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,46,1,0,30,15,0
Bradley,Hermitage City,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,31,0,0,24,7,0
Bradley,Hermitage Rural,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,98,0,0,78,20,0
Bradley,Eagle Lake,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,24,0,0,21,3,0
Bradley,Jersey,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,20,0,0,17,3,0
Bradley,Johnsville,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,34,0,0,26,8,0
Bradley,Marion,Court of Appeals Associate Judge,5,,Court of Appeals Judge Mark Klappenbach,17,0,0,12,5,0
Bradley,Ward 1,Court of Appeals Associate Judge,5,,James McMenis,59,0,0,45,14,0
Bradley,Ward 2,Court of Appeals Associate Judge,5,,James McMenis,58,4,0,36,18,0
Bradley,Ward 3,Court of Appeals Associate Judge,5,,James McMenis,61,0,0,38,23,0
Bradley,North,Court of Appeals Associate Judge,5,,James McMenis,55,2,0,30,23,0
Bradley,South,Court of Appeals Associate Judge,5,,James McMenis,38,0,0,21,17,0
Bradley,Banks City,Court of Appeals Associate Judge,5,,James McMenis,5,0,0,5,0,0
Bradley,Banks Rural,Court of Appeals Associate Judge,5,,James McMenis,13,0,0,11,2,0
Bradley,Springhill,Court of Appeals Associate Judge,5,,James McMenis,15,0,0,13,2,0
Bradley,Hermitage City,Court of Appeals Associate Judge,5,,James McMenis,12,0,0,11,1,0
Bradley,Hermitage Rural,Court of Appeals Associate Judge,5,,James McMenis,12,0,0,9,3,0
Bradley,Eagle Lake,Court of Appeals Associate Judge,5,,James McMenis,7,0,0,6,1,0
Bradley,Jersey,Court of Appeals Associate Judge,5,,James McMenis,15,1,0,11,3,0
Bradley,Johnsville,Court of Appeals Associate Judge,5,,James McMenis,12,1,0,10,1,0
Bradley,Marion,Court of Appeals Associate Judge,5,,James McMenis,5,0,0,4,1,0
Bradley,Ward 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,28,0,0,16,12,0
Bradley,Ward 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,72,2,0,39,31,0
Bradley,Ward 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,62,0,0,48,14,0
Bradley,North,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,96,2,0,57,37,0
Bradley,South,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,21,0,0,1,20,0
Bradley,Banks City,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,15,0,0,14,1,0
Bradley,Banks Rural,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,24,0,0,18,6,0
Bradley,Springhill,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,35,1,0,27,7,0
Bradley,Hermitage City,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,28,0,0,22,6,0
Bradley,Hermitage Rural,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,54,0,0,45,9,0
Bradley,Eagle Lake,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,22,0,0,18,4,0
Bradley,Jersey,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,24,0,0,19,5,0
Bradley,Johnsville,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,28,0,0,22,6,0
Bradley,Marion,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,11,0,0,6,5,0
Bradley,Ward 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,27,0,0,8,19,0
Bradley,Ward 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,68,1,0,28,39,0
Bradley,Ward 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,59,2,0,41,16,0
Bradley,North,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,120,4,0,77,39,0
Bradley,South,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,27,0,0,11,16,0
Bradley,Banks City,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,2,0,0,2,0,0
Bradley,Banks Rural,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,16,0,0,12,4,0
Bradley,Springhill,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,15,0,0,10,5,0
Bradley,Hermitage City,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,11,0,0,9,2,0
Bradley,Hermitage Rural,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,37,0,0,28,9,0
Bradley,Eagle Lake,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,4,0,0,4,0,0
Bradley,Jersey,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,2,0,0,2,0,0
Bradley,Johnsville,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,13,0,0,10,3,0
Bradley,Marion,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,4,0,0,3,1,0
Bradley,Ward 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,19,0,0,13,6,0
Bradley,Ward 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,42,2,0,23,17,0
Bradley,Ward 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,35,0,0,22,13,0
Bradley,North,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,75,0,0,44,31,0
Bradley,South,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,12,0,0,2,10,0
Bradley,Banks City,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,1,0,0,0,1,0
Bradley,Banks Rural,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,16,0,0,15,1,0
Bradley,Springhill,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,12,0,0,7,5,0
Bradley,Hermitage City,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,5,0,0,5,0,0
Bradley,Hermitage Rural,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,17,0,0,14,3,0
Bradley,Eagle Lake,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,4,0,0,4,0,0
Bradley,Jersey,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,11,1,0,9,1,0
Bradley,Johnsville,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,7,1,0,6,0,0
Bradley,Marion,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,6,0,0,6,0,0
Bradley,Ward 1,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,74,0,0,55,19,0
Bradley,Ward 2,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,51,3,0,26,22,0
Bradley,Ward 3,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,51,1,0,34,16,0
Bradley,North,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,20,0,0,15,5,0
Bradley,South,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,10,0,0,6,4,0
Bradley,Banks City,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,3,0,0,3,0,0
Bradley,Banks Rural,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,9,0,0,8,1,0
Bradley,Springhill,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,3,0,0,2,1,0
Bradley,Hermitage City,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,9,0,0,7,2,0
Bradley,Hermitage Rural,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,17,0,0,16,1,0
Bradley,Eagle Lake,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,5,0,0,5,0,0
Bradley,Jersey,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,11,0,0,10,1,0
Bradley,Johnsville,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,9,0,0,7,2,0
Bradley,Marion,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,3,0,0,3,0,0
Bradley,Ward 1,Circuit Judge,"10, Division 2, At Large",,Frank Spain,82,0,0,49,33,0
Bradley,Ward 2,Circuit Judge,"10, Division 2, At Large",,Frank Spain,79,5,0,38,36,0
Bradley,Ward 3,Circuit Judge,"10, Division 2, At Large",,Frank Spain,74,1,0,48,25,0
Bradley,North,Circuit Judge,"10, Division 2, At Large",,Frank Spain,103,4,0,70,29,0
Bradley,South,Circuit Judge,"10, Division 2, At Large",,Frank Spain,67,0,0,48,19,0
Bradley,Banks City,Circuit Judge,"10, Division 2, At Large",,Frank Spain,9,0,0,7,2,0
Bradley,Banks Rural,Circuit Judge,"10, Division 2, At Large",,Frank Spain,34,0,0,28,6,0
Bradley,Springhill,Circuit Judge,"10, Division 2, At Large",,Frank Spain,33,0,0,27,6,0
Bradley,Hermitage City,Circuit Judge,"10, Division 2, At Large",,Frank Spain,23,0,0,19,4,0
Bradley,Hermitage Rural,Circuit Judge,"10, Division 2, At Large",,Frank Spain,46,0,0,34,12,0
Bradley,Eagle Lake,Circuit Judge,"10, Division 2, At Large",,Frank Spain,17,0,0,15,2,0
Bradley,Jersey,Circuit Judge,"10, Division 2, At Large",,Frank Spain,16,0,0,13,3,0
Bradley,Johnsville,Circuit Judge,"10, Division 2, At Large",,Frank Spain,17,0,0,13,4,0
Bradley,Marion,Circuit Judge,"10, Division 2, At Large",,Frank Spain,10,0,0,6,4,0
Bradley,Ward 1,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,64,0,0,38,26,0
Bradley,Ward 2,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,112,1,0,51,60,0
Bradley,Ward 3,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,102,3,0,63,36,0
Bradley,North,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,174,2,0,97,75,0
Bradley,South,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,73,0,0,41,32,0
Bradley,Banks City,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,6,0,0,6,0,0
Bradley,Banks Rural,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,17,0,0,13,4,0
Bradley,Springhill,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,26,1,0,14,11,0
Bradley,Hermitage City,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,12,0,0,10,2,0
Bradley,Hermitage Rural,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,53,0,0,41,12,0
Bradley,Eagle Lake,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,9,0,0,7,2,0
Bradley,Jersey,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,9,1,0,6,2,0
Bradley,Johnsville,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,20,1,0,16,3,0
Bradley,Marion,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,11,0,0,9,2,0
