county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Sharp,Big Creek,U.S. President,,DEM,Tulsi Gabbard,3,0,1,2,0
Sharp,Cave,U.S. President,,DEM,Tulsi Gabbard,2,0,1,1,0
Sharp,Cherokee,U.S. President,,DEM,Tulsi Gabbard,2,0,1,1,0
Sharp,Davidson,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,East Sullivan,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Hardy,U.S. President,,DEM,Tulsi Gabbard,3,0,1,2,0
Sharp,Highland,U.S. President,,DEM,Tulsi Gabbard,2,0,1,1,0
Sharp,Jackson,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Lave Creek,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Lower North,U.S. President,,DEM,Tulsi Gabbard,1,0,1,0,0
Sharp,Morgan,U.S. President,,DEM,Tulsi Gabbard,1,0,1,0,0
Sharp,North Big Rock,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,North Lebanon,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,North Union,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Ozark,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Piney Fork,U.S. President,,DEM,Tulsi Gabbard,1,0,1,0,0
Sharp,Richwood,U.S. President,,DEM,Tulsi Gabbard,6,0,5,1,0
Sharp,Scott,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,South Big Rock,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,South Lebanon,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,South Union,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Strawberry,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Upper North,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Washington,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,West Sullivan,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Sharp,Big Creek,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Cave,U.S. President,,DEM,John K. Delaney,1,0,0,1,0
Sharp,Cherokee,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Davidson,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,East Sullivan,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Hardy,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Highland,U.S. President,,DEM,John K. Delaney,1,0,1,0,0
Sharp,Jackson,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Lave Creek,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Lower North,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Morgan,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,North Big Rock,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,North Lebanon,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,North Union,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Ozark,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Piney Fork,U.S. President,,DEM,John K. Delaney,1,0,0,1,0
Sharp,Richwood,U.S. President,,DEM,John K. Delaney,3,0,1,2,0
Sharp,Scott,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,South Big Rock,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,South Lebanon,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,South Union,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Strawberry,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Upper North,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Washington,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,West Sullivan,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Sharp,Big Creek,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Cave,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Cherokee,U.S. President,,DEM,Michael Bennet,2,0,1,1,0
Sharp,Davidson,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,East Sullivan,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Hardy,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Highland,U.S. President,,DEM,Michael Bennet,1,0,0,1,0
Sharp,Jackson,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Lave Creek,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Lower North,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Morgan,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,North Big Rock,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Sharp,North Lebanon,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,North Union,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Ozark,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Piney Fork,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Richwood,U.S. President,,DEM,Michael Bennet,3,0,2,1,0
Sharp,Scott,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,South Big Rock,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,South Lebanon,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,South Union,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Strawberry,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Upper North,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Washington,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,West Sullivan,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Sharp,Big Creek,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Cave,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Cherokee,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Sharp,Davidson,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,East Sullivan,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Hardy,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Highland,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Jackson,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Lave Creek,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Lower North,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Morgan,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,North Big Rock,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,North Lebanon,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,North Union,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Ozark,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Piney Fork,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Sharp,Richwood,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Scott,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,South Big Rock,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,South Lebanon,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,South Union,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Strawberry,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Upper North,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Washington,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,West Sullivan,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Sharp,Big Creek,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Sharp,Cave,U.S. President,,DEM,Elizabeth Warren,8,0,4,3,1
Sharp,Cherokee,U.S. President,,DEM,Elizabeth Warren,24,2,13,9,0
Sharp,Davidson,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0
Sharp,East Sullivan,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Sharp,Hardy,U.S. President,,DEM,Elizabeth Warren,6,1,2,3,0
Sharp,Highland,U.S. President,,DEM,Elizabeth Warren,5,0,2,3,0
Sharp,Jackson,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Sharp,Lave Creek,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0
Sharp,Lower North,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Sharp,Morgan,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0
Sharp,North Big Rock,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Sharp,North Lebanon,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
