county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Fulton,Benton/Union,U.S. President,,DEM,Julian Castro,1,0,1,0,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,DEM,Julian Castro,1,0,1,0,0
Fulton,Myatt,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Amy Klobuchar,19,1,1,17,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Amy Klobuchar,2,0,2,0,0
Fulton,MS/Afton,U.S. President,,DEM,Amy Klobuchar,3,0,0,3,0
Fulton,Myatt,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Amy Klobuchar,2,0,0,2,0
Fulton,Washington,U.S. President,,DEM,Amy Klobuchar,2,0,0,2,0
Fulton,Benton/Union,U.S. President,,DEM,Joseph R. Biden,89,4,48,37,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Joseph R. Biden,11,0,10,1,0
Fulton,Cleveland,U.S. President,,DEM,Joseph R. Biden,7,0,7,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Joseph R. Biden,33,0,20,13,0
Fulton,MS/Afton,U.S. President,,DEM,Joseph R. Biden,62,0,52,10,0
Fulton,Myatt,U.S. President,,DEM,Joseph R. Biden,4,0,4,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Joseph R. Biden,50,0,36,14,0
Fulton,Cherokee Village,U.S. President,,DEM,Joseph R. Biden,32,0,30,2,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Joseph R. Biden,30,0,17,13,0
Fulton,Washington,U.S. President,,DEM,Joseph R. Biden,13,0,13,0,0
Fulton,Benton/Union,U.S. President,,DEM,Bernie Sanders,48,1,17,30,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Bernie Sanders,16,0,14,2,0
Fulton,Cleveland,U.S. President,,DEM,Bernie Sanders,5,0,3,2,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Bernie Sanders,14,0,7,7,0
Fulton,MS/Afton,U.S. President,,DEM,Bernie Sanders,23,0,17,6,0
Fulton,Myatt,U.S. President,,DEM,Bernie Sanders,5,0,5,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Bernie Sanders,21,0,16,5,0
Fulton,Cherokee Village,U.S. President,,DEM,Bernie Sanders,12,0,5,7,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Bernie Sanders,8,0,2,6,0
Fulton,Washington,U.S. President,,DEM,Bernie Sanders,2,0,2,0,0
Fulton,Benton/Union,U.S. President,,DEM,Andrew Yang,3,2,0,1,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Fulton,MS/Afton,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Fulton,Myatt,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Andrew Yang,2,0,1,1,0
Fulton,Cherokee Village,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Fulton,Washington,U.S. President,,DEM,Andrew Yang,1,0,0,1,0
Fulton,Benton/Union,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Myatt,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Mosie Boyd,1,0,1,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Tulsi Gabbard,2,0,0,2,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,DEM,Tulsi Gabbard,1,0,1,0,0
Fulton,Myatt,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Tulsi Gabbard,1,0,0,1,0
Fulton,Cherokee Village,U.S. President,,DEM,Tulsi Gabbard,2,0,2,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Fulton,Cleveland,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,DEM,Cory Booker,1,0,1,0,0
Fulton,Myatt,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Elizabeth Warren,9,0,5,4,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Elizabeth Warren,8,0,7,1,0
Fulton,Cleveland,U.S. President,,DEM,Elizabeth Warren,3,0,3,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Elizabeth Warren,2,0,2,0,0
Fulton,MS/Afton,U.S. President,,DEM,Elizabeth Warren,24,0,16,8,0
Fulton,Myatt,U.S. President,,DEM,Elizabeth Warren,1,0,1,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Elizabeth Warren,5,0,2,3,0
Fulton,Cherokee Village,U.S. President,,DEM,Elizabeth Warren,2,0,2,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Elizabeth Warren,2,0,1,1,0
Fulton,Washington,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Joe Sestak,2,0,1,1,0
Fulton,MS/Afton,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Myatt,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Joe Sestak,1,0,1,0,0
Fulton,Benton/Union,U.S. President,,DEM,Steve Bullock,2,0,1,1,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,Myatt,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Myatt,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Kamala Harris,1,0,0,1,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Myatt,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Michael Bennet,1,0,0,1,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Michael Bennet,2,0,1,1,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Fulton,MS/Afton,U.S. President,,DEM,Michael Bennet,5,0,3,2,0
Fulton,Myatt,U.S. President,,DEM,Michael Bennet,2,0,2,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,Michael R. Bloomberg,53,2,15,36,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Michael R. Bloomberg,8,0,2,6,0
Fulton,Cleveland,U.S. President,,DEM,Michael R. Bloomberg,7,0,1,6,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Michael R. Bloomberg,12,0,8,4,0
Fulton,MS/Afton,U.S. President,,DEM,Michael R. Bloomberg,27,0,16,11,0
Fulton,Myatt,U.S. President,,DEM,Michael R. Bloomberg,7,0,6,1,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Michael R. Bloomberg,25,0,18,7,0
Fulton,Cherokee Village,U.S. President,,DEM,Michael R. Bloomberg,8,0,7,1,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Michael R. Bloomberg,9,0,5,4,0
Fulton,Washington,U.S. President,,DEM,Michael R. Bloomberg,4,0,2,2,0
Fulton,Benton/Union,U.S. President,,DEM,Pete Buttigieg,4,0,1,3,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Pete Buttigieg,4,0,3,1,0
Fulton,Cleveland,U.S. President,,DEM,Pete Buttigieg,1,0,1,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Pete Buttigieg,2,0,2,0,0
Fulton,MS/Afton,U.S. President,,DEM,Pete Buttigieg,4,0,0,4,0
Fulton,Myatt,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Pete Buttigieg,1,0,0,1,0
Fulton,Cherokee Village,U.S. President,,DEM,Pete Buttigieg,5,0,1,4,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Pete Buttigieg,1,0,0,1,0
Fulton,Washington,U.S. President,,DEM,Pete Buttigieg,3,0,1,2,0
Fulton,Benton/Union,U.S. President,,DEM,Tom Steyer,5,1,0,4,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Fulton,Cleveland,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,Tom Steyer,3,0,3,0,0
Fulton,MS/Afton,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Fulton,Myatt,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,Tom Steyer,2,0,2,0,0
Fulton,Cherokee Village,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Fulton,Washington,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,DEM,John K. Delaney,1,1,0,0,0
Fulton,Vidette/Big Creek,U.S. President,,DEM,John K. Delaney,2,0,1,1,0
Fulton,Cleveland,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,DEM,John K. Delaney,3,0,3,0,0
Fulton,MS/Afton,U.S. President,,DEM,John K. Delaney,3,0,3,0,0
Fulton,Myatt,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Fulton,Washington,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,REP,Bill Weld,3,1,1,1,0
Fulton,Vidette/Big Creek,U.S. President,,REP,Bill Weld,1,0,1,0,0
Fulton,Cleveland,U.S. President,,REP,Bill Weld,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,REP,Bill Weld,3,0,1,2,0
Fulton,MS/Afton,U.S. President,,REP,Bill Weld,2,0,1,1,0
Fulton,Myatt,U.S. President,,REP,Bill Weld,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,REP,Bill Weld,1,0,0,1,0
Fulton,Cherokee Village,U.S. President,,REP,Bill Weld,2,0,2,0,0
Fulton,Southfork/Wilson,U.S. President,,REP,Bill Weld,0,0,0,0,0
Fulton,Washington,U.S. President,,REP,Bill Weld,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,1,1,0
Fulton,Vidette/Big Creek,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Cleveland,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Fulton/Mt Calm,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,MS/Afton,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Myatt,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Cherokee Village,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Southfork/Wilson,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Washington,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Fulton,Benton/Union,U.S. President,,REP,Donald J. Trump,171,3,87,81,0
Fulton,Vidette/Big Creek,U.S. President,,REP,Donald J. Trump,112,0,83,29,0
Fulton,Cleveland,U.S. President,,REP,Donald J. Trump,34,0,22,12,0
Fulton,Fulton/Mt Calm,U.S. President,,REP,Donald J. Trump,116,0,76,40,0
Fulton,MS/Afton,U.S. President,,REP,Donald J. Trump,158,0,106,52,0
Fulton,Myatt,U.S. President,,REP,Donald J. Trump,9,0,7,2,0
Fulton,Pleasant Ridge/Strawberry,U.S. President,,REP,Donald J. Trump,138,0,96,42,0
Fulton,Cherokee Village,U.S. President,,REP,Donald J. Trump,88,0,67,21,0
Fulton,Southfork/Wilson,U.S. President,,REP,Donald J. Trump,46,0,30,16,0
Fulton,Washington,U.S. President,,REP,Donald J. Trump,30,0,20,10,0
Fulton,Benton/Union,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,188,5,77,106,0
Fulton,Vidette/Big Creek,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,81,0,63,18,0
Fulton,Cleveland,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,32,0,19,13,0
Fulton,Fulton/Mt Calm,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,86,0,66,20,0
Fulton,MS/Afton,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,137,0,91,46,0
Fulton,Myatt,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,9,0,8,1,0
Fulton,Pleasant Ridge/Strawberry,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,109,0,74,35,0
Fulton,Cherokee Village,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,66,0,55,11,0
Fulton,Southfork/Wilson,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,47,0,24,23,0
Fulton,Washington,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,23,0,17,6,0
Fulton,Benton/Union,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,181,10,77,94,0
Fulton,Vidette/Big Creek,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,75,0,53,22,0
Fulton,Cleveland,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,25,0,19,6,0
Fulton,Fulton/Mt Calm,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,109,0,76,33,0
Fulton,MS/Afton,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,153,0,105,48,0
Fulton,Myatt,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,15,0,14,1,0
