county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early
Clay,North St. Francis,U.S. President,,DEM,Michael R. Bloomberg,36,0,17,0,19
Clay,South St. Francis,U.S. President,,DEM,Michael R. Bloomberg,16,0,9,0,7
Clay,East Oak Bluff / Blue Cane,U.S. President,,DEM,Michael R. Bloomberg,13,0,9,0,4
Clay,West Oak Bluff,U.S. President,,DEM,Michael R. Bloomberg,30,0,27,0,3
Clay,Bennett / Lemmons,U.S. President,,DEM,Michael R. Bloomberg,9,0,7,0,2
Clay,Bradshaw / Haywood,U.S. President,,DEM,Michael R. Bloomberg,3,0,0,0,3
Clay,Johnson,U.S. President,,DEM,Michael R. Bloomberg,2,0,2,0,0
Clay,Knob,U.S. President,,DEM,Michael R. Bloomberg,2,0,2,0,0
Clay,Liddell / Chalk Bluff,U.S. President,,DEM,Michael R. Bloomberg,7,0,3,0,4
Clay,Payne / Swain,U.S. President,,DEM,Michael R. Bloomberg,2,0,1,0,1
Clay,Pollard,U.S. President,,DEM,Michael R. Bloomberg,7,0,5,0,2
Clay,Brown / Carpenter,U.S. President,,DEM,Michael R. Bloomberg,5,0,4,0,1
Clay,Cache / Wilson,U.S. President,,DEM,Michael R. Bloomberg,4,0,4,0,0
Clay,Clark,U.S. President,,DEM,Michael R. Bloomberg,2,0,2,0,0
Clay,Nelson,U.S. President,,DEM,Michael R. Bloomberg,4,0,2,0,2
Clay,N Kilgore / Cleveland,U.S. President,,DEM,Michael R. Bloomberg,22,0,7,0,15
Clay,S Kilgore / Gleghorn,U.S. President,,DEM,Michael R. Bloomberg,15,0,2,0,13
Clay,North St. Francis,U.S. President,,DEM,Tom Steyer,4,0,1,0,3
Clay,South St. Francis,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Clay,East Oak Bluff / Blue Cane,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,West Oak Bluff,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Clay,Bennett / Lemmons,U.S. President,,DEM,Tom Steyer,2,0,2,0,0
Clay,Bradshaw / Haywood,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Johnson,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Knob,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Liddell / Chalk Bluff,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Payne / Swain,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Pollard,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Brown / Carpenter,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Cache / Wilson,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Clark,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,Nelson,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Clay,N Kilgore / Cleveland,U.S. President,,DEM,Tom Steyer,1,0,0,0,1
Clay,S Kilgore / Gleghorn,U.S. President,,DEM,Tom Steyer,1,0,0,0,1
Clay,North St. Francis,U.S. President,,DEM,Kamala Harris,2,0,2,0,0
Clay,South St. Francis,U.S. President,,DEM,Kamala Harris,1,0,0,0,1
Clay,East Oak Bluff / Blue Cane,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,West Oak Bluff,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Bennett / Lemmons,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Bradshaw / Haywood,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Johnson,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Knob,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Liddell / Chalk Bluff,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Payne / Swain,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Clay,Pollard,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Clay,Brown / Carpenter,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Cache / Wilson,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Clark,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,Nelson,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,N Kilgore / Cleveland,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Clay,S Kilgore / Gleghorn,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Clay,North St. Francis,U.S. President,,DEM,Michael Bennet,1,0,0,0,1
Clay,South St. Francis,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,East Oak Bluff / Blue Cane,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,West Oak Bluff,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Bennett / Lemmons,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Bradshaw / Haywood,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Johnson,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Knob,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Liddell / Chalk Bluff,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Clay,Payne / Swain,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Pollard,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Brown / Carpenter,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Cache / Wilson,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Clark,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,Nelson,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,N Kilgore / Cleveland,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,S Kilgore / Gleghorn,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Clay,North St. Francis,U.S. President,,DEM,Pete Buttigieg,2,0,1,0,1
Clay,South St. Francis,U.S. President,,DEM,Pete Buttigieg,3,0,0,0,3
Clay,East Oak Bluff / Blue Cane,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Clay,West Oak Bluff,U.S. President,,DEM,Pete Buttigieg,3,0,1,0,2
Clay,Bennett / Lemmons,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Bradshaw / Haywood,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Johnson,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Knob,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Liddell / Chalk Bluff,U.S. President,,DEM,Pete Buttigieg,2,0,1,0,1
Clay,Payne / Swain,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Clay,Pollard,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Brown / Carpenter,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Cache / Wilson,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Clark,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,Nelson,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Clay,N Kilgore / Cleveland,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Clay,S Kilgore / Gleghorn,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Clay,North St. Francis,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Clay,South St. Francis,U.S. President,,DEM,Mosie Boyd,1,0,0,0,1
Clay,East Oak Bluff / Blue Cane,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Clay,West Oak Bluff,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Clay,Bennett / Lemmons,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
