county,precinct,office,district,party,candidate,votes,absentee,tuckerman,swifton,newport,grubbs,pg,early_vote,php,pv,crossroads,tupelo,beedeville
Jackson,JACKSONPORT,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,LIBERTY,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,MACKS,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEW GLAISE,U.S. President,,DEM,John K. Delaney,1,0,0,0,0,0,1,0,0,0,0,0,0
Jackson,NEWPORT 2-A,U.S. President,,DEM,John K. Delaney,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,NEWPORT 1-B,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 1-A,U.S. President,,DEM,John K. Delaney,2,0,0,0,1,0,0,1,0,0,0,0,0
Jackson,NEWPORT 3-A,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-B,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-C,U.S. President,,DEM,John K. Delaney,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,NEWPORT 2-C,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-B,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 4-A,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 4-B,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,OLD GLAISE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,OLYPHANT,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,PENNINGTON BALCH,U.S. President,,DEM,John K. Delaney,1,0,0,0,0,0,0,0,1,0,0,0,0
Jackson,REMMEL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SHOFFNER,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SWIFTON,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W3,U.S. President,,DEM,John K. Delaney,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,TUCKERMAN OUT,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUPELO,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WATERS STORE,U.S. President,,DEM,John K. Delaney,2,0,0,0,0,0,0,2,0,0,0,0,0
Jackson,WELDON,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AIRBASE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALCORN,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALGOA,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AMAGON,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AUVERGNE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,BEEDEVILLE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,BLACKVILLE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CAMPBELL STATION,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CROSSROADS-37,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,DENMARK,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,DIAZ,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GOURDNECK-CITIZENSHIP,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GREENHAW,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GRUBBS,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,HICKORY GROVE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,HORSESHOE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,INGLESIDE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ISLAND,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,JACKSONPORT,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,LIBERTY,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,MACKS,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEW GLAISE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-A,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 1-B,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 1-A,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-A,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-B,U.S. President,,DEM,Cory Booker,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,NEWPORT 3-C,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-C,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-B,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 4-A,U.S. President,,DEM,Cory Booker,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,NEWPORT 4-B,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,OLD GLAISE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,OLYPHANT,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,PENNINGTON BALCH,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,REMMEL,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SHOFFNER,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SWIFTON,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W1,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W2,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W3,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN OUT,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUPELO,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WATERS STORE,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WELDON,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AIRBASE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALCORN,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALGOA,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AMAGON,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AUVERGNE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,BEEDEVILLE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,BLACKVILLE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CAMPBELL STATION,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CROSSROADS-37,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,DENMARK,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,DIAZ,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GOURDNECK-CITIZENSHIP,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GREENHAW,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GRUBBS,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,HICKORY GROVE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,HORSESHOE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,INGLESIDE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ISLAND,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,JACKSONPORT,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,LIBERTY,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,MACKS,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEW GLAISE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-A,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 1-B,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 1-A,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-A,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-B,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-C,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-C,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-B,U.S. President,,DEM,Julian Castro,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,NEWPORT 4-A,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 4-B,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,OLD GLAISE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,OLYPHANT,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,PENNINGTON BALCH,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,REMMEL,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SHOFFNER,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SWIFTON,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W1,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W2,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W3,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN OUT,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUPELO,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WATERS STORE,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WELDON,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AIRBASE,U.S. President,,DEM,Joseph R. Biden,1,0,0,0,1,0,0,0,0,0,0,0,0
Jackson,ALCORN,U.S. President,,DEM,Joseph R. Biden,19,0,0,0,8,0,0,11,0,0,0,0,0
Jackson,ALGOA,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AMAGON,U.S. President,,DEM,Joseph R. Biden,2,0,0,0,0,1,0,0,1,0,0,0,0
Jackson,AUVERGNE,U.S. President,,DEM,Joseph R. Biden,4,0,0,0,2,0,0,0,0,0,0,2,0
Jackson,BEEDEVILLE,U.S. President,,DEM,Joseph R. Biden,4,0,0,0,0,0,0,0,0,0,0,0,4
Jackson,BLACKVILLE,U.S. President,,DEM,Joseph R. Biden,1,0,0,0,1,0,0,0,0,0,0,0,0
Jackson,CAMPBELL STATION,U.S. President,,DEM,Joseph R. Biden,3,1,1,0,1,0,0,0,0,0,0,0,0
Jackson,CROSSROADS-37,U.S. President,,DEM,Joseph R. Biden,13,0,0,0,2,0,0,0,0,0,11,0,0
Jackson,DENMARK,U.S. President,,DEM,Joseph R. Biden,6,0,0,0,0,0,0,4,0,0,2,0,0
Jackson,DIAZ,U.S. President,,DEM,Joseph R. Biden,36,0,1,0,20,0,0,15,0,0,0,0,0
Jackson,GOURDNECK-CITIZENSHIP,U.S. President,,DEM,Joseph R. Biden,1,0,0,0,1,0,0,0,0,0,0,0,0
Jackson,GREENHAW,U.S. President,,DEM,Joseph R. Biden,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,GRUBBS,U.S. President,,DEM,Joseph R. Biden,11,0,0,0,0,11,0,0,0,0,0,0,0
Jackson,HICKORY GROVE,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,HORSESHOE,U.S. President,,DEM,Joseph R. Biden,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,INGLESIDE,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ISLAND,U.S. President,,DEM,Joseph R. Biden,2,0,0,0,0,0,0,2,0,0,0,0,0
Jackson,JACKSONPORT,U.S. President,,DEM,Joseph R. Biden,4,0,0,0,3,0,0,1,0,0,0,0,0
Jackson,LIBERTY,U.S. President,,DEM,Joseph R. Biden,2,0,0,0,0,0,0,1,0,0,1,0,0
Jackson,MACKS,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEW GLAISE,U.S. President,,DEM,Joseph R. Biden,9,0,0,0,1,0,8,0,0,0,0,0,0
Jackson,NEWPORT 2-A,U.S. President,,DEM,Joseph R. Biden,12,0,0,0,4,0,0,8,0,0,0,0,0
Jackson,NEWPORT 1-B,U.S. President,,DEM,Joseph R. Biden,39,0,0,0,17,0,0,22,0,0,0,0,0
Jackson,NEWPORT 1-A,U.S. President,,DEM,Joseph R. Biden,18,0,0,0,6,0,0,12,0,0,0,0,0
Jackson,NEWPORT 3-A,U.S. President,,DEM,Joseph R. Biden,5,0,0,0,1,0,0,4,0,0,0,0,0
Jackson,NEWPORT 3-B,U.S. President,,DEM,Joseph R. Biden,8,0,0,0,5,0,0,3,0,0,0,0,0
Jackson,NEWPORT 3-C,U.S. President,,DEM,Joseph R. Biden,20,1,0,0,12,0,0,7,0,0,0,0,0
Jackson,NEWPORT 2-C,U.S. President,,DEM,Joseph R. Biden,17,1,0,0,2,0,0,14,0,0,0,0,0
Jackson,NEWPORT 2-B,U.S. President,,DEM,Joseph R. Biden,24,2,0,0,10,0,0,12,0,0,0,0,0
Jackson,NEWPORT 4-A,U.S. President,,DEM,Joseph R. Biden,25,2,0,0,9,0,0,14,0,0,0,0,0
Jackson,NEWPORT 4-B,U.S. President,,DEM,Joseph R. Biden,36,0,0,0,18,0,0,18,0,0,0,0,0
Jackson,OLD GLAISE,U.S. President,,DEM,Joseph R. Biden,1,0,0,0,0,0,1,0,0,0,0,0,0
Jackson,OLYPHANT,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,PENNINGTON BALCH,U.S. President,,DEM,Joseph R. Biden,5,0,0,0,0,0,0,1,4,0,0,0,0
Jackson,REMMEL,U.S. President,,DEM,Joseph R. Biden,2,0,0,0,0,0,0,0,2,0,0,0,0
Jackson,SHOFFNER,U.S. President,,DEM,Joseph R. Biden,2,0,0,0,0,0,0,0,0,0,0,2,0
Jackson,SWIFTON,U.S. President,,DEM,Joseph R. Biden,41,1,1,38,0,0,0,1,0,0,0,0,0
Jackson,TUCKERMAN W1,U.S. President,,DEM,Joseph R. Biden,14,0,9,0,0,0,0,5,0,0,0,0,0
Jackson,TUCKERMAN W2,U.S. President,,DEM,Joseph R. Biden,31,0,22,0,2,0,0,7,0,0,0,0,0
Jackson,TUCKERMAN W3,U.S. President,,DEM,Joseph R. Biden,28,2,14,0,1,0,0,11,0,0,0,0,0
Jackson,TUCKERMAN OUT,U.S. President,,DEM,Joseph R. Biden,9,0,5,0,0,0,0,4,0,0,0,0,0
Jackson,TUPELO,U.S. President,,DEM,Joseph R. Biden,9,0,0,0,0,0,0,1,0,0,0,8,0
Jackson,WATERS STORE,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WELDON,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AIRBASE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALCORN,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALGOA,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AMAGON,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AUVERGNE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,BEEDEVILLE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,BLACKVILLE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CAMPBELL STATION,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CROSSROADS-37,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,DENMARK,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,DIAZ,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GOURDNECK-CITIZENSHIP,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GREENHAW,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,GRUBBS,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,HICKORY GROVE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,HORSESHOE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,INGLESIDE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ISLAND,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,JACKSONPORT,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,LIBERTY,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,MACKS,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEW GLAISE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-A,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 1-B,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 1-A,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-A,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-B,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 3-C,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-C,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 2-B,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 4-A,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,NEWPORT 4-B,U.S. President,,DEM,Marianne Williamson,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,OLD GLAISE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,OLYPHANT,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,PENNINGTON BALCH,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,REMMEL,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SHOFFNER,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,SWIFTON,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W1,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN W3,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUCKERMAN OUT,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,TUPELO,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WATERS STORE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,WELDON,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AIRBASE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALCORN,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,ALGOA,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AMAGON,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,AUVERGNE,U.S. President,,DEM,Amy Klobuchar,2,0,0,0,0,0,0,0,0,0,0,2,0
Jackson,BEEDEVILLE,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,0,0,0,1,0,0,0,0,0
Jackson,BLACKVILLE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CAMPBELL STATION,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,CROSSROADS-37,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0
