county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Madison,Alabam,U.S. President,,Dem,Pete Buttigieg,9,0,8,1
Madison,Hilburn,U.S. President,,Dem,Pete Buttigieg,4,0,2,2
Madison,Kings River,U.S. President,,Dem,Pete Buttigieg,2,0,2,0
Madison,Lamar,U.S. President,,Dem,Pete Buttigieg,11,0,11,0
Madison,Prairie,U.S. President,,Dem,Pete Buttigieg,2,0,1,1
Madison,War Eagle,U.S. President,,Dem,Pete Buttigieg,16,0,14,2
Madison,Ward 1,U.S. President,,Dem,Pete Buttigieg,2,0,1,1
Madison,Ward 2,U.S. President,,Dem,Pete Buttigieg,1,0,1,0
Madison,Ward 3,U.S. President,,Dem,Pete Buttigieg,1,0,0,1
Madison,Ward 4,U.S. President,,Dem,Pete Buttigieg,4,0,3,1
Madison,Alabam,U.S. President,,Dem,Michael R. Bloomberg,25,0,16,9
Madison,Hilburn,U.S. President,,Dem,Michael R. Bloomberg,28,0,7,21
Madison,Kings River,U.S. President,,Dem,Michael R. Bloomberg,22,1,7,14
Madison,Lamar,U.S. President,,Dem,Michael R. Bloomberg,34,0,13,21
Madison,Prairie,U.S. President,,Dem,Michael R. Bloomberg,25,0,11,14
Madison,War Eagle,U.S. President,,Dem,Michael R. Bloomberg,36,1,15,20
Madison,Ward 1,U.S. President,,Dem,Michael R. Bloomberg,6,1,4,1
Madison,Ward 2,U.S. President,,Dem,Michael R. Bloomberg,7,1,3,3
Madison,Ward 3,U.S. President,,Dem,Michael R. Bloomberg,5,0,3,2
Madison,Ward 4,U.S. President,,Dem,Michael R. Bloomberg,14,2,8,4
Madison,Alabam,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0
Madison,Hilburn,U.S. President,,Dem,Tulsi Gabbard,4,0,0,4
Madison,Kings River,U.S. President,,Dem,Tulsi Gabbard,4,0,1,3
Madison,Lamar,U.S. President,,Dem,Tulsi Gabbard,2,0,0,2
Madison,Prairie,U.S. President,,Dem,Tulsi Gabbard,2,0,1,1
Madison,War Eagle,U.S. President,,Dem,Tulsi Gabbard,1,0,0,1
Madison,Ward 1,U.S. President,,Dem,Tulsi Gabbard,1,0,0,1
Madison,Ward 2,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Madison,Alabam,U.S. President,,Dem,Cory Booker,0,0,0,0
Madison,Hilburn,U.S. President,,Dem,Cory Booker,0,0,0,0
Madison,Kings River,U.S. President,,Dem,Cory Booker,1,0,1,0
Madison,Lamar,U.S. President,,Dem,Cory Booker,1,0,0,1
Madison,Prairie,U.S. President,,Dem,Cory Booker,1,0,0,1
Madison,War Eagle,U.S. President,,Dem,Cory Booker,1,0,1,0
Madison,Ward 1,U.S. President,,Dem,Cory Booker,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,Cory Booker,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Cory Booker,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Cory Booker,0,0,0,0
Madison,Alabam,U.S. President,,Dem,Tom Steyer,1,0,1,0
Madison,Hilburn,U.S. President,,Dem,Tom Steyer,3,0,1,2
Madison,Kings River,U.S. President,,Dem,Tom Steyer,0,0,0,0
Madison,Lamar,U.S. President,,Dem,Tom Steyer,1,0,1,0
Madison,Prairie,U.S. President,,Dem,Tom Steyer,2,0,2,0
Madison,War Eagle,U.S. President,,Dem,Tom Steyer,9,0,6,3
Madison,Ward 1,U.S. President,,Dem,Tom Steyer,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,Tom Steyer,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Tom Steyer,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Tom Steyer,1,0,1,0
Madison,Alabam,U.S. President,,Dem,John K. Delaney,0,0,0,0
Madison,Hilburn,U.S. President,,Dem,John K. Delaney,0,0,0,0
Madison,Kings River,U.S. President,,Dem,John K. Delaney,1,0,0,1
Madison,Lamar,U.S. President,,Dem,John K. Delaney,1,0,0,1
Madison,Prairie,U.S. President,,Dem,John K. Delaney,1,0,0,1
Madison,War Eagle,U.S. President,,Dem,John K. Delaney,2,0,1,1
Madison,Ward 1,U.S. President,,Dem,John K. Delaney,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,John K. Delaney,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,John K. Delaney,1,0,0,1
Madison,Ward 4,U.S. President,,Dem,John K. Delaney,0,0,0,0
Madison,Alabam,U.S. President,,Dem,Andrew Yang,1,0,1,0
Madison,Hilburn,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,Kings River,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,Lamar,U.S. President,,Dem,Andrew Yang,1,0,1,0
Madison,Prairie,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,War Eagle,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,Ward 1,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Andrew Yang,0,0,0,0
Madison,Alabam,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,Hilburn,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,Kings River,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,Lamar,U.S. President,,Dem,Marianne Williamson,1,0,0,1
Madison,Prairie,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,War Eagle,U.S. President,,Dem,Marianne Williamson,5,0,3,2
Madison,Ward 1,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Madison,Alabam,U.S. President,,Dem,Steve Bullock,0,0,0,0
Madison,Hilburn,U.S. President,,Dem,Steve Bullock,0,0,0,0
Madison,Kings River,U.S. President,,Dem,Steve Bullock,1,0,0,1
Madison,Lamar,U.S. President,,Dem,Steve Bullock,1,0,0,1
Madison,Prairie,U.S. President,,Dem,Steve Bullock,2,0,0,2
Madison,War Eagle,U.S. President,,Dem,Steve Bullock,1,0,0,1
Madison,Ward 1,U.S. President,,Dem,Steve Bullock,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,Steve Bullock,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Steve Bullock,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Steve Bullock,0,0,0,0
Madison,Alabam,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Hilburn,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Kings River,U.S. President,,Dem,Joe Sestak,1,0,0,1
Madison,Lamar,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Prairie,U.S. President,,Dem,Joe Sestak,1,0,1,0
Madison,War Eagle,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Ward 1,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Joe Sestak,0,0,0,0
Madison,Alabam,U.S. President,,Dem,Michael Bennet,1,0,0,1
Madison,Hilburn,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,Kings River,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,Lamar,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,Prairie,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,War Eagle,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,Ward 1,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,Ward 2,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,Ward 3,U.S. President,,Dem,Michael Bennet,0,0,0,0
Madison,Ward 4,U.S. President,,Dem,Michael Bennet,0,0,0,0
