county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early
Ashley,CW2,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Ashley,CW3,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Ashley,NCE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,NCW,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,COOTER,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,CROSSROADS,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,HW3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,HW2,U.S. President,,DEM,Steve Bullock,2,1,1,0,0
Ashley,HW1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,HBG RURAL,U.S. President,,DEM,Steve Bullock,2,2,0,0,0
Ashley,MT ZION,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,MILO,U.S. President,,DEM,Steve Bullock,1,1,0,0,0
Ashley,BEECH CREEK,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,Steve Bullock,1,1,0,0,0
Ashley,FH CITY,U.S. President,,DEM,Steve Bullock,1,1,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,BOYDELL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,CW2,U.S. President,,DEM,Mosie Boyd,1,1,0,0,0
Ashley,CW3,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,NCE,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,NCW,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Mosie Boyd,1,0,1,0,0
Ashley,COOTER,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,CROSSROADS,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,HW3,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,HW2,U.S. President,,DEM,Mosie Boyd,1,1,0,0,0
Ashley,HW1,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,HBG RURAL,U.S. President,,DEM,Mosie Boyd,1,0,1,0,0
Ashley,MT ZION,U.S. President,,DEM,Mosie Boyd,1,0,1,0,0
Ashley,MILO,U.S. President,,DEM,Mosie Boyd,1,1,0,0,0
Ashley,BEECH CREEK,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,FH CITY,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,BOYDELL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,Pete Buttigieg,3,3,0,0,0
Ashley,CW2,U.S. President,,DEM,Pete Buttigieg,3,3,0,0,0
Ashley,CW3,U.S. President,,DEM,Pete Buttigieg,1,1,0,0,0
Ashley,NCE,U.S. President,,DEM,Pete Buttigieg,1,1,0,0,0
Ashley,NCW,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,Pete Buttigieg,4,4,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Pete Buttigieg,1,0,1,0,0
Ashley,COOTER,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,Pete Buttigieg,2,0,2,0,0
Ashley,CROSSROADS,U.S. President,,DEM,Pete Buttigieg,1,1,0,0,0
Ashley,HW3,U.S. President,,DEM,Pete Buttigieg,5,3,1,0,1
Ashley,HW2,U.S. President,,DEM,Pete Buttigieg,3,3,0,0,0
Ashley,HW1,U.S. President,,DEM,Pete Buttigieg,1,1,0,0,0
Ashley,HBG RURAL,U.S. President,,DEM,Pete Buttigieg,1,1,0,0,0
Ashley,MT ZION,U.S. President,,DEM,Pete Buttigieg,1,1,0,0,0
Ashley,MILO,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Ashley,BEECH CREEK,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,Pete Buttigieg,1,0,1,0,0
Ashley,FH CITY,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,BOYDELL,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,CW2,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,CW3,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,NCE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,NCW,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,COOTER,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,CROSSROADS,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,HW3,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Ashley,HW2,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,HW1,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Ashley,HBG RURAL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,MT ZION,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,MILO,U.S. President,,DEM,Kamala Harris,1,1,0,0,0
Ashley,BEECH CREEK,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,FH CITY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Ashley,BOYDELL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,CW2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,CW3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,NCE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,NCW,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,COOTER,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,CROSSROADS,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,HW3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,HW2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,HW1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,HBG RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,MT ZION,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,MILO,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,BEECH CREEK,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,FH CITY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,BOYDELL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,CW2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,CW3,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,NCE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,NCW,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,COOTER,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,CROSSROADS,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,HW3,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,HW2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,HW1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,HBG RURAL,U.S. President,,DEM,John K. Delaney,1,1,0,0,0
Ashley,MT ZION,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,MILO,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,BEECH CREEK,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,FH CITY,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,John K. Delaney,1,0,1,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,BOYDELL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,John K. Delaney,1,0,1,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,Cory Booker,1,1,0,0,0
Ashley,CW2,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,CW3,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,NCE,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,NCW,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,COOTER,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,CROSSROADS,U.S. President,,DEM,Cory Booker,1,1,0,0,0
Ashley,HW3,U.S. President,,DEM,Cory Booker,1,1,0,0,0
Ashley,HW2,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,HW1,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,HBG RURAL,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,MT ZION,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,MILO,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,BEECH CREEK,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,FH CITY,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,Cory Booker,2,2,0,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,BOYDELL,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,CW2,U.S. President,,DEM,Tom Steyer,2,1,1,0,0
Ashley,CW3,U.S. President,,DEM,Tom Steyer,1,1,0,0,0
Ashley,NCE,U.S. President,,DEM,Tom Steyer,2,0,2,0,0
Ashley,NCW,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,WCR,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,COOTER,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,HICKORY GROVE,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,CROSSROADS,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,HW3,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,HW2,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,HW1,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Ashley,HBG RURAL,U.S. President,,DEM,Tom Steyer,1,1,0,0,0
Ashley,MT ZION,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,MILO,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,BEECH CREEK,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,MIST,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,FH CITY,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,FH RURAL,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,PORTLAND CITY,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,PORTLAND RURAL,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,BOYDELL,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,SNY/TRA,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,MONTROSE CITY,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,MONTROSE RURAL,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,PARKDALE CITY,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,PARKDALE RURAL,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,WILMOT CITY,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,WILMOT RURAL,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Ashley,CW1,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Ashley,CW2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Ashley,CW3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Ashley,NCE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Ashley,NCW,U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Ashley,WCR,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Ashley,VOTECH,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Ashley,COOTER,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
