county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Woodruff,Augusta Armory,U.S. President,,Dem,Tulsi Gabbard,3,0,1,2
Woodruff,Gregory Church,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,Babbs Center,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,Hunter Methodist,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Tulsi Gabbard,1,0,0,1
Woodruff,Patterson Fire Station,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Tulsi Gabbard,4,0,1,3
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0
Woodruff,Augusta Armory,U.S. President,,Dem,John K. Delaney,0,0,0,0
Woodruff,Gregory Church,U.S. President,,Dem,John K. Delaney,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,John K. Delaney,2,0,0,2
Woodruff,Babbs Center,U.S. President,,Dem,John K. Delaney,3,0,0,3
Woodruff,Hunter Methodist,U.S. President,,Dem,John K. Delaney,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,John K. Delaney,1,0,1,0
Woodruff,Whitehall Church,U.S. President,,Dem,John K. Delaney,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,John K. Delaney,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,John K. Delaney,1,0,0,1
Woodruff,McCroy Civic Center,U.S. President,,Dem,John K. Delaney,1,0,1,0
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,John K. Delaney,0,0,0,0
Woodruff,Augusta Armory,U.S. President,,Dem,Elizabeth Warren,18,0,6,12
Woodruff,Gregory Church,U.S. President,,Dem,Elizabeth Warren,1,0,1,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Elizabeth Warren,2,0,1,1
Woodruff,Babbs Center,U.S. President,,Dem,Elizabeth Warren,7,0,0,7
Woodruff,Hunter Methodist,U.S. President,,Dem,Elizabeth Warren,1,0,0,1
Woodruff,Fairgrounds,U.S. President,,Dem,Elizabeth Warren,3,0,0,3
Woodruff,Whitehall Church,U.S. President,,Dem,Elizabeth Warren,1,0,0,1
Woodruff,Morton Baptist,U.S. President,,Dem,Elizabeth Warren,7,0,2,5
Woodruff,Patterson Fire Station,U.S. President,,Dem,Elizabeth Warren,3,0,0,3
Woodruff,McCroy Civic Center,U.S. President,,Dem,Elizabeth Warren,14,0,2,12
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Elizabeth Warren,0,0,0,0
Woodruff,Augusta Armory,U.S. President,,Dem,Mosie Boyd,3,0,1,2
Woodruff,Gregory Church,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,Babbs Center,U.S. President,,Dem,Mosie Boyd,2,0,0,2
Woodruff,Hunter Methodist,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Mosie Boyd,0,0,0,0
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Mosie Boyd,1,0,0,1
Woodruff,Augusta Armory,U.S. President,,Dem,Andrew Yang,1,0,0,1
Woodruff,Gregory Church,U.S. President,,Dem,Andrew Yang,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Andrew Yang,1,0,0,1
Woodruff,Babbs Center,U.S. President,,Dem,Andrew Yang,2,0,0,2
Woodruff,Hunter Methodist,U.S. President,,Dem,Andrew Yang,1,0,0,1
Woodruff,Fairgrounds,U.S. President,,Dem,Andrew Yang,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Andrew Yang,1,0,0,1
Woodruff,Morton Baptist,U.S. President,,Dem,Andrew Yang,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Andrew Yang,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Andrew Yang,0,0,0,0
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Andrew Yang,0,0,0,0
Woodruff,Augusta Armory,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Gregory Church,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Babbs Center,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Hunter Methodist,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Julian Castro,1,0,0,1
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Julian Castro,0,0,0,0
Woodruff,Augusta Armory,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,Gregory Church,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Kamala Harris,1,0,1,0
Woodruff,Babbs Center,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,Hunter Methodist,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Kamala Harris,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Kamala Harris,1,0,0,1
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Kamala Harris,1,0,0,1
Woodruff,Augusta Armory,U.S. President,,Dem,Bernie Sanders,37,0,8,29
Woodruff,Gregory Church,U.S. President,,Dem,Bernie Sanders,1,0,0,1
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Bernie Sanders,18,0,5,13
Woodruff,Babbs Center,U.S. President,,Dem,Bernie Sanders,17,0,1,16
Woodruff,Hunter Methodist,U.S. President,,Dem,Bernie Sanders,1,0,0,1
Woodruff,Fairgrounds,U.S. President,,Dem,Bernie Sanders,2,0,1,1
Woodruff,Whitehall Church,U.S. President,,Dem,Bernie Sanders,2,0,0,2
Woodruff,Morton Baptist,U.S. President,,Dem,Bernie Sanders,3,0,0,3
Woodruff,Patterson Fire Station,U.S. President,,Dem,Bernie Sanders,8,0,1,7
Woodruff,McCroy Civic Center,U.S. President,,Dem,Bernie Sanders,20,0,4,16
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Bernie Sanders,11,0,0,11
Woodruff,Augusta Armory,U.S. President,,Dem,Marianne Williamson,1,0,1,0
Woodruff,Gregory Church,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Marianne Williamson,1,0,0,1
Woodruff,Babbs Center,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Woodruff,Hunter Methodist,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Marianne Williamson,1,0,0,1
Woodruff,Whitehall Church,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Marianne Williamson,1,0,0,1
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Marianne Williamson,0,0,0,0
Woodruff,Augusta Armory,U.S. President,,Dem,Michael Bennet,1,0,0,1
Woodruff,Gregory Church,U.S. President,,Dem,Michael Bennet,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Michael Bennet,0,0,0,0
Woodruff,Babbs Center,U.S. President,,Dem,Michael Bennet,1,0,0,1
Woodruff,Hunter Methodist,U.S. President,,Dem,Michael Bennet,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Michael Bennet,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Michael Bennet,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Michael Bennet,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Michael Bennet,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Michael Bennet,2,0,0,2
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Michael Bennet,1,0,0,1
Woodruff,Augusta Armory,U.S. President,,Dem,Pete Buttigieg,3,0,2,1
Woodruff,Gregory Church,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
Woodruff,Babbs Center,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
Woodruff,Hunter Methodist,U.S. President,,Dem,Pete Buttigieg,1,0,0,1
Woodruff,Fairgrounds,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Pete Buttigieg,1,0,0,1
Woodruff,Morton Baptist,U.S. President,,Dem,Pete Buttigieg,3,0,2,1
Woodruff,Patterson Fire Station,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Pete Buttigieg,0,0,0,0
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Pete Buttigieg,4,0,1,3
Woodruff,Augusta Armory,U.S. President,,Dem,Amy Klobuchar,6,0,6,0
Woodruff,Gregory Church,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Amy Klobuchar,1,0,1,0
Woodruff,Babbs Center,U.S. President,,Dem,Amy Klobuchar,1,0,0,1
Woodruff,Hunter Methodist,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Amy Klobuchar,1,0,1,0
Woodruff,Whitehall Church,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Amy Klobuchar,1,0,1,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Amy Klobuchar,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Amy Klobuchar,4,0,2,2
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Amy Klobuchar,1,0,0,1
Woodruff,Augusta Armory,U.S. President,,Dem,Steve Bullock,1,0,1,0
Woodruff,Gregory Church,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,Babbs Center,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,Hunter Methodist,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Steve Bullock,0,0,0,0
Woodruff,McCroy Civic Center,U.S. President,,Dem,Steve Bullock,1,0,0,1
Woodruff,Pumpkin Bend Church,U.S. President,,Dem,Steve Bullock,1,0,1,0
Woodruff,Augusta Armory,U.S. President,,Dem,Cory Booker,1,0,0,1
Woodruff,Gregory Church,U.S. President,,Dem,Cory Booker,0,0,0,0
Woodruff,Augusta Housing Authority,U.S. President,,Dem,Cory Booker,0,0,0,0
Woodruff,Babbs Center,U.S. President,,Dem,Cory Booker,1,0,0,1
Woodruff,Hunter Methodist,U.S. President,,Dem,Cory Booker,0,0,0,0
Woodruff,Fairgrounds,U.S. President,,Dem,Cory Booker,0,0,0,0
Woodruff,Whitehall Church,U.S. President,,Dem,Cory Booker,0,0,0,0
Woodruff,Morton Baptist,U.S. President,,Dem,Cory Booker,0,0,0,0
Woodruff,Patterson Fire Station,U.S. President,,Dem,Cory Booker,1,0,0,1
