county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Lafayette,Lewisville Ward 1,U.S. President,,DEM,Joseph R. Biden,16,1,9,6,0
Lafayette,Lewisville Ward 2,U.S. President,,DEM,Joseph R. Biden,7,0,3,4,0
Lafayette,Lewisville Ward 3,U.S. President,,DEM,Joseph R. Biden,53,4,35,14,0
Lafayette,"Stamps Ward 1, Pct 1",U.S. President,,DEM,Joseph R. Biden,6,0,6,0,0
Lafayette,"Stamps Ward 1, Pct 2",U.S. President,,DEM,Joseph R. Biden,4,4,0,0,0
Lafayette,Stamps Ward 2,U.S. President,,DEM,Joseph R. Biden,15,2,8,5,0
Lafayette,Stamps Ward 3,U.S. President,,DEM,Joseph R. Biden,20,3,14,3,0
Lafayette,Boyd Hill,U.S. President,,DEM,Joseph R. Biden,12,0,5,7,0
Lafayette,Bradley,U.S. President,,DEM,Joseph R. Biden,14,1,12,1,0
Lafayette,Buckner,U.S. President,,DEM,Joseph R. Biden,11,1,8,2,0
Lafayette,Canfield,U.S. President,,DEM,Joseph R. Biden,8,0,5,3,0
Lafayette,Center,U.S. President,,DEM,Joseph R. Biden,5,1,4,0,0
Lafayette,Gin City,U.S. President,,DEM,Joseph R. Biden,9,0,9,0,0
Lafayette,Mars Hill,U.S. President,,DEM,Joseph R. Biden,3,0,1,2,0
Lafayette,Oak Grove,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0
Lafayette,Piney Grove,U.S. President,,DEM,Joseph R. Biden,3,0,0,3,0
Lafayette,Red River,U.S. President,,DEM,Joseph R. Biden,9,1,6,2,0
Lafayette,Sardis,U.S. President,,DEM,Joseph R. Biden,3,2,1,0,0
Lafayette,State Line,U.S. President,,DEM,Joseph R. Biden,10,7,3,0,0
Lafayette,Walker Creek,U.S. President,,DEM,Joseph R. Biden,4,3,1,0,0
Lafayette,Lewisville Ward 1 (Out),U.S. President,,DEM,Joseph R. Biden,6,1,2,3,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",U.S. President,,DEM,Joseph R. Biden,15,0,10,5,0
Lafayette,Stamps Ward 2 (Out),U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0
Lafayette,Buckner (Out),U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0
Lafayette,Bradley (Out),U.S. President,,DEM,Joseph R. Biden,4,0,1,3,0
Lafayette,Lewisville Ward 1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Lewisville Ward 2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Lewisville Ward 3,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 1",U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2",U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Stamps Ward 2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Stamps Ward 3,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Boyd Hill,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Bradley,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Buckner,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Canfield,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Center,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Gin City,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Mars Hill,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Oak Grove,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Piney Grove,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Red River,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Sardis,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,State Line,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Walker Creek,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Lewisville Ward 1 (Out),U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Stamps Ward 2 (Out),U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Buckner (Out),U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Bradley (Out),U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Lafayette,Lewisville Ward 1,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Lewisville Ward 2,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Lewisville Ward 3,U.S. President,,DEM,Amy Klobuchar,1,1,0,0,0
Lafayette,"Stamps Ward 1, Pct 1",U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2",U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Stamps Ward 2,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Stamps Ward 3,U.S. President,,DEM,Amy Klobuchar,1,0,0,1,0
Lafayette,Boyd Hill,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Bradley,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Buckner,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Canfield,U.S. President,,DEM,Amy Klobuchar,1,0,0,1,0
Lafayette,Center,U.S. President,,DEM,Amy Klobuchar,1,0,1,0,0
Lafayette,Gin City,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Mars Hill,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Oak Grove,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Piney Grove,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Red River,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Sardis,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,State Line,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Walker Creek,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Lewisville Ward 1 (Out),U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2 (Out)",U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Stamps Ward 2 (Out),U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Buckner (Out),U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Bradley (Out),U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Lafayette,Lewisville Ward 1,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Lafayette,Lewisville Ward 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Lafayette,Lewisville Ward 3,U.S. President,,DEM,Marianne Williamson,1,0,1,0,0
Lafayette,"Stamps Ward 1, Pct 1",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Lafayette,"Stamps Ward 1, Pct 2",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Lafayette,Stamps Ward 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Lafayette,Stamps Ward 3,U.S. President,,DEM,Marianne Williamson,1,0,0,1,0
Lafayette,Boyd Hill,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Lafayette,Bradley,U.S. President,,DEM,Marianne Williamson,1,0,1,0,0
Lafayette,Buckner,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Lafayette,Canfield,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
