county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Calhoun,Thornton Rural,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Thornton City,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Chambersville,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Chambersville West,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Tinsman Rural,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Tinsman West,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Tinsman City,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Watson Addition,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Harrell Rural 8,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Harrell Rural 7,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Harrell City,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Champagnolle,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Locust,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Woodberry,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Locust North,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Dr. Rhine Park,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Hampton Rural,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Hampton City,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Hampton South Rural,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Hampton South City,REGISTERED VOTERS,,DEM,REGISTERED VOTERS - DEMOCRAT,0,0,0,0,0
Calhoun,Thornton Rural,REGISTERED VOTERS,,REP,REGISTERED VOTERS - REPUBLICAN,0,0,0,0,0
Calhoun,Thornton City,REGISTERED VOTERS,,REP,REGISTERED VOTERS - REPUBLICAN,0,0,0,0,0
Calhoun,Chambersville,REGISTERED VOTERS,,REP,REGISTERED VOTERS - REPUBLICAN,0,0,0,0,0
Calhoun,Chambersville West,REGISTERED VOTERS,,REP,REGISTERED VOTERS - REPUBLICAN,0,0,0,0,0
Calhoun,Tinsman Rural,REGISTERED VOTERS,,REP,REGISTERED VOTERS - REPUBLICAN,0,0,0,0,0
Calhoun,Tinsman West,REGISTERED VOTERS,,REP,REGISTERED VOTERS - REPUBLICAN,0,0,0,0,0
Calhoun,Tinsman City,REGISTERED VOTERS,,REP,REGISTERED VOTERS - REPUBLICAN,0,0,0,0,0
