county,precinct,office,district,party,candidate,votes,absentee,early,election_day
Van Buren,09 Cargile,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Mosie Boyd,1,1,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Michael R. Bloomberg,6,5,0,1
Van Buren,03 Bradley,U.S. President,,DEM,Michael R. Bloomberg,12,7,1,4
Van Buren,04 Culpepper,U.S. President,,DEM,Michael R. Bloomberg,2,0,0,2
Van Buren,05 Holly Mountain,U.S. President,,DEM,Michael R. Bloomberg,6,2,0,4
Van Buren,06 Choctaw,U.S. President,,DEM,Michael R. Bloomberg,15,6,0,9
Van Buren,07 West Griggs,U.S. President,,DEM,Michael R. Bloomberg,20,9,1,10
Van Buren,08 Craig,U.S. President,,DEM,Michael R. Bloomberg,5,0,0,5
Van Buren,09 Cargile,U.S. President,,DEM,Michael R. Bloomberg,4,2,0,2
Van Buren,10 Davis,U.S. President,,DEM,Michael R. Bloomberg,16,6,1,9
Van Buren,11 Formosa,U.S. President,,DEM,Michael R. Bloomberg,3,2,0,1
Van Buren,12 East Griggs,U.S. President,,DEM,Michael R. Bloomberg,15,5,1,9
Van Buren,15 Mountain,U.S. President,,DEM,Michael R. Bloomberg,1,1,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Michael R. Bloomberg,6,1,2,3
Van Buren,17Linn Creek,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Michael R. Bloomberg,10,3,0,7
Van Buren,20 Union,U.S. President,,DEM,Michael R. Bloomberg,18,3,3,12
Van Buren,21 Washington,U.S. President,,DEM,Michael R. Bloomberg,5,3,0,2
Van Buren,22 Wheeler,U.S. President,,DEM,Michael R. Bloomberg,9,5,0,4
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Michael R. Bloomberg,15,10,0,5
Van Buren,24 South Griggs,U.S. President,,DEM,Michael R. Bloomberg,26,6,2,18
Van Buren,25 Indian Hills,U.S. President,,DEM,Michael R. Bloomberg,15,10,0,5
Van Buren,26 Lakewood,U.S. President,,DEM,Michael R. Bloomberg,8,6,0,2
Van Buren,02 Barnett,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Steve Bullock,1,1,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Steve Bullock,1,0,0,1
Van Buren,07 West Griggs,U.S. President,,DEM,Steve Bullock,2,1,0,1
Van Buren,08 Craig,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Steve Bullock,1,0,0,1
Van Buren,17Linn Creek,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Steve Bullock,0,0,0,0
Van Buren,02 Barnett,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,03 Bradley,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,08 Craig,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,2
Van Buren,09 Cargile,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0
Van Buren,10 Davis,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0
Van Buren,11 Formosa,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0
Van Buren,15 Mountain,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1
Van Buren,19 Red River,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,20 Union,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,21 Washington,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,2,0,0
Van Buren,22 Wheeler,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,1,0,0
Van Buren,25 Indian Hills,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0
Van Buren,02 Barnett,U.S. President,,REP,Donald J. Trump,78,49,0,29
Van Buren,03 Bradley,U.S. President,,REP,Donald J. Trump,168,130,2,36
Van Buren,04 Culpepper,U.S. President,,REP,Donald J. Trump,54,11,1,42
Van Buren,05 Holly Mountain,U.S. President,,REP,Donald J. Trump,99,39,3,57
Van Buren,06 Choctaw,U.S. President,,REP,Donald J. Trump,79,37,0,42
Van Buren,07 West Griggs,U.S. President,,REP,Donald J. Trump,157,48,1,108
Van Buren,08 Craig,U.S. President,,REP,Donald J. Trump,106,31,6,69
Van Buren,09 Cargile,U.S. President,,REP,Donald J. Trump,37,21,3,13
Van Buren,10 Davis,U.S. President,,REP,Donald J. Trump,117,68,2,47
Van Buren,11 Formosa,U.S. President,,REP,Donald J. Trump,87,34,3,50
Van Buren,12 East Griggs,U.S. President,,REP,Donald J. Trump,136,49,1,86
Van Buren,15 Mountain,U.S. President,,REP,Donald J. Trump,42,12,0,30
Van Buren,17 Linn Creek,U.S. President,,REP,Donald J. Trump,56,17,0,39
Van Buren,17Linn Creek,U.S. President,,REP,Donald J. Trump,15,6,1,8
Van Buren,19 Red River,U.S. President,,REP,Donald J. Trump,76,32,1,43
Van Buren,20 Union,U.S. President,,REP,Donald J. Trump,156,66,5,85
Van Buren,21 Washington,U.S. President,,REP,Donald J. Trump,120,80,0,40
Van Buren,22 Wheeler,U.S. President,,REP,Donald J. Trump,25,8,0,17
Van Buren,23 Mountain Ranch,U.S. President,,REP,Donald J. Trump,134,105,4,25
Van Buren,24 South Griggs,U.S. President,,REP,Donald J. Trump,170,68,4,98
Van Buren,25 Indian Hills,U.S. President,,REP,Donald J. Trump,90,75,3,12
Van Buren,26 Lakewood,U.S. President,,REP,Donald J. Trump,61,43,5,13
Van Buren,02 Barnett,U.S. President,,REP,Bill Weld,1,1,0,0
Van Buren,03 Bradley,U.S. President,,REP,Bill Weld,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,REP,Bill Weld,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,REP,Bill Weld,1,0,0,1
Van Buren,06 Choctaw,U.S. President,,REP,Bill Weld,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,REP,Bill Weld,2,1,0,1
Van Buren,08 Craig,U.S. President,,REP,Bill Weld,2,0,0,2
Van Buren,09 Cargile,U.S. President,,REP,Bill Weld,1,1,0,0
Van Buren,10 Davis,U.S. President,,REP,Bill Weld,0,0,0,0
Van Buren,11 Formosa,U.S. President,,REP,Bill Weld,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,REP,Bill Weld,3,0,0,3
Van Buren,15 Mountain,U.S. President,,REP,Bill Weld,1,0,0,1
Van Buren,17 Linn Creek,U.S. President,,REP,Bill Weld,1,1,0,0
Van Buren,17Linn Creek,U.S. President,,REP,Bill Weld,0,0,0,0
Van Buren,19 Red River,U.S. President,,REP,Bill Weld,2,1,0,1
Van Buren,20 Union,U.S. President,,REP,Bill Weld,1,0,0,1
Van Buren,21 Washington,U.S. President,,REP,Bill Weld,1,1,0,0
Van Buren,22 Wheeler,U.S. President,,REP,Bill Weld,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,REP,Bill Weld,3,3,0,0
Van Buren,24 South Griggs,U.S. President,,REP,Bill Weld,3,1,0,2
Van Buren,25 Indian Hills,U.S. President,,REP,Bill Weld,1,1,0,0
Van Buren,26 Lakewood,U.S. President,,REP,Bill Weld,3,3,0,0
Van Buren,02 Barnett,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,55,38,0,17
Van Buren,03 Bradley,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,130,89,4,37
Van Buren,04 Culpepper,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,39,7,2,30
Van Buren,05 Holly Mountain,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,79,31,1,47
Van Buren,06 Choctaw,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,65,30,0,35
Van Buren,07 West Griggs,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,141,57,2,82
Van Buren,08 Craig,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,76,21,4,51
Van Buren,09 Cargile,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,31,20,3,8
Van Buren,10 Davis,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,88,51,2,35
Van Buren,11 Formosa,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,58,24,0,34
Van Buren,12 East Griggs,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,130,40,2,88
Van Buren,15 Mountain,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,25,7,0,18
Van Buren,17 Linn Creek,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,50,15,2,33
Van Buren,17Linn Creek,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,10,7,1,2
Van Buren,19 Red River,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,82,38,1,43
Van Buren,20 Union,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,133,61,8,64
Van Buren,21 Washington,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,104,68,0,36
Van Buren,22 Wheeler,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,28,6,0,22
Van Buren,23 Mountain Ranch,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,102,80,2,20
Van Buren,24 South Griggs,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,184,76,6,102
Van Buren,25 Indian Hills,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,69,51,4,14
Van Buren,26 Lakewood,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,59,34,6,19
Van Buren,02 Barnett,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,54,29,0,25
Van Buren,03 Bradley,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,112,85,1,26
Van Buren,04 Culpepper,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,44,12,1,31
Van Buren,05 Holly Mountain,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,61,25,3,33
Van Buren,06 Choctaw,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,83,34,0,49
Van Buren,07 West Griggs,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,116,38,1,77
Van Buren,08 Craig,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,74,25,3,46
Van Buren,09 Cargile,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,23,12,0,11
Van Buren,10 Davis,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,86,45,1,40
Van Buren,11 Formosa,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,61,22,2,37
Van Buren,12 East Griggs,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,84,40,1,43
Van Buren,15 Mountain,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,33,11,0,22
Van Buren,17 Linn Creek,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,41,13,0,28
Van Buren,17Linn Creek,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,15,5,0,10
Van Buren,19 Red River,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,66,29,0,37
Van Buren,20 Union,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,106,34,2,70
Van Buren,21 Washington,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,67,42,0,25
Van Buren,22 Wheeler,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,30,9,2,19
Van Buren,23 Mountain Ranch,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,119,91,6,22
Van Buren,24 South Griggs,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,122,48,4,70
Van Buren,25 Indian Hills,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,69,54,1,14
Van Buren,26 Lakewood,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,47,38,1,8
Van Buren,02 Barnett,State District Court,"9, Division 1",,District Judge Chris Carnahan,92,60,0,32
Van Buren,03 Bradley,State District Court,"9, Division 1",,District Judge Chris Carnahan,157,109,4,44
Van Buren,04 Culpepper,State District Court,"9, Division 1",,District Judge Chris Carnahan,64,16,3,45
Van Buren,05 Holly Mountain,State District Court,"9, Division 1",,District Judge Chris Carnahan,102,40,2,60
Van Buren,06 Choctaw,State District Court,"9, Division 1",,District Judge Chris Carnahan,91,35,0,56
Van Buren,07 West Griggs,State District Court,"9, Division 1",,District Judge Chris Carnahan,176,59,2,115
Van Buren,08 Craig,State District Court,"9, Division 1",,District Judge Chris Carnahan,105,32,6,67
Van Buren,09 Cargile,State District Court,"9, Division 1",,District Judge Chris Carnahan,39,23,3,13
Van Buren,10 Davis,State District Court,"9, Division 1",,District Judge Chris Carnahan,113,68,2,43
Van Buren,11 Formosa,State District Court,"9, Division 1",,District Judge Chris Carnahan,82,30,0,52
Van Buren,12 East Griggs,State District Court,"9, Division 1",,District Judge Chris Carnahan,150,54,2,94
Van Buren,15 Mountain,State District Court,"9, Division 1",,District Judge Chris Carnahan,38,12,0,26
Van Buren,17 Linn Creek,State District Court,"9, Division 1",,District Judge Chris Carnahan,57,19,2,36
Van Buren,17Linn Creek,State District Court,"9, Division 1",,District Judge Chris Carnahan,13,5,1,7
Van Buren,19 Red River,State District Court,"9, Division 1",,District Judge Chris Carnahan,97,43,1,53
Van Buren,20 Union,State District Court,"9, Division 1",,District Judge Chris Carnahan,170,65,10,95
Van Buren,21 Washington,State District Court,"9, Division 1",,District Judge Chris Carnahan,125,76,0,49
Van Buren,22 Wheeler,State District Court,"9, Division 1",,District Judge Chris Carnahan,35,10,0,25
Van Buren,23 Mountain Ranch,State District Court,"9, Division 1",,District Judge Chris Carnahan,137,106,4,27
Van Buren,24 South Griggs,State District Court,"9, Division 1",,District Judge Chris Carnahan,218,87,7,124
Van Buren,25 Indian Hills,State District Court,"9, Division 1",,District Judge Chris Carnahan,100,77,3,20
Van Buren,26 Lakewood,State District Court,"9, Division 1",,District Judge Chris Carnahan,68,45,5,18
Van Buren,02 Barnett,State District Court,"9, Division 1",,Lorie Mason Jordan,15,7,0,8
Van Buren,03 Bradley,State District Court,"9, Division 1",,Lorie Mason Jordan,80,60,1,19
Van Buren,04 Culpepper,State District Court,"9, Division 1",,Lorie Mason Jordan,18,3,0,15
Van Buren,05 Holly Mountain,State District Court,"9, Division 1",,Lorie Mason Jordan,37,14,2,21
Van Buren,06 Choctaw,State District Court,"9, Division 1",,Lorie Mason Jordan,56,28,0,28
Van Buren,07 West Griggs,State District Court,"9, Division 1",,Lorie Mason Jordan,85,37,1,47
Van Buren,08 Craig,State District Court,"9, Division 1",,Lorie Mason Jordan,43,14,1,28
Van Buren,09 Cargile,State District Court,"9, Division 1",,Lorie Mason Jordan,15,8,0,7
Van Buren,10 Davis,State District Court,"9, Division 1",,Lorie Mason Jordan,59,28,1,30
Van Buren,11 Formosa,State District Court,"9, Division 1",,Lorie Mason Jordan,35,15,2,18
Van Buren,12 East Griggs,State District Court,"9, Division 1",,Lorie Mason Jordan,67,26,2,39
Van Buren,15 Mountain,State District Court,"9, Division 1",,Lorie Mason Jordan,22,7,1,14
Van Buren,17 Linn Creek,State District Court,"9, Division 1",,Lorie Mason Jordan,32,9,0,23
Van Buren,17Linn Creek,State District Court,"9, Division 1",,Lorie Mason Jordan,11,6,0,5
Van Buren,19 Red River,State District Court,"9, Division 1",,Lorie Mason Jordan,51,22,0,29
Van Buren,20 Union,State District Court,"9, Division 1",,Lorie Mason Jordan,67,27,0,40
Van Buren,21 Washington,State District Court,"9, Division 1",,Lorie Mason Jordan,43,31,0,12
Van Buren,22 Wheeler,State District Court,"9, Division 1",,Lorie Mason Jordan,23,5,2,16
Van Buren,23 Mountain Ranch,State District Court,"9, Division 1",,Lorie Mason Jordan,85,66,4,15
Van Buren,24 South Griggs,State District Court,"9, Division 1",,Lorie Mason Jordan,91,37,3,51
Van Buren,25 Indian Hills,State District Court,"9, Division 1",,Lorie Mason Jordan,39,28,2,9
Van Buren,26 Lakewood,State District Court,"9, Division 1",,Lorie Mason Jordan,35,24,2,9
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance Q1,,,For,57,35,0,22
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance Q1,,,For,99,73,2,24
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance Q1,,,For,36,10,1,25
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance Q1,,,For,62,23,2,37
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance Q1,,,For,79,31,0,48
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance Q1,,,For,121,49,2,70
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance Q1,,,For,55,22,0,33
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance Q1,,,For,14,7,1,6
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance Q1,,,For,76,40,1,35
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance Q1,,,For,55,24,2,29
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance Q1,,,For,117,33,3,81
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance Q1,,,For,22,10,0,12
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance Q1,,,For,49,13,0,36
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance Q1,,,For,14,7,1,6
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance Q1,,,For,81,36,1,44
Van Buren,20 Union,Sales and Use Tax and Bond Issuance Q1,,,For,108,35,5,68
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance Q1,,,For,96,61,0,35
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance Q1,,,For,33,12,1,20
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance Q1,,,For,139,102,5,32
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance Q1,,,For,172,61,8,103
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance Q1,,,For,73,59,1,13
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance Q1,,,For,53,35,2,16
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance Q1,,,Against,53,32,0,21
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance Q1,,,Against,148,105,3,40
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance Q1,,,Against,50,10,2,38
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance Q1,,,Against,90,40,2,48
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance Q1,,,Against,73,35,0,38
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance Q1,,,Against,146,49,1,96
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance Q1,,,Against,100,26,7,67
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance Q1,,,Against,41,26,2,13
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance Q1,,,Against,99,57,2,40
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance Q1,,,Against,65,22,1,42
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance Q1,,,Against,106,46,1,59
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance Q1,,,Against,39,9,1,29
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance Q1,,,Against,48,16,2,30
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance Q1,,,Against,11,4,1,6
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance Q1,,,Against,74,32,0,42
Van Buren,20 Union,Sales and Use Tax and Bond Issuance Q1,,,Against,138,61,6,71
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance Q1,,,Against,85,56,0,29
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance Q1,,,Against,27,4,1,22
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance Q1,,,Against,90,74,3,13
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance Q1,,,Against,155,69,5,81
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance Q1,,,Against,69,50,4,15
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance Q1,,,Against,58,40,5,13
Van Buren,02 Barnett,Sales Use Tax Bond Issuance-Q2,,,For,53,32,0,21
Van Buren,03 Bradley,Sales Use Tax Bond Issuance-Q2,,,For,104,75,2,27
Van Buren,04 Culpepper,Sales Use Tax Bond Issuance-Q2,,,For,36,7,1,28
Van Buren,05 Holly Mountain,Sales Use Tax Bond Issuance-Q2,,,For,63,23,2,38
Van Buren,06 Choctaw,Sales Use Tax Bond Issuance-Q2,,,For,76,32,0,44
Van Buren,07 West Griggs,Sales Use Tax Bond Issuance-Q2,,,For,116,48,2,66
Van Buren,08 Craig,Sales Use Tax Bond Issuance-Q2,,,For,46,19,0,27
Van Buren,09 Cargile,Sales Use Tax Bond Issuance-Q2,,,For,16,11,0,5
Van Buren,10 Davis,Sales Use Tax Bond Issuance-Q2,,,For,87,46,1,40
Van Buren,11 Formosa,Sales Use Tax Bond Issuance-Q2,,,For,56,23,0,33
Van Buren,12 East Griggs,Sales Use Tax Bond Issuance-Q2,,,For,117,32,4,81
Van Buren,15 Mountain,Sales Use Tax Bond Issuance-Q2,,,For,26,12,0,14
Van Buren,17 Linn Creek,Sales Use Tax Bond Issuance-Q2,,,For,47,12,0,35
Van Buren,17Linn Creek,Sales Use Tax Bond Issuance-Q2,,,For,13,7,1,5
Van Buren,19 Red River,Sales Use Tax Bond Issuance-Q2,,,For,78,38,1,39
Van Buren,20 Union,Sales Use Tax Bond Issuance-Q2,,,For,102,38,4,60
Van Buren,21 Washington,Sales Use Tax Bond Issuance-Q2,,,For,97,60,0,37
Van Buren,22 Wheeler,Sales Use Tax Bond Issuance-Q2,,,For,31,9,1,21
Van Buren,23 Mountain Ranch,Sales Use Tax Bond Issuance-Q2,,,For,133,99,3,31
Van Buren,24 South Griggs,Sales Use Tax Bond Issuance-Q2,,,For,170,62,4,104
Van Buren,25 Indian Hills,Sales Use Tax Bond Issuance-Q2,,,For,74,57,2,15
Van Buren,26 Lakewood,Sales Use Tax Bond Issuance-Q2,,,For,57,37,2,18
Van Buren,02 Barnett,Sales Use Tax Bond Issuance-Q2,,,Against,56,34,0,22
Van Buren,03 Bradley,Sales Use Tax Bond Issuance-Q2,,,Against,140,101,3,36
Van Buren,04 Culpepper,Sales Use Tax Bond Issuance-Q2,,,Against,47,11,2,34
Van Buren,05 Holly Mountain,Sales Use Tax Bond Issuance-Q2,,,Against,88,39,2,47
Van Buren,06 Choctaw,Sales Use Tax Bond Issuance-Q2,,,Against,76,34,0,42
Van Buren,07 West Griggs,Sales Use Tax Bond Issuance-Q2,,,Against,151,51,1,99
Van Buren,08 Craig,Sales Use Tax Bond Issuance-Q2,,,Against,107,28,7,72
Van Buren,09 Cargile,Sales Use Tax Bond Issuance-Q2,,,Against,39,22,3,14
Van Buren,10 Davis,Sales Use Tax Bond Issuance-Q2,,,Against,88,52,1,35
Van Buren,11 Formosa,Sales Use Tax Bond Issuance-Q2,,,Against,63,22,3,38
Van Buren,12 East Griggs,Sales Use Tax Bond Issuance-Q2,,,Against,105,48,0,57
Van Buren,15 Mountain,Sales Use Tax Bond Issuance-Q2,,,Against,35,7,1,27
Van Buren,17 Linn Creek,Sales Use Tax Bond Issuance-Q2,,,Against,50,17,2,31
Van Buren,17Linn Creek,Sales Use Tax Bond Issuance-Q2,,,Against,12,5,0,7
Van Buren,19 Red River,Sales Use Tax Bond Issuance-Q2,,,Against,76,29,0,47
Van Buren,20 Union,Sales Use Tax Bond Issuance-Q2,,,Against,144,57,7,80
Van Buren,21 Washington,Sales Use Tax Bond Issuance-Q2,,,Against,83,56,0,27
Van Buren,22 Wheeler,Sales Use Tax Bond Issuance-Q2,,,Against,28,6,1,21
Van Buren,23 Mountain Ranch,Sales Use Tax Bond Issuance-Q2,,,Against,91,73,4,14
Van Buren,24 South Griggs,Sales Use Tax Bond Issuance-Q2,,,Against,151,66,7,78
Van Buren,25 Indian Hills,Sales Use Tax Bond Issuance-Q2,,,Against,68,52,3,13
Van Buren,26 Lakewood,Sales Use Tax Bond Issuance-Q2,,,Against,52,36,5,11
